1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q3,-62834.00,-3.00,3394.00,9183.00,2684.00,-6013.00,337.00,5.00,-6354.00,-9032.00,2668.00,-54104.00,-11612.00,17200.00,-5588.00
1987:Q4,-16165.00,-51.00,5512.00,-9998.00,-8508.00,11409.00,-1265.00,4.00,12669.00,42014.00,-784.00,-53302.00,-2457.00,12059.00,-9602.00
1988:Q1,6659.00,-33.00,-4408.00,-1824.00,8128.00,-3537.00,1450.00,0.00,-4986.00,-27134.00,-5518.00,34788.00,6196.00,-16983.00,10787.00
1988:Q2,15764.00,-62.00,1352.00,1525.00,-2076.00,445.00,-1702.00,0.00,2147.00,-30535.00,9935.00,40614.00,-5434.00,-2914.00,8348.00
1988:Q3,-12106.00,-16.00,2634.00,1392.00,-5755.00,-4852.00,-626.00,0.00,-4226.00,-16608.00,-649.00,15698.00,-3950.00,8908.00,-4958.00
1988:Q4,-5320.00,0.00,801.00,-2728.00,-9904.00,10412.00,2510.00,0.00,7902.00,39176.00,172.00,-45232.00,1984.00,10520.00,-12503.00
1989:Q1,49969.00,-97.00,16879.00,4950.00,9956.00,-7579.00,-567.00,0.00,-7012.00,-24954.00,-6584.00,58635.00,-1237.00,-8930.00,10167.00
1989:Q2,21109.00,-37.00,11012.00,-6808.00,3361.00,7017.00,2731.00,0.00,4286.00,-20074.00,13596.00,34829.00,-21787.00,12193.00,9594.00
1989:Q3,1906.00,-62.00,1075.00,-138.00,-1687.00,-1403.00,6039.00,0.00,-7442.00,-6778.00,-2162.00,37598.00,-24537.00,30782.00,-6245.00
1989:Q4,8993.00,-65.00,9535.00,-4919.00,-9712.00,8183.00,200.00,0.00,7983.00,45182.00,-6120.00,-14767.00,-18324.00,30134.00,-11810.00
1990:Q1,-101617.00,-64.00,-7130.00,5039.00,-14044.00,-935.00,2106.00,0.00,-3041.00,-23985.00,-1183.00,-36503.00,-22812.00,11112.00,11700.00
1990:Q2,-23186.00,-64.00,10936.00,512.00,599.00,4766.00,-97.00,0.00,4863.00,-30207.00,10689.00,8924.00,-29340.00,19718.00,9622.00
1990:Q3,-70467.00,-56.00,10784.00,-1994.00,-20511.00,-2394.00,1787.00,0.00,-4181.00,-16290.00,-1127.00,-7075.00,-31803.00,39214.00,-7411.00
1990:Q4,-48792.00,362.00,11202.00,-3801.00,-8029.00,10367.00,-451.00,0.00,10817.00,61152.00,-477.00,-110207.00,-9361.00,21305.00,-11944.00
1991:Q1,-37508.00,-470.00,-7962.00,6956.00,-23752.00,-10071.00,-7814.00,0.00,-2257.00,-16232.00,-9414.00,31637.00,-8201.00,-1545.00,9746.00
1991:Q2,-57889.00,-63.00,-3719.00,3533.00,5089.00,7067.00,3798.00,0.00,3269.00,-14308.00,5944.00,-31672.00,-29760.00,18694.00,11066.00
1991:Q3,-14298.00,-37.00,-703.00,6053.00,1941.00,4097.00,7938.00,0.00,-3841.00,2095.00,3833.00,-1053.00,-30523.00,37743.00,-7220.00
1991:Q4,-17572.00,-2.00,-11619.00,-3144.00,-7291.00,-9660.00,-17016.00,0.00,7356.00,71105.00,-3075.00,-31932.00,-21954.00,33496.00,-11542.00
1992:Q1,-93492.00,-103.00,-5855.00,654.00,-2183.00,-3244.00,-1765.00,0.00,-1479.00,-35106.00,-7472.00,-23588.00,-16595.00,6384.00,10211.00
1992:Q2,12456.00,-46.00,5416.00,-1777.00,2284.00,-88.00,-3269.00,0.00,3181.00,-19709.00,11878.00,41540.00,-27042.00,15623.00,11419.00
1992:Q3,-55434.00,-38.00,-1013.00,5027.00,15715.00,-8424.00,932.00,0.00,-9355.00,544.00,5141.00,-26060.00,-46326.00,55661.00,-9335.00
1992:Q4,28443.00,-26.00,-1265.00,-10319.00,-13605.00,13990.00,4761.00,0.00,9229.00,72535.00,-1829.00,-7962.00,-23076.00,33234.00,-10158.00
1993:Q1,-82634.00,-54.00,1483.00,8299.00,53052.00,-9969.00,-4682.00,0.00,-5287.00,-48238.00,-8320.00,-34741.00,-44146.00,34009.00,10137.00
1993:Q2,-51229.00,-42.00,-2052.00,949.00,-14291.00,5023.00,168.00,0.00,4855.00,-23837.00,18407.00,7590.00,-42975.00,30330.00,12645.00
1993:Q3,-78436.00,-55.00,-6912.00,-6320.00,28365.00,-9517.00,-1642.00,0.00,-7875.00,-12961.00,4028.00,-27176.00,-47889.00,57558.00,-9669.00
1993:Q4,-38747.00,-51.00,1850.00,3264.00,-27988.00,11711.00,4674.00,0.00,7037.00,88190.00,-2535.00,-93650.00,-19537.00,30429.00,-10892.00
1994:Q1,-168350.00,-59.00,-3262.00,-3310.00,9750.00,-11540.00,-7055.00,0.00,-4485.00,-41589.00,-7205.00,-69563.00,-41573.00,30161.00,11412.00
1994:Q2,-46032.00,-51.00,20344.00,9671.00,16910.00,1945.00,-547.00,0.00,2492.00,-21513.00,18566.00,-50451.00,-41453.00,28548.00,12905.00
1994:Q3,-48349.00,-59.00,12041.00,849.00,5318.00,-7587.00,564.00,0.00,-8150.00,-3325.00,-540.00,-12705.00,-42342.00,51681.00,-9339.00
1994:Q4,-12194.00,-44.00,13573.00,140.00,-4417.00,9586.00,2197.00,0.00,7389.00,68071.00,-5652.00,-79515.00,-13936.00,26427.00,-12491.00
1995:Q1,-67921.00,-48.00,9276.00,2356.00,26229.00,-8139.00,-3425.00,0.00,-4714.00,-33186.00,-9049.00,-24796.00,-30565.00,15042.00,15523.00
1995:Q2,-90881.00,-94.00,24885.00,-1870.00,-21044.00,-2469.00,-4870.00,0.00,2401.00,-10198.00,22096.00,-67559.00,-34628.00,21384.00,13244.00
1995:Q3,-90139.00,-73.00,-13079.00,3850.00,14195.00,-8978.00,-637.00,0.00,-8341.00,-16395.00,586.00,-41600.00,-28645.00,39890.00,-11245.00
1995:Q4,-31320.00,-116.00,3882.00,-9658.00,-27593.00,9760.00,2938.00,0.00,6822.00,57271.00,1997.00,-67436.00,574.00,14245.00,-14819.00
1996:Q1,-122501.00,-267.00,18009.00,8064.00,-6878.00,-7100.00,-2503.00,0.00,-4597.00,-47815.00,-12569.00,-59887.00,-14058.00,-1695.00,15753.00
1996:Q2,-67467.00,-296.00,6804.00,-3787.00,-2529.00,-702.00,-2972.00,0.00,2270.00,-19957.00,23419.00,-48985.00,-21434.00,7580.00,13854.00
1996:Q3,-7720.00,362.00,21326.00,-3507.00,1104.00,-3232.00,5457.00,0.00,-8689.00,-38907.00,3119.00,38062.00,-26047.00,38432.00,-12385.00
1996:Q4,-33574.00,-223.00,13116.00,1834.00,-19834.00,7467.00,478.00,0.00,6989.00,78340.00,32.00,-116485.00,2179.00,12255.00,-14434.00
1997:Q1,-29181.00,-82.00,44940.00,8817.00,647.00,-9755.00,-5182.00,0.00,-4573.00,-55702.00,-5189.00,-4451.00,-8406.00,-7707.00,16113.00
1997:Q2,-144964.00,-78.00,1694.00,-3269.00,18362.00,4815.00,2484.00,0.00,2331.00,-39450.00,29587.00,-136421.00,-20203.00,6057.00,14146.00
1997:Q3,-85166.00,185.00,21281.00,-13618.00,5560.00,-8821.00,-483.00,0.00,-8338.00,-845.00,2618.00,-81660.00,-9865.00,23063.00,-13198.00
1997:Q4,-5569.00,-142.00,38294.00,-13842.00,33821.00,7182.00,496.00,0.00,6686.00,64091.00,782.00,-158917.00,23163.00,-9116.00,-14047.00
1998:Q1,-73427.00,-41.00,-14827.00,12446.00,10170.00,-6722.00,-1935.00,0.00,-4787.00,-27834.00,-12055.00,-40270.00,5705.00,-21433.00,15728.00
1998:Q2,-91811.00,-66.00,28212.00,4428.00,-12803.00,-2750.00,-5463.00,0.00,2713.00,-37027.00,22617.00,-109125.00,14704.00,-29884.00,15180.00
1998:Q3,12151.00,220.00,24184.00,-498.00,45461.00,-4915.00,3537.00,0.00,-8452.00,-24699.00,621.00,-41852.00,13629.00,1627.00,-15256.00
1998:Q4,-41116.00,-280.00,-43505.00,-18980.00,-31042.00,13856.00,6424.00,0.00,7432.00,64332.00,4536.00,-53059.00,23027.00,-10477.00,-12550.00
1999:Q1,-38943.00,-368.00,10603.00,14994.00,41790.00,-8376.00,-4104.00,0.00,-4273.00,-41709.00,-17875.00,-53996.00,15994.00,-29091.00,13097.00
1999:Q2,-2992.00,151.00,16051.00,-49.00,-2606.00,-1347.00,-4540.00,0.00,3193.00,-15981.00,22496.00,-25546.00,3839.00,-20230.00,16391.00
1999:Q3,-393.00,47.00,-310.00,-3981.00,-5231.00,-6692.00,917.00,0.00,-7608.00,-480.00,3879.00,20743.00,-8368.00,21476.00,-13108.00
1999:Q4,-84745.00,-557.00,7292.00,-21535.00,-100965.00,8189.00,302.00,0.00,7888.00,72272.00,-665.00,-71526.00,22750.00,-9663.00,-13087.00
2000:Q1,159137.00,-450.00,45406.00,11402.00,137404.00,-326.00,3775.00,0.00,-4101.00,-36244.00,-8541.00,-29422.00,39908.00,-58452.00,18544.00
2000:Q2,-61015.00,-178.00,10500.00,4049.00,18356.00,4835.00,1577.00,0.00,3258.00,-27854.00,25539.00,-99562.00,3300.00,-21519.00,18219.00
2000:Q3,-42964.00,225.00,-4760.00,-5829.00,40896.00,-9443.00,-1922.00,0.00,-7521.00,-7854.00,10382.00,-85708.00,19126.00,-3712.00,-15414.00
2000:Q4,-75856.00,-833.00,31422.00,8826.00,-56935.00,13589.00,5544.00,0.00,8045.00,68841.00,11695.00,-186045.00,33584.00,-15788.00,-17796.00
2001:Q1,15264.00,-230.00,23877.00,-5504.00,-10894.00,-32836.00,-28663.00,0.00,-4174.00,-53534.00,4756.00,48909.00,40720.00,-59981.00,19261.00
2001:Q2,-157245.00,-73.00,-33930.00,-3499.00,33176.00,361.00,-2762.00,0.00,3123.00,-31669.00,22446.00,-164649.00,20592.00,-39269.00,18677.00
2001:Q3,25927.00,271.00,926.00,7959.00,12560.00,-8662.00,-1167.00,0.00,-7495.00,5317.00,14623.00,-22259.00,15192.00,1681.00,-16873.00
2001:Q4,-35267.00,-60.00,-7531.00,-4022.00,-48859.00,641.00,-7454.00,0.00,8095.00,80455.00,-5251.00,-85367.00,34728.00,-17411.00,-17317.00
2002:Q1,16989.00,-379.00,-8024.00,13635.00,41461.00,-1346.00,2960.00,0.00,-4305.00,-34764.00,-7643.00,-6679.00,20728.00,-39878.00,19150.00
2002:Q2,203116.00,-215.00,7184.00,-8096.00,96071.00,3224.00,53.00,0.00,3171.00,-21648.00,21738.00,85307.00,19551.00,-37792.00,18241.00
2002:Q3,39363.00,284.00,20383.00,-7745.00,-52253.00,-14597.00,-6983.00,0.00,-7614.00,57319.00,18018.00,31751.00,-13797.00,29821.00,-16024.00
2002:Q4,57081.00,-282.00,1878.00,1048.00,23502.00,10450.00,2414.00,0.00,8036.00,149419.00,-76.00,-171392.00,42535.00,-24918.00,-17617.00
2003:Q1,122064.00,-60.00,33158.00,-15745.00,48999.00,-510.00,3602.00,0.00,-4112.00,-113437.00,-54901.00,214176.00,10384.00,-30245.00,19861.00
2003:Q2,274044.00,134.00,41724.00,-9862.00,70186.00,2783.00,-556.00,0.00,3339.00,4578.00,16609.00,143703.00,4188.00,-22872.00,18684.00
2003:Q3,69474.00,-185.00,-41281.00,19549.00,6475.00,-16159.00,-8741.00,0.00,-7418.00,39521.00,-7000.00,90584.00,-22031.00,39694.00,-17663.00
2003:Q4,-161660.00,-196.00,27889.00,-478.00,-10048.00,4968.00,-3211.00,0.00,8178.00,97946.00,-25113.00,-273796.00,17169.00,-206.00,-16963.00
2004:Q1,-72574.00,-97.00,26210.00,-534.00,-29359.00,9310.00,19058.00,0.00,-9748.00,-56599.00,-10843.00,6252.00,-16915.00,-3631.00,20546.00
2004:Q2,-26918.00,11.00,50257.00,19206.00,-65377.00,-221.00,-527.00,0.00,306.00,-53643.00,8791.00,23366.00,-9309.00,-9768.00,19077.00
2004:Q3,169555.00,-66.00,9547.00,-1221.00,118287.00,2770.00,2949.00,0.00,-179.00,9428.00,3603.00,42547.00,-15339.00,34782.00,-19443.00
2004:Q4,-74279.00,-125.00,42812.00,3809.00,939.00,6344.00,6433.00,0.00,-89.00,95554.00,-16687.00,-252690.00,45764.00,-29970.00,-15794.00
2005:Q1,58537.00,88.00,82802.00,2700.00,62989.00,-5119.00,-5339.00,0.00,220.00,-63029.00,-29795.00,31553.00,-23653.00,1497.00,22156.00
2005:Q2,23920.00,200.00,-54972.00,-10567.00,134677.00,-1581.00,-2111.00,0.00,530.00,-39092.00,24244.00,-22535.00,-6454.00,-15860.00,22314.00
2005:Q3,-60290.00,415.00,13402.00,3570.00,-16124.00,1489.00,1297.00,0.00,192.00,284.00,-13922.00,-30126.00,-19278.00,36570.00,-17292.00
2005:Q4,-257584.00,-30.00,-39087.00,5195.00,-52635.00,270.00,-442.00,0.00,712.00,46672.00,-24011.00,-274165.00,80207.00,-57690.00,-22517.00
2006:Q1,102998.00,-1195.00,80897.00,-4967.00,67833.00,-1504.00,-617.00,0.00,-887.00,-63123.00,-25627.00,14328.00,36355.00,-62062.00,25707.00
2006:Q2,69491.00,78.00,100661.00,9739.00,99874.00,-300.00,-804.00,0.00,504.00,4341.00,27363.00,-213609.00,41343.00,-63637.00,22294.00
2006:Q3,213444.00,156.00,35184.00,18367.00,119622.00,1060.00,1516.00,0.00,-456.00,37386.00,14968.00,-48767.00,35469.00,-14562.00,-20907.00
2006:Q4,-31521.00,-123.00,-18037.00,-23827.00,15573.00,-2224.00,-3050.00,0.00,826.00,160000.00,-343.00,-262067.00,99528.00,-77018.00,-22510.00
2007:Q1,40838.00,-63.00,45449.00,-1443.00,55621.00,-367.00,985.00,0.00,-1351.00,-58058.00,-46539.00,34492.00,11746.00,-37143.00,25397.00
2007:Q2,260740.00,-481.00,127231.00,-3958.00,-1261.00,-1534.00,-1922.00,0.00,388.00,-30898.00,19583.00,137588.00,14470.00,-38769.00,24299.00
2007:Q3,-35253.00,-469.00,63895.00,9676.00,-43386.00,130.00,339.00,0.00,-209.00,-28141.00,-3051.00,25620.00,-59527.00,80976.00,-21449.00
2007:Q4,-146055.00,-143.00,4209.00,887.00,-228119.00,2787.00,1763.00,0.00,1024.00,61626.00,-5263.00,6882.00,11079.00,12439.00,-23518.00
2008:Q1,180031.00,-225.00,-47788.00,-36027.00,137661.00,759.00,932.00,0.00,-173.00,-50258.00,-18225.00,232527.00,-38393.00,11614.00,26779.00
2008:Q2,-50701.00,-115.00,-88114.00,8314.00,-177134.00,-3306.00,-3006.00,0.00,-300.00,-17729.00,16131.00,249172.00,-37920.00,12893.00,25027.00
2008:Q3,-27940.00,-295.00,-109988.00,-7715.00,28368.00,119.00,1062.00,0.00,-943.00,21815.00,5662.00,94661.00,-60566.00,83181.00,-22615.00
2008:Q4,103473.00,-190.00,-27001.00,80256.00,-242949.00,-2807.00,-2240.00,0.00,-567.00,67144.00,-56242.00,252627.00,32634.00,-8268.00,-24366.00
2009:Q1,169261.00,-3588.00,-22765.00,1713.00,-25595.00,121.00,477.00,0.00,-356.00,-33678.00,-26100.00,331526.00,-52373.00,24522.00,27851.00
2009:Q2,196482.00,-167.00,32357.00,30589.00,262695.00,45.00,202.00,0.00,-157.00,-14472.00,7840.00,-93730.00,-28675.00,6309.00,22366.00
2009:Q3,305188.00,-387.00,46418.00,-34296.00,69158.00,-1100.00,-154.00,0.00,-946.00,55819.00,17336.00,208927.00,-56687.00,79241.00,-22554.00
2009:Q4,-99282.00,-227.00,-111088.00,16473.00,-75340.00,647.00,218.00,0.00,429.00,114718.00,-18572.00,-83366.00,57473.00,-34768.00,-22705.00
2010:Q1,-101835.00,-54.00,-51116.00,-20371.00,51464.00,-688.00,254.00,0.00,-941.00,-55787.00,-31698.00,68527.00,-62113.00,39160.00,22953.00
2010:Q2,253686.00,-461.00,38649.00,5530.00,8247.00,-1138.00,-1258.00,0.00,120.00,-37341.00,34145.00,230212.00,-24158.00,1223.00,22935.00
2010:Q3,38329.00,-483.00,29856.00,-4127.00,-38020.00,267.00,201.00,0.00,66.00,15792.00,9923.00,52067.00,-26946.00,47530.00,-20584.00
2010:Q4,112598.00,-129.00,31626.00,44817.00,19957.00,495.00,809.00,0.00,-314.00,70103.00,-20999.00,-92342.00,59071.00,-38692.00,-20379.00
2011:Q1,56587.00,-248.00,35154.00,24125.00,25452.00,-390.00,-482.00,0.00,92.00,-68265.00,-18258.00,100286.00,-41269.00,13819.00,27450.00
2011:Q2,75663.00,-163.00,-89519.00,-6517.00,8240.00,448.00,289.00,0.00,159.00,-50189.00,23137.00,187724.00,2503.00,-23645.00,21142.00
2011:Q3,-269733.00,-129.00,10377.00,5049.00,-45910.00,-731.00,-1184.00,0.00,453.00,-6023.00,-3547.00,-220540.00,-8279.00,26678.00,-18399.00
2011:Q4,281465.00,-116.00,-91125.00,-19157.00,45649.00,1434.00,1261.00,0.00,173.00,86423.00,-6283.00,183683.00,80957.00,-55174.00,-25783.00
2012:Q1,248027.00,-191.00,-18916.00,-14268.00,150449.00,248.00,450.00,0.00,-202.00,-46816.00,-28903.00,197615.00,8809.00,-46200.00,37391.00
2012:Q2,-22649.00,-128.00,-84939.00,-31011.00,-6988.00,1032.00,960.00,0.00,72.00,-7017.00,36147.00,30791.00,39464.00,-59692.00,20228.00
2012:Q3,330212.00,-118.00,12253.00,45938.00,-97287.00,-556.00,-647.00,0.00,91.00,5626.00,8634.00,351615.00,4107.00,18679.00,-22785.00
2012:Q4,129527.00,-116.00,-48731.00,5001.00,-13573.00,757.00,-134.00,0.00,891.00,102567.00,-31651.00,-30993.00,146265.00,-116042.00,-30223.00
2013:Q1,-128949.00,-220.00,23123.00,29890.00,-15450.00,-1161.00,433.00,0.00,-1593.00,-104285.00,-24733.00,-34339.00,-1774.00,-37016.00,38790.00
2013:Q2,-177069.00,-176.00,48741.00,-23339.00,-21072.00,709.00,-30.00,0.00,739.00,-72728.00,8567.00,-166834.00,49062.00,-71612.00,22550.00
2013:Q3,14533.00,-537.00,-8163.00,6329.00,-928.00,117.00,-376.00,0.00,493.00,-18218.00,669.00,40707.00,-5443.00,31566.00,-26123.00
2013:Q4,-94544.00,-159.00,-67478.00,43948.00,-35097.00,-410.00,415.00,0.00,-824.00,52593.00,-4839.00,-174041.00,90939.00,-60877.00,-30062.00
2014:Q1,1455.00,-256.00,-536.00,-27049.00,46714.00,901.00,210.00,0.00,691.00,-50323.00,-17299.00,56896.00,-7594.00,-30466.00,38060.00
2014:Q2,116330.00,-214.00,-36586.00,-11257.00,-50849.00,211.00,6.00,0.00,205.00,-22143.00,37467.00,138326.00,61375.00,-86265.00,24890.00
2014:Q3,169668.00,-458.00,56323.00,37393.00,-53034.00,-845.00,271.00,0.00,-1116.00,27965.00,8699.00,64225.00,29401.00,-2257.00,-27144.00
2014:Q4,-78578.00,-130.00,-113179.00,-46164.00,-52478.00,600.00,642.00,0.00,-42.00,94666.00,-8978.00,-122536.00,169621.00,-138963.00,-30659.00
2015:Q1,-191712.00,-370.00,12471.00,-2913.00,102737.00,31.00,-36.00,0.00,67.00,-52326.00,-35931.00,-230746.00,15335.00,-55199.00,39865.00
2015:Q2,-25466.00,-329.00,-85583.00,-11805.00,-22325.00,106.00,18.00,0.00,88.00,-4295.00,24299.00,16017.00,58450.00,-85226.00,26776.00
2015:Q3,74606.00,-327.00,-44650.00,7848.00,9237.00,-395.00,250.00,0.00,-645.00,1294.00,4957.00,73065.00,23576.00,3577.00,-27153.00
2015:Q4,-6819.00,-241.00,-74674.00,-2529.00,30070.00,-3.00,-253.00,0.00,250.00,62983.00,-23337.00,-150289.00,151202.00,-116829.00,-34373.00
2016:Q1,-169872.00,-159.00,41577.00,-12364.00,20137.00,-502.00,-282.00,0.00,-220.00,-43555.00,-35371.00,-147633.00,7997.00,-48833.00,40836.00
2016:Q2,141686.00,-317.00,-50439.00,-5880.00,-23448.00,44.00,-176.00,0.00,220.00,-29221.00,9863.00,179444.00,61640.00,-96035.00,34394.00
2016:Q3,-18464.00,-327.00,-8011.00,8983.00,-134228.00,821.00,564.00,0.00,257.00,17811.00,-10922.00,68284.00,39125.00,-7165.00,-31960.00
2016:Q4,-13345.00,-166.00,-17298.00,3804.00,70477.00,45.00,-314.00,0.00,359.00,84122.00,-57198.00,-246793.00,149662.00,-111496.00,-38166.00
