1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q1,1489864.00,1393623.00,29742.00,6923.00,59576.00,1489864.00,1240544.00,75704.00,51034.00,24670.00,823.00,60356.00,76738.00,32923.00,4107.00,29918.00,0.00,1190.00,8600.00,35699.00
1981:Q2,1510561.00,1412124.00,30408.00,7682.00,60347.00,1510561.00,1258542.00,75574.00,50593.00,24981.00,757.00,57854.00,81085.00,33727.00,3761.00,31980.00,0.00,1197.00,10420.00,36749.00
1981:Q3,1543013.00,1441107.00,33500.00,8422.00,59984.00,1543013.00,1280425.00,74591.00,49315.00,25276.00,667.00,57983.00,93099.00,34960.00,4296.00,40438.00,0.00,1205.00,12200.00,36248.00
1981:Q4,1586412.00,1480767.00,36042.00,8884.00,60719.00,1586412.00,1305318.00,80671.00,54971.00,25700.00,655.00,61065.00,99865.00,36476.00,3813.00,44363.00,0.00,1212.00,14001.00,38838.00
1982:Q1,1619191.00,1515898.00,30781.00,9077.00,63435.00,1619191.00,1328919.00,80616.00,54405.00,26211.00,784.00,65520.00,102740.00,39585.00,3972.00,41765.00,0.00,1218.00,16200.00,40612.00
1982:Q2,1651888.00,1543661.00,33908.00,8998.00,65321.00,1651888.00,1352369.00,77346.00,50577.00,26769.00,958.00,63508.00,112816.00,43034.00,4610.00,45464.00,0.00,1224.00,18484.00,44891.00
1982:Q3,1690721.00,1578547.00,36591.00,8898.00,66685.00,1690721.00,1372642.00,85392.00,58000.00,27392.00,986.00,65194.00,120520.00,46147.00,5083.00,50960.00,0.00,1230.00,17100.00,45987.00
1982:Q4,1751613.00,1633556.00,39954.00,9022.00,69081.00,1751613.00,1431240.00,91673.00,63573.00,28100.00,1127.00,64893.00,113469.00,49416.00,5992.00,41101.00,0.00,1237.00,15723.00,49211.00
1983:Q1,1803890.00,1691263.00,29681.00,9371.00,73575.00,1803890.00,1501993.00,92246.00,63337.00,28909.00,950.00,64565.00,110885.00,53491.00,7350.00,30600.00,0.00,1244.00,18200.00,33251.00
1983:Q2,1841961.00,1720894.00,33524.00,9933.00,77610.00,1841961.00,1535100.00,97666.00,67829.00,29837.00,749.00,60535.00,113924.00,59049.00,7757.00,26372.00,0.00,1251.00,19495.00,33987.00
1983:Q3,1890211.00,1766779.00,33368.00,10491.00,79573.00,1890211.00,1585159.00,97393.00,66597.00,30796.00,784.00,59605.00,113609.00,59222.00,7305.00,24823.00,0.00,1259.00,21000.00,33661.00
1983:Q4,1947614.00,1824723.00,30359.00,10828.00,81704.00,1947614.00,1633536.00,101674.00,69974.00,31700.00,676.00,58633.00,117613.00,60873.00,8785.00,24289.00,0.00,1267.00,22399.00,35482.00
1984:Q1,1998504.00,1871541.00,28245.00,10961.00,87757.00,1998504.00,1691022.00,99993.00,67460.00,32533.00,816.00,56089.00,115347.00,60168.00,10104.00,20900.00,0.00,1175.00,23000.00,35237.00
1984:Q2,2066145.00,1931376.00,31449.00,10904.00,92416.00,2066145.00,1751714.00,99091.00,65810.00,33281.00,841.00,55083.00,120286.00,60020.00,11093.00,24668.00,0.00,1176.00,23329.00,39130.00
1984:Q3,2112868.00,1978929.00,29907.00,10813.00,93219.00,2112868.00,1799247.00,95221.00,61132.00,34089.00,939.00,57024.00,120587.00,64875.00,12727.00,19975.00,0.00,1210.00,21800.00,39850.00
1984:Q4,2182830.00,2044161.00,34724.00,10840.00,93105.00,2182830.00,1853189.00,104224.00,69124.00,35100.00,1208.00,58862.00,125222.00,68025.00,11960.00,24126.00,0.00,1162.00,19949.00,40125.00
1985:Q1,2234073.00,2087735.00,36017.00,10956.00,99365.00,2234073.00,1889594.00,109420.00,73050.00,36370.00,1139.00,62869.00,130362.00,73195.00,14085.00,21849.00,0.00,1183.00,20050.00,40689.00
1985:Q2,2264828.00,2114814.00,32969.00,11127.00,105918.00,2264828.00,1921975.00,104764.00,66808.00,37956.00,1112.00,60563.00,135929.00,79595.00,14614.00,20301.00,0.00,1276.00,20143.00,40485.00
1985:Q3,2303021.00,2143363.00,37422.00,11327.00,110909.00,2303021.00,1955490.00,108177.00,68688.00,39489.00,1195.00,62559.00,133798.00,78824.00,14149.00,19186.00,0.00,1489.00,20150.00,41802.00
1985:Q4,2444048.00,2201680.00,117980.00,11529.00,112859.00,2444048.00,2094599.00,109901.00,69301.00,40600.00,1248.00,65888.00,129063.00,76601.00,13327.00,17435.00,0.00,1481.00,20219.00,43349.00
1986:Q1,2477751.00,2229883.00,115400.00,11768.00,120700.00,2477751.00,2123204.00,116137.00,74757.00,41380.00,1621.00,67418.00,130476.00,78044.00,14072.00,17754.00,0.00,1606.00,19000.00,38895.00
1986:Q2,2499306.00,2241228.00,116526.00,12071.00,129481.00,2499306.00,2138249.00,122345.00,80427.00,41918.00,1646.00,65426.00,132028.00,78969.00,14183.00,17526.00,0.00,1610.00,19740.00,39612.00
1986:Q3,2546184.00,2270068.00,128669.00,12347.00,135100.00,2546184.00,2168199.00,134442.00,92218.00,42224.00,1456.00,66614.00,135348.00,81702.00,11595.00,19916.00,0.00,1978.00,20157.00,40125.00
1986:Q4,2591208.00,2293233.00,145806.00,12505.00,139664.00,2591208.00,2213135.00,127838.00,85530.00,42308.00,1433.00,68239.00,139744.00,86920.00,9891.00,20191.00,0.00,2298.00,20444.00,40819.00
1987:Q1,2595161.00,2290946.00,143782.00,12533.00,147900.00,2595161.00,2220189.00,123132.00,81118.00,42014.00,1321.00,73519.00,136170.00,83688.00,7403.00,19892.00,0.00,2390.00,22797.00,40830.00
1987:Q2,2631531.00,2310347.00,155756.00,12422.00,153006.00,2631531.00,2254896.00,122975.00,81792.00,41183.00,1573.00,73491.00,138451.00,83821.00,5753.00,24768.00,0.00,2345.00,21764.00,40145.00
1987:Q3,2666987.00,2336345.00,166239.00,12303.00,152100.00,2666987.00,2290364.00,120919.00,80483.00,40436.00,1520.00,72961.00,140761.00,81144.00,5019.00,27532.00,0.00,2604.00,24462.00,40462.00
1987:Q4,2735306.00,2398105.00,173616.00,12306.00,151279.00,2735306.00,2352184.00,126333.00,85943.00,40390.00,1651.00,75339.00,137549.00,76103.00,5216.00,34845.00,0.00,2883.00,18502.00,42250.00
1988:Q1,2805515.00,2472489.00,163646.00,12380.00,157000.00,2805515.00,2417033.00,124630.00,81972.00,42658.00,1572.00,78302.00,141842.00,76495.00,5761.00,37513.00,0.00,3024.00,19049.00,42136.00
1988:Q2,2837944.00,2497677.00,166118.00,12510.00,161639.00,2837944.00,2451709.00,119384.00,74680.00,44704.00,1644.00,73820.00,147541.00,82766.00,5865.00,35091.00,0.00,3312.00,20507.00,43846.00
1988:Q3,2891679.00,2542664.00,173914.00,12681.00,162420.00,2891679.00,2494640.00,124824.00,78949.00,45875.00,1419.00,74581.00,152426.00,82649.00,6488.00,37994.00,0.00,3251.00,22044.00,43789.00
1988:Q4,2935907.00,2570038.00,190078.00,12877.00,162914.00,2935907.00,2537955.00,129230.00,82273.00,46957.00,1404.00,73365.00,150581.00,86942.00,7116.00,34295.00,0.00,3379.00,18849.00,43372.00
1989:Q1,2973040.00,2595187.00,199091.00,13062.00,165700.00,2973040.00,2561400.00,122107.00,74379.00,47728.00,1332.00,75277.00,168110.00,94517.00,8123.00,37133.00,0.00,4070.00,24267.00,44814.00
1989:Q2,2993510.00,2620139.00,195192.00,13200.00,164979.00,2993510.00,2564572.00,128116.00,80721.00,47395.00,1285.00,72775.00,179824.00,101600.00,8418.00,44231.00,0.00,4324.00,21251.00,46938.00
1989:Q3,3023299.00,2646027.00,196292.00,13450.00,167530.00,3023299.00,2595361.00,120264.00,73203.00,47061.00,1155.00,70752.00,187969.00,108691.00,8850.00,45653.00,0.00,4460.00,20315.00,47798.00
1989:Q4,3064591.00,2667902.00,212530.00,13971.00,170188.00,3064591.00,2623530.00,128961.00,80610.00,48351.00,1261.00,70585.00,190708.00,114406.00,9060.00,43652.00,0.00,4668.00,18922.00,49546.00
1990:Q1,3066868.00,2679227.00,195747.00,14869.00,177025.00,3066868.00,2639199.00,119428.00,69847.00,49581.00,1409.00,71512.00,184269.00,116002.00,8479.00,36842.00,0.00,4648.00,18298.00,51051.00
1990:Q2,3052226.00,2661643.00,193880.00,16248.00,180455.00,3052226.00,2635181.00,121084.00,70925.00,50159.00,1335.00,69140.00,175390.00,113279.00,7953.00,31163.00,0.00,4907.00,18088.00,50096.00
1990:Q3,3049194.00,2656544.00,193550.00,17530.00,181570.00,3049194.00,2650585.00,123818.00,72369.00,51449.00,1459.00,68080.00,156093.00,111111.00,7802.00,25226.00,0.00,5093.00,6861.00,49159.00
1990:Q4,3067296.00,2652886.00,213794.00,18137.00,182479.00,3067296.00,2673578.00,125583.00,74564.00,51019.00,1403.00,67545.00,150168.00,110223.00,7701.00,22361.00,0.00,5320.00,4563.00,49019.00
1991:Q1,3085479.00,2653391.00,226062.00,18076.00,187950.00,3085479.00,2682465.00,128049.00,77964.00,50085.00,1300.00,62777.00,160591.00,107637.00,14658.00,29283.00,0.00,5570.00,3443.00,50297.00
1991:Q2,3042009.00,2609702.00,221820.00,17349.00,193138.00,3042009.00,2630930.00,132669.00,81294.00,51375.00,1544.00,60660.00,164996.00,109796.00,12230.00,32538.00,0.00,6680.00,3752.00,51210.00
1991:Q3,3027672.00,2572705.00,242201.00,16516.00,196250.00,3027672.00,2611030.00,136293.00,84043.00,52250.00,1527.00,60664.00,169748.00,114389.00,9902.00,35086.00,0.00,7404.00,2967.00,48410.00
1991:Q4,2999683.00,2528007.00,254789.00,16134.00,200753.00,2999683.00,2591258.00,130809.00,77581.00,53228.00,1551.00,56467.00,170718.00,115719.00,8828.00,35692.00,0.00,8110.00,2369.00,48880.00
1992:Q1,2968232.00,2494596.00,246803.00,16133.00,210700.00,2968232.00,2455799.00,130553.00,74167.00,56386.00,1901.00,57855.00,166907.00,110670.00,8406.00,36068.00,0.00,8024.00,3739.00,155217.00
1992:Q2,2951327.00,2446999.00,274940.00,16432.00,212956.00,2951327.00,2447963.00,131103.00,73250.00,57853.00,2201.00,52180.00,159362.00,106119.00,8358.00,34402.00,0.00,7654.00,2829.00,158518.00
1992:Q3,2893644.00,2407246.00,255419.00,16779.00,214200.00,2893644.00,2394301.00,134367.00,74612.00,59755.00,2175.00,53207.00,159074.00,102989.00,7910.00,37719.00,0.00,8086.00,2370.00,150520.00
1992:Q4,2871574.00,2366954.00,269862.00,16923.00,217835.00,2871574.00,2364216.00,136186.00,75991.00,60195.00,874.00,50319.00,150522.00,98608.00,6942.00,35168.00,0.00,8371.00,1433.00,169457.00
1993:Q1,2829814.00,2333875.00,256091.00,16898.00,222950.00,2829814.00,2322444.00,144020.00,82120.00,61900.00,936.00,53274.00,154657.00,99701.00,7591.00,37485.00,0.00,8890.00,990.00,154483.00
1993:Q2,2812735.00,2301815.00,267758.00,16735.00,226427.00,2812735.00,2299816.00,147846.00,85412.00,62434.00,835.00,48363.00,152293.00,99409.00,8601.00,33743.00,0.00,9215.00,1325.00,163582.00
1993:Q3,2786204.00,2281500.00,261048.00,16556.00,227100.00,2786204.00,2284297.00,143401.00,81130.00,62271.00,826.00,49002.00,142988.00,95060.00,8554.00,26333.00,0.00,10999.00,2042.00,165690.00
1993:Q4,2786009.00,2265074.00,275713.00,16481.00,228741.00,2786009.00,2241626.00,155587.00,91982.00,63605.00,811.00,48790.00,146617.00,95254.00,6230.00,32275.00,0.00,11513.00,1345.00,192578.00
1994:Q1,2790028.00,2267319.00,269211.00,16748.00,236750.00,2790028.00,2245532.00,152045.00,87310.00,64735.00,723.00,52162.00,144263.00,96975.00,5869.00,28818.00,0.00,11639.00,962.00,195303.00
1994:Q2,2776204.00,2247064.00,273295.00,17176.00,238669.00,2776204.00,2213642.00,155832.00,90287.00,65545.00,689.00,49715.00,145961.00,97401.00,5520.00,30073.00,0.00,11947.00,1020.00,210365.00
1994:Q3,2786121.00,2242566.00,288851.00,17504.00,237200.00,2786121.00,2229788.00,157040.00,90528.00,66512.00,722.00,53920.00,147697.00,96231.00,2636.00,35564.00,0.00,12205.00,1061.00,196954.00
1994:Q4,2790658.00,2243512.00,294509.00,18032.00,234605.00,2790658.00,2217009.00,163545.00,96369.00,67176.00,688.00,55319.00,149896.00,101717.00,2483.00,32101.00,0.00,12681.00,914.00,204201.00
1995:Q1,2842578.00,2284403.00,299901.00,18474.00,239800.00,2842578.00,2264951.00,151005.00,82205.00,68800.00,1126.00,60245.00,163751.00,104456.00,2536.00,42345.00,0.00,13446.00,968.00,201500.00
1995:Q2,2886820.00,2319688.00,304170.00,18922.00,244040.00,2886820.00,2293499.00,161359.00,91827.00,69532.00,1054.00,58001.00,166347.00,105521.00,2594.00,43563.00,0.00,13755.00,914.00,206560.00
1995:Q3,2934377.00,2361306.00,307777.00,19394.00,245900.00,2934377.00,2328200.00,163948.00,93237.00,70711.00,1053.00,58492.00,185154.00,107911.00,4209.00,58270.00,0.00,13864.00,900.00,197530.00
1995:Q4,2964688.00,2398787.00,297532.00,20459.00,247910.00,2964688.00,2344581.00,171147.00,99688.00,71459.00,940.00,61959.00,184744.00,109819.00,4464.00,53333.00,0.00,16309.00,819.00,201317.00
1996:Q1,3046825.00,2468987.00,296739.00,20899.00,260200.00,3046825.00,2417103.00,167839.00,95849.00,71990.00,1035.00,66592.00,191907.00,111933.00,4969.00,57619.00,0.00,16574.00,812.00,202349.00
1996:Q2,3070878.00,2485919.00,301740.00,21520.00,261699.00,3070878.00,2432027.00,176787.00,103832.00,72955.00,4336.00,67411.00,192210.00,115084.00,3871.00,55659.00,0.00,16813.00,783.00,198107.00
1996:Q3,3136704.00,2533173.00,323196.00,21074.00,259261.00,3136704.00,2466234.00,186931.00,112984.00,73947.00,3313.00,70800.00,207420.00,117470.00,2274.00,69158.00,0.00,17517.00,1001.00,202006.00
1996:Q4,3190820.00,2563935.00,343485.00,20776.00,262624.00,3190820.00,2485491.00,204675.00,129670.00,75005.00,2376.00,72558.00,224663.00,118497.00,2293.00,84412.00,0.00,18953.00,508.00,201057.00
1997:Q1,3262061.00,2613288.00,356734.00,20238.00,271801.00,3262061.00,2525084.00,211214.00,132912.00,78302.00,2426.00,73058.00,247851.00,120706.00,5021.00,101866.00,0.00,18976.00,1282.00,202428.00
1997:Q2,3311617.00,2642169.00,374017.00,19752.00,275679.00,3311617.00,2547372.00,227641.00,146321.00,81320.00,3270.00,74490.00,255939.00,123716.00,2302.00,108625.00,0.00,20144.00,1152.00,202905.00
1997:Q3,3380561.00,2697625.00,388440.00,20340.00,274156.00,3380561.00,2608369.00,225587.00,141792.00,83795.00,2757.00,76885.00,263672.00,123443.00,2823.00,117151.00,0.00,19050.00,1205.00,203291.00
1997:Q4,3442235.00,2752527.00,390134.00,20774.00,278800.00,3442235.00,2621264.00,250089.00,164374.00,85715.00,3395.00,78361.00,274702.00,129471.00,2420.00,113384.00,6409.00,22677.00,341.00,214424.00
1998:Q1,3537647.00,2827705.00,400822.00,21320.00,287800.00,3537647.00,2650953.00,300429.00,205028.00,95401.00,2985.00,84756.00,278940.00,137042.00,1653.00,111507.00,3984.00,23968.00,786.00,219584.00
1998:Q2,3541336.00,2832603.00,392054.00,21817.00,294862.00,3541336.00,2641693.00,307586.00,202999.00,104587.00,3230.00,85820.00,287012.00,145409.00,1621.00,109061.00,5255.00,24586.00,1080.00,215995.00
1998:Q3,3578015.00,2871759.00,385714.00,22430.00,298112.00,3578015.00,2649883.00,316869.00,201597.00,115272.00,3550.00,87833.00,302725.00,152485.00,1717.00,122740.00,1975.00,22798.00,1010.00,217155.00
1998:Q4,3659227.00,2971401.00,359149.00,22714.00,305963.00,3659227.00,2703990.00,319046.00,192588.00,126458.00,4714.00,93175.00,317301.00,159171.00,1983.00,126521.00,4718.00,24010.00,898.00,221001.00
1999:Q1,3675501.00,2984412.00,352890.00,21499.00,316700.00,3675501.00,2704321.00,334856.00,195635.00,139221.00,3858.00,96512.00,329597.00,150187.00,2169.00,144438.00,6055.00,25962.00,786.00,206357.00
1999:Q2,3702594.00,3004465.00,352834.00,22053.00,323242.00,3702594.00,2703587.00,363230.00,210997.00,152233.00,4065.00,99354.00,324662.00,141764.00,1651.00,141164.00,10652.00,26712.00,2719.00,207696.00
1999:Q3,3761032.00,3055938.00,358851.00,22743.00,323500.00,3761032.00,2760305.00,380701.00,214705.00,165996.00,4582.00,102287.00,304412.00,130203.00,2120.00,139462.00,5659.00,26424.00,544.00,208745.00
1999:Q4,3873938.00,3118608.00,409650.00,24345.00,321335.00,3873938.00,2804376.00,416386.00,236877.00,179509.00,5385.00,107156.00,323223.00,119998.00,1692.00,159208.00,9956.00,31728.00,641.00,217412.00
2000:Q1,3980530.00,3196339.00,430247.00,24544.00,329400.00,3980530.00,2885298.00,431936.00,234409.00,197527.00,5474.00,110425.00,332013.00,117159.00,2400.00,169583.00,10082.00,32294.00,495.00,215384.00
2000:Q2,4044070.00,3257131.00,431088.00,25786.00,330065.00,4044070.00,2934518.00,465842.00,249797.00,216045.00,5725.00,112633.00,308775.00,108497.00,2869.00,153457.00,10492.00,32724.00,736.00,216577.00
2000:Q3,4143137.00,3346707.00,436908.00,26922.00,332600.00,4143137.00,2985410.00,497374.00,265311.00,232063.00,6248.00,115671.00,318144.00,101269.00,4738.00,161342.00,15984.00,34318.00,493.00,220290.00
2000:Q4,4256547.00,3452287.00,439248.00,27164.00,337848.00,4256547.00,3068452.00,519923.00,272343.00,247580.00,6339.00,117766.00,317713.00,97215.00,1606.00,160566.00,22184.00,35584.00,558.00,226354.00
2001:Q1,4403813.00,3548288.00,468263.00,26862.00,360400.00,4403813.00,3219526.00,504572.00,254457.00,250115.00,8384.00,120347.00,339849.00,85189.00,1475.00,198656.00,17487.00,36385.00,657.00,211135.00
2001:Q2,4455309.00,3582481.00,471667.00,29068.00,372093.00,4455309.00,3276845.00,502983.00,250584.00,252399.00,9862.00,124498.00,326999.00,78105.00,1944.00,191572.00,19102.00,34904.00,1372.00,214122.00
2001:Q3,4521780.00,3656322.00,449430.00,30300.00,385728.00,4521780.00,3345605.00,505497.00,251814.00,253683.00,11674.00,125659.00,321007.00,69734.00,1813.00,192532.00,19789.00,36221.00,918.00,212338.00
2001:Q4,4610330.00,3704570.00,474020.00,36274.00,395466.00,4610330.00,3349430.00,535838.00,281120.00,254718.00,10530.00,129812.00,383824.00,60767.00,1781.00,247467.00,30326.00,42777.00,706.00,200896.00
2002:Q1,4780510.00,3810356.00,511412.00,37395.00,421347.00,4780510.00,3514007.00,535141.00,276810.00,258331.00,15236.00,131930.00,383921.00,59411.00,2550.00,252953.00,26059.00,41844.00,1104.00,200275.00
2002:Q2,4812098.00,3844177.00,506064.00,39057.00,422800.00,4812098.00,3532150.00,541509.00,279564.00,261945.00,9851.00,133631.00,385291.00,57677.00,2619.00,250260.00,30522.00,42851.00,1362.00,209666.00
2002:Q3,4905429.00,3977174.00,459521.00,38953.00,429781.00,4905429.00,3651145.00,529475.00,263917.00,265558.00,18414.00,134830.00,362623.00,56255.00,2249.00,226140.00,31552.00,44912.00,1515.00,208942.00
2002:Q4,4956947.00,4059101.00,426211.00,32399.00,439236.00,4956947.00,3652745.00,560473.00,291301.00,269172.00,27595.00,138661.00,357129.00,56863.00,1696.00,224818.00,25263.00,46801.00,1688.00,220344.00
2003:Q1,5109461.00,4182697.00,434108.00,32056.00,460600.00,5109461.00,3856038.00,584334.00,303994.00,280340.00,18415.00,145801.00,337261.00,52765.00,1138.00,210410.00,23067.00,48705.00,1176.00,167612.00
2003:Q2,5212649.00,4283569.00,426040.00,32102.00,470938.00,5212649.00,3919458.00,616808.00,325301.00,291507.00,27783.00,146660.00,326910.00,56225.00,903.00,188710.00,27228.00,52288.00,1556.00,175030.00
2003:Q3,5253653.00,4314932.00,428242.00,33343.00,477136.00,5253653.00,3972910.00,639727.00,337052.00,302675.00,9106.00,150763.00,315465.00,53900.00,862.00,184430.00,18580.00,56430.00,1263.00,165682.00
2003:Q4,5325214.00,4375319.00,436448.00,34937.00,478510.00,5325214.00,4012929.00,676620.00,362778.00,313842.00,2408.00,158973.00,306511.00,59540.00,842.00,164610.00,16749.00,63162.00,1608.00,167773.00
2004:Q1,5526897.00,4513932.00,486421.00,35057.00,491487.00,5526897.00,4201442.00,676534.00,369694.00,306840.00,1850.00,167554.00,309987.00,57365.00,823.00,166710.00,21426.00,61995.00,1668.00,169530.00
2004:Q2,5646205.00,4612548.00,500194.00,35941.00,497522.00,5646205.00,4309308.00,675173.00,370406.00,304767.00,2114.00,162187.00,318518.00,48809.00,767.00,182094.00,25532.00,59607.00,1709.00,178905.00
2004:Q3,5765252.00,4721533.00,507934.00,37691.00,498094.00,5765252.00,4396558.00,706906.00,404213.00,302693.00,2247.00,165039.00,311715.00,50695.00,3396.00,175034.00,19817.00,60607.00,2166.00,182787.00
2004:Q4,5880682.00,4828559.00,513670.00,38064.00,500389.00,5880682.00,4479861.00,701076.00,400456.00,300620.00,2402.00,166752.00,327658.00,54890.00,5204.00,181113.00,23289.00,61314.00,1848.00,202933.00
2005:Q1,6043238.00,4956212.00,532168.00,41018.00,513840.00,6043238.00,4610510.00,709000.00,402506.00,306494.00,2393.00,163189.00,341589.00,53318.00,7267.00,198045.00,21611.00,59444.00,1904.00,216557.00
2005:Q2,6150816.00,5038701.00,554039.00,43993.00,514083.00,6150816.00,4729951.00,705568.00,393199.00,312369.00,1692.00,160406.00,334191.00,56969.00,9371.00,178611.00,26709.00,60483.00,2048.00,219008.00
2005:Q3,6371752.00,5223501.00,585564.00,46551.00,516136.00,6371752.00,4904222.00,729839.00,411596.00,318243.00,2074.00,164289.00,346592.00,60515.00,12132.00,195568.00,27608.00,48906.00,1863.00,224736.00
2005:Q4,6490560.00,5336680.00,590957.00,47893.00,515030.00,6490560.00,4961741.00,774477.00,450360.00,324117.00,1439.00,170198.00,359481.00,60914.00,14413.00,195171.00,35342.00,52226.00,1415.00,223224.00
2006:Q1,6692384.00,5462973.00,647792.00,49817.00,531802.00,6692384.00,5154569.00,784520.00,455331.00,329189.00,1537.00,171092.00,360184.00,60197.00,17024.00,195659.00,34456.00,51444.00,1404.00,220482.00
2006:Q2,6816124.00,5574460.00,661404.00,50188.00,530072.00,6816124.00,5233180.00,779699.00,445438.00,334261.00,1575.00,170079.00,394397.00,60742.00,19655.00,221963.00,41359.00,48711.00,1967.00,237194.00
2006:Q3,6975400.00,5662681.00,723773.00,50117.00,538829.00,6975400.00,5364559.00,795675.00,456342.00,339333.00,4822.00,177063.00,390137.00,61376.00,21233.00,223381.00,35728.00,47084.00,1335.00,243144.00
2006:Q4,7126689.00,5782705.00,745623.00,50371.00,547990.00,7126689.00,5479753.00,841397.00,496992.00,344405.00,1660.00,187511.00,359165.00,29370.00,22864.00,224076.00,33872.00,47424.00,1559.00,257203.00
2007:Q1,7337292.00,5879352.00,838288.00,50497.00,569155.00,7337292.00,5682171.00,828555.00,480421.00,348134.00,1561.00,190718.00,365178.00,30277.00,24528.00,222135.00,38587.00,48528.00,1123.00,269109.00
2007:Q2,7414124.00,5904669.00,881089.00,52112.00,576254.00,7414124.00,5737259.00,823357.00,471493.00,351864.00,1433.00,190474.00,374423.00,31184.00,26231.00,229625.00,36823.00,49255.00,1305.00,287178.00
2007:Q3,7600855.00,5997426.00,972312.00,54551.00,576566.00,7600855.00,5859827.00,804639.00,449046.00,355593.00,1351.00,202934.00,447066.00,32091.00,26122.00,290505.00,47402.00,50276.00,670.00,285038.00
2007:Q4,7746442.00,6093593.00,1021689.00,52570.00,578590.00,7746442.00,5968204.00,800657.00,441335.00,359322.00,2841.00,220681.00,455124.00,32998.00,26000.00,300062.00,46642.00,48583.00,839.00,298935.00
2008:Q1,7978346.00,6246409.00,1073581.00,52043.00,606313.00,7978346.00,6152477.00,747439.00,388425.00,359014.00,3782.00,221909.00,538668.00,31802.00,25913.00,388253.00,41292.00,50893.00,515.00,314071.00
2008:Q2,7960144.00,6198709.00,1091308.00,53339.00,616788.00,7960144.00,6088738.00,776644.00,417939.00,358705.00,1776.00,217807.00,565941.00,30606.00,25780.00,405177.00,53159.00,50743.00,476.00,309238.00
2008:Q3,8054520.00,6344010.00,1045319.00,56014.00,609177.00,8054520.00,6243525.00,744306.00,385910.00,358396.00,2851.00,220687.00,518806.00,29410.00,26578.00,383747.00,28498.00,50047.00,526.00,324345.00
2008:Q4,8088835.00,6510280.00,901739.00,54735.00,622081.00,8088835.00,6226424.00,669975.00,311888.00,358087.00,1577.00,238651.00,579779.00,28214.00,27140.00,405865.00,68498.00,49357.00,705.00,372429.00
2009:Q1,8187296.00,6613414.00,861581.00,51860.00,660441.00,8187296.00,6270209.00,680824.00,323930.00,356894.00,1730.00,251573.00,662167.00,28981.00,27337.00,476018.00,63378.00,51238.00,15215.00,320793.00
2009:Q2,8185530.00,6549283.00,914044.00,50538.00,671665.00,8185530.00,6222677.00,664934.00,309233.00,355701.00,1614.00,240964.00,749415.00,29748.00,27149.00,559209.00,66601.00,52532.00,14176.00,305926.00
2009:Q3,8247842.00,6547432.00,974615.00,50227.00,675568.00,8247842.00,6195342.00,786936.00,432428.00,354508.00,1922.00,246391.00,721591.00,30514.00,27339.00,550160.00,30246.00,51287.00,32045.00,295660.00
2009:Q4,8432480.00,6646923.00,1054127.00,48930.00,682500.00,8432480.00,6315442.00,842116.00,488801.00,353315.00,1914.00,249079.00,724741.00,31281.00,27550.00,577976.00,25744.00,50960.00,11230.00,299188.00
2010:Q1,8449124.00,6704024.00,994737.00,48439.00,701924.00,8449124.00,6397589.00,844597.00,490549.00,354048.00,2017.00,254907.00,655278.00,31183.00,27754.00,515405.00,21248.00,47630.00,12058.00,294736.00
2010:Q2,8341443.00,6673739.00,921669.00,39279.00,706756.00,8341443.00,6374971.00,849982.00,495201.00,354781.00,1830.00,237826.00,577355.00,31086.00,28008.00,439109.00,23692.00,48421.00,7039.00,299479.00
2010:Q3,8480388.00,6736859.00,995312.00,39531.00,708686.00,8480388.00,6449078.00,881053.00,525539.00,355514.00,1770.00,238877.00,615208.00,30988.00,30478.00,476875.00,22066.00,46584.00,8217.00,294402.00
2010:Q4,8548092.00,6784759.00,1013411.00,38582.00,711340.00,8548092.00,6442167.00,904958.00,548711.00,356247.00,1966.00,243105.00,647682.00,30891.00,33057.00,468129.00,26050.00,79602.00,9953.00,308214.00
2011:Q1,8674748.00,6859165.00,1046240.00,38741.00,730602.00,8674748.00,6535635.00,908349.00,550604.00,357745.00,1528.00,243893.00,655730.00,31331.00,35693.00,466489.00,23713.00,86983.00,11521.00,329613.00
2011:Q2,8866326.00,7020350.00,1074931.00,38335.00,732710.00,8866326.00,6692711.00,925804.00,566562.00,359242.00,1658.00,236610.00,662421.00,31772.00,38493.00,459840.00,23096.00,95195.00,14025.00,347122.00
2011:Q3,8844120.00,7149726.00,921335.00,38305.00,734754.00,8844120.00,6693644.00,930298.00,569558.00,360740.00,1802.00,243663.00,621933.00,32213.00,36981.00,425517.00,11672.00,101217.00,14333.00,352780.00
2011:Q4,8952199.00,7308652.00,863527.00,37853.00,742167.00,8952199.00,6812059.00,924181.00,561944.00,362237.00,1697.00,258901.00,599738.00,32653.00,35309.00,411043.00,13391.00,94991.00,12351.00,355623.00
2012:Q1,9055296.00,7403197.00,844157.00,37465.00,770477.00,9055296.00,6917535.00,940078.00,575321.00,364757.00,1922.00,279821.00,571049.00,31711.00,33632.00,383239.00,11083.00,93801.00,17583.00,344891.00
2012:Q2,9116383.00,7476408.00,826129.00,39153.00,774693.00,9116383.00,6988683.00,940033.00,572757.00,367276.00,2150.00,274868.00,556797.00,30771.00,32062.00,373411.00,9778.00,85768.00,25007.00,353852.00
