1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q3,10270982.00,7207.00,345002.00,1955490.00,203542.00,752566.00,297902.00,34893.00,347018.00,72753.00,151605.00,29522.00,122083.00,0.00,1050818.00,179161.00,0.00,260564.00,2785726.00,912443.00,1873283.00,2444525.00,134776.00,2250661.00,57850.00,2153786.00,1402164.00,585905.00,15162.00,112784.00,37771.00,23746.00,15279.00
1985:Q4,10799928.00,7791.00,344843.00,2094599.00,197712.00,777698.00,281176.00,22679.00,394259.00,79584.00,165942.00,49768.00,116174.00,0.00,1226872.00,219442.00,0.00,264336.00,2847102.00,758534.00,2088568.00,2506899.00,146692.00,2362188.00,81334.00,2241328.00,1450249.00,610574.00,19014.00,122919.00,38572.00,24317.00,15209.00
1986:Q1,11203883.00,7952.00,354430.00,2123204.00,217307.00,772900.00,253765.00,17655.00,397674.00,103806.00,167507.00,52392.00,115115.00,0.00,1390552.00,275257.00,0.00,268266.00,2932177.00,725568.00,2206609.00,2543411.00,150920.00,2386674.00,78698.00,2267971.00,1476952.00,606799.00,18298.00,125798.00,40124.00,25037.00,14968.00
1986:Q2,11467739.00,8126.00,387740.00,2138249.00,226527.00,787678.00,234353.00,21634.00,411501.00,120190.00,161641.00,46306.00,115335.00,0.00,1452430.00,312493.00,0.00,272862.00,3000819.00,736877.00,2263942.00,2563387.00,155787.00,2454187.00,78393.00,2335640.00,1525857.00,627891.00,12210.00,126441.00,43241.00,25606.00,14548.00
1986:Q3,11513858.00,8447.00,407128.00,2168199.00,243381.00,789176.00,257772.00,22949.00,397867.00,110588.00,162446.00,49510.00,112936.00,0.00,1317074.00,338139.00,0.00,277435.00,3042792.00,809401.00,2233391.00,2597813.00,161828.00,2538893.00,79199.00,2419584.00,1587994.00,649888.00,6335.00,129755.00,45612.00,25981.00,14129.00
1986:Q4,11989842.00,8753.00,461922.00,2213135.00,236701.00,820897.00,271219.00,23654.00,411316.00,114708.00,171599.00,58997.00,112602.00,0.00,1495169.00,375743.00,0.00,282599.00,3130169.00,803392.00,2326777.00,2625715.00,167440.00,2627366.00,78372.00,2508520.00,1649024.00,666355.00,17485.00,132416.00,43240.00,26589.00,13885.00
1987:Q1,12492666.00,8687.00,426032.00,2220189.00,246898.00,843852.00,252342.00,23136.00,435220.00,133154.00,172468.00,54184.00,118284.00,0.00,1768928.00,453009.00,0.00,289604.00,3230888.00,687203.00,2543685.00,2657043.00,175068.00,2634844.00,78339.00,2513240.00,1681564.00,644317.00,15274.00,126023.00,46062.00,29412.00,13853.00
1987:Q2,12701809.00,8525.00,440034.00,2254896.00,242700.00,910442.00,273256.00,23892.00,465178.00,148116.00,170858.00,52488.00,118370.00,0.00,1756493.00,458493.00,0.00,295990.00,3305455.00,675345.00,2630110.00,2675706.00,182217.00,2725924.00,78188.00,2603511.00,1752706.00,660313.00,13986.00,129548.00,46958.00,30032.00,14193.00
1987:Q3,13030915.00,8400.00,446119.00,2290364.00,246380.00,978023.00,290133.00,29075.00,493301.00,165514.00,171409.00,53155.00,118254.00,0.00,1837446.00,458924.00,0.00,303304.00,3406832.00,651701.00,2755131.00,2694771.00,188943.00,2802776.00,77948.00,2680189.00,1802929.00,679637.00,19189.00,131715.00,46719.00,30136.00,14503.00
1987:Q4,12808661.00,9759.00,460886.00,2352184.00,258281.00,1001565.00,312806.00,35600.00,520819.00,132340.00,158917.00,41088.00,117829.00,0.00,1472855.00,397429.00,51818.00,307540.00,3402424.00,895594.00,2506830.00,2739223.00,195779.00,2851383.00,78073.00,2714989.00,1828608.00,698640.00,17870.00,116120.00,53751.00,43228.00,15093.00
1988:Q1,13157131.00,9724.00,447321.00,2417033.00,285569.00,1004330.00,313549.00,31458.00,527164.00,132159.00,160915.00,42938.00,117977.00,0.00,1573991.00,414777.00,52512.00,313734.00,3491230.00,918647.00,2572583.00,2785490.00,200504.00,2892852.00,78178.00,2755844.00,1875598.00,693732.00,16412.00,114308.00,55794.00,43867.00,14963.00
1988:Q2,13428635.00,10130.00,451740.00,2451709.00,265091.00,1044831.00,343266.00,27195.00,543377.00,130993.00,163831.00,45369.00,118462.00,0.00,1651625.00,420442.00,53230.00,321119.00,3569114.00,918225.00,2650889.00,2820877.00,204896.00,2979644.00,78285.00,2841802.00,1942104.00,710128.00,17010.00,115451.00,57109.00,44534.00,15023.00
1988:Q3,13626801.00,10318.00,446560.00,2494640.00,267532.00,1098745.00,369612.00,31824.00,567505.00,129804.00,164300.00,45082.00,119218.00,0.00,1661135.00,414755.00,53960.00,327380.00,3627437.00,953818.00,2673619.00,2849671.00,210368.00,3058591.00,78989.00,2919214.00,1999589.00,725838.00,18247.00,117116.00,58424.00,45201.00,15187.00
1988:Q4,14022421.00,10708.00,460490.00,2537955.00,275892.00,1204559.00,398038.00,55224.00,590828.00,160469.00,165390.00,45072.00,120318.00,0.00,1766266.00,411389.00,54690.00,335651.00,3701028.00,962680.00,2738348.00,2881666.00,216737.00,3136762.00,79564.00,2995812.00,2054832.00,745206.00,18250.00,119192.00,58332.00,45844.00,15542.00
1989:Q1,14337613.00,11153.00,442534.00,2561400.00,303008.00,1247704.00,414208.00,51898.00,591150.00,190448.00,167247.00,46446.00,120801.00,0.00,1843660.00,418600.00,56157.00,339423.00,3802487.00,977253.00,2825234.00,2923952.00,220288.00,3173479.00,79271.00,3028828.00,2088877.00,753193.00,15443.00,110759.00,60556.00,49930.00,15450.00
1989:Q2,14661820.00,11032.00,438265.00,2564572.00,320537.00,1256114.00,429282.00,41142.00,593906.00,191784.00,175460.00,52363.00,123097.00,0.00,1942620.00,448276.00,57664.00,348088.00,3915949.00,962107.00,2953842.00,2959104.00,224139.00,3259199.00,79517.00,3110075.00,2146493.00,769617.00,14505.00,117186.00,62274.00,54042.00,15565.00
1989:Q3,15060596.00,11268.00,434487.00,2595361.00,352356.00,1290345.00,434076.00,52852.00,605579.00,197838.00,169662.00,44210.00,125452.00,0.00,2098103.00,468889.00,59175.00,353884.00,4026067.00,935740.00,3090327.00,2971984.00,229015.00,3338894.00,80471.00,3184536.00,2210690.00,784207.00,8084.00,117728.00,63827.00,58194.00,15693.00
1989:Q4,15370098.00,11874.00,462190.00,2623530.00,350131.00,1297514.00,399863.00,78611.00,619514.00,199526.00,183580.00,55265.00,128315.00,0.00,2177525.00,461721.00,60646.00,365250.00,4141760.00,972799.00,3168961.00,3000525.00,233853.00,3421964.00,82715.00,3260516.00,2260115.00,809285.00,8705.00,116857.00,65554.00,62362.00,16371.00
1990:Q1,15406500.00,11755.00,445751.00,2639199.00,377132.00,1342307.00,421110.00,87665.00,634998.00,198534.00,182283.00,50720.00,131563.00,0.00,2054436.00,455405.00,62118.00,371326.00,4205873.00,1041020.00,3164853.00,3016386.00,242529.00,3480742.00,82882.00,3316763.00,2334912.00,792320.00,1295.00,120950.00,67286.00,65086.00,16011.00
1990:Q2,15650453.00,12312.00,454551.00,2635181.00,358251.00,1387238.00,429271.00,102295.00,649028.00,206644.00,186507.00,52388.00,134119.00,0.00,2127841.00,478148.00,63560.00,379254.00,4297143.00,1013230.00,3283913.00,3026236.00,244231.00,3554538.00,83695.00,3386979.00,2395411.00,798712.00,1994.00,122017.00,68845.00,67842.00,16022.00
1990:Q3,15412504.00,12949.00,448550.00,2650585.00,380208.00,1450244.00,475500.00,113162.00,651675.00,209907.00,192217.00,55360.00,136857.00,0.00,1762010.00,438932.00,65016.00,385289.00,4332902.00,1150878.00,3182024.00,3044461.00,249142.00,3627712.00,84265.00,3456838.00,2446737.00,812302.00,10161.00,117052.00,70586.00,70637.00,15972.00
1990:Q4,15917633.00,13427.00,450651.00,2673578.00,389054.00,1535570.00,509197.00,121823.00,655388.00,249162.00,204085.00,64851.00,139234.00,0.00,1981360.00,465940.00,66517.00,391738.00,4435277.00,1124752.00,3310525.00,3056631.00,253804.00,3692159.00,85694.00,3516562.00,2489255.00,824391.00,9592.00,120472.00,72852.00,73444.00,16459.00
1991:Q1,16485804.00,13959.00,470891.00,2682465.00,440686.00,1518891.00,508226.00,98201.00,651168.00,261296.00,203722.00,63362.00,140360.00,0.00,2319065.00,503361.00,67512.00,398407.00,4545074.00,1054448.00,3490626.00,3066122.00,255650.00,3704249.00,85495.00,3526755.00,2529152.00,802207.00,-1415.00,121779.00,75032.00,75668.00,16331.00
1991:Q2,16523249.00,13957.00,469877.00,2630930.00,413317.00,1566446.00,519349.00,102634.00,671909.00,272554.00,203332.00,61121.00,142211.00,0.00,2287419.00,524550.00,68554.00,407093.00,4626410.00,1084428.00,3541982.00,3053342.00,258023.00,3775069.00,86925.00,3594107.00,2590113.00,801306.00,2413.00,123048.00,77227.00,77933.00,16104.00
1991:Q3,16791613.00,14409.00,472451.00,2611030.00,404167.00,1572751.00,524729.00,103846.00,686731.00,257445.00,215491.00,72634.00,142857.00,0.00,2428254.00,572077.00,69616.00,411776.00,4730091.00,1054182.00,3675909.00,3029072.00,260429.00,3826321.00,89027.00,3641194.00,2613968.00,802500.00,12142.00,133160.00,79424.00,80225.00,15875.00
1991:Q4,17389564.00,14565.00,505030.00,2591258.00,407034.00,1563743.00,523066.00,104808.00,687041.00,248828.00,236591.00,95461.00,141130.00,0.00,2822437.00,633019.00,70661.00,418577.00,4846523.00,1016230.00,3830293.00,3015600.00,264525.00,3904177.00,89511.00,3716428.00,2667356.00,815581.00,7740.00,144143.00,81608.00,82501.00,15737.00
1992:Q1,17371998.00,14566.00,516390.00,2455799.00,425846.00,1627158.00,562589.00,115785.00,688205.00,260579.00,218125.00,78454.00,139671.00,0.00,2727671.00,656459.00,71280.00,425606.00,4938007.00,1132401.00,3805606.00,3026397.00,268694.00,3918367.00,90587.00,3728431.00,2707721.00,793353.00,3291.00,140791.00,83275.00,83676.00,15673.00
1992:Q2,17461635.00,14953.00,528123.00,2447963.00,409010.00,1611630.00,569243.00,101561.00,677795.00,263032.00,225013.00,86900.00,138113.00,0.00,2688502.00,700363.00,71898.00,429996.00,5056163.00,1181417.00,3874746.00,3004581.00,273440.00,3967192.00,91820.00,3774869.00,2740700.00,792332.00,9630.00,147265.00,84943.00,84851.00,15652.00
1992:Q3,17716229.00,15504.00,555509.00,2394301.00,381915.00,1629758.00,591312.00,114107.00,676048.00,248291.00,223370.00,86849.00,136521.00,0.00,2772559.00,752857.00,72525.00,439404.00,5192287.00,1217574.00,3974713.00,3007817.00,278423.00,4031401.00,91436.00,3838246.00,2795331.00,801933.00,5834.00,148538.00,86610.00,86039.00,15680.00
1992:Q4,18308131.00,15600.00,616505.00,2364216.00,364401.00,1669828.00,633394.00,123316.00,642789.00,270329.00,219884.00,85548.00,134336.00,0.00,3112850.00,801030.00,73152.00,447710.00,5342618.00,1202173.00,4140445.00,2997542.00,282796.00,4111764.00,91891.00,3916883.00,2840356.00,824769.00,14729.00,148753.00,88277.00,87228.00,15762.00
1993:Q1,18632592.00,15445.00,591338.00,2322444.00,374139.00,1697266.00,647727.00,106656.00,638464.00,304419.00,233392.00,101060.00,132332.00,0.00,3198127.00,876486.00,74198.00,455971.00,5471510.00,1174847.00,4296663.00,3035823.00,286453.00,4120465.00,92579.00,3922800.00,2854173.00,807262.00,14762.00,155805.00,90798.00,89197.00,15889.00
1993:Q2,18853406.00,15352.00,612378.00,2299816.00,363868.00,1693000.00,651693.00,75842.00,635673.00,329792.00,242792.00,112525.00,130267.00,0.00,3208966.00,949268.00,75257.00,465216.00,5571242.00,1196220.00,4375022.00,3066714.00,289537.00,4191389.00,93812.00,3990373.00,2907780.00,818662.00,14830.00,155784.00,93317.00,91189.00,16015.00
1993:Q3,19181956.00,14697.00,636695.00,2284297.00,353158.00,1669417.00,634673.00,65677.00,617825.00,351242.00,237823.00,109658.00,128165.00,0.00,3324804.00,1031597.00,76325.00,474964.00,5683776.00,1170626.00,4513150.00,3100597.00,293805.00,4286445.00,93740.00,4083363.00,2957928.00,842668.00,21365.00,165564.00,95838.00,93201.00,16141.00
1993:Q4,19590335.00,15757.00,667581.00,2241626.00,361328.00,1737155.00,668515.00,53234.00,596799.00,418607.00,238383.00,112311.00,126072.00,0.00,3478889.00,1082245.00,77396.00,484813.00,5771937.00,1155736.00,4616201.00,3137129.00,296097.00,4384988.00,92952.00,4180554.00,2999034.00,886169.00,23573.00,172697.00,99081.00,95214.00,16268.00
1994:Q1,19677791.00,15716.00,639224.00,2245532.00,364255.00,1887155.00,716252.00,118024.00,606111.00,446768.00,240864.00,116793.00,124071.00,0.00,3316875.00,1055369.00,78526.00,490866.00,5843704.00,1259380.00,4584324.00,3200019.00,299686.00,4416722.00,93617.00,4210400.00,3029307.00,883876.00,25143.00,173188.00,98886.00,96305.00,16400.00
1994:Q2,19814152.00,16847.00,632979.00,2213642.00,349851.00,1995785.00,758802.00,144862.00,617724.00,474397.00,236972.00,115032.00,121940.00,0.00,3250488.00,1043163.00,79668.00,497466.00,5933297.00,1274991.00,4658306.00,3261607.00,302387.00,4500285.00,94724.00,4291620.00,3074386.00,918580.00,25786.00,174179.00,98689.00,97408.00,16533.00
1994:Q3,20133362.00,17357.00,623297.00,2229788.00,341323.00,2047081.00,801201.00,163352.00,596863.00,485666.00,235203.00,115420.00,119783.00,0.00,3310075.00,1080637.00,80824.00,514825.00,6049558.00,1222010.00,4827548.00,3296276.00,307118.00,4591663.00,95193.00,4381282.00,3120742.00,959953.00,28984.00,173114.00,98490.00,98523.00,16665.00
1994:Q4,20412312.00,18847.00,636434.00,2217009.00,373265.00,2236574.00,890451.00,212720.00,584451.00,548952.00,232997.00,115745.00,117252.00,0.00,3350509.00,998483.00,81979.00,520348.00,6093038.00,1196722.00,4896316.00,3342078.00,310751.00,4712612.00,96138.00,4500040.00,3165543.00,1021168.00,32285.00,182755.00,98289.00,99637.00,16797.00
1995:Q1,20920273.00,20324.00,613916.00,2264951.00,397785.00,2191485.00,895608.00,182339.00,560617.00,552921.00,236155.00,120958.00,115197.00,0.00,3601795.00,1035576.00,82943.00,532694.00,6237879.00,1142245.00,5095634.00,3386969.00,317800.00,4743331.00,96515.00,4527708.00,3191485.00,1024546.00,34589.00,178836.00,98252.00,102131.00,16977.00
1995:Q2,21468294.00,22461.00,618766.00,2293499.00,425855.00,2142891.00,890370.00,182129.00,530379.00,540014.00,236336.00,123227.00,113109.00,0.00,3850083.00,1101443.00,83918.00,548003.00,6399979.00,1069161.00,5330818.00,3420257.00,324802.00,4837822.00,97003.00,4619011.00,3237688.00,1063126.00,40095.00,179890.00,98213.00,104652.00,17156.00
1995:Q3,22120725.00,22103.00,583461.00,2328200.00,445031.00,2176439.00,880593.00,203118.00,521881.00,570847.00,236531.00,125513.00,111018.00,0.00,4148484.00,1172754.00,84906.00,556706.00,6570004.00,1007736.00,5562268.00,3471633.00,324473.00,4951058.00,96364.00,4730158.00,3289129.00,1109599.00,42581.00,190676.00,98173.00,107200.00,17336.00
1995:Q4,22767444.00,23356.00,586561.00,2344581.00,472090.00,2165245.00,844973.00,227307.00,490640.00,602325.00,254742.00,145523.00,109219.00,0.00,4498259.00,1210218.00,85891.00,566188.00,6714859.00,1000724.00,5714135.00,3517127.00,328327.00,5046900.00,96359.00,4823279.00,3319182.00,1168160.00,50796.00,187007.00,98134.00,109747.00,17515.00
1996:Q1,23331992.00,26021.00,574767.00,2417103.00,510069.00,2175448.00,843611.00,228090.00,490850.00,612897.00,263409.00,156117.00,107292.00,0.00,4680822.00,1285952.00,87626.00,571294.00,6853333.00,965990.00,5887343.00,3556258.00,329891.00,5109221.00,97616.00,4881847.00,3377527.00,1162207.00,35314.00,207838.00,98962.00,112045.00,17713.00
1996:Q2,23754044.00,27693.00,563834.00,2432027.00,484676.00,2259253.00,839294.00,284672.00,490943.00,644344.00,258588.00,153323.00,105265.00,0.00,4830299.00,1373964.00,89361.00,579766.00,6964680.00,936199.00,6028481.00,3558263.00,331640.00,5211234.00,99207.00,4979774.00,3430888.00,1196579.00,43517.00,208999.00,99791.00,114342.00,17911.00
1996:Q3,24022754.00,31693.00,552399.00,2466234.00,493299.00,2270930.00,860816.00,320285.00,466634.00,623195.00,255694.00,152501.00,103193.00,0.00,4847812.00,1422429.00,91116.00,594591.00,7087130.00,929758.00,6157372.00,3573774.00,335653.00,5307513.00,100371.00,5072368.00,3488050.00,1229847.00,44015.00,209827.00,100629.00,116666.00,18108.00
1996:Q4,24337091.00,35469.00,544831.00,2485491.00,498840.00,2282024.00,899121.00,348671.00,455236.00,578996.00,292317.00,191189.00,101128.00,0.00,4756067.00,1450356.00,93226.00,610646.00,7312799.00,854805.00,6457994.00,3636144.00,338882.00,5409259.00,102440.00,5169783.00,3537293.00,1273878.00,40683.00,216732.00,101198.00,118730.00,18306.00
1997:Q1,24586614.00,34112.00,513827.00,2525084.00,535253.00,2247446.00,921348.00,340485.00,442110.00,543503.00,281651.00,182534.00,99117.00,0.00,4755943.00,1468855.00,95069.00,622596.00,7395587.00,913878.00,6481709.00,3768860.00,342331.00,5452467.00,103523.00,5209477.00,3579572.00,1254175.00,50456.00,223211.00,102064.00,121077.00,18390.00
1997:Q2,25994283.00,34459.00,515116.00,2547372.00,517355.00,2198643.00,859481.00,351902.00,444727.00,542533.00,297645.00,200361.00,97284.00,0.00,5620269.00,1646651.00,96933.00,640193.00,7711686.00,691138.00,7020548.00,3822055.00,345906.00,5552913.00,106529.00,5304462.00,3631000.00,1278038.00,58672.00,233812.00,102940.00,123449.00,18473.00
1997:Q3,27045425.00,36014.00,480272.00,2608369.00,544177.00,2168812.00,831778.00,354882.00,438863.00,543289.00,298819.00,203266.00,95553.00,0.00,6117313.00,1813166.00,98816.00,657230.00,7976685.00,555424.00,7421261.00,3894272.00,351480.00,5662792.00,107244.00,5411144.00,3716020.00,1305805.00,34233.00,251261.00,103825.00,125847.00,18557.00
1997:Q4,27398993.00,37179.00,503866.00,2621264.00,568633.00,2160938.00,801718.00,397986.00,444226.00,517008.00,314609.00,221155.00,93454.00,0.00,6191067.00,1831257.00,100700.00,664963.00,8034651.00,576953.00,7457698.00,4018320.00,351547.00,5763193.00,109571.00,5506736.00,3753196.00,1344165.00,50518.00,254148.00,104710.00,128245.00,18641.00
1998:Q1,28997960.00,36817.00,462469.00,2650953.00,625888.00,2166802.00,809073.00,364558.00,446054.00,547117.00,337842.00,246631.00,91211.00,0.00,6992266.00,2065945.00,103133.00,677161.00,8388215.00,410422.00,7977793.00,4135738.00,354731.00,5819282.00,113584.00,5556953.00,3808422.00,1324043.00,53429.00,263874.00,107185.00,130138.00,18607.00
1998:Q2,29439206.00,37785.00,481650.00,2641693.00,603733.00,2237372.00,788559.00,398678.00,463049.00,587086.00,350182.00,261277.00,88905.00,0.00,7119830.00,2157655.00,105593.00,687898.00,8520829.00,483187.00,8037642.00,4139221.00,355764.00,5961539.00,117536.00,5693060.00,3886925.00,1367744.00,53403.00,275303.00,109685.00,132051.00,18892.00
1998:Q3,28323358.00,39500.00,469892.00,2649883.00,646695.00,2221930.00,772352.00,456507.00,440621.00,552450.00,387237.00,300510.00,86727.00,0.00,6193207.00,1965934.00,108080.00,689579.00,8386249.00,829261.00,7556988.00,4205517.00,359656.00,6064970.00,118674.00,5793932.00,3963618.00,1400718.00,43941.00,273442.00,112213.00,133985.00,18379.00
1998:Q4,30548060.00,37725.00,528714.00,2703990.00,667594.00,2179723.00,747465.00,469053.00,438843.00,524362.00,382066.00,293720.00,88346.00,0.00,7526071.00,2213039.00,110567.00,718262.00,8861552.00,472672.00,8388880.00,4257969.00,360788.00,6203435.00,121329.00,5928960.00,4054655.00,1441272.00,42942.00,275349.00,114742.00,135919.00,17227.00
1999:Q1,31026650.00,39368.00,514403.00,2704321.00,719821.00,2240241.00,717859.00,479841.00,447536.00,595005.00,379304.00,289139.00,90165.00,0.00,7641316.00,2249267.00,111287.00,730987.00,9025735.00,492061.00,8533674.00,4308390.00,362210.00,6286458.00,123350.00,6007241.00,4133871.00,1442398.00,36259.00,279162.00,115551.00,137344.00,18523.00
1999:Q2,32126962.00,40486.00,486142.00,2703587.00,682210.00,2288143.00,683909.00,518286.00,478104.00,607844.00,381753.00,290119.00,91634.00,0.00,8340309.00,2397521.00,112013.00,750133.00,9273033.00,383492.00,8889541.00,4307336.00,364296.00,6433880.00,126171.00,6150321.00,4230370.00,1471581.00,30726.00,301276.00,116368.00,138784.00,18604.00
1999:Q3,31705869.00,41170.00,477692.00,2760305.00,693274.00,2323858.00,663773.00,551441.00,482114.00,626531.00,402356.00,308940.00,93416.00,0.00,7855918.00,2282668.00,112750.00,753025.00,9236487.00,612146.00,8624341.00,4394829.00,371537.00,6594416.00,128874.00,6306658.00,4348385.00,1511895.00,25178.00,304006.00,117194.00,140239.00,18645.00
1999:Q4,34681515.00,40659.00,508967.00,2804376.00,768974.00,2397303.00,825419.00,579484.00,501151.00,491249.00,446425.00,351436.00,94989.00,0.00,9619135.00,2651137.00,113485.00,783859.00,9682923.00,261832.00,9421091.00,4491679.00,372593.00,6761134.00,131742.00,6468262.00,4431564.00,1553622.00,19336.00,345719.00,118021.00,141695.00,19435.00
2000:Q1,35687950.00,45150.00,464554.00,2885298.00,853825.00,2291907.00,763015.00,573858.00,500360.00,454674.00,505216.00,409976.00,95240.00,0.00,10026975.00,2852713.00,115996.00,801724.00,9913637.00,176130.00,9737507.00,4557116.00,373840.00,6886618.00,132517.00,6592181.00,4493812.00,1553765.00,19478.00,404310.00,120816.00,143218.00,18702.00
2000:Q2,34929225.00,45841.00,432588.00,2934518.00,825312.00,2268854.00,653597.00,601111.00,522835.00,491311.00,489586.00,394128.00,95458.00,0.00,9351262.00,2742018.00,118508.00,805122.00,9938633.00,329149.00,9609484.00,4599752.00,377230.00,7034500.00,135917.00,6734945.00,4606196.00,1601771.00,15223.00,388143.00,123612.00,144742.00,18896.00
2000:Q3,35217520.00,44509.00,392590.00,2985410.00,860437.00,2238928.00,586378.00,614802.00,509954.00,527794.00,509531.00,413905.00,95626.00,0.00,9226703.00,2749199.00,121046.00,816933.00,10068929.00,358323.00,9710606.00,4822262.00,381043.00,7219798.00,136330.00,6918435.00,4718906.00,1667073.00,13665.00,392352.00,126439.00,146283.00,18750.00
2000:Q4,33962336.00,48271.00,405349.00,3068452.00,932567.00,2257560.00,589317.00,617851.00,488397.00,561995.00,558446.00,462638.00,95808.00,0.00,7974639.00,2466199.00,123585.00,819098.00,9970515.00,678447.00,9292068.00,4958930.00,378726.00,7358504.00,137501.00,7053621.00,4813874.00,1741267.00,14942.00,354272.00,129266.00,147822.00,19560.00
2001:Q1,32646419.00,50790.00,435066.00,3219526.00,1021095.00,2161592.00,540053.00,481333.00,502691.00,637514.00,547738.00,450374.00,97364.00,0.00,6848106.00,2231645.00,123803.00,832495.00,9786389.00,1078781.00,8707608.00,5011545.00,376631.00,7404205.00,138656.00,7099250.00,4898473.00,1749724.00,3712.00,315561.00,131780.00,147576.00,18723.00
2001:Q2,33700750.00,48459.00,429142.00,3276845.00,988175.00,2132666.00,456678.00,493622.00,539120.00,643246.00,555238.00,456455.00,98783.00,0.00,7375086.00,2426316.00,124023.00,862376.00,10031528.00,1004009.00,9027519.00,5065438.00,385458.00,7605571.00,142324.00,7297460.00,5059297.00,1784249.00,4297.00,315296.00,134321.00,147326.00,18461.00
2001:Q3,32090437.00,48388.00,420898.00,3345605.00,1042842.00,2112332.00,459405.00,535908.00,530540.00,586478.00,648373.00,548116.00,100257.00,0.00,6014472.00,2099917.00,124246.00,850494.00,9839724.00,1455951.00,8383773.00,5144904.00,398243.00,7853491.00,144462.00,7542692.00,5207639.00,1814351.00,5302.00,378509.00,136891.00,147073.00,19264.00
2001:Q4,33510577.00,48676.00,479968.00,3349430.00,1096678.00,2058517.00,439975.00,417671.00,543112.00,657759.00,606233.00,504753.00,101480.00,0.00,6873677.00,2336419.00,124469.00,880004.00,10117179.00,1269945.00,8847234.00,5141552.00,397775.00,7985787.00,151328.00,7668521.00,5322036.00,1891827.00,-1204.00,316402.00,139460.00,146821.00,19117.00
2002:Q1,33963810.00,47771.00,428179.00,3514007.00,1081545.00,2088764.00,425956.00,423511.00,561011.00,678286.00,593344.00,490067.00,103277.00,0.00,6904136.00,2347444.00,125636.00,904851.00,10312297.00,1312791.00,8999506.00,5213337.00,402498.00,8115721.00,153440.00,7791728.00,5459539.00,1883516.00,-5127.00,311951.00,141849.00,151117.00,19436.00
2002:Q2,32708618.00,48219.00,419864.00,3532150.00,1014287.00,2092608.00,364754.00,372531.00,593767.00,761556.00,559110.00,454512.00,104598.00,0.00,5991183.00,2184133.00,126817.00,916150.00,10153604.00,1627662.00,8525942.00,5255316.00,415178.00,8304938.00,156625.00,7973546.00,5635617.00,1917644.00,-14386.00,290405.00,144266.00,155461.00,19306.00
2002:Q3,31201060.00,49781.00,417840.00,3651145.00,1018338.00,1937910.00,339065.00,289275.00,576451.00,733119.00,555190.00,448769.00,106421.00,0.00,4875839.00,1910290.00,128011.00,916976.00,9974157.00,2083725.00,7890432.00,5340382.00,425201.00,8499304.00,158059.00,8161364.00,5830630.00,1951608.00,-37337.00,269755.00,146708.00,159853.00,20028.00
2002:Q4,32190646.00,49937.00,464217.00,3652745.00,1065155.00,1996370.00,270518.00,251062.00,609085.00,865705.00,552809.00,444614.00,108195.00,0.00,5221556.00,1996603.00,129205.00,920915.00,10235274.00,2002943.00,8232331.00,5460946.00,444914.00,8765546.00,163897.00,8417402.00,6028047.00,1997008.00,-25207.00,268403.00,149151.00,164244.00,20003.00
2003:Q1,32278083.00,51628.00,456372.00,3856038.00,1076165.00,1890996.00,351745.00,166497.00,602506.00,770248.00,566159.00,456954.00,109205.00,0.00,4865663.00,2001510.00,130291.00,936154.00,10332196.00,2196779.00,8135417.00,5658990.00,455922.00,8958759.00,167987.00,8603533.00,6202905.00,1989123.00,-18144.00,279023.00,150626.00,165871.00,21368.00
2003:Q2,33997445.00,54115.00,472487.00,3919458.00,1020538.00,1778099.00,384915.00,95717.00,634997.00,662470.00,666635.00,556490.00,110145.00,0.00,5683287.00,2312351.00,131390.00,966855.00,10732474.00,1852671.00,8879803.00,5794640.00,465116.00,9336274.00,171757.00,8975292.00,6461330.00,2021930.00,-28273.00,368189.00,152116.00,167517.00,21708.00
2003:Q3,34722315.00,51146.00,424936.00,3972910.00,936888.00,1842224.00,360015.00,267327.00,627169.00,587713.00,653669.00,542672.00,110997.00,0.00,5998489.00,2421853.00,132501.00,990822.00,10897703.00,1785497.00,9112206.00,5916681.00,482494.00,9591582.00,174523.00,9226155.00,6703090.00,2059675.00,-36913.00,346679.00,153624.00,169181.00,21723.00
2003:Q4,36707815.00,52841.00,457884.00,4012929.00,952161.00,2142649.00,419251.00,388697.00,626175.00,708526.00,636199.00,524178.00,112021.00,0.00,6811929.00,2677925.00,133611.00,1013152.00,11281674.00,1508552.00,9773122.00,6033565.00,501297.00,9842484.00,177703.00,9472318.00,6909835.00,2102932.00,3200.00,301220.00,155131.00,170844.00,21619.00
