1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q3,945.00,0.00,0.00,945.00,945.00,0.00,0.00,0.00,0.00,0.00,0.00,945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945.00,0.00,0.00,945.00
1966:Q4,805.00,0.00,0.00,805.00,805.00,0.00,0.00,0.00,0.00,0.00,0.00,805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,805.00,0.00,0.00,805.00
1967:Q1,1526.00,0.00,0.00,1526.00,1526.00,0.00,0.00,0.00,0.00,0.00,0.00,1526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1526.00,0.00,0.00,1526.00
1967:Q2,20.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00
1967:Q3,-801.00,0.00,0.00,-801.00,-801.00,0.00,0.00,0.00,0.00,0.00,0.00,-801.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-801.00,0.00,0.00,-801.00
1967:Q4,1151.00,0.00,0.00,1151.00,1151.00,0.00,0.00,0.00,0.00,0.00,0.00,1151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1151.00,0.00,0.00,1151.00
1968:Q1,995.00,0.00,0.00,995.00,995.00,0.00,0.00,0.00,0.00,0.00,0.00,995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,995.00,0.00,0.00,995.00
1968:Q2,-30.00,0.00,0.00,-30.00,-30.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.00,0.00,0.00,-30.00
1968:Q3,457.00,0.00,0.00,457.00,457.00,0.00,0.00,0.00,0.00,0.00,0.00,457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.00,0.00,0.00,457.00
1968:Q4,811.00,0.00,0.00,811.00,811.00,0.00,0.00,0.00,0.00,0.00,0.00,811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,811.00,0.00,0.00,811.00
1969:Q1,1079.00,0.00,0.00,1079.00,1079.00,0.00,0.00,0.00,0.00,0.00,0.00,1079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1079.00,0.00,0.00,1079.00
1969:Q2,1542.00,0.00,0.00,1542.00,1542.00,0.00,0.00,0.00,0.00,0.00,0.00,1542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1542.00,0.00,0.00,1542.00
1969:Q3,2535.00,0.00,0.00,2535.00,2535.00,0.00,0.00,0.00,0.00,0.00,0.00,2535.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2535.00,0.00,0.00,2535.00
1969:Q4,1773.00,0.00,0.00,1773.00,1773.00,0.00,0.00,0.00,0.00,0.00,0.00,1773.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1773.00,0.00,0.00,1773.00
1970:Q1,4366.00,0.00,0.00,4366.00,4366.00,0.00,0.00,0.00,0.00,0.00,0.00,4366.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4366.00,0.00,0.00,4366.00
1970:Q2,1382.00,0.00,0.00,1382.00,1382.00,0.00,0.00,0.00,0.00,0.00,0.00,1382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1382.00,0.00,0.00,1382.00
1970:Q3,-6542.00,0.00,0.00,-6542.00,-6542.00,0.00,0.00,0.00,0.00,0.00,0.00,-6542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6542.00,0.00,0.00,-6542.00
1970:Q4,-1357.00,0.00,0.00,-1357.00,-1357.00,0.00,0.00,0.00,0.00,0.00,0.00,-1357.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1357.00,0.00,0.00,-1357.00
1971:Q1,-1825.00,0.00,0.00,-1825.00,-1825.00,0.00,0.00,0.00,0.00,0.00,0.00,-1825.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1825.00,0.00,0.00,-1825.00
1971:Q2,-1165.00,0.00,0.00,-1165.00,-1165.00,0.00,0.00,0.00,0.00,0.00,0.00,-1165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1165.00,0.00,0.00,-1165.00
1971:Q3,-354.00,0.00,0.00,-354.00,-354.00,0.00,0.00,0.00,0.00,0.00,0.00,-354.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-354.00,0.00,0.00,-354.00
1971:Q4,446.00,0.00,0.00,446.00,446.00,0.00,0.00,0.00,0.00,0.00,0.00,446.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,446.00,0.00,0.00,446.00
1972:Q1,-647.00,0.00,0.00,-647.00,-647.00,0.00,0.00,0.00,0.00,0.00,0.00,-647.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-647.00,0.00,0.00,-647.00
1972:Q2,-1069.00,0.00,0.00,-1069.00,-1069.00,0.00,0.00,0.00,0.00,0.00,0.00,-1069.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1069.00,0.00,0.00,-1069.00
1972:Q3,-2549.00,0.00,0.00,-2549.00,-2549.00,0.00,0.00,0.00,0.00,0.00,0.00,-2549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2549.00,0.00,0.00,-2549.00
1972:Q4,-299.00,0.00,0.00,-299.00,-299.00,0.00,0.00,0.00,0.00,0.00,0.00,-299.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-299.00,0.00,0.00,-299.00
1973:Q1,-1796.00,0.00,0.00,-1796.00,-1796.00,0.00,0.00,0.00,0.00,0.00,0.00,-1796.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1796.00,0.00,0.00,-1796.00
1973:Q2,2010.00,0.00,0.00,2010.00,2010.00,0.00,0.00,0.00,0.00,0.00,0.00,2010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2010.00,0.00,0.00,2010.00
1973:Q3,919.00,0.00,0.00,919.00,919.00,0.00,0.00,0.00,0.00,0.00,0.00,919.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,919.00,0.00,0.00,919.00
1973:Q4,4143.00,0.00,0.00,4143.00,4143.00,0.00,0.00,0.00,0.00,0.00,0.00,4143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4143.00,0.00,0.00,4143.00
1974:Q1,643.00,0.00,0.00,643.00,643.00,0.00,0.00,0.00,0.00,0.00,0.00,643.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,643.00,0.00,0.00,643.00
1974:Q2,3131.00,0.00,0.00,3131.00,3131.00,0.00,0.00,0.00,0.00,0.00,0.00,3131.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3131.00,0.00,0.00,3131.00
1974:Q3,4160.00,0.00,0.00,4160.00,4160.00,0.00,0.00,0.00,0.00,0.00,0.00,4160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4160.00,0.00,0.00,4160.00
1974:Q4,-2297.00,0.00,0.00,-2297.00,-2297.00,0.00,0.00,0.00,0.00,0.00,0.00,-2297.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2297.00,0.00,0.00,-2297.00
1975:Q1,-3945.00,0.00,0.00,-3945.00,-3945.00,0.00,0.00,0.00,0.00,0.00,0.00,-3945.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3945.00,0.00,0.00,-3945.00
1975:Q2,-4107.00,0.00,0.00,-4107.00,-4107.00,0.00,0.00,0.00,0.00,0.00,0.00,-4107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4107.00,0.00,0.00,-4107.00
1975:Q3,-4791.00,0.00,0.00,-4791.00,-4791.00,0.00,0.00,0.00,0.00,0.00,0.00,-4791.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4791.00,0.00,0.00,-4791.00
1975:Q4,-1904.00,0.00,0.00,-1904.00,-1904.00,0.00,0.00,0.00,0.00,0.00,0.00,-1904.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1904.00,0.00,0.00,-1904.00
1976:Q1,587.00,155.00,0.00,432.00,432.00,0.00,0.00,0.00,0.00,0.00,0.00,587.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,587.00,310.00,0.00,277.00
1976:Q2,495.00,-66.00,0.00,561.00,561.00,0.00,0.00,0.00,0.00,0.00,0.00,495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495.00,-132.00,0.00,627.00
1976:Q3,-2446.00,10.00,0.00,-2456.00,-2456.00,0.00,0.00,0.00,0.00,0.00,0.00,-2446.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2446.00,20.00,0.00,-2466.00
1976:Q4,-1439.00,206.00,0.00,-1645.00,-1645.00,0.00,0.00,0.00,0.00,0.00,0.00,-1439.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1439.00,412.00,0.00,-1851.00
1977:Q1,7459.00,161.00,0.00,7298.00,7298.00,0.00,0.00,0.00,0.00,0.00,0.00,7459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7459.00,321.00,0.00,7138.00
1977:Q2,4234.00,-196.00,0.00,4430.00,4430.00,0.00,0.00,0.00,0.00,0.00,0.00,4234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4234.00,-391.00,0.00,4625.00
1977:Q3,373.00,-48.00,0.00,421.00,421.00,0.00,0.00,0.00,0.00,0.00,0.00,373.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373.00,-97.00,0.00,470.00
1977:Q4,3014.00,24.00,0.00,2990.00,2990.00,0.00,0.00,0.00,0.00,0.00,0.00,3014.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3014.00,48.00,0.00,2966.00
1978:Q1,551.00,35.00,0.00,516.00,516.00,0.00,0.00,0.00,0.00,0.00,0.00,551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,551.00,70.00,0.00,481.00
1978:Q2,6821.00,-101.00,0.00,6922.00,6922.00,0.00,0.00,0.00,0.00,0.00,0.00,6821.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6821.00,-201.00,0.00,7022.00
1978:Q3,-523.00,79.00,0.00,-602.00,-602.00,0.00,0.00,0.00,0.00,0.00,0.00,-523.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-523.00,157.00,0.00,-680.00
1978:Q4,8915.00,249.00,0.00,8666.00,8666.00,0.00,0.00,0.00,0.00,0.00,0.00,8915.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8915.00,499.00,0.00,8416.00
1979:Q1,4068.00,-230.00,0.00,4298.00,4298.00,0.00,0.00,0.00,0.00,0.00,0.00,4068.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4068.00,-461.00,0.00,4529.00
1979:Q2,3152.00,24.00,0.00,3128.00,3128.00,0.00,0.00,0.00,0.00,0.00,0.00,3152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3152.00,49.00,0.00,3103.00
1979:Q3,3698.00,87.00,0.00,3611.00,3611.00,0.00,0.00,0.00,0.00,0.00,0.00,3698.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3698.00,173.00,0.00,3525.00
1979:Q4,-1089.00,184.00,0.00,-1273.00,-1273.00,0.00,0.00,0.00,0.00,0.00,0.00,-1089.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1089.00,369.00,0.00,-1458.00
1980:Q1,4490.00,-213.00,0.00,4703.00,4703.00,0.00,0.00,0.00,0.00,0.00,0.00,4490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4490.00,-426.00,0.00,4916.00
1980:Q2,1220.00,27.00,0.00,-7982.00,-7982.00,0.00,0.00,0.00,9175.00,500.00,8675.00,1220.00,600.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,53.00,0.00,567.00
1980:Q3,-641.00,510.00,0.00,-1870.00,-1870.00,0.00,0.00,0.00,719.00,539.00,180.00,-641.00,719.00,719.00,0.00,0.00,0.00,0.00,0.00,0.00,-1360.00,1020.00,0.00,-2380.00
1980:Q4,1135.00,-332.00,0.00,2362.00,2362.00,0.00,0.00,0.00,-895.00,-671.00,-224.00,1135.00,-895.00,-895.00,0.00,0.00,0.00,0.00,0.00,0.00,2030.00,-663.00,0.00,2693.00
1981:Q1,-2532.00,-147.00,0.00,-3950.00,-3950.00,0.00,0.00,0.00,1565.00,674.00,891.00,-2532.00,1565.00,1565.00,0.00,0.00,0.00,0.00,0.00,0.00,-4097.00,-333.00,0.00,-3764.00
1981:Q2,1419.00,142.00,0.00,998.00,998.00,0.00,0.00,0.00,279.00,-1791.00,2070.00,1419.00,279.00,279.00,0.00,0.00,0.00,0.00,0.00,0.00,1140.00,243.00,0.00,897.00
1981:Q3,4228.00,0.00,0.00,1326.00,1326.00,0.00,0.00,0.00,2902.00,177.00,2725.00,4228.00,2902.00,2902.00,0.00,0.00,0.00,0.00,0.00,0.00,1326.00,-464.00,0.00,1790.00
1981:Q4,-13181.00,562.00,0.00,-3287.00,-3287.00,0.00,0.00,0.00,-10456.00,-342.00,-10114.00,-13181.00,-456.00,-456.00,0.00,0.00,0.00,0.00,0.00,0.00,-12725.00,1508.00,0.00,-14233.00
1982:Q1,6823.00,-4.00,0.00,5712.00,5712.00,0.00,0.00,0.00,1115.00,836.00,279.00,6823.00,1115.00,1115.00,0.00,0.00,0.00,0.00,0.00,0.00,5708.00,-107.00,0.00,5815.00
1982:Q2,11973.00,596.00,0.00,9247.00,9247.00,0.00,0.00,0.00,2130.00,1597.00,533.00,11973.00,2130.00,2130.00,0.00,0.00,0.00,0.00,0.00,0.00,9843.00,1091.00,0.00,8752.00
1982:Q3,-3240.00,358.00,0.00,-5895.00,-5895.00,0.00,0.00,0.00,2297.00,1723.00,574.00,-3240.00,2297.00,2297.00,0.00,0.00,0.00,0.00,0.00,0.00,-5537.00,616.00,0.00,-6153.00
1982:Q4,-6315.00,-652.00,0.00,-3501.00,-3501.00,0.00,0.00,0.00,-2162.00,-2262.00,100.00,-6315.00,-2162.00,-2162.00,0.00,0.00,0.00,0.00,0.00,0.00,-4153.00,-1404.00,0.00,-2749.00
1983:Q1,9942.00,862.00,0.00,9975.00,9975.00,0.00,0.00,0.00,-895.00,-794.00,-101.00,9942.00,-895.00,-1059.00,164.00,0.00,0.00,0.00,0.00,0.00,10837.00,1723.00,0.00,9114.00
1983:Q2,-513.00,-336.00,0.00,-1170.00,-1170.00,0.00,0.00,0.00,993.00,593.00,400.00,-513.00,993.00,791.00,202.00,0.00,0.00,0.00,0.00,0.00,-1506.00,-672.00,0.00,-834.00
1983:Q3,-525.00,334.00,0.00,-669.00,-669.00,0.00,0.00,0.00,-190.00,-257.00,67.00,-525.00,-190.00,-342.00,152.00,0.00,0.00,0.00,0.00,0.00,-335.00,-915.00,0.00,580.00
1983:Q4,14138.00,598.00,0.00,10255.00,10255.00,0.00,0.00,0.00,3285.00,2648.00,637.00,14138.00,3285.00,3530.00,-245.00,0.00,0.00,0.00,0.00,0.00,10853.00,2779.00,0.00,8074.00
1984:Q1,-769.00,279.00,0.00,-1727.00,-1727.00,0.00,0.00,0.00,679.00,-90.00,769.00,-769.00,679.00,-120.00,799.00,0.00,0.00,0.00,0.00,0.00,-1448.00,557.00,0.00,-2005.00
1984:Q2,11400.00,-1214.00,0.00,18564.00,18564.00,0.00,0.00,0.00,-5950.00,-4381.00,-1569.00,11400.00,-5950.00,-5841.00,-109.00,0.00,0.00,0.00,0.00,0.00,17350.00,-2427.00,0.00,19777.00
1984:Q3,271.00,954.00,0.00,-7831.00,-7831.00,0.00,0.00,0.00,7148.00,5255.00,1893.00,271.00,7148.00,7006.00,142.00,0.00,0.00,0.00,0.00,0.00,-6877.00,1907.00,0.00,-8784.00
1984:Q4,-2831.00,75.00,0.00,-2192.00,-2192.00,0.00,0.00,0.00,-714.00,-449.00,-265.00,-2831.00,-714.00,-598.00,-116.00,0.00,0.00,0.00,0.00,0.00,-2117.00,149.00,0.00,-2266.00
1985:Q1,19223.00,-641.00,0.00,16810.00,16810.00,0.00,0.00,0.00,3054.00,1770.00,1284.00,19223.00,3054.00,2360.00,694.00,0.00,0.00,0.00,0.00,0.00,16169.00,-1282.00,0.00,17451.00
1985:Q2,-2506.00,803.00,0.00,-3589.00,-3589.00,0.00,0.00,0.00,280.00,-337.00,617.00,-2506.00,280.00,-449.00,729.00,0.00,0.00,0.00,0.00,0.00,-2786.00,1605.00,0.00,-4391.00
1985:Q3,24733.00,-604.00,0.00,20058.00,20058.00,0.00,0.00,0.00,5279.00,-589.00,5868.00,24733.00,5279.00,4548.00,731.00,0.00,0.00,0.00,0.00,0.00,19454.00,-1208.00,0.00,20662.00
1985:Q4,20132.00,1187.00,0.00,16846.00,16846.00,0.00,0.00,0.00,2099.00,1362.00,737.00,20132.00,2099.00,2109.00,-10.00,0.00,0.00,0.00,0.00,0.00,18033.00,2373.00,0.00,15660.00
1986:Q1,-5779.00,428.00,0.00,-10433.00,-10433.00,0.00,0.00,0.00,4226.00,2913.00,1313.00,-5779.00,4271.00,3474.00,797.00,0.00,0.00,0.00,0.00,-45.00,-10005.00,856.00,0.00,-10861.00
1986:Q2,10431.00,2088.00,0.00,5311.00,5311.00,0.00,0.00,0.00,3032.00,-6731.00,9763.00,10431.00,4600.00,3546.00,1054.00,0.00,0.00,0.00,0.00,-1568.00,7399.00,4175.00,0.00,3224.00
1986:Q3,7372.00,-299.00,0.00,6899.00,6899.00,0.00,0.00,0.00,772.00,5616.00,-4844.00,7372.00,2360.00,1506.00,854.00,0.00,0.00,0.00,0.00,-1588.00,6600.00,-598.00,0.00,7198.00
1986:Q4,2169.00,355.00,0.00,2312.00,2312.00,0.00,0.00,0.00,-498.00,2373.00,-2871.00,2169.00,749.00,2024.00,-1275.00,0.00,0.00,0.00,0.00,-1247.00,2667.00,709.00,0.00,1958.00
1987:Q1,5411.00,1886.00,0.00,2651.00,2651.00,0.00,0.00,0.00,874.00,520.00,354.00,5411.00,3469.00,2644.00,825.00,0.00,0.00,0.00,0.00,-2595.00,4537.00,3772.00,0.00,765.00
1987:Q2,22520.00,1796.00,0.00,16498.00,16498.00,0.00,0.00,0.00,4226.00,3559.00,667.00,22520.00,7907.00,7800.00,107.00,0.00,0.00,0.00,0.00,-3681.00,18294.00,3592.00,0.00,14702.00
1987:Q3,-9630.00,744.00,0.00,-10414.00,-10414.00,0.00,0.00,0.00,40.00,1926.00,-1886.00,-9630.00,-2.00,-145.00,143.00,0.00,0.00,0.00,0.00,42.00,-9670.00,1488.00,0.00,-11158.00
1987:Q4,2100.00,-2221.00,0.00,-121.00,-121.00,0.00,0.00,0.00,4442.00,1218.00,3224.00,2100.00,-1683.00,-3292.00,1609.00,0.00,0.00,0.00,0.00,6125.00,-2342.00,-5726.00,0.00,3384.00
1988:Q1,10213.00,1126.00,0.00,827.00,827.00,0.00,0.00,0.00,8260.00,4648.00,3612.00,10213.00,16017.00,15507.00,510.00,0.00,0.00,0.00,0.00,-7757.00,1953.00,2251.00,0.00,-298.00
1988:Q2,31559.00,2680.00,0.00,23089.00,23089.00,0.00,0.00,0.00,5790.00,4225.00,1565.00,31559.00,11063.00,11872.00,-809.00,0.00,0.00,0.00,0.00,-5273.00,25769.00,5359.00,0.00,20410.00
1988:Q3,11177.00,-3220.00,0.00,9428.00,9428.00,0.00,0.00,0.00,4969.00,2657.00,2312.00,11177.00,9275.00,8704.00,571.00,0.00,0.00,0.00,0.00,-4306.00,6208.00,-6440.00,0.00,12648.00
1988:Q4,20580.00,3433.00,0.00,16612.00,16612.00,0.00,0.00,0.00,535.00,1268.00,-733.00,20580.00,1682.00,3018.00,-1336.00,0.00,0.00,0.00,0.00,-1147.00,20045.00,6866.00,0.00,13179.00
1989:Q1,9262.00,-1406.00,0.00,4443.00,4443.00,0.00,0.00,0.00,6225.00,3887.00,2338.00,9262.00,9921.00,9728.00,193.00,0.00,0.00,0.00,0.00,-3696.00,3037.00,-2811.00,0.00,5848.00
1989:Q2,7176.00,2967.00,0.00,4736.00,4736.00,0.00,0.00,0.00,-527.00,-1400.00,873.00,7176.00,1481.00,1262.00,219.00,0.00,0.00,0.00,0.00,-2008.00,7703.00,5934.00,0.00,1769.00
1989:Q3,-3904.00,-1101.00,0.00,-1002.00,-1002.00,0.00,0.00,0.00,-1801.00,-2206.00,405.00,-3904.00,-1386.00,-2748.00,1362.00,0.00,0.00,0.00,0.00,-415.00,-2103.00,-2202.00,0.00,99.00
1989:Q4,-3054.00,7584.00,0.00,-9199.00,-9199.00,0.00,0.00,0.00,-1439.00,2330.00,-3769.00,-3054.00,2477.00,5577.00,-3100.00,0.00,0.00,0.00,0.00,-3916.00,-1615.00,15167.00,0.00,-16782.00
1990:Q1,4803.00,3010.00,0.00,3113.00,3113.00,0.00,0.00,0.00,-1320.00,-2832.00,1512.00,4803.00,-1261.00,-3280.00,2019.00,0.00,0.00,0.00,0.00,-59.00,6123.00,6019.00,0.00,104.00
1990:Q2,12327.00,3967.00,0.00,7717.00,7717.00,0.00,0.00,0.00,643.00,-2400.00,3043.00,12327.00,1221.00,-1883.00,3104.00,0.00,0.00,0.00,0.00,-578.00,11684.00,7934.00,0.00,3750.00
1990:Q3,6701.00,6936.00,0.00,-3955.00,-3955.00,0.00,0.00,0.00,3720.00,5833.00,-2113.00,6701.00,11807.00,13735.00,-1928.00,0.00,0.00,0.00,0.00,-8087.00,2981.00,13871.00,0.00,-10890.00
1990:Q4,-6124.00,2159.00,0.00,-8839.00,-8839.00,0.00,0.00,0.00,556.00,-2443.00,2999.00,-6124.00,5065.00,5396.00,-331.00,0.00,0.00,0.00,0.00,-4509.00,-6680.00,4318.00,0.00,-10998.00
1991:Q1,-14696.00,1059.00,0.00,-16195.00,-16195.00,0.00,0.00,0.00,440.00,-986.00,1426.00,-14696.00,3608.00,2340.00,1268.00,0.00,0.00,0.00,0.00,-3168.00,-15136.00,618.00,0.00,-15754.00
1991:Q2,-18613.00,5985.00,0.00,-22389.00,-22389.00,0.00,0.00,0.00,-2209.00,-4098.00,1889.00,-18613.00,-5323.00,-8290.00,2967.00,0.00,0.00,0.00,0.00,3114.00,-16404.00,7473.00,0.00,-23877.00
1991:Q3,2328.00,7484.00,0.00,-10520.00,-10520.00,0.00,0.00,0.00,5364.00,1836.00,3528.00,2328.00,-1090.00,-2292.00,1202.00,0.00,0.00,0.00,0.00,6454.00,-3036.00,10526.00,0.00,-13562.00
1991:Q4,17168.00,2930.00,0.00,7621.00,7621.00,0.00,0.00,0.00,6617.00,2763.00,3854.00,17168.00,-1181.00,-2693.00,1512.00,0.00,0.00,0.00,0.00,7798.00,10551.00,12917.00,0.00,-2366.00
1992:Q1,12958.00,8581.00,0.00,-1283.00,-1283.00,0.00,0.00,0.00,5660.00,455.00,5205.00,12958.00,7802.00,4093.00,3709.00,0.00,0.00,0.00,0.00,-2142.00,7298.00,15055.00,0.00,-7757.00
1992:Q2,7062.00,-3664.00,0.00,3769.00,3769.00,0.00,0.00,0.00,6957.00,3860.00,3097.00,7062.00,9220.00,8033.00,1187.00,0.00,0.00,0.00,0.00,-2263.00,105.00,-8660.00,0.00,8765.00
1992:Q3,26004.00,18097.00,0.00,1467.00,1467.00,0.00,0.00,0.00,6440.00,158.00,6282.00,26004.00,2985.00,-648.00,3633.00,0.00,0.00,0.00,0.00,3455.00,19564.00,34936.00,0.00,-15372.00
1992:Q4,16132.00,3812.00,0.00,8330.00,8330.00,0.00,0.00,0.00,3990.00,-602.00,4592.00,16132.00,-3829.00,-6991.00,3162.00,0.00,0.00,0.00,0.00,7819.00,12142.00,9266.00,0.00,2876.00
1993:Q1,-23570.00,232.00,0.00,-20904.00,-21904.00,1000.00,0.00,0.00,-2898.00,-9105.00,6207.00,-23570.00,-3610.00,-11791.00,8181.00,0.00,0.00,0.00,0.00,712.00,-20672.00,6150.00,0.00,-26822.00
1993:Q2,1498.00,1725.00,0.00,-2421.00,-3421.00,1000.00,0.00,0.00,2194.00,-3940.00,6134.00,1498.00,4940.00,2711.00,2229.00,0.00,0.00,0.00,0.00,-2746.00,-696.00,3807.00,0.00,-4503.00
1993:Q3,35432.00,9292.00,0.00,16890.00,15890.00,1000.00,0.00,0.00,9250.00,6011.00,3239.00,35432.00,625.00,-2515.00,3140.00,0.00,0.00,0.00,0.00,8625.00,26182.00,14427.00,0.00,11755.00
1993:Q4,14088.00,3648.00,0.00,8371.00,7371.00,1000.00,0.00,0.00,2069.00,471.00,1598.00,14088.00,4361.00,4311.00,50.00,0.00,0.00,0.00,0.00,-2292.00,12019.00,19187.00,0.00,-7168.00
1994:Q1,9946.00,8675.00,0.00,-7804.00,-8804.00,1000.00,0.00,0.00,9075.00,-911.00,9986.00,9946.00,12723.00,32.00,12691.00,0.00,0.00,0.00,0.00,-3648.00,871.00,9752.00,0.00,-8881.00
1994:Q2,-7790.00,1535.00,0.00,-12346.00,-19346.00,7000.00,0.00,0.00,3021.00,2930.00,91.00,-7790.00,1223.00,-3079.00,4302.00,0.00,0.00,0.00,0.00,1798.00,-10811.00,15388.00,0.00,-26199.00
1994:Q3,21543.00,15919.00,0.00,5840.00,5340.00,500.00,0.00,0.00,-216.00,-5164.00,4948.00,21543.00,7746.00,1262.00,6484.00,0.00,0.00,0.00,0.00,-7962.00,21759.00,11497.00,0.00,10262.00
1994:Q4,-5385.00,-13059.00,0.00,3961.00,2461.00,1500.00,0.00,0.00,3713.00,2676.00,1037.00,-5385.00,1366.00,4822.00,-3456.00,0.00,0.00,0.00,0.00,2347.00,-9098.00,-12074.00,0.00,2976.00
1995:Q1,15418.00,3717.00,0.00,-2849.00,-2849.00,0.00,0.00,0.00,14550.00,6154.00,8396.00,15418.00,20123.00,6950.00,13173.00,0.00,0.00,0.00,0.00,-5573.00,868.00,11842.00,0.00,-10974.00
1995:Q2,-6184.00,-3396.00,0.00,-7600.00,-9600.00,2000.00,0.00,0.00,4812.00,2025.00,2787.00,-6184.00,9632.00,4104.00,5528.00,0.00,0.00,0.00,0.00,-4820.00,-10996.00,-18823.00,0.00,7827.00
1995:Q3,11557.00,-874.00,0.00,6031.00,2031.00,4000.00,0.00,0.00,6400.00,-922.00,7322.00,11557.00,10667.00,6559.00,4108.00,0.00,0.00,0.00,0.00,-4267.00,5157.00,-2762.00,0.00,7919.00
1995:Q4,-7850.00,1801.00,0.00,-8618.00,-12368.00,3750.00,218.00,0.00,-1251.00,-595.00,-656.00,-7850.00,-5483.00,-7071.00,1588.00,0.00,0.00,0.00,0.00,4450.00,-6817.00,4249.00,0.00,-11066.00
1996:Q1,54058.00,18071.00,0.00,21805.00,18274.00,3531.00,366.00,0.00,13816.00,1959.00,11857.00,54058.00,12649.00,-5137.00,17786.00,0.00,0.00,0.00,0.00,1533.00,39876.00,26398.00,0.00,13478.00
1996:Q2,18947.00,10826.00,0.00,-3553.00,-7272.00,3719.00,366.00,0.00,11308.00,158.00,11150.00,18947.00,20728.00,17329.00,3399.00,0.00,0.00,0.00,0.00,-9054.00,7273.00,6888.00,0.00,385.00
1996:Q3,38468.00,12411.00,0.00,12061.00,7748.00,4313.00,368.00,0.00,13628.00,6580.00,7048.00,38468.00,8796.00,5560.00,3236.00,0.00,0.00,0.00,0.00,5200.00,24472.00,15788.00,0.00,8684.00
