date,FL384090005.Q,FL313011005.Q,FL383091005.Q,FL383020005.Q,FL383030005.Q,FL383034005.Q,FL382051005.Q,FL384022005.Q,FL383069105.Q,FL383061105.Q,FL383061705.Q,FL383062005.Q,FL383063005.Q,FL384023005.Q,FL383069005.Q,FL383065005.Q,FL383066005.Q,LM383064105.Q,LM383064205.Q,FL383070005.Q,FL153040005.Q,FL153050005.Q,FL383078005.Q,FL152090205.Q,FL103092005.Q,FL383090005.Q,FL384190005.Q,FL313111303.Q,FL713014003.Q,FL313112003.Q,FL384122005.Q,FL103169100.Q,FL313161105.Q,FL313161705.Q,FL383162005.Q,FL103163003.Q,FL384123005.Q,FL383168005.Q,FL383169005.Q,FL383165005.Q,FL153166000.Q,FL383170005.Q,FL313140003.Q,FL143178005.Q,FL143192005.Q,FL383190005.Q
2002:Q2,46674343.00,47606.00,66719.00,876412.00,4217141.00,1437808.00,129049.00,3152874.00,198709.00,766375.00,697982.00,629040.00,860768.00,1099567.00,574279.00,380025.00,145263.00,6074550.00,2310124.00,2507029.00,916150.00,10153604.00,161875.00,5255316.00,1563833.00,6704686.00,28841513.00,6519.00,2200.00,24846.00,8693802.00,141454.00,4187119.00,26775.00,1681145.00,2657309.00,11987253.00,1179036.00,1142382.00,7748191.00,1917644.00,2332765.00,38713.00,158259.00,1298968.00,4298188.00
2002:Q3,45149248.00,48815.00,69781.00,897648.00,4333864.00,1432367.00,123714.00,3028181.00,206293.00,748827.00,622085.00,617099.00,833877.00,1098126.00,568372.00,379745.00,150009.00,4956439.00,2023020.00,2467572.00,916976.00,9974157.00,163712.00,5340382.00,1596951.00,6677543.00,29510791.00,6481.00,2200.00,25450.00,8799884.00,136423.00,4287334.00,27170.00,1706636.00,2642321.00,12217407.00,1142401.00,1131446.00,7991952.00,1951608.00,2352140.00,38684.00,170974.00,1311830.00,4585741.00
2002:Q4,46293558.00,50977.00,70524.00,903476.00,4379474.00,1504888.00,121723.00,3130723.00,216078.00,699382.00,596706.00,648684.00,969873.00,1102157.00,563515.00,383354.00,155288.00,5300810.00,2111775.00,2362195.00,920915.00,10235274.00,165000.00,5460946.00,1611894.00,6860807.00,30034426.00,6661.00,2200.00,25450.00,8963452.00,119813.00,4400053.00,27275.00,1762821.00,2653490.00,12530600.00,1137540.00,1140593.00,8255459.00,1997008.00,2383385.00,39354.00,163114.00,1256502.00,4663708.00
2003:Q1,46385728.00,51745.00,73561.00,883770.00,4604588.00,1504488.00,121195.00,3022156.00,213086.00,779595.00,512991.00,642135.00,874349.00,1113907.00,575830.00,382505.00,155572.00,4944866.00,2115561.00,2450662.00,936154.00,10332196.00,165920.00,5658990.00,1634043.00,6771927.00,30530257.00,6731.00,2200.00,25591.00,9051518.00,119825.00,4441492.00,26880.00,1793878.00,2669443.00,12719080.00,1120338.00,1149853.00,8459766.00,1989123.00,2372105.00,39373.00,167247.00,1273712.00,4872701.00
2003:Q2,48254416.00,52934.00,84412.00,938072.00,4710709.00,1448257.00,125265.00,2928585.00,225866.00,813213.00,446606.00,673114.00,769786.00,1217332.00,674846.00,387915.00,154571.00,5764936.00,2438203.00,2450328.00,966855.00,10732474.00,166839.00,5794640.00,1676988.00,6757587.00,30921448.00,6864.00,2200.00,25992.00,9246200.00,100995.00,4558534.00,27009.00,1853615.00,2706047.00,13099317.00,1083681.00,1245697.00,8748009.00,2021930.00,2367655.00,39793.00,166318.00,1270548.00,4696561.00
2003:Q3,49000636.00,54879.00,85659.00,927829.00,4772506.00,1353005.00,124109.00,3006380.00,232101.00,795841.00,615214.00,668977.00,694247.00,1204430.00,659909.00,388154.00,156367.00,6082081.00,2553006.00,2424604.00,990822.00,10897703.00,168814.00,5916681.00,1714404.00,6723725.00,31291060.00,7005.00,2200.00,26015.00,9405563.00,103978.00,4675606.00,27023.00,1865836.00,2733120.00,13349723.00,1062546.00,1208488.00,9019014.00,2059675.00,2383542.00,39930.00,168750.00,1270489.00,4637843.00
2003:Q4,51146914.00,54972.00,90986.00,960780.00,4850930.00,1368513.00,123071.00,3311125.00,226148.00,859376.00,740329.00,668809.00,816463.00,1174528.00,641253.00,391844.00,141431.00,6905331.00,2822228.00,2340931.00,1013152.00,11281674.00,168787.00,6033565.00,1745058.00,6901284.00,31606405.00,7281.00,2200.00,26014.00,9558048.00,82481.00,4823169.00,24866.00,1900376.00,2727156.00,13629968.00,1096935.00,1180209.00,9249892.00,2102932.00,2409562.00,40480.00,150872.00,1305296.00,4476685.00
2004:Q1,53226966.00,54360.00,96903.00,955110.00,5047380.00,1371408.00,122285.00,4075292.00,228035.00,880391.00,707781.00,1449082.00,810003.00,1224477.00,680628.00,402443.00,141406.00,7052139.00,2992940.00,2462841.00,1016866.00,11530681.00,170978.00,6291138.00,1807089.00,6955080.00,33017925.00,7254.00,2200.00,26210.00,10528258.00,91623.00,4944973.00,25132.00,2714036.00,2752494.00,13888737.00,1073399.00,1210778.00,9508088.00,2096472.00,2474111.00,40468.00,162486.00,1325674.00,4562527.00
2004:Q2,54202792.00,52282.00,105514.00,969486.00,5148782.00,1345911.00,125975.00,4157967.00,231566.00,877022.00,694164.00,1519224.00,835992.00,1258577.00,703582.00,414167.00,140828.00,7029711.00,2967522.00,2531687.00,1028378.00,11742884.00,173168.00,6618138.00,1872058.00,7074751.00,33736263.00,7184.00,2200.00,26499.00,10630011.00,98673.00,4994623.00,24221.00,2788789.00,2723705.00,14288780.00,1084879.00,1234281.00,9855081.00,2114539.00,2501564.00,40940.00,166001.00,1342106.00,4730978.00
2004:Q3,54883540.00,52002.00,103561.00,955410.00,5270750.00,1290426.00,127353.00,4183996.00,237348.00,830946.00,768610.00,1533444.00,813649.00,1255901.00,691083.00,423574.00,141244.00,6858572.00,2995416.00,2563973.00,1036786.00,11927915.00,175912.00,6968251.00,1923622.00,7193693.00,34456733.00,7197.00,2200.00,26673.00,10771340.00,105121.00,5093081.00,24183.00,2825684.00,2723271.00,14645105.00,1074240.00,1229472.00,10176518.00,2164875.00,2548853.00,40994.00,176321.00,1360252.00,4877799.00
2004:Q4,57528166.00,54298.00,115469.00,976921.00,5350091.00,1339387.00,130167.00,4379598.00,247749.00,960834.00,827898.00,1564449.00,778668.00,1336658.00,755169.00,436204.00,145285.00,7660081.00,3248786.00,2524998.00,1060352.00,12411709.00,179232.00,7233082.00,2094695.00,7432643.00,35213990.00,7609.00,2200.00,26703.00,10939290.00,97782.00,5226622.00,24261.00,2875213.00,2715412.00,15163810.00,1113817.00,1314624.00,10515250.00,2220119.00,2594146.00,41566.00,166000.00,1412797.00,4859869.00
2005:Q1,58251571.00,47496.00,128703.00,984574.00,5485092.00,1303579.00,130461.00,4462008.00,242683.00,972678.00,832244.00,1588354.00,826049.00,1323733.00,735506.00,443452.00,144775.00,7656616.00,3215285.00,2662013.00,1059341.00,12505887.00,182632.00,7451761.00,2151198.00,7501192.00,36105506.00,7402.00,2200.00,26902.00,11162735.00,112002.00,5379919.00,24076.00,2934413.00,2712325.00,15464169.00,1128538.00,1338236.00,10792421.00,2204974.00,2670549.00,41567.00,179862.00,1439553.00,5110567.00
2005:Q2,59587814.00,46157.00,122045.00,1008423.00,5597617.00,1309817.00,132857.00,4548203.00,240423.00,963752.00,902693.00,1626377.00,814958.00,1340112.00,745470.00,449690.00,144952.00,7843721.00,3261984.00,2777270.00,1063746.00,12754382.00,186032.00,7736565.00,2184743.00,7674140.00,36824153.00,7137.00,2200.00,27172.00,11150867.00,110680.00,5333242.00,23730.00,2998553.00,2684662.00,15955854.00,1185953.00,1367722.00,11169790.00,2232389.00,2755117.00,41985.00,180403.00,1432383.00,5271035.00
2005:Q3,61245565.00,41025.00,118003.00,972307.00,5800424.00,1352224.00,140311.00,4533056.00,252856.00,981620.00,915820.00,1647192.00,735568.00,1348980.00,738763.00,460705.00,149512.00,8249047.00,3409298.00,2881173.00,1078204.00,13039086.00,189437.00,8026616.00,2174867.00,7891507.00,37589765.00,7102.00,2200.00,27401.00,11288393.00,116494.00,5420140.00,23636.00,3041995.00,2686128.00,16410268.00,1199460.00,1373450.00,11558973.00,2278385.00,2852463.00,42055.00,181445.00,1471577.00,5306861.00
2005:Q4,62852753.00,35057.00,127418.00,1031257.00,5907855.00,1452358.00,144751.00,4868795.00,264493.00,1040267.00,990505.00,1680365.00,893165.00,1353547.00,736908.00,467234.00,149405.00,8353464.00,3453747.00,2905720.00,1082599.00,13305434.00,193916.00,8336409.00,2205709.00,8094717.00,38396392.00,7003.00,2200.00,27482.00,11447242.00,90072.00,5560940.00,23835.00,3098187.00,2674208.00,16902323.00,1244891.00,1400225.00,11936652.00,2320555.00,2922480.00,42702.00,172902.00,1552759.00,5319299.00
2006:Q1,64987905.00,34898.00,109875.00,1000589.00,6111718.00,1459600.00,139397.00,5007250.00,256012.00,1195504.00,980618.00,1674453.00,900663.00,1458335.00,764434.00,463287.00,230614.00,9097892.00,3706482.00,2976979.00,1010841.00,13636639.00,198479.00,8481467.00,2295735.00,8261728.00,39155878.00,7059.00,2200.00,27626.00,11627595.00,96496.00,5703174.00,23582.00,3113520.00,2690823.00,17402022.00,1287709.00,1439525.00,12337203.00,2337585.00,2954918.00,42778.00,187071.00,1597822.00,5306787.00
2006:Q2,65469986.00,36558.00,125711.00,979670.00,6184533.00,1513903.00,142837.00,5130043.00,269253.00,1195736.00,940798.00,1734455.00,989801.00,1495388.00,805589.00,461375.00,228424.00,8778600.00,3647815.00,3062370.00,1008792.00,13735679.00,203042.00,8587373.00,2355401.00,8482271.00,39927916.00,7248.00,2200.00,27815.00,11654199.00,111673.00,5632891.00,23639.00,3176630.00,2709366.00,17897486.00,1331763.00,1493680.00,12722432.00,2349611.00,3027687.00,43333.00,186331.00,1658667.00,5422950.00
2006:Q3,66578658.00,35088.00,115446.00,955695.00,6342119.00,1565268.00,146907.00,4931131.00,271042.00,1113203.00,948267.00,1718542.00,880077.00,1505949.00,814089.00,459732.00,232128.00,9041155.00,3768602.00,3057572.00,1027851.00,14048103.00,206329.00,8710987.00,2447677.00,8672779.00,40626225.00,7234.00,2200.00,28065.00,11744986.00,110581.00,5691443.00,23385.00,3203372.00,2716205.00,18346403.00,1377893.00,1501165.00,13055904.00,2411441.00,3060391.00,43470.00,187903.00,1709242.00,5496331.00
2006:Q4,69063261.00,34239.00,119282.00,943883.00,6510321.00,1703942.00,151567.00,4945747.00,274943.00,1005438.00,1050578.00,1736274.00,878514.00,1504718.00,815026.00,457895.00,231797.00,10328876.00,4054122.00,2942078.00,1055178.00,14311599.00,210515.00,8753279.00,2440731.00,9053185.00,41281237.00,7371.00,2200.00,28064.00,11949109.00,112519.00,5780414.00,23509.00,3285066.00,2747601.00,18832373.00,1429682.00,1607069.00,13338906.00,2456716.00,3106073.00,44204.00,181110.00,1726286.00,5404447.00
2007:Q1,70731862.00,34491.00,118840.00,927444.00,6703005.00,1700941.00,153025.00,5082205.00,262612.00,1010039.00,1098286.00,1759303.00,951965.00,1555420.00,859144.00,458387.00,237889.00,10711276.00,4237097.00,3042563.00,1059391.00,14492624.00,213394.00,8908662.00,2669269.00,9122215.00,42139331.00,7399.00,2200.00,28166.00,12200806.00,126170.00,5917644.00,23180.00,3359522.00,2774290.00,19177682.00,1451970.00,1651965.00,13633480.00,2440267.00,3150049.00,44565.00,169864.00,1761275.00,5597325.00
2007:Q2,72483459.00,34129.00,135753.00,916451.00,6752523.00,1779196.00,149092.00,5173505.00,267220.00,1025631.00,1136956.00,1812496.00,931202.00,1620662.00,925725.00,456009.00,238928.00,11077470.00,4501313.00,3148882.00,1076425.00,14852810.00,216274.00,8936574.00,2734264.00,9378136.00,42792622.00,7426.00,2200.00,27835.00,12236953.00,154348.00,5796827.00,23156.00,3442736.00,2819886.00,19682529.00,1480843.00,1788298.00,13936195.00,2477193.00,3217503.00,45132.00,160694.00,1830504.00,5581846.00
2007:Q3,73647147.00,35716.00,141808.00,894871.00,6868751.00,1930326.00,149379.00,5504902.00,231755.00,1006766.00,1284269.00,1804270.00,1177842.00,1627216.00,925855.00,454214.00,247147.00,10949437.00,4616537.00,3205235.00,1079149.00,15067922.00,218476.00,8938438.00,2854255.00,9564730.00,43633363.00,7627.00,2200.00,27484.00,12379570.00,131417.00,5918987.00,22953.00,3472357.00,2833856.00,20217129.00,1583603.00,1845241.00,14232465.00,2555820.00,3248857.00,45116.00,150407.00,1884178.00,5670795.00
2007:Q4,73676646.00,36379.00,137972.00,940214.00,6992383.00,2089841.00,150349.00,5632108.00,219467.00,940410.00,1306925.00,1824438.00,1340868.00,1738151.00,1037623.00,452508.00,248020.00,10188712.00,4548040.00,3178327.00,1077158.00,15080879.00,222379.00,8816446.00,2892897.00,9954411.00,44512207.00,7742.00,2200.00,27383.00,12610582.00,123815.00,6051176.00,23139.00,3544859.00,2867593.00,20649134.00,1664182.00,1945590.00,14429482.00,2609880.00,3301089.00,45769.00,135299.00,1965544.00,5767465.00
2008:Q1,72083271.00,39232.00,139102.00,920590.00,7125607.00,2279117.00,148569.00,5625542.00,199563.00,922864.00,1258383.00,1816928.00,1427804.00,1869699.00,1166186.00,449676.00,253837.00,9227533.00,4246644.00,3211725.00,1063985.00,14840093.00,227007.00,8416436.00,2971093.00,9731297.00,45361500.00,8057.00,2200.00,27156.00,12872184.00,139958.00,6235995.00,23458.00,3580821.00,2891952.00,20922202.00,1737246.00,2012856.00,14569635.00,2602465.00,3306683.00,45682.00,156149.00,1993765.00,6027422.00
2008:Q2,71411634.00,39560.00,115345.00,884663.00,7084965.00,2223341.00,146231.00,6014957.00,199121.00,1047940.00,1335231.00,1855305.00,1577360.00,1857014.00,1146211.00,455101.00,255702.00,8750139.00,4287641.00,3230650.00,1070140.00,14906388.00,231634.00,7966424.00,3085487.00,9517055.00,45569265.00,8004.00,2200.00,27039.00,12941893.00,139829.00,6194084.00,23521.00,3624724.00,2959735.00,20959528.00,1742199.00,1979078.00,14617426.00,2620825.00,3301244.00,46170.00,140753.00,2026076.00,6116358.00
2008:Q3,70203712.00,37076.00,102106.00,1181204.00,7211369.00,2283840.00,138269.00,6610725.00,190104.00,1010519.00,1542592.00,1890669.00,1976841.00,1878174.00,1152040.00,459127.00,267007.00,7610124.00,3751129.00,3161918.00,1063746.00,14638591.00,236796.00,7773132.00,3092661.00,9432851.00,46616660.00,7630.00,2200.00,26742.00,13519068.00,146540.00,6739828.00,23098.00,3630357.00,2979245.00,21188781.00,1820505.00,2117220.00,14606937.00,2644119.00,3252973.00,46054.00,158551.00,2000239.00,6414422.00
2008:Q4,66641875.00,40556.00,94596.00,1347939.00,7136627.00,2506236.00,136990.00,6699092.00,184827.00,840714.00,1552835.00,1959691.00,2161025.00,1611938.00,876297.00,464230.00,271411.00,5952820.00,2934844.00,3003438.00,1050163.00,14089484.00,242383.00,7336778.00,3011097.00,9446894.00,47665172.00,7547.00,2200.00,26551.00,14150412.00,131479.00,7353471.00,23346.00,3658661.00,2983455.00,20914273.00,1852554.00,1872175.00,14545360.00,2644184.00,3167045.00,46747.00,145108.00,2053934.00,7151355.00
2009:Q1,65554493.00,40167.00,91251.00,1249765.00,7204336.00,2485400.00,133351.00,7325501.00,171191.00,1150893.00,1349066.00,1977297.00,2677054.00,1562349.00,815278.00,465630.00,281441.00,5187912.00,2755373.00,2998829.00,1055032.00,13969342.00,244734.00,6944765.00,3123958.00,9182428.00,48020343.00,7325.00,2200.00,26550.00,14707076.00,106923.00,7797619.00,22548.00,3691804.00,3088182.00,20568878.00,1691150.00,1765674.00,14533424.00,2578630.00,3088906.00,46689.00,144810.00,1990383.00,7437526.00
2009:Q2,66952608.00,45699.00,91828.00,1393536.00,7130189.00,2401696.00,133788.00,6950028.00,174845.00,1224567.00,1119307.00,1999977.00,2431332.00,1611972.00,849235.00,477158.00,285579.00,6260079.00,3278798.00,3014522.00,1073408.00,14480761.00,247085.00,6476345.00,3234537.00,9128338.00,48242698.00,7605.00,2200.00,26549.00,15139725.00,86182.00,8140620.00,22274.00,3738155.00,3152494.00,20395152.00,1622592.00,1753472.00,14469824.00,2549264.00,3081411.00,47204.00,137671.00,2000754.00,7404427.00
2009:Q3,68760805.00,97060.00,92275.00,1359205.00,7230591.00,2238931.00,136300.00,6736673.00,167384.00,1373550.00,1104892.00,1973080.00,2117767.00,1704663.00,898580.00,492936.00,313147.00,7451399.00,3831507.00,2977699.00,1094398.00,15031264.00,249637.00,6136960.00,3328533.00,9063710.00,48489061.00,55953.00,5200.00,26299.00,15571183.00,72903.00,8534306.00,23202.00,3766129.00,3174643.00,20209563.00,1535483.00,1743711.00,14371259.00,2559110.00,3085546.00,47239.00,143201.00,2046231.00,7298646.00
2009:Q4,69636374.00,94289.00,94252.00,1378091.00,7408551.00,2176419.00,134595.00,6648813.00,145552.00,1512583.00,1002910.00,2034711.00,1953057.00,1759240.00,903849.00,496620.00,358771.00,7532485.00,4061085.00,2921152.00,1109537.00,15298441.00,250938.00,6131540.00,3245113.00,9391833.00,48727762.00,55364.00,5200.00,26199.00,15969080.00,58412.00,8859150.00,23495.00,3832988.00,3195035.00,19968693.00,1474195.00,1661420.00,14277688.00,2555390.00,3125742.00,47845.00,135593.00,1991217.00,7402829.00
2010:Q1,70824840.00,91928.00,96583.00,1370316.00,7499110.00,1978741.00,134463.00,6677449.00,167964.00,1644846.00,1033557.00,2072985.00,1758097.00,1783365.00,905672.00,500168.00,377525.00,7850251.00,4312788.00,3020452.00,1115109.00,15721938.00,253622.00,6171059.00,3239728.00,9507939.00,49217254.00,53618.00,5200.00,26199.00,16537685.00,73619.00,9320148.00,23581.00,3869385.00,3250952.00,19723680.00,1488323.00,1621072.00,14120739.00,2493546.00,3185752.00,47750.00,149174.00,2044594.00,7443602.00
2010:Q2,69900326.00,89592.00,99998.00,1458200.00,7464609.00,1873194.00,132890.00,6494859.00,170191.00,1759119.00,896056.00,2069504.00,1599989.00,1804628.00,908242.00,503953.00,392433.00,7064539.00,4047788.00,3099402.00,1099967.00,15669442.00,256306.00,6437292.00,3293718.00,9513902.00,49952845.00,52228.00,5200.00,26198.00,16903164.00,81981.00,9668612.00,23850.00,3871585.00,3257136.00,19567285.00,1469443.00,1609419.00,14009564.00,2478859.00,3241606.00,47927.00,143402.00,2074677.00,7891158.00
2010:Q3,72181310.00,96025.00,99666.00,1493419.00,7570778.00,1855924.00,136631.00,6110766.00,175728.00,1735202.00,892157.00,2042030.00,1265649.00,1878718.00,922609.00,510159.00,445950.00,8077206.00,4459826.00,3118933.00,1126551.00,16308973.00,259335.00,6576279.00,3425721.00,9586559.00,50481604.00,54958.00,5200.00,25923.00,17411362.00,97941.00,10075277.00,23971.00,3875530.00,3338643.00,19488037.00,1465140.00,1621403.00,13897277.00,2504217.00,3274522.00,48092.00,146404.00,2147457.00,7879650.00
2010:Q4,75034116.00,95148.00,107897.00,1636754.00,7592196.00,1852791.00,137914.00,6590279.00,170753.00,1790699.00,956780.00,2111704.00,1560343.00,1923909.00,930383.00,513631.00,479895.00,8969658.00,4718526.00,3069959.00,1137483.00,16881812.00,262089.00,6764083.00,3402902.00,9890716.00,50872272.00,54387.00,5200.00,25923.00,17924893.00,82930.00,10504401.00,24161.00,3940036.00,3373365.00,19347308.00,1465612.00,1547684.00,13686809.00,2647203.00,3326777.00,48707.00,142018.00,2134024.00,7863036.00
2011:Q1,76378173.00,100919.00,117580.00,1445334.00,7689405.00,1807266.00,135970.00,6466646.00,168344.00,1653901.00,1117936.00,2111214.00,1415251.00,1979724.00,938089.00,513443.00,528192.00,9590870.00,4968635.00,3154008.00,1153338.00,17205510.00,265460.00,6951066.00,3443022.00,9903420.00,51190869.00,55993.00,5200.00,25923.00,18214065.00,110462.00,10750189.00,24459.00,3923161.00,3405794.00,19263020.00,1457157.00,1583316.00,13593351.00,2629196.00,3350827.00,48777.00,160009.00,2147214.00,7919841.00
2011:Q2,76771657.00,108521.00,106930.00,1529927.00,7856783.00,1784608.00,134199.00,6149599.00,163088.00,1462814.00,1054353.00,2067675.00,1401669.00,2041561.00,982664.00,514452.00,544445.00,9553717.00,5033594.00,3252119.00,1167209.00,17335889.00,268690.00,7019791.00,3618177.00,9810343.00,51530909.00,56521.00,5200.00,25923.00,18230857.00,106912.00,10756203.00,24498.00,3892260.00,3450984.00,19196345.00,1434893.00,1614078.00,13493096.00,2654278.00,3402091.00,49209.00,150042.00,2186543.00,8228178.00
2011:Q3,74456331.00,109893.00,102546.00,1588416.00,7869407.00,1783084.00,133352.00,6004971.00,155600.00,1315408.00,994836.00,2033635.00,1505492.00,2095210.00,992973.00,515590.00,586647.00,7922151.00,4461837.00,3283689.00,1171739.00,16906522.00,271213.00,7175972.00,3686556.00,9889772.00,52316606.00,55150.00,5200.00,25923.00,18778340.00,124687.00,11251962.00,24982.00,3877691.00,3499018.00,19144603.00,1467477.00,1561558.00,13411700.00,2703868.00,3431861.00,49498.00,159124.00,2250915.00,8415993.00
2011:Q4,76379957.00,110914.00,92187.00,1744277.00,7996838.00,1799710.00,133852.00,5865140.00,158639.00,1325329.00,841583.00,2002399.00,1537190.00,2056816.00,933215.00,514709.00,608892.00,8582953.00,4657751.00,3239104.00,1199263.00,17309379.00,272789.00,7419124.00,3759184.00,10140677.00,52809387.00,54219.00,5200.00,25923.00,19212796.00,116309.00,11641982.00,25268.00,3893513.00,3535724.00,19219774.00,1541720.00,1571944.00,13347843.00,2758267.00,3473936.00,49970.00,151398.00,2236799.00,8379372.00
2012:Q1,78805888.00,112491.00,88358.00,1681939.00,8139356.00,1787403.00,135065.00,5670175.00,146350.00,1417332.00,733684.00,1974942.00,1397867.00,2089367.00,936887.00,511030.00,641450.00,9696700.00,5198562.00,3311574.00,1198336.00,17889110.00,274281.00,7517706.00,3815478.00,10199987.00,53289070.00,54707.00,5200.00,25923.00,19691624.00,127585.00,12024672.00,24433.00,3892861.00,3622073.00,19184228.00,1580632.00,1586555.00,13269498.00,2747543.00,3502207.00,50076.00,163675.00,2251222.00,8360208.00
2012:Q2,78822903.00,113605.00,79214.00,1750037.00,8205734.00,1746802.00,136145.00,5727723.00,143890.00,1490511.00,739342.00,1968005.00,1385975.00,2131432.00,954969.00,508011.00,668452.00,9250348.00,5112888.00,3362318.00,1173144.00,17842251.00,275839.00,7690901.00,3904218.00,10320304.00,53950612.00,53593.00,5200.00,25923.00,19963021.00,132082.00,12229137.00,24468.00,3904891.00,3672443.00,19238072.00,1684144.00,1560015.00,13197016.00,2796897.00,3548340.00,50436.00,163822.00,2319849.00,8582357.00
2012:Q3,80671197.00,116305.00,84862.00,1767417.00,8262915.00,1777827.00,135709.00,5686990.00,145248.00,1458118.00,773063.00,1911945.00,1398616.00,2177791.00,961434.00,507126.00,709231.00,9840617.00,5417286.00,3387246.00,1181835.00,18195233.00,277440.00,7995610.00,4056086.00,10310028.00,54453541.00,54463.00,5200.00,25923.00,20302087.00,136004.00,12478715.00,24394.00,3893344.00,3769630.00,19276098.00,1645701.00,1628044.00,13145608.00,2856745.00,3587674.00,50381.00,166615.00,2371779.00,8613321.00
2012:Q4,81796001.00,114201.00,84860.00,1928317.00,8443273.00,1866825.00,135554.00,5662500.00,142935.00,1616032.00,697310.00,1861076.00,1345147.00,2195429.00,964089.00,503033.00,728307.00,9965101.00,5496967.00,3313255.00,1186353.00,18347026.00,279911.00,8177691.00,4134652.00,10464086.00,55258787.00,54277.00,5200.00,25923.00,20726511.00,130330.00,12822949.00,24879.00,3887215.00,3861138.00,19459277.00,1742771.00,1676253.00,13119899.00,2920354.00,3609246.00,50257.00,161320.00,2406125.00,8760651.00
2013:Q1,84603282.00,111638.00,106984.00,1953446.00,8504429.00,1813544.00,136375.00,5608193.00,137871.00,1698151.00,662529.00,1862544.00,1247098.00,2224287.00,954803.00,506298.00,763186.00,11223302.00,5937829.00,3461370.00,1198003.00,18806518.00,282237.00,8391297.00,4092764.00,10751066.00,55661519.00,52945.00,5200.00,25923.00,21167357.00,140087.00,13171026.00,24626.00,3892949.00,3938669.00,19406035.00,1737207.00,1680460.00,13067143.00,2921225.00,3656806.00,50298.00,168524.00,2432852.00,8695579.00
2013:Q2,85855642.00,111271.00,120259.00,1963661.00,8529069.00,1802557.00,134848.00,5770307.00,131086.00,1822278.00,680957.00,1891658.00,1244328.00,2289686.00,1008815.00,503740.00,777131.00,11435047.00,5904314.00,3598060.00,1201356.00,18958216.00,284797.00,8701463.00,4188866.00,10861865.00,55876134.00,53113.00,5200.00,25923.00,21096993.00,147247.00,13066246.00,24962.00,3877752.00,3980786.00,19514239.00,1779973.00,1716156.00,13053592.00,2964518.00,3720047.00,50481.00,157033.00,2468801.00,8784305.00
2013:Q3,88111457.00,112631.00,120123.00,1954715.00,8657927.00,1873226.00,138957.00,5793284.00,126348.00,1817964.00,707795.00,1884693.00,1256484.00,2328223.00,1008720.00,504234.00,815269.00,12146209.00,6190632.00,3662941.00,1217525.00,19371634.00,287365.00,9056841.00,4313096.00,10886129.00,56337321.00,54177.00,5200.00,25573.00,21243311.00,171169.00,13118316.00,25098.00,3840228.00,4088500.00,19675167.00,1824908.00,1718277.00,13096451.00,3035531.00,3769717.00,50357.00,159446.00,2513330.00,8841044.00
2013:Q4,90950347.00,109789.00,129590.00,2214682.00,8718960.00,1939339.00,135403.00,5786961.00,126431.00,1822077.00,729080.00,1866196.00,1243177.00,2370958.00,1034745.00,505426.00,830787.00,13045180.00,6539517.00,3642016.00,1233043.00,19868960.00,287257.00,9329935.00,4389539.00,11209219.00,56798211.00,54386.00,5200.00,25573.00,21805933.00,144511.00,13680640.00,24487.00,3818322.00,4137973.00,19814271.00,1866974.00,1746565.00,13104533.00,3096199.00,3794685.00,50487.00,155416.00,2587325.00,8504935.00
2014:Q1,92170542.00,109286.00,119625.00,2204888.00,8898148.00,1863256.00,139693.00,5621125.00,128919.00,1707922.00,756795.00,1840855.00,1186634.00,2467717.00,1087964.00,509713.00,870040.00,13367255.00,6754485.00,3723248.00,1242635.00,20071737.00,291425.00,9448296.00,4417276.00,11430448.00,57494497.00,54585.00,5200.00,25573.00,22151436.00,180154.00,13930548.00,24003.00,3806481.00,4210250.00,19867437.00,1909158.00,1760866.00,13094441.00,3102972.00,3848004.00,50467.00,163566.00,2566484.00,8761746.00
2014:Q2,94099724.00,110123.00,129870.00,2286512.00,8919368.00,1831373.00,144720.00,5444457.00,122564.00,1555803.00,734376.00,1819776.00,1211938.00,2482756.00,1084841.00,513002.00,884913.00,14225473.00,7040084.00,3809806.00,1258371.00,20391081.00,289883.00,9641917.00,4534670.00,11559259.00,57996832.00,54594.00,5200.00,25573.00,22171160.00,185778.00,13886966.00,24035.00,3802521.00,4271860.00,20115094.00,2013449.00,1803698.00,13127361.00,3170586.00,3914966.00,50605.00,160346.00,2635327.00,8863967.00
2014:Q3,94558467.00,103748.00,126382.00,2320818.00,9020758.00,1866264.00,151602.00,5459866.00,120288.00,1519541.00,786665.00,1757965.00,1275407.00,2547720.00,1111568.00,511147.00,925005.00,13967759.00,6941225.00,3826872.00,1264801.00,20429928.00,294980.00,9843591.00,4588913.00,11803240.00,58783702.00,52358.00,5200.00,25323.00,22437981.00,207060.00,14117408.00,23857.00,3767295.00,4322361.00,20346456.00,2051805.00,1861339.00,13183885.00,3249427.00,3952318.00,50911.00,169819.00,2718329.00,9025007.00
2014:Q4,96560613.00,97964.00,115405.00,2500879.00,9226902.00,1921687.00,153482.00,5481284.00,122614.00,1558665.00,750125.00,1728027.00,1321853.00,2538148.00,1088579.00,511356.00,938213.00,14564506.00,7044994.00,3780205.00,1282760.00,20666779.00,302863.00,10103023.00,4615590.00,12164142.00,59557911.00,51166.00,5200.00,25323.00,22809874.00,181963.00,14416680.00,24374.00,3776349.00,4410508.00,20563735.00,2144936.00,1852526.00,13248282.00,3317991.00,4000753.00,51257.00,160871.00,2750836.00,9138896.00
