date,FU893193005.Q,FU103193005.Q,FU113193003.Q,FU313193005.Q,FU713193005.Q,FU763193005.Q,FU753193005.Q,FU743193005.Q,FU473193005.Q,FU513193005.Q,FU543193005.Q,FU403193005.Q,FU613193005.Q,FU643193005.Q,FU663193005.Q,FU733193005.Q,FU503193005.Q,FU893093005.Q,FU103093005.Q,FU113093005.Q,FU313093003.Q,FU213093003.Q,FU713093005.Q,FU763093005.Q,FU753093005.Q,FU743093005.Q,FU473093005.Q,FU513093005.Q,FU543093005.Q,FU573093005.Q,FU223093005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU613093005.Q,FU643093005.Q,FU663093005.Q,FU733093005.Q,FU903090005.Q
1999:Q4,161122.00,57387.00,18417.00,1661.00,-1442.00,12833.00,363.00,-920.00,976.00,0.00,-17866.00,4333.00,1500.00,933.00,15251.00,-1205.00,68901.00,232648.00,178129.00,18850.00,316.00,-5004.00,437.00,-151.00,5139.00,-1607.00,-9943.00,114.00,-19954.00,4527.00,361.00,18493.00,6479.00,0.00,-920.00,7175.00,-129.00,21306.00,9031.00,-71526.00
2000:Q1,71941.00,39731.00,22310.00,-1910.00,1312.00,6172.00,3118.00,363.00,-666.00,0.00,6187.00,5505.00,-4891.00,-414.00,21907.00,-9588.00,-17195.00,101363.00,61390.00,21843.00,1813.00,-1812.00,-710.00,9819.00,-4128.00,-338.00,9035.00,79.00,2638.00,-1457.00,-137.00,-16916.00,-14774.00,0.00,3209.00,29701.00,476.00,-324.00,1956.00,-29422.00
2000:Q2,151915.00,73306.00,18810.00,1347.00,-498.00,9887.00,-2811.00,726.00,773.00,0.00,6207.00,-1541.00,13849.00,1485.00,-3363.00,-585.00,34323.00,251477.00,154758.00,25068.00,493.00,-5713.00,-247.00,30468.00,-2485.00,407.00,-3567.00,91.00,12322.00,-100.00,255.00,9101.00,30453.00,0.00,3429.00,-2312.00,-90.00,-3699.00,2845.00,-99562.00
2000:Q3,215251.00,111214.00,22661.00,1966.00,-58.00,42417.00,7438.00,974.00,1323.00,0.00,-2632.00,-10176.00,16189.00,415.00,758.00,32524.00,-9762.00,300959.00,189225.00,21242.00,296.00,566.00,1124.00,13900.00,2266.00,436.00,3087.00,107.00,18363.00,-583.00,237.00,7183.00,4557.00,0.00,1674.00,3780.00,621.00,13085.00,19792.00,-85708.00
2000:Q4,114000.00,106508.00,22160.00,577.00,-315.00,-2320.00,2873.00,-1901.00,-1857.00,0.00,3489.00,3853.00,7342.00,338.00,-33059.00,10560.00,-4248.00,300045.00,208234.00,21818.00,514.00,-14644.00,904.00,-11299.00,684.00,-2615.00,1833.00,-295.00,3149.00,-97.00,747.00,2270.00,64450.00,0.00,-12308.00,3982.00,888.00,29863.00,1967.00,-186045.00
2001:Q1,106103.00,-26779.00,13790.00,161.00,-650.00,21368.00,9390.00,-93.00,-2148.00,0.00,-8495.00,19458.00,23872.00,-111.00,-74187.00,31106.00,99420.00,57194.00,76987.00,27967.00,537.00,804.00,-1237.00,-11997.00,-501.00,473.00,10777.00,1340.00,50934.00,-32605.00,864.00,-16730.00,-19274.00,0.00,-451.00,2974.00,239.00,-53404.00,19496.00,48909.00
2001:Q2,-21283.00,-42751.00,13790.00,1020.00,-790.00,-26887.00,-7946.00,-1207.00,2588.00,0.00,4814.00,-23.00,1353.00,-121.00,99506.00,26851.00,-91480.00,143365.00,32324.00,31816.00,342.00,1933.00,702.00,-1903.00,-1425.00,716.00,78.00,124.00,511.00,-4656.00,-228.00,7309.00,-13906.00,0.00,765.00,-12441.00,824.00,84011.00,16469.00,-164649.00
2001:Q3,56907.00,-32994.00,13790.00,-5340.00,-182.00,69640.00,4547.00,1847.00,-579.00,0.00,18497.00,16195.00,3391.00,-268.00,-11219.00,13357.00,-33774.00,79166.00,-16918.00,28167.00,-116.00,-7089.00,1128.00,52754.00,8106.00,395.00,9218.00,297.00,7064.00,-3385.00,541.00,1247.00,21525.00,0.00,7822.00,8019.00,-108.00,-47655.00,8154.00,-22259.00
2001:Q4,20621.00,-44348.00,13790.00,-3667.00,-1047.00,-114143.00,-17696.00,4756.00,-1700.00,0.00,6793.00,2877.00,1199.00,551.00,112014.00,-12878.00,74120.00,105989.00,41705.00,39316.00,-399.00,-10733.00,-1017.00,-14278.00,-7612.00,4295.00,-11948.00,-11657.00,-18860.00,-3714.00,-486.00,-2035.00,-6528.00,0.00,-2600.00,17825.00,-316.00,86012.00,9019.00,-85367.00
2002:Q1,16936.00,-13408.00,4680.00,2165.00,622.00,115974.00,-18213.00,-342.00,1402.00,8148.00,15780.00,-6918.00,12930.00,479.00,-44510.00,-11927.00,-49926.00,23615.00,-45669.00,8915.00,-506.00,-5294.00,612.00,73134.00,-202.00,999.00,15446.00,-2749.00,-12418.00,1115.00,-1107.00,-3625.00,-4579.00,0.00,-216.00,-3619.00,366.00,-8875.00,11887.00,-6679.00
2002:Q2,112925.00,-4176.00,4680.00,1981.00,-104.00,53424.00,29267.00,51.00,-400.00,-962.00,10553.00,9082.00,5225.00,449.00,11503.00,30989.00,-38638.00,27617.00,-29324.00,9181.00,261.00,-10361.00,1551.00,20847.00,2215.00,574.00,-9760.00,3923.00,7860.00,4574.00,1028.00,7565.00,11172.00,0.00,5447.00,2063.00,778.00,-33282.00,31305.00,85307.00
2002:Q3,99255.00,-19524.00,4681.00,-6238.00,948.00,4720.00,10602.00,1536.00,815.00,-1029.00,30059.00,17707.00,22229.00,1258.00,28384.00,-5474.00,8581.00,67504.00,-6711.00,9180.00,1010.00,-5147.00,-1017.00,13408.00,220.00,-266.00,-1364.00,1669.00,10160.00,1087.00,417.00,5762.00,28837.00,0.00,11150.00,7377.00,106.00,-7149.00,-1225.00,31751.00
2002:Q4,-89082.00,-50707.00,4680.00,1660.00,-1370.00,1028.00,-1647.00,-2242.00,109.00,20121.00,-50281.00,15531.00,4271.00,589.00,-68753.00,13173.00,24756.00,82311.00,126064.00,9181.00,757.00,-5418.00,233.00,19300.00,2002.00,-7345.00,788.00,-8333.00,-6510.00,-3833.00,106.00,-11963.00,1969.00,0.00,5576.00,6989.00,1384.00,-63972.00,15336.00,-171392.00
2003:Q1,178507.00,72104.00,5847.00,-2415.00,-547.00,28260.00,-3384.00,2108.00,607.00,9119.00,76145.00,-10006.00,-11335.00,-1221.00,-5960.00,18286.00,899.00,-35669.00,-108781.00,11088.00,-956.00,-3511.00,78.00,14513.00,-820.00,1460.00,219.00,8715.00,20563.00,3925.00,1196.00,-5840.00,-5825.00,0.00,1357.00,8700.00,-317.00,225.00,18342.00,214176.00
2003:Q2,170205.00,-4149.00,5847.00,-125.00,684.00,46468.00,32491.00,1205.00,502.00,3532.00,16582.00,1044.00,23058.00,774.00,13186.00,34160.00,-5054.00,26501.00,-86164.00,11636.00,886.00,7524.00,-68.00,38012.00,9729.00,-1109.00,-1013.00,-4545.00,8948.00,-792.00,663.00,-1487.00,-11738.00,0.00,8856.00,12223.00,495.00,16029.00,18416.00,143703.00
2003:Q3,12532.00,-54962.00,5847.00,65.00,15.00,38429.00,-22537.00,2380.00,-31.00,-1577.00,-14118.00,-10894.00,66918.00,-137.00,-8249.00,70.00,11312.00,-78052.00,-69656.00,10904.00,35.00,-9399.00,380.00,29801.00,-11834.00,-528.00,-5601.00,-3131.00,-9362.00,-4370.00,1456.00,-295.00,-24678.00,0.00,4491.00,11935.00,1315.00,-7644.00,8130.00,90584.00
2003:Q4,-96271.00,52.00,5847.00,-84.00,-456.00,-33202.00,-5958.00,-2291.00,655.00,11069.00,-22073.00,-17801.00,6316.00,2129.00,3619.00,666.00,-44759.00,177525.00,115946.00,12126.00,400.00,605.00,895.00,10213.00,-3767.00,-1994.00,-705.00,5202.00,-1504.00,-1574.00,1574.00,-10047.00,-6537.00,0.00,3791.00,4834.00,2757.00,33857.00,11453.00,-273796.00
2004:Q1,141789.00,43796.00,17192.00,350.00,624.00,45013.00,627.00,3564.00,568.00,-5119.00,47028.00,17598.00,11241.00,1707.00,-9518.00,33467.00,-66349.00,135537.00,-20226.00,57530.00,405.00,487.00,-147.00,16773.00,-1556.00,350.00,3261.00,-12210.00,22478.00,-93.00,1014.00,11583.00,56940.00,0.00,-5075.00,-10371.00,2880.00,890.00,10623.00,6252.00
2004:Q2,108853.00,90182.00,17192.00,429.00,71.00,-1286.00,-12564.00,1869.00,1381.00,449.00,-10245.00,-23405.00,-11884.00,-1532.00,47991.00,26547.00,-16342.00,85487.00,38434.00,57622.00,351.00,3007.00,-797.00,64041.00,4689.00,-762.00,-319.00,-2541.00,-2583.00,5913.00,945.00,-7919.00,-80173.00,0.00,-1563.00,-13908.00,2061.00,7904.00,11085.00,23366.00
2004:Q3,238587.00,44623.00,17192.00,-473.00,2403.00,4401.00,10168.00,3510.00,-131.00,13659.00,-1229.00,11177.00,-2984.00,2745.00,691.00,83630.00,49205.00,196041.00,38236.00,57492.00,398.00,825.00,-6.00,70274.00,-516.00,2506.00,-3449.00,770.00,-638.00,-2755.00,12569.00,-3080.00,4261.00,0.00,6670.00,110.00,2380.00,-880.00,10874.00,42547.00
2004:Q4,198699.00,85660.00,17192.00,681.00,-1939.00,73633.00,-389.00,2870.00,81.00,9476.00,-23428.00,-12451.00,-11032.00,5370.00,14988.00,30011.00,7976.00,451388.00,202158.00,58786.00,228.00,1865.00,2482.00,85897.00,-1392.00,-1145.00,412.00,14790.00,3348.00,637.00,12420.00,7300.00,21220.00,1353.00,4458.00,6975.00,3760.00,20215.00,5622.00,-252690.00
2005:Q1,45424.00,151548.00,35674.00,-1809.00,63.00,25313.00,14202.00,466.00,-584.00,-11013.00,18710.00,10460.00,-39456.00,-3471.00,-95499.00,-24006.00,-35174.00,13871.00,-67332.00,63189.00,-628.00,873.00,-1926.00,-11227.00,-556.00,294.00,7289.00,2051.00,7837.00,-1283.00,5003.00,-9658.00,2857.00,1240.00,21346.00,-8246.00,2883.00,-9587.00,9452.00,31553.00
2005:Q2,139467.00,179788.00,35675.00,3652.00,327.00,-25245.00,-1614.00,-627.00,3314.00,9558.00,-3976.00,-309.00,6566.00,2916.00,-1692.00,26967.00,-95833.00,162002.00,93696.00,63299.00,544.00,639.00,-734.00,-1276.00,3210.00,-383.00,-3739.00,1845.00,-3671.00,-2097.00,15932.00,-895.00,-15982.00,29.00,-10591.00,-479.00,2776.00,12918.00,6961.00,-22535.00
2005:Q3,106488.00,153867.00,35674.00,-804.00,674.00,-18020.00,22858.00,-714.00,2125.00,23825.00,3809.00,-1545.00,31261.00,2011.00,12861.00,-95069.00,-66325.00,136614.00,102435.00,61541.00,768.00,3303.00,-801.00,10439.00,2255.00,225.00,-1794.00,1140.00,9522.00,-2473.00,11560.00,4010.00,-9393.00,504.00,-48621.00,47816.00,2225.00,22832.00,-80879.00,-30126.00
2005:Q4,159448.00,134600.00,35674.00,4010.00,83.00,7814.00,-24830.00,93.00,-2237.00,-10055.00,-29817.00,-11282.00,-2066.00,3057.00,-18092.00,10677.00,61819.00,433612.00,203201.00,63196.00,-42.00,1630.00,280.00,43408.00,-1494.00,-48.00,-1510.00,8871.00,-2778.00,-530.00,13481.00,-2982.00,23389.00,1086.00,41844.00,8629.00,3694.00,22343.00,7945.00,-274165.00
2006:Q1,225451.00,129552.00,36152.00,-2824.00,721.00,52769.00,15078.00,-947.00,-2041.00,-10524.00,15391.00,10233.00,-5431.00,-2432.00,8570.00,-2940.00,-15876.00,211123.00,67691.00,94442.00,127.00,27.00,-357.00,25939.00,4028.00,817.00,4070.00,-10068.00,4050.00,-2907.00,12208.00,-3576.00,-2941.00,2343.00,-8399.00,-16926.00,-1110.00,37178.00,4486.00,14328.00
2006:Q2,64071.00,139304.00,36152.00,4186.00,118.00,-21110.00,25113.00,114.00,-111.00,-140.00,-1518.00,12157.00,-17208.00,2808.00,22449.00,363.00,-138605.00,277680.00,145150.00,94000.00,-46.00,1547.00,985.00,12025.00,2240.00,2338.00,-5711.00,2599.00,3818.00,-2376.00,13236.00,4358.00,-25104.00,2404.00,4617.00,-13235.00,3471.00,17539.00,13825.00,-213609.00
2006:Q3,240059.00,157400.00,36152.00,1211.00,698.00,27602.00,-14351.00,-2935.00,2812.00,-947.00,8043.00,-13395.00,4350.00,3182.00,25832.00,27175.00,-22770.00,288826.00,81135.00,94005.00,641.00,3024.00,-215.00,50459.00,1249.00,-2333.00,2304.00,4801.00,20062.00,4720.00,2485.00,8711.00,173.00,1069.00,8780.00,-15964.00,635.00,16970.00,6115.00,-48767.00
2006:Q4,-6056.00,82987.00,36152.00,2987.00,-99.00,-108589.00,-7202.00,-778.00,-3389.00,-28263.00,5439.00,3050.00,533.00,4144.00,1431.00,66135.00,-60594.00,256011.00,177441.00,94797.00,324.00,1894.00,-344.00,-109529.00,-4181.00,-183.00,4521.00,-2530.00,14896.00,9788.00,2374.00,-2460.00,-18654.00,2657.00,-8177.00,3586.00,4815.00,35237.00,49740.00,-262067.00
2007:Q1,316227.00,276550.00,23472.00,-3346.00,344.00,-27126.00,18779.00,-1123.00,1236.00,4756.00,20358.00,-5778.00,15143.00,-4506.00,77603.00,-38816.00,-41320.00,281735.00,172303.00,81327.00,281.00,2778.00,12.00,-41783.00,3697.00,436.00,7329.00,8897.00,731.00,8052.00,2117.00,13489.00,-14851.00,2014.00,8880.00,-13294.00,-4944.00,41815.00,2449.00,34492.00
2007:Q2,444908.00,236579.00,23472.00,5704.00,-368.00,90454.00,6520.00,-881.00,-2148.00,-4801.00,-2629.00,8999.00,-8647.00,-1118.00,81428.00,3577.00,8767.00,307320.00,127657.00,81303.00,-240.00,1616.00,392.00,-3487.00,3478.00,2286.00,690.00,936.00,8571.00,8051.00,2637.00,-1240.00,-37396.00,302.00,16804.00,-13116.00,2666.00,98475.00,6935.00,137588.00
2007:Q3,290580.00,256417.00,23471.00,-754.00,209.00,11249.00,3987.00,-1135.00,-4776.00,-2418.00,19776.00,1297.00,7540.00,4947.00,-112107.00,23107.00,59771.00,264961.00,131573.00,81400.00,659.00,1690.00,590.00,62756.00,8288.00,-95.00,-1689.00,-920.00,1487.00,8051.00,-557.00,13061.00,-6448.00,3752.00,-4869.00,-5034.00,-574.00,-34735.00,6576.00,25620.00
2007:Q4,342133.00,309867.00,23472.00,-2198.00,-1211.00,-76317.00,-4475.00,-8748.00,73.00,17685.00,-2504.00,2825.00,-2024.00,5309.00,-35102.00,-9056.00,124537.00,335252.00,244163.00,82359.00,-319.00,1186.00,421.00,-4669.00,-7121.00,3490.00,-1556.00,-3085.00,21551.00,8051.00,491.00,4682.00,48949.00,2992.00,6229.00,-4613.00,-1507.00,-80609.00,14167.00,6882.00
2008:Q1,24129.00,51316.00,28572.00,-4823.00,-1021.00,-41675.00,16726.00,689.00,4000.00,842.00,16193.00,14519.00,-515.00,-1606.00,-87435.00,21722.00,6625.00,-208398.00,-239299.00,25065.00,695.00,230.00,1950.00,28678.00,15739.00,691.00,6212.00,21068.00,8020.00,94.00,-1187.00,-16797.00,18036.00,3733.00,-14311.00,-14120.00,1848.00,-75601.00,20858.00,232527.00
2008:Q2,-14310.00,31815.00,28572.00,3510.00,-582.00,-50586.00,-25996.00,570.00,-4400.00,-10971.00,16295.00,-6087.00,3009.00,-1275.00,-34185.00,30328.00,5673.00,-263482.00,-214403.00,25771.00,-2075.00,-1494.00,-1602.00,-24178.00,-18934.00,766.00,-1967.00,-4888.00,-9522.00,94.00,447.00,-11136.00,-18322.00,3284.00,991.00,-2431.00,2492.00,-37756.00,51381.00,249172.00
2008:Q3,-39117.00,52429.00,28572.00,-3558.00,1413.00,7428.00,11304.00,-3832.00,-1300.00,1134.00,-49920.00,17227.00,1771.00,2486.00,-118160.00,-32800.00,46689.00,-133778.00,-136559.00,24913.00,-21732.00,-2861.00,-1929.00,58528.00,10971.00,-677.00,-6660.00,13689.00,11040.00,94.00,-9216.00,-9315.00,2146.00,1984.00,-20632.00,-4553.00,1582.00,-17200.00,-27392.00,94661.00
2008:Q4,330744.00,142906.00,28571.00,4543.00,199.00,-173223.00,42544.00,-1262.00,2800.00,36117.00,37636.00,22023.00,2272.00,-2329.00,-92564.00,138188.00,142323.00,78117.00,-34018.00,27181.00,-6261.00,-1439.00,2523.00,-22415.00,-4720.00,-1767.00,864.00,6785.00,59529.00,94.00,-10255.00,2780.00,130568.00,1567.00,-8630.00,-52.00,-6732.00,-144577.00,87092.00,252627.00
2009:Q1,217946.00,-30422.00,8162.00,-5626.00,1174.00,-19351.00,-27479.00,1206.00,16042.00,23791.00,-24782.00,31646.00,4315.00,681.00,127877.00,21892.00,88820.00,-113580.00,-167067.00,-19706.00,2695.00,-2035.00,6526.00,-32440.00,1023.00,-1065.00,5256.00,16614.00,51450.00,6960.00,-7544.00,1021.00,-34882.00,14588.00,10538.00,8342.00,7360.00,-24181.00,42967.00,331526.00
2009:Q2,-100627.00,-39848.00,8162.00,4713.00,2956.00,61115.00,-38507.00,-2012.00,164.00,-15093.00,-26404.00,1246.00,-14603.00,-3524.00,25876.00,10442.00,-75310.00,-6897.00,-22551.00,-20757.00,-5974.00,807.00,22872.00,31513.00,-463.00,-946.00,-3008.00,-21859.00,-19366.00,6961.00,-5486.00,1821.00,-31782.00,5002.00,17571.00,150.00,-1940.00,39457.00,1081.00,-93730.00
2009:Q3,88059.00,39224.00,8162.00,-1569.00,-386.00,-6592.00,7303.00,5427.00,-160.00,-4598.00,9965.00,19957.00,-18602.00,-2138.00,80831.00,19948.00,-68713.00,-120868.00,-67883.00,-21028.00,-11406.00,1877.00,11651.00,-26974.00,-7734.00,-1053.00,-1318.00,-13583.00,7358.00,6961.00,4523.00,-10863.00,-38402.00,1834.00,-22564.00,2071.00,-219.00,45576.00,20308.00,208927.00
2009:Q4,128727.00,81367.00,8162.00,5415.00,-3379.00,156297.00,-26654.00,-370.00,-1383.00,-29237.00,-26861.00,9018.00,-42602.00,-303.00,-8144.00,-10548.00,17949.00,212092.00,102779.00,-21162.00,47014.00,25449.00,7466.00,49742.00,2735.00,-1481.00,177.00,-20857.00,-24969.00,6960.00,3974.00,-521.00,6431.00,6964.00,-4345.00,5086.00,5023.00,11771.00,3857.00,-83366.00
2010:Q1,-18041.00,115879.00,-17547.00,-4197.00,-691.00,5726.00,13566.00,-3106.00,-7999.00,13745.00,7031.00,-55590.00,1327.00,3354.00,-2643.00,-3083.00,-83813.00,-86568.00,-32039.00,18947.00,-314.00,-25091.00,2129.00,-43179.00,-304.00,933.00,333.00,36544.00,9542.00,3539.00,3659.00,-1366.00,-49361.00,-2163.00,10140.00,-34357.00,1009.00,17547.00,-2715.00,68527.00
2010:Q2,172994.00,168014.00,-12261.00,5190.00,2582.00,-43603.00,12947.00,5425.00,599.00,-16725.00,28797.00,-8895.00,3193.00,-2914.00,-11926.00,8753.00,33818.00,-57219.00,20010.00,18010.00,-19196.00,-472.00,-1554.00,-19179.00,-631.00,5815.00,-1431.00,-3869.00,2594.00,3539.00,2875.00,136.00,-27390.00,7694.00,-9361.00,6751.00,-1775.00,-34932.00,-4853.00,230212.00
2010:Q3,123586.00,115423.00,-12261.00,-1357.00,-2766.00,-10807.00,11256.00,-4681.00,420.00,5267.00,-21148.00,717.00,-5519.00,10065.00,9499.00,13465.00,16013.00,71519.00,40462.00,18360.00,5493.00,1986.00,1127.00,-29593.00,-686.00,-1186.00,2125.00,2025.00,-9400.00,3538.00,6330.00,498.00,-23640.00,-69.00,26349.00,-9594.00,4711.00,15114.00,17569.00,52067.00
2010:Q4,8948.00,77187.00,-12261.00,2756.00,28696.00,6410.00,-36716.00,-3494.00,-1291.00,-8797.00,-22407.00,25836.00,-57835.00,-6419.00,52057.00,-67829.00,33055.00,101290.00,147851.00,19416.00,4171.00,1482.00,15812.00,-4081.00,-13702.00,-1076.00,40453.00,35726.00,-37022.00,3539.00,6085.00,-3146.00,-15235.00,2693.00,2191.00,-64073.00,-2603.00,12882.00,-50072.00,-92342.00
2011:Q1,94980.00,196556.00,-5262.00,-2267.00,-28945.00,-24806.00,566.00,-444.00,526.00,4834.00,651.00,-40306.00,-5283.00,4682.00,-48071.00,24331.00,18218.00,-5306.00,-121319.00,29664.00,-910.00,-960.00,10232.00,26121.00,13506.00,-140.00,8985.00,-2151.00,11957.00,10851.00,6126.00,-1914.00,20658.00,1303.00,-39810.00,-7718.00,9774.00,4529.00,15910.00,100286.00
2011:Q2,193874.00,196019.00,-5262.00,6185.00,-2675.00,7264.00,12686.00,-1313.00,519.00,9450.00,-42.00,2539.00,-14928.00,1993.00,24551.00,8933.00,-52045.00,6150.00,-83662.00,27708.00,-255.00,-572.00,12748.00,-10820.00,5225.00,1073.00,-10538.00,14366.00,5409.00,10851.00,5276.00,1151.00,14131.00,-1032.00,368.00,-9683.00,3281.00,-1883.00,23008.00,187724.00
2011:Q3,-30987.00,207311.00,-5263.00,161.00,1075.00,-139476.00,29332.00,3461.00,-733.00,5870.00,28338.00,1640.00,18686.00,3175.00,-45780.00,-1553.00,-137231.00,189552.00,74597.00,28216.00,-304.00,80.00,-1619.00,-52252.00,-2983.00,4739.00,-7450.00,15510.00,45170.00,10850.00,-5940.00,-1093.00,58009.00,2415.00,44794.00,20503.00,806.00,-47624.00,3128.00,-220540.00
2011:Q4,170921.00,210584.00,-5262.00,9513.00,3007.00,-13986.00,1257.00,-5651.00,978.00,-15080.00,-45168.00,-5266.00,-5581.00,-2717.00,-8654.00,-65008.00,117955.00,-12763.00,135536.00,27917.00,200.00,523.00,21315.00,-23958.00,-722.00,-4879.00,-3836.00,-6852.00,-15591.00,10851.00,-2015.00,1043.00,-81473.00,253.00,-5492.00,-9036.00,-5342.00,12998.00,-64202.00,183683.00
2012:Q1,66938.00,164194.00,12941.00,-3603.00,2203.00,52863.00,-9817.00,-272.00,874.00,-481.00,-11397.00,-1787.00,2003.00,15392.00,-46138.00,-60541.00,-49496.00,-130677.00,-78287.00,52774.00,-3042.00,569.00,15675.00,-7742.00,5688.00,15.00,8448.00,-1523.00,-5660.00,8533.00,-2035.00,-5015.00,-79755.00,3161.00,1567.00,-9252.00,6341.00,32395.00,-73532.00,197615.00
2012:Q2,107282.00,226724.00,12940.00,3717.00,-3804.00,-28324.00,-5062.00,-1256.00,-120.00,-9807.00,-4439.00,1235.00,-12131.00,-3491.00,-10462.00,18917.00,-77355.00,76491.00,96558.00,51555.00,-291.00,1601.00,18776.00,13894.00,-4325.00,4001.00,-6251.00,3432.00,4854.00,8532.00,-5019.00,2159.00,-4448.00,-876.00,-14110.00,-11767.00,2261.00,-23897.00,-60148.00,30791.00
2012:Q3,341019.00,242527.00,12941.00,-3733.00,6323.00,53264.00,13463.00,1295.00,1284.00,17594.00,15284.00,-2920.00,-11162.00,22436.00,-11918.00,-50446.00,34787.00,-10595.00,-33874.00,51737.00,-235.00,2461.00,15149.00,-16516.00,8703.00,-2603.00,-431.00,-9756.00,8789.00,8533.00,3696.00,5346.00,-27510.00,4231.00,3680.00,-9090.00,8038.00,13911.00,-44854.00,351615.00
2012:Q4,230642.00,166950.00,12941.00,-4683.00,-1223.00,-31869.00,-22439.00,-1812.00,-1694.00,12668.00,26511.00,-1915.00,-639.00,-8891.00,-26406.00,-5859.00,119002.00,261635.00,112452.00,50797.00,109.00,1735.00,15749.00,175.00,-10357.00,-1241.00,-795.00,-569.00,7740.00,8533.00,3032.00,3759.00,17300.00,2374.00,12946.00,-4085.00,9099.00,-11950.00,44832.00,-30993.00
2013:Q1,220464.00,146467.00,10451.00,4020.00,952.00,49521.00,-996.00,-899.00,2557.00,5105.00,-2349.00,-2946.00,-2828.00,-6900.00,12909.00,76927.00,-71527.00,254803.00,49574.00,64265.00,775.00,1704.00,20045.00,-11053.00,8944.00,451.00,8221.00,-6720.00,11399.00,6889.00,4380.00,2582.00,-20049.00,-6162.00,15322.00,-12371.00,5479.00,38054.00,73075.00,-34339.00
2013:Q2,-56539.00,62316.00,10451.00,1757.00,-2607.00,30626.00,-6370.00,65.00,264.00,-2252.00,10197.00,3055.00,-11720.00,2256.00,-39601.00,-23697.00,-91279.00,110295.00,24916.00,62807.00,-5048.00,-88.00,14263.00,32187.00,7763.00,5981.00,789.00,-4840.00,4277.00,6889.00,2757.00,408.00,-22470.00,-14774.00,-189.00,-3129.00,6473.00,-5405.00,-3272.00,-166834.00
2013:Q3,83555.00,66372.00,10452.00,-7995.00,9104.00,-19204.00,-12364.00,-780.00,-116.00,300.00,-11157.00,-571.00,1450.00,-15902.00,41080.00,5800.00,17086.00,42848.00,-28042.00,63282.00,3772.00,862.00,504.00,-17888.00,-3497.00,2773.00,-9807.00,-1542.00,-1009.00,6890.00,3394.00,1963.00,17743.00,-1732.00,-874.00,-7962.00,-14219.00,-2204.00,30441.00,40707.00
2013:Q4,151523.00,239341.00,10451.00,3480.00,2222.00,-12.00,-10936.00,-1407.00,-1221.00,12758.00,23978.00,-6286.00,-12113.00,-1569.00,-52782.00,-1911.00,-52470.00,325565.00,208948.00,63780.00,4186.00,827.00,6074.00,-4392.00,-150.00,-655.00,101.00,2727.00,4375.00,6889.00,4043.00,-2304.00,1178.00,-7201.00,-1207.00,6547.00,10997.00,21190.00,-388.00,-174041.00
2014:Q1,356764.00,382398.00,19477.00,-3193.00,3798.00,18507.00,1059.00,529.00,-417.00,31032.00,16776.00,-2161.00,1050.00,4954.00,-23867.00,14570.00,-107748.00,299867.00,82940.00,80144.00,2745.00,2079.00,1926.00,-5200.00,14074.00,-3124.00,11154.00,28386.00,22876.00,6469.00,2624.00,5745.00,48207.00,100.00,-13518.00,-4452.00,11403.00,11777.00,-6488.00,56896.00
2014:Q2,229051.00,177394.00,19477.00,3994.00,2094.00,25952.00,-339.00,415.00,2349.00,-14854.00,-3399.00,-306.00,-6619.00,3476.00,-33587.00,34001.00,19003.00,90725.00,40317.00,79113.00,3293.00,3004.00,1111.00,1436.00,934.00,5071.00,-4075.00,-12095.00,2234.00,6468.00,2837.00,-21589.00,-25097.00,-911.00,-679.00,-1719.00,7039.00,1280.00,2753.00,138326.00
2014:Q3,267935.00,185909.00,19477.00,-3124.00,265.00,62463.00,8761.00,-2626.00,715.00,8166.00,-2591.00,1094.00,-1074.00,-1164.00,19134.00,-47356.00,19886.00,203710.00,113016.00,79269.00,2265.00,130.00,-2316.00,7083.00,2201.00,-1208.00,-3533.00,6408.00,11673.00,6469.00,4255.00,2740.00,4392.00,-78.00,-2156.00,15946.00,-2194.00,-14999.00,-25652.00,64225.00
2014:Q4,215648.00,240136.00,19477.00,5336.00,-3766.00,15610.00,-926.00,50.00,-1454.00,-31440.00,12363.00,-1984.00,-1603.00,-414.00,-14172.00,-32657.00,11093.00,338184.00,185901.00,80158.00,1870.00,1749.00,-2483.00,-8859.00,-2834.00,12095.00,1321.00,-24314.00,35653.00,6469.00,4186.00,-1558.00,75272.00,-534.00,5386.00,-248.00,-3122.00,5343.00,-33266.00,-122536.00
2015:Q1,12311.00,-12850.00,10311.00,-4520.00,3211.00,26135.00,9800.00,-858.00,494.00,12495.00,18639.00,-1064.00,5408.00,-1037.00,-3881.00,-50729.00,757.00,243056.00,121188.00,45000.00,2734.00,3281.00,-7386.00,6980.00,4457.00,-2058.00,8844.00,5356.00,25642.00,22741.00,3778.00,-52.00,-15180.00,4548.00,10046.00,6272.00,6532.00,-6809.00,-2857.00,-230746.00
2015:Q2,73388.00,52090.00,7879.00,3335.00,-591.00,22372.00,-24343.00,796.00,780.00,4515.00,-24762.00,-5209.00,-1161.00,1584.00,-37344.00,-1539.00,74986.00,57371.00,142783.00,53586.00,4338.00,1459.00,-3523.00,6156.00,-5916.00,5600.00,-3896.00,10719.00,-12596.00,6576.00,3912.00,-2306.00,-86050.00,-2291.00,1549.00,-27451.00,4223.00,-8677.00,-30824.00,16017.00
