date,FA893065005.Q,FA893065105.Q,FA893065405.Q,FA893065505.Q,FA893065603.Q,FA893065005.Q,FA153165005.Q,FA143165005.Q,FA103165005.Q,FA113165005.Q,FA313165403.Q,FA643165005.Q,FA893065005.Q,FA153065005.Q,FA103065003.Q,FA113065005.Q,FA313065005.Q,FA213065005.Q,FA763065005.Q,FA753065005.Q,FA743065003.Q,FA473065100.Q,FA513065503.Q,FA543065005.Q,FA573065005.Q,FA223065043.Q,FA403065005.Q,FA413065005.Q,FA673065005.Q,FA613065000.Q,FA643065005.Q
2011:Q4,-122038.00,-89443.00,11684.00,-57487.00,13208.00,-122038.00,-71671.00,-55779.00,-23835.00,-31944.00,0.00,5412.00,-122038.00,4192.00,-560.00,-5804.00,3736.00,-2476.00,45212.00,-3624.00,152.00,8551.00,1304.00,17487.00,-4612.00,-612.00,-119512.00,118770.00,-167989.00,-14259.00,-1992.00
2012:Q1,-129756.00,-73481.00,11628.00,-74071.00,6168.00,-129756.00,-48529.00,-85879.00,-188323.00,102444.00,0.00,4652.00,-129756.00,-12184.00,-1876.00,-2412.00,6256.00,-1956.00,-46600.00,-6360.00,-1920.00,11255.00,976.00,23262.00,1196.00,-644.00,-26543.00,127369.00,-172369.00,-25226.00,-1980.00
2012:Q2,-99666.00,-63382.00,26224.00,-68672.00,6164.00,-99666.00,-43694.00,-55008.00,-156836.00,101828.00,0.00,-964.00,-99666.00,-14404.00,-1876.00,-2416.00,2484.00,6408.00,19097.00,-64.00,-2072.00,8777.00,840.00,14767.00,1192.00,-524.00,-132113.00,179261.00,-159279.00,-31096.00,11352.00
2012:Q3,-91827.00,-94942.00,34896.00,-38017.00,6236.00,-91827.00,-77858.00,-24433.00,-125881.00,101448.00,0.00,10464.00,-91827.00,-12196.00,-1896.00,-2416.00,1984.00,13952.00,24697.00,120.00,-1696.00,5199.00,504.00,6173.00,1200.00,-1336.00,-75043.00,92770.00,-129994.00,-20921.00,7072.00
2012:Q4,20065.00,-77846.00,51608.00,40072.00,6232.00,20065.00,-55086.00,69936.00,-30156.00,100092.00,0.00,5216.00,20065.00,-12732.00,-1896.00,-2408.00,-4200.00,6880.00,57698.00,-1204.00,11688.00,8166.00,460.00,3486.00,1196.00,-1416.00,-51865.00,123972.00,-109970.00,-25592.00,17804.00
2013:Q1,-21437.00,-45923.00,19176.00,-6330.00,11640.00,-21437.00,-21599.00,-20446.00,-101862.00,81416.00,0.00,20608.00,-21437.00,-1348.00,1532.00,1000.00,7164.00,6496.00,-69739.00,-4856.00,-2344.00,8434.00,844.00,8686.00,-700.00,-1508.00,-6913.00,127780.00,-65384.00,-25121.00,-5460.00
2013:Q2,117611.00,-26911.00,30676.00,102078.00,11768.00,117611.00,-16895.00,74702.00,-6514.00,81216.00,0.00,59804.00,117611.00,-2660.00,1552.00,996.00,-452.00,-8040.00,-46350.00,-396.00,-2684.00,15752.00,2856.00,17278.00,-696.00,-1564.00,111747.00,128978.00,-667940.00,-8854.00,578088.00
2013:Q3,150520.00,70252.00,39848.00,28524.00,11896.00,150520.00,72932.00,119676.00,39320.00,80356.00,0.00,-42088.00,150520.00,-2172.00,1564.00,996.00,3716.00,-928.00,-25000.00,1024.00,-8340.00,25576.00,1812.00,27636.00,-700.00,468.00,143047.00,140548.00,-136340.00,-23991.00,1604.00
2013:Q4,141566.00,12246.00,49604.00,67820.00,11896.00,141566.00,21518.00,78916.00,-712.00,79628.00,0.00,41132.00,141566.00,-920.00,1568.00,996.00,5464.00,-1288.00,34853.00,1904.00,3436.00,24734.00,3712.00,21480.00,-696.00,412.00,42115.00,125834.00,-119692.00,-29742.00,27396.00
2014:Q1,101047.00,-2847.00,40940.00,51513.00,11440.00,101047.00,-239.00,89905.00,-97875.00,187780.00,0.00,11380.00,101047.00,6204.00,1920.00,-380.00,1928.00,8316.00,96299.00,7772.00,-1780.00,26154.00,1272.00,18120.00,1660.00,412.00,-67765.00,89460.00,-161931.00,-16887.00,90272.00
2014:Q2,186370.00,30417.00,51552.00,92834.00,11568.00,186370.00,26677.00,153146.00,-34258.00,187404.00,0.00,6548.00,186370.00,-4996.00,1940.00,-376.00,2340.00,15108.00,153706.00,7832.00,-808.00,25721.00,2104.00,18942.00,1660.00,328.00,-25334.00,50421.00,-48801.00,-12553.00,-864.00
2014:Q3,210098.00,22954.00,63908.00,111540.00,11696.00,210098.00,19034.00,200924.00,13396.00,187528.00,0.00,-9860.00,210098.00,-4236.00,1964.00,-380.00,2936.00,-6964.00,83035.00,5112.00,-3336.00,28250.00,2268.00,19903.00,1660.00,780.00,33765.00,63886.00,-26643.00,-8393.00,16492.00
2014:Q4,302993.00,111104.00,76404.00,103789.00,11696.00,302993.00,110880.00,163097.00,-25347.00,188444.00,0.00,29016.00,302993.00,-4920.00,1964.00,-376.00,-308.00,5240.00,138384.00,8324.00,-2312.00,27284.00,2408.00,29351.00,1660.00,752.00,76346.00,96201.00,-54062.00,3225.00,-26168.00
2015:Q1,227832.00,35313.00,85584.00,95100.00,11836.00,227832.00,36317.00,175148.00,23984.00,151164.00,0.00,16368.00,227832.00,3272.00,1944.00,2084.00,3464.00,17384.00,188622.00,-580.00,-10364.00,27548.00,1892.00,29385.00,-5432.00,736.00,23865.00,14936.00,-26821.00,-18054.00,-26048.00
2015:Q2,462048.00,203730.00,94984.00,151366.00,11968.00,462048.00,192590.00,256158.00,42678.00,213480.00,0.00,13300.00,462048.00,-9932.00,1948.00,2532.00,-452.00,2864.00,180907.00,14192.00,-2856.00,37960.00,2028.00,38951.00,-2648.00,776.00,125966.00,120205.00,-17553.00,-36939.00,4100.00
2015:Q3,383774.00,150905.00,86220.00,134553.00,12096.00,383774.00,139957.00,229465.00,32869.00,196596.00,0.00,14352.00,383774.00,-8012.00,1948.00,1808.00,-4016.00,16240.00,206268.00,22664.00,-928.00,32821.00,2256.00,31566.00,-1652.00,-1928.00,76929.00,176455.00,-96081.00,-27349.00,-45216.00
2015:Q4,440353.00,181473.00,111400.00,135381.00,12100.00,440353.00,172249.00,296069.00,58373.00,237696.00,0.00,-27964.00,440353.00,-15772.00,1944.00,3072.00,-1852.00,16032.00,276394.00,18780.00,-948.00,32303.00,3388.00,59934.00,-1284.00,-1312.00,31896.00,196197.00,-96941.00,-30917.00,-50560.00
2016:Q1,381570.00,166941.00,103025.00,96089.00,15516.00,381570.00,161749.00,197085.00,6653.00,190432.00,0.00,22736.00,381570.00,2036.00,1948.00,2672.00,3604.00,5304.00,220926.00,18940.00,32.00,2338.00,2800.00,31118.00,404.00,-5128.00,63172.00,136405.00,-128989.00,-15977.00,39964.00
2016:Q2,501531.00,260775.00,95189.00,130055.00,15512.00,501531.00,248287.00,271172.00,51608.00,219564.00,0.00,-17928.00,501531.00,-3128.00,1948.00,2212.00,-188.00,5776.00,313504.00,17892.00,-1488.00,52523.00,2976.00,36214.00,-140.00,44.00,49960.00,158725.00,-114725.00,-12865.00,-7708.00
2016:Q3,612568.00,318118.00,108798.00,169965.00,15688.00,612568.00,295586.00,342562.00,68646.00,273916.00,0.00,-25580.00,612568.00,-3096.00,1944.00,2532.00,636.00,14192.00,268907.00,17436.00,-488.00,43900.00,4100.00,26680.00,-396.00,-6248.00,97740.00,131839.00,-11924.00,-17289.00,42104.00
2016:Q4,584054.00,320004.00,117218.00,131148.00,15684.00,584054.00,309504.00,277634.00,47874.00,229760.00,0.00,-3084.00,584054.00,707.00,1948.00,2124.00,8692.00,5736.00,182103.00,9104.00,-984.00,49744.00,3872.00,20889.00,244.00,-1540.00,238903.00,202430.00,-80483.00,-17813.00,-41620.00
