date,FA893065005.Q,FA893065105.Q,FA893065405.Q,FA893065505.Q,FA893065603.Q,FA893065005.Q,FA153165005.Q,FA143165005.Q,FA103165005.Q,FA113165005.Q,FA313165403.Q,FA643165005.Q,FA893065005.Q,FA153065005.Q,FA103065003.Q,FA113065005.Q,FA313065005.Q,FA213065005.Q,FA763065005.Q,FA753065005.Q,FA743065003.Q,FA473065100.Q,FA513065503.Q,FA543065005.Q,FA573065005.Q,FA223065043.Q,FA403065005.Q,FA413065005.Q,FA673065005.Q,FA613065000.Q,FA643065005.Q
1991:Q3,-2568.00,74809.00,-30187.00,-47006.00,-184.00,-2568.00,89977.00,-92929.00,-28237.00,-64692.00,0.00,384.00,-2568.00,2584.00,6248.00,-5288.00,10064.00,3368.00,-162510.00,3392.00,640.00,7770.00,-504.00,-5778.00,-5548.00,1412.00,1321.00,149316.00,53579.00,-62030.00,-604.00
1991:Q4,148170.00,191541.00,5806.00,-48993.00,-184.00,148170.00,206201.00,-58891.00,-30575.00,-28316.00,0.00,860.00,148170.00,-6908.00,6252.00,-3640.00,-21673.00,3072.00,-47541.00,7012.00,444.00,1559.00,-516.00,-37135.00,-7068.00,844.00,21398.00,132707.00,42384.00,57918.00,-940.00
1992:Q1,155997.00,193750.00,-720.00,-37462.00,428.00,155997.00,203326.00,-48189.00,-22877.00,-25312.00,0.00,860.00,155997.00,-5837.00,1060.00,-2660.00,16798.00,-36.00,-35717.00,-364.00,624.00,-6663.00,-492.00,-6550.00,-3932.00,-2852.00,32214.00,92953.00,50722.00,27392.00,-664.00
1992:Q2,65508.00,108694.00,-15386.00,-28224.00,424.00,65508.00,121490.00,-56059.00,-26667.00,-29392.00,-8.00,84.00,65508.00,-6232.00,1056.00,-2360.00,-18926.00,724.00,-93447.00,732.00,712.00,13495.00,-484.00,-22181.00,-4676.00,3572.00,17722.00,157039.00,53356.00,-37190.00,2596.00
1992:Q3,119520.00,179328.00,-13960.00,-46280.00,432.00,119520.00,191308.00,-72228.00,-36644.00,-35584.00,0.00,440.00,119520.00,-6366.00,1072.00,356.00,-28761.00,-552.00,-48659.00,-3496.00,840.00,-1367.00,-616.00,-20894.00,-2608.00,-3040.00,26353.00,98639.00,75991.00,32943.00,-316.00
1992:Q4,99503.00,187690.00,-22626.00,-65993.00,432.00,99503.00,202550.00,-103911.00,-74179.00,-29732.00,0.00,864.00,99503.00,-8742.00,1068.00,1244.00,-16860.00,-312.00,-47289.00,-7648.00,1048.00,6231.00,-896.00,-20423.00,-3504.00,588.00,51984.00,113600.00,39203.00,-12437.00,2648.00
1993:Q1,45016.00,83439.00,-8415.00,-30555.00,548.00,45016.00,108407.00,-64770.00,-38970.00,-25800.00,0.00,1380.00,45016.00,-8015.00,-7648.00,-6640.00,-17674.00,-8.00,-6953.00,-5480.00,1168.00,2320.00,-1204.00,-13226.00,432.00,-3232.00,22971.00,113074.00,25715.00,-50784.00,200.00
1993:Q2,148801.00,200588.00,-11370.00,-40970.00,552.00,148801.00,208088.00,-60640.00,-38236.00,-22404.00,0.00,1352.00,148801.00,-8261.00,-7732.00,-2076.00,-22091.00,-12164.00,38574.00,-4944.00,1400.00,1535.00,-1584.00,-14095.00,-1296.00,-4556.00,72796.00,10834.00,43972.00,57692.00,796.00
1993:Q3,152668.00,178896.00,-5212.00,-21572.00,556.00,152668.00,180068.00,-33564.00,-12256.00,-21308.00,-4.00,6168.00,152668.00,-8406.00,-7816.00,-1444.00,-12881.00,-4744.00,17224.00,-4792.00,1348.00,884.00,-1600.00,-17502.00,1976.00,2196.00,37298.00,113468.00,43800.00,-7324.00,984.00
1993:Q4,118868.00,163236.00,6312.00,-51240.00,560.00,118868.00,171904.00,-58488.00,-39584.00,-18904.00,-4.00,5456.00,118868.00,-8375.00,-7816.00,-3116.00,-9126.00,-4660.00,43415.00,-10964.00,1084.00,3037.00,-1280.00,-27677.00,-7360.00,-2104.00,32047.00,101498.00,32157.00,-12128.00,236.00
1994:Q1,144007.00,174582.00,-564.00,-31466.00,1456.00,144007.00,168838.00,-34654.00,-19254.00,-15400.00,0.00,9824.00,144007.00,-8001.00,4016.00,-4084.00,-22040.00,-1900.00,-36487.00,-6096.00,844.00,6683.00,-676.00,-12568.00,-1748.00,432.00,25169.00,191423.00,49562.00,-47113.00,6592.00
1994:Q2,173291.00,170548.00,4373.00,-3106.00,1476.00,173291.00,160192.00,699.00,855.00,-156.00,0.00,12400.00,173291.00,-8525.00,4056.00,7224.00,-6570.00,224.00,67781.00,-4088.00,1856.00,2083.00,-676.00,-11356.00,64.00,1216.00,6330.00,128414.00,13473.00,-34812.00,6596.00
1994:Q3,173168.00,163133.00,-666.00,9209.00,1492.00,173168.00,145089.00,16079.00,12311.00,3768.00,0.00,12000.00,173168.00,-8627.00,4104.00,1024.00,-4693.00,5124.00,83012.00,-4360.00,1200.00,4727.00,-680.00,-1959.00,-8.00,332.00,-6368.00,85163.00,17780.00,-8067.00,5464.00
1994:Q4,166514.00,200664.00,-1050.00,-34592.00,1492.00,166514.00,188748.00,-27138.00,-20622.00,-6516.00,0.00,4904.00,166514.00,-8692.00,4104.00,3636.00,-22770.00,5440.00,149194.00,-4652.00,2352.00,7478.00,-676.00,-6513.00,-19064.00,700.00,-10891.00,56125.00,-291.00,10845.00,188.00
1995:Q1,184473.00,159661.00,-2501.00,25529.00,1784.00,184473.00,150937.00,30172.00,11388.00,18784.00,0.00,3364.00,184473.00,-8220.00,1544.00,-3112.00,-8706.00,5120.00,124785.00,-5740.00,520.00,8789.00,-980.00,973.00,784.00,792.00,125.00,56238.00,13677.00,-3905.00,1788.00
1995:Q2,194304.00,177116.00,8432.00,6948.00,1808.00,194304.00,162880.00,23576.00,-4420.00,27996.00,0.00,7848.00,194304.00,-8351.00,1564.00,-1412.00,-17229.00,4476.00,96571.00,-4672.00,1036.00,-2075.00,-976.00,-3383.00,788.00,644.00,4713.00,68902.00,16303.00,35617.00,1788.00
1995:Q3,216036.00,185427.00,4448.00,24337.00,1824.00,216036.00,164059.00,47489.00,11761.00,35728.00,0.00,4488.00,216036.00,-8367.00,1580.00,-2260.00,-12867.00,512.00,77272.00,-3316.00,260.00,3904.00,-1024.00,15824.00,784.00,752.00,14481.00,102842.00,12951.00,10924.00,1784.00
1995:Q4,147695.00,147646.00,13968.00,-15747.00,1828.00,147695.00,136058.00,6037.00,-27371.00,33408.00,0.00,5600.00,147695.00,-7194.00,1584.00,-1428.00,-15243.00,3100.00,30452.00,-6824.00,1856.00,5225.00,-936.00,-23954.00,788.00,768.00,5928.00,165321.00,24494.00,-34045.00,-2196.00
1996:Q1,310078.00,270890.00,3444.00,33061.00,2684.00,310078.00,257462.00,47009.00,16069.00,30940.00,0.00,5608.00,310078.00,-7708.00,-3552.00,-1592.00,-7600.00,2012.00,83148.00,-7676.00,1460.00,9911.00,-980.00,295.00,780.00,752.00,-15814.00,146555.00,41842.00,70437.00,-2192.00
1996:Q2,287365.00,235866.00,12932.00,35883.00,2684.00,287365.00,214318.00,65203.00,15435.00,49768.00,-4.00,7848.00,287365.00,-8108.00,-3552.00,-2240.00,-3888.00,2200.00,84243.00,-3576.00,300.00,8426.00,-16.00,-4179.00,780.00,792.00,-1269.00,157248.00,40498.00,21901.00,-2196.00
1996:Q3,224697.00,195014.00,9720.00,17247.00,2716.00,224697.00,167406.00,47931.00,8643.00,39288.00,-4.00,9364.00,224697.00,-8288.00,-3592.00,-756.00,-9548.00,4280.00,96563.00,-328.00,516.00,5562.00,-112.00,-8756.00,792.00,808.00,-3967.00,129690.00,35983.00,-12634.00,-1516.00
1996:Q4,246745.00,191183.00,22944.00,29905.00,2712.00,246745.00,194527.00,43617.00,2869.00,40748.00,-8.00,8608.00,246745.00,-8260.00,-3588.00,-856.00,-7824.00,6780.00,92473.00,-20.00,-12.00,12345.00,-580.00,-7264.00,512.00,832.00,-4390.00,130415.00,26145.00,5228.00,4808.00
1997:Q1,294282.00,252057.00,1080.00,37108.00,4036.00,294282.00,242109.00,35584.00,8624.00,26960.00,-8.00,16596.00,294282.00,-8044.00,25540.00,-2792.00,-8944.00,2644.00,98132.00,-5832.00,40.00,8805.00,312.00,-1218.00,1052.00,848.00,-12847.00,130343.00,46650.00,14832.00,4760.00
1997:Q2,281010.00,195112.00,16128.00,65690.00,4080.00,281010.00,186052.00,78746.00,22306.00,56440.00,0.00,16212.00,281010.00,-7332.00,25824.00,-1088.00,-2460.00,4324.00,153996.00,-9952.00,-24.00,7668.00,-468.00,-327.00,1100.00,856.00,-8970.00,82054.00,38285.00,-11821.00,9344.00
1997:Q3,409246.00,318586.00,8724.00,77813.00,4124.00,409246.00,291794.00,110769.00,61041.00,49728.00,0.00,6684.00,409246.00,-6924.00,26108.00,-1516.00,-4620.00,3696.00,119229.00,-2664.00,860.00,12868.00,-32.00,-1009.00,1220.00,888.00,-2937.00,96982.00,81642.00,78844.00,6612.00
1997:Q4,266630.00,172589.00,21680.00,68232.00,4128.00,266630.00,157705.00,88784.00,18128.00,70656.00,0.00,20140.00,266630.00,-8396.00,26108.00,-1176.00,-2120.00,4056.00,64587.00,-6056.00,1324.00,10311.00,-552.00,-3122.00,-184.00,900.00,6086.00,148965.00,84578.00,-74235.00,15556.00
1998:Q1,473825.00,373902.00,26428.00,68971.00,4524.00,473825.00,330586.00,134139.00,-13269.00,147408.00,0.00,9100.00,473825.00,-8972.00,-12808.00,7556.00,-1152.00,4120.00,188068.00,-8560.00,1468.00,10341.00,-108.00,5240.00,124.00,4264.00,8188.00,104333.00,128019.00,32388.00,11316.00
1998:Q2,421637.00,316781.00,28780.00,71504.00,4572.00,421637.00,278389.00,123396.00,-24124.00,147520.00,0.00,19852.00,421637.00,-9224.00,-12948.00,7556.00,-1344.00,4048.00,6584.00,-3724.00,1708.00,10662.00,-172.00,1448.00,180.00,8032.00,-1472.00,239675.00,150524.00,7001.00,13104.00
1998:Q3,432963.00,301289.00,33616.00,93433.00,4624.00,432963.00,251617.00,141725.00,-6075.00,147800.00,0.00,39620.00,432963.00,-8712.00,-13088.00,7560.00,-1256.00,-980.00,44697.00,-744.00,1628.00,7784.00,-1028.00,2043.00,568.00,3272.00,-227.00,239002.00,114174.00,35517.00,2752.00
1998:Q4,606583.00,434187.00,48288.00,119484.00,4624.00,606583.00,385371.00,190628.00,42436.00,148192.00,0.00,30584.00,606583.00,6476.00,-13092.00,7552.00,376.00,17016.00,192799.00,-9776.00,1120.00,12685.00,204.00,18273.00,-1700.00,3644.00,23814.00,187691.00,119043.00,54138.00,-13680.00
1999:Q1,615889.00,462342.00,38116.00,111380.00,4052.00,615889.00,422642.00,173124.00,43636.00,129488.00,0.00,20124.00,615889.00,7276.00,-25676.00,-1744.00,-1380.00,4480.00,78754.00,-8136.00,-556.00,11335.00,-192.00,22346.00,1812.00,1532.00,-11746.00,394648.00,109194.00,37542.00,-3600.00
1999:Q2,505259.00,388003.00,25708.00,87457.00,4092.00,505259.00,343183.00,174337.00,52401.00,121936.00,0.00,-12260.00,505259.00,5876.00,-25964.00,-2368.00,-384.00,1620.00,118695.00,-4860.00,3840.00,13987.00,108.00,19033.00,1816.00,4700.00,-4734.00,274462.00,74432.00,26873.00,-1872.00
1999:Q3,617341.00,466178.00,42424.00,104599.00,4140.00,617341.00,413526.00,194447.00,48379.00,146068.00,0.00,9368.00,617341.00,7128.00,-26248.00,-2368.00,1540.00,1376.00,289042.00,-1104.00,2112.00,15756.00,208.00,9982.00,1812.00,-452.00,-1051.00,230747.00,55977.00,33308.00,-424.00
1999:Q4,557606.00,393629.00,55136.00,104700.00,4140.00,557606.00,350689.00,195268.00,40256.00,155012.00,0.00,11648.00,557606.00,6292.00,-26248.00,-2368.00,-88.00,10312.00,254465.00,-3724.00,1600.00,13991.00,-280.00,11659.00,1812.00,7328.00,-2298.00,198390.00,42689.00,39933.00,4140.00
2000:Q1,548385.00,395348.00,27212.00,128293.00,-2468.00,548385.00,370656.00,169161.00,42693.00,126468.00,0.00,8568.00,548385.00,1004.00,2308.00,-652.00,-3772.00,1540.00,313036.00,2848.00,1860.00,15824.00,2520.00,1542.00,852.00,-5548.00,16997.00,133026.00,40071.00,40416.00,-15488.00
2000:Q2,577720.00,431542.00,33708.00,114938.00,-2468.00,577720.00,395442.00,175746.00,30394.00,145352.00,0.00,6532.00,577720.00,872.00,2308.00,-656.00,92.00,-3004.00,299936.00,2208.00,3504.00,15368.00,-2796.00,10447.00,356.00,1764.00,29350.00,153111.00,34031.00,32880.00,-2052.00
2000:Q3,559119.00,450113.00,21304.00,90198.00,-2496.00,559119.00,415821.00,145706.00,22186.00,123520.00,0.00,-2408.00,559119.00,672.00,2308.00,-652.00,-1312.00,604.00,186565.00,-800.00,2676.00,9171.00,-680.00,9035.00,176.00,-11840.00,17798.00,229843.00,81531.00,38453.00,-4428.00
2000:Q4,547890.00,423079.00,35100.00,92206.00,-2496.00,547890.00,397211.00,144470.00,1566.00,142904.00,0.00,6208.00,547890.00,728.00,2308.00,-652.00,1552.00,-4220.00,66451.00,496.00,-608.00,10937.00,-160.00,-328.00,-448.00,1364.00,24728.00,282876.00,106290.00,58631.00,-2056.00
2001:Q1,472185.00,503320.00,19176.00,-54075.00,3764.00,472185.00,464292.00,6541.00,-96739.00,103280.00,0.00,1352.00,472185.00,6224.00,3060.00,3368.00,-2360.00,-2348.00,240669.00,-68.00,2456.00,13706.00,24.00,2218.00,-6756.00,-1040.00,24530.00,161149.00,-60781.00,88598.00,-464.00
2001:Q2,749965.00,619651.00,45300.00,81206.00,3808.00,749965.00,584875.00,155778.00,35562.00,120216.00,0.00,9312.00,749965.00,5676.00,3092.00,3356.00,-544.00,4552.00,135005.00,-1488.00,4292.00,13766.00,120.00,7602.00,-652.00,-5436.00,31657.00,432414.00,93436.00,26638.00,-3520.00
2001:Q3,814307.00,618561.00,37696.00,154202.00,3848.00,814307.00,583409.00,239942.00,107266.00,132676.00,0.00,-9044.00,814307.00,5896.00,3128.00,3364.00,-3396.00,-8536.00,70896.00,4600.00,1408.00,23596.00,160.00,8870.00,-532.00,1764.00,24819.00,495632.00,147460.00,32803.00,2376.00
2001:Q4,697391.00,470748.00,64276.00,158519.00,3848.00,697391.00,440850.00,249325.00,111253.00,138072.00,0.00,7216.00,697391.00,4892.00,3128.00,3364.00,1840.00,3024.00,196714.00,-88.00,4920.00,11812.00,660.00,9042.00,-796.00,160.00,51887.00,264961.00,205537.00,-66879.00,3212.00
2002:Q1,801114.00,695549.00,24864.00,73912.00,6788.00,801114.00,665201.00,128012.00,6636.00,121376.00,0.00,7900.00,801114.00,7188.00,2884.00,-632.00,-120.00,-5976.00,10523.00,1540.00,812.00,26047.00,0.00,7484.00,2384.00,-236.00,38270.00,522545.00,140212.00,49576.00,-1388.00
2002:Q2,768106.00,616579.00,40368.00,104295.00,6864.00,768106.00,581547.00,163523.00,36467.00,127056.00,0.00,23036.00,768106.00,5284.00,2916.00,-628.00,-1052.00,-6408.00,180062.00,1364.00,1384.00,13250.00,84.00,5813.00,-104.00,-636.00,40953.00,354574.00,133410.00,28497.00,9344.00
2002:Q3,962031.00,809416.00,29060.00,116619.00,6936.00,962031.00,761048.00,195367.00,68475.00,126892.00,0.00,5616.00,962031.00,7292.00,2948.00,-624.00,-1800.00,-8936.00,452372.00,1692.00,3792.00,9342.00,4.00,4136.00,264.00,644.00,61265.00,168398.00,139723.00,107478.00,14040.00
2002:Q4,1100837.00,903108.00,66080.00,124709.00,6940.00,1100837.00,855012.00,237573.00,110689.00,126884.00,0.00,8252.00,1100837.00,7096.00,2948.00,-636.00,5052.00,-24.00,511636.00,-108.00,684.00,16585.00,328.00,10570.00,-196.00,684.00,98720.00,261758.00,63411.00,103613.00,18716.00
2003:Q1,845590.00,703616.00,44796.00,109246.00,-12068.00,845590.00,722888.00,127350.00,62982.00,64368.00,0.00,-4648.00,845590.00,4040.00,2168.00,116.00,-9400.00,-320.00,258256.00,44.00,4116.00,20408.00,20.00,11145.00,-280.00,796.00,103902.00,287936.00,136762.00,32322.00,-6440.00
2003:Q2,1034190.00,851792.00,73000.00,121602.00,-12204.00,1034190.00,922676.00,104138.00,40058.00,64080.00,0.00,7376.00,1034190.00,3760.00,2188.00,120.00,220.00,15352.00,346053.00,2172.00,3284.00,10740.00,-236.00,10341.00,-680.00,5996.00,130174.00,278825.00,109117.00,88353.00,28412.00
2003:Q3,1092318.00,889069.00,64612.00,150974.00,-12336.00,1092318.00,954769.00,124334.00,60314.00,64020.00,0.00,13216.00,1092318.00,3408.00,2216.00,120.00,-1700.00,-3088.00,326403.00,18584.00,4812.00,27105.00,-32.00,11270.00,140.00,-5372.00,139730.00,310483.00,184620.00,45551.00,28068.00
2003:Q4,994110.00,812739.00,96956.00,96751.00,-12336.00,994110.00,911987.00,62487.00,-1589.00,64076.00,0.00,19636.00,994110.00,4096.00,2216.00,112.00,984.00,7352.00,207036.00,-26748.00,4232.00,25539.00,680.00,11164.00,468.00,-4216.00,33166.00,464244.00,238450.00,-7517.00,32852.00
2004:Q1,1105789.00,856146.00,41580.00,195667.00,12396.00,1105789.00,736922.00,346463.00,153183.00,193280.00,0.00,22404.00,1105789.00,8524.00,14760.00,4552.00,8024.00,6536.00,537780.00,1120.00,3844.00,21566.00,236.00,10852.00,-268.00,-5376.00,7373.00,-9974.00,385127.00,83341.00,27772.00
2004:Q2,1329899.00,1098270.00,70348.00,148881.00,12400.00,1329899.00,1019530.00,285765.00,56181.00,229584.00,0.00,24604.00,1329899.00,8684.00,14756.00,4556.00,-5988.00,24888.00,499257.00,-10876.00,7136.00,31737.00,296.00,4804.00,-180.00,-5200.00,5086.00,90117.00,434706.00,182137.00,43984.00
2004:Q3,1264298.00,995184.00,48160.00,208422.00,12532.00,1264298.00,912768.00,335702.00,105938.00,229764.00,0.00,15828.00,1264298.00,8168.00,14924.00,4548.00,724.00,9264.00,502536.00,2172.00,7408.00,24699.00,456.00,14346.00,268.00,-2380.00,4201.00,51062.00,560244.00,65954.00,-4296.00
2004:Q4,1404062.00,1137796.00,53732.00,199998.00,12536.00,1404062.00,1087408.00,277482.00,47670.00,229812.00,0.00,39172.00,1404062.00,10404.00,14920.00,4552.00,3648.00,16996.00,543611.00,5040.00,7552.00,24938.00,320.00,19263.00,-696.00,-8624.00,13360.00,31863.00,473735.00,91752.00,151428.00
2005:Q1,1114048.00,885240.00,43156.00,176660.00,8992.00,1114048.00,832644.00,261108.00,83992.00,177116.00,0.00,20296.00,1114048.00,11180.00,1628.00,5344.00,1060.00,9780.00,396621.00,3780.00,8716.00,28029.00,172.00,12397.00,-348.00,-5604.00,-43575.00,83250.00,552843.00,18066.00,30708.00
2005:Q2,1508058.00,1192178.00,62804.00,243987.00,9088.00,1508058.00,1116474.00,367019.00,189751.00,177268.00,0.00,24564.00,1508058.00,9160.00,1648.00,5348.00,612.00,8184.00,519711.00,2620.00,2540.00,24994.00,244.00,8422.00,-84.00,-7800.00,-40581.00,163650.00,697030.00,64208.00,48152.00
2005:Q3,1533825.00,1225130.00,58772.00,240731.00,9192.00,1533825.00,1153822.00,364899.00,187147.00,177752.00,0.00,15104.00,1533825.00,5020.00,1668.00,5348.00,3844.00,28180.00,526296.00,12632.00,7716.00,27108.00,504.00,7598.00,-112.00,10312.00,-44589.00,145453.00,730353.00,27913.00,38580.00
2005:Q4,1586117.00,1212788.00,78396.00,285745.00,9188.00,1586117.00,1142976.00,446665.00,268677.00,177988.00,0.00,-3524.00,1586117.00,-860.00,1664.00,5344.00,4028.00,15940.00,358013.00,-3104.00,-4420.00,29652.00,288.00,20004.00,-324.00,-3176.00,-32148.00,265507.00,782442.00,151456.00,-4188.00
2006:Q1,1594656.00,1274588.00,47836.00,268996.00,3236.00,1594656.00,1191392.00,386688.00,103640.00,283048.00,0.00,16576.00,1594656.00,-11604.00,-8316.00,-1540.00,1764.00,3908.00,433140.00,2684.00,2584.00,28980.00,56.00,18367.00,-220.00,-1440.00,-1766.00,327590.00,679780.00,81592.00,39096.00
2006:Q2,1575529.00,1322623.00,29024.00,220610.00,3272.00,1575529.00,1245735.00,314122.00,30782.00,283340.00,0.00,15672.00,1575529.00,-20104.00,-8412.00,-1544.00,6888.00,15524.00,498690.00,6584.00,12672.00,30561.00,436.00,24272.00,-348.00,708.00,27259.00,267167.00,643402.00,62387.00,9388.00
2006:Q3,1318043.00,1020030.00,35328.00,259381.00,3304.00,1318043.00,956990.00,355661.00,72389.00,283272.00,0.00,5392.00,1318043.00,-27160.00,-8504.00,-1548.00,3612.00,27028.00,328109.00,564.00,-3512.00,28177.00,228.00,12710.00,-324.00,4100.00,21767.00,268373.00,611206.00,51777.00,1440.00
2006:Q4,1052628.00,702563.00,56332.00,290426.00,3308.00,1052628.00,666343.00,397594.00,114194.00,283400.00,0.00,-11308.00,1052628.00,-18500.00,-8500.00,-1544.00,2560.00,18636.00,178542.00,6476.00,4832.00,17938.00,2168.00,17963.00,-320.00,4232.00,26236.00,307414.00,570019.00,15925.00,-91448.00
2007:Q1,1157787.00,887722.00,67416.00,198076.00,4572.00,1157787.00,836002.00,337888.00,29768.00,308120.00,0.00,-16104.00,1157787.00,-16124.00,-18192.00,7444.00,3256.00,25800.00,56555.00,10976.00,-700.00,19657.00,424.00,16243.00,2220.00,4308.00,-9030.00,479273.00,554217.00,-28064.00,49524.00
2007:Q2,1259884.00,882229.00,68788.00,304247.00,4620.00,1259884.00,850305.00,396779.00,88439.00,308340.00,0.00,12800.00,1259884.00,-18636.00,-18392.00,7440.00,3224.00,17116.00,305251.00,9284.00,4396.00,27054.00,1992.00,19725.00,2216.00,4412.00,40143.00,485977.00,448922.00,-43503.00,-36736.00
2007:Q3,1218547.00,790782.00,87988.00,335105.00,4672.00,1218547.00,773634.00,432133.00,123217.00,308916.00,0.00,12780.00,1218547.00,-13616.00,-18596.00,7444.00,-76.00,18140.00,378388.00,20916.00,4312.00,29187.00,988.00,13611.00,2216.00,-400.00,54463.00,660981.00,94109.00,-4217.00,-29304.00
2007:Q4,873426.00,526418.00,122680.00,219656.00,4672.00,873426.00,525718.00,338472.00,29028.00,309444.00,0.00,9236.00,873426.00,-11492.00,-18592.00,7444.00,1928.00,14624.00,268042.00,15096.00,-1800.00,35130.00,1884.00,39908.00,2216.00,-428.00,58101.00,877833.00,-281884.00,-98820.00,-35764.00
2008:Q1,637982.00,357638.00,64140.00,194341.00,21864.00,637982.00,366314.00,251245.00,59421.00,191824.00,0.00,20424.00,637982.00,-9108.00,-7684.00,-2976.00,2044.00,7668.00,239140.00,3440.00,2776.00,37984.00,364.00,24019.00,-8012.00,-332.00,32038.00,579217.00,-192514.00,-13638.00,-56444.00
2008:Q2,335085.00,81479.00,65820.00,165922.00,21864.00,335085.00,140203.00,197486.00,3934.00,193552.00,0.00,-2604.00,335085.00,27768.00,-7680.00,-2964.00,11872.00,-5420.00,-40753.00,4776.00,364.00,36996.00,592.00,18897.00,-8004.00,-452.00,64630.00,631311.00,-290323.00,-85010.00,-21516.00
2008:Q3,111105.00,-28623.00,27290.00,90331.00,22108.00,111105.00,43713.00,61501.00,-132847.00,194348.00,0.00,5892.00,111105.00,33212.00,-7768.00,-2972.00,12112.00,-16404.00,-79341.00,2696.00,1216.00,30521.00,-1388.00,11239.00,-8008.00,-5384.00,9415.00,502065.00,-263498.00,-85751.00,-20856.00
2008:Q4,-41637.00,-177201.00,38431.00,74898.00,22236.00,-41637.00,-79833.00,34793.00,-160175.00,194968.00,0.00,3404.00,-41637.00,10428.00,-7768.00,-2976.00,27828.00,-4608.00,-122807.00,9768.00,2860.00,23411.00,1192.00,10881.00,-8012.00,-5116.00,142825.00,317103.00,-277061.00,-72229.00,-87356.00
2009:Q1,142569.00,123998.00,13660.00,-6233.00,11144.00,142569.00,146058.00,-27157.00,-40637.00,13480.00,0.00,23668.00,142569.00,19356.00,-4044.00,-1204.00,3620.00,-9816.00,54999.00,288.00,284.00,11614.00,144.00,-10939.00,-2448.00,-5012.00,25794.00,368982.00,-182630.00,-40434.00,-85984.00
2009:Q2,25338.00,56619.00,22432.00,-64984.00,11272.00,25338.00,89835.00,-85756.00,-93748.00,7992.00,0.00,21260.00,25338.00,18684.00,-4092.00,-1208.00,21780.00,14052.00,-138015.00,-4516.00,256.00,3638.00,144.00,-16307.00,-2448.00,-5088.00,-28507.00,527373.00,-314985.00,-37426.00,-7996.00
2009:Q3,-139954.00,-57930.00,12132.00,-105548.00,11392.00,-139954.00,1354.00,-141748.00,-151028.00,9280.00,0.00,440.00,-139954.00,17492.00,-4136.00,-1208.00,31076.00,24340.00,-411343.00,-10384.00,480.00,4371.00,-968.00,-17055.00,-2448.00,-180.00,15137.00,522371.00,-234429.00,-54567.00,-18504.00
2009:Q4,-93874.00,51717.00,-17940.00,-139043.00,11392.00,-93874.00,67441.00,-162975.00,-173143.00,10168.00,0.00,1660.00,-93874.00,18004.00,-4132.00,-1208.00,-6232.00,13580.00,-217853.00,-10808.00,-2292.00,1789.00,-1376.00,-20999.00,-2444.00,-172.00,-2980.00,414590.00,-204444.00,-58745.00,-8152.00
2010:Q1,-458048.00,-356138.00,-21819.00,-88080.00,7988.00,-458048.00,-364238.00,-87791.00,-80863.00,-6928.00,0.00,-6020.00,-458048.00,13016.00,-1544.00,4172.00,-5240.00,7320.00,-267798.00,272.00,-2832.00,2669.00,-716.00,-14350.00,2776.00,-204.00,-145842.00,167788.00,-172661.00,-66987.00,22112.00
2010:Q2,-209096.00,-26088.00,-11014.00,-180074.00,8080.00,-209096.00,-35096.00,-170124.00,-163404.00,-6720.00,0.00,-3876.00,-209096.00,6668.00,-1560.00,4164.00,5188.00,4236.00,-171360.00,-6668.00,-20268.00,1900.00,-20.00,-15443.00,2776.00,-152.00,-262.00,255166.00,-197077.00,-54636.00,-21748.00
2010:Q3,-262466.00,-122386.00,11581.00,-159824.00,8164.00,-262466.00,-155206.00,-122135.00,-115011.00,-7124.00,0.00,14876.00,-262466.00,8092.00,-1576.00,4164.00,-21640.00,24928.00,-68270.00,-3592.00,-1624.00,-582.00,-132.00,-5470.00,2776.00,-372.00,-120874.00,172316.00,-199562.00,-46252.00,-4796.00
2010:Q4,-167134.00,-56252.00,7484.00,-126534.00,8168.00,-167134.00,-83304.00,-82158.00,-73450.00,-8708.00,0.00,-1672.00,-167134.00,-6076.00,-1572.00,4172.00,16.00,20456.00,-89244.00,172.00,-1076.00,-443.00,-376.00,811.00,2772.00,-496.00,-17042.00,181658.00,-211000.00,-49030.00,-836.00
2011:Q1,-185512.00,-86535.00,-13308.00,-98589.00,12920.00,-185512.00,-55347.00,-152349.00,-121949.00,-30400.00,0.00,22184.00,-185512.00,6156.00,-552.00,-5808.00,2804.00,-356.00,-357641.00,-6076.00,-3916.00,5310.00,-204.00,8170.00,-4612.00,-596.00,103063.00,217457.00,-162038.00,-34911.00,48240.00
2011:Q2,-177914.00,-67980.00,-4108.00,-118890.00,13064.00,-177914.00,-39780.00,-160418.00,-130258.00,-30160.00,0.00,22284.00,-177914.00,3784.00,-556.00,-5804.00,6660.00,3336.00,-112321.00,-3232.00,-3680.00,2472.00,1024.00,17270.00,-4612.00,-696.00,-58889.00,186743.00,-189048.00,-28969.00,8604.00
2011:Q3,-198220.00,-102042.00,5164.00,-114550.00,13208.00,-198220.00,-81254.00,-120902.00,-89694.00,-31208.00,0.00,3936.00,-198220.00,10240.00,-560.00,-5808.00,-8.00,3184.00,3403.00,2560.00,-2200.00,1771.00,1044.00,17070.00,-4612.00,-416.00,-166594.00,137310.00,-140976.00,-45520.00,-8108.00
