1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q3,35460.00,720.00,27264.00,616.00,2112.00,3412.00,80.00,1256.00,28088.00,0.00,20920.00,756.00,1428.00,2444.00,484.00,0.00,2056.00,7372.00
1974:Q4,7320.00,1120.00,7904.00,-3804.00,-3616.00,3496.00,80.00,2140.00,1760.00,0.00,13660.00,-2132.00,832.00,-14620.00,540.00,0.00,3480.00,5560.00
1975:Q1,-14876.00,188.00,-15240.00,1468.00,-4360.00,3740.00,80.00,-752.00,-6161.00,0.00,-11173.00,1620.00,388.00,-884.00,648.00,0.00,3240.00,-8715.00
1975:Q2,4192.00,412.00,-4336.00,1768.00,1688.00,3688.00,80.00,892.00,13767.00,0.00,6947.00,1476.00,2088.00,764.00,708.00,0.00,1784.00,-9575.00
1975:Q3,57368.00,724.00,46628.00,1524.00,2628.00,3808.00,80.00,1976.00,43555.00,0.00,37323.00,1116.00,1564.00,2700.00,668.00,0.00,184.00,13813.00
1975:Q4,21004.00,656.00,11616.00,488.00,3140.00,3976.00,80.00,1048.00,43267.00,0.00,35739.00,840.00,720.00,2976.00,568.00,0.00,2424.00,-22263.00
1976:Q1,18540.00,552.00,5800.00,2468.00,6064.00,4096.00,80.00,-520.00,35898.00,0.00,29126.00,-36.00,16.00,-544.00,1028.00,0.00,6308.00,-17358.00
1976:Q2,39684.00,-232.00,27968.00,3776.00,3368.00,3992.00,80.00,732.00,48430.00,0.00,42618.00,496.00,1532.00,2372.00,1228.00,0.00,184.00,-8746.00
1976:Q3,44568.00,352.00,32136.00,2980.00,6700.00,3948.00,80.00,-1628.00,36586.00,0.00,25186.00,1828.00,408.00,2040.00,1308.00,0.00,5816.00,7982.00
1976:Q4,22192.00,-24.00,9780.00,2784.00,4224.00,3940.00,80.00,1408.00,36606.00,0.00,27098.00,2904.00,-140.00,3036.00,1276.00,0.00,2432.00,-14414.00
1977:Q1,57500.00,428.00,43148.00,6224.00,4132.00,4084.00,80.00,-596.00,48220.00,0.00,45240.00,116.00,-724.00,1340.00,1260.00,0.00,988.00,9280.00
1977:Q2,40708.00,160.00,29084.00,4900.00,3108.00,4204.00,80.00,-828.00,39156.00,0.00,31756.00,3792.00,-740.00,2372.00,1268.00,0.00,708.00,1552.00
1977:Q3,37844.00,152.00,29760.00,2692.00,3168.00,4216.00,80.00,-2224.00,51332.00,0.00,36944.00,5580.00,1816.00,1732.00,1304.00,0.00,3956.00,-13488.00
1977:Q4,33972.00,760.00,26144.00,580.00,2412.00,4264.00,40.00,-228.00,72636.00,0.00,61884.00,7020.00,-3400.00,3932.00,1360.00,0.00,1840.00,-38664.00
1978:Q1,37692.00,856.00,27468.00,2136.00,3068.00,4284.00,80.00,-200.00,43145.00,0.00,24813.00,6332.00,4756.00,1624.00,1416.00,0.00,4204.00,-5453.00
1978:Q2,60672.00,1056.00,49372.00,3608.00,2076.00,4680.00,80.00,-200.00,91261.00,0.00,77365.00,6216.00,1840.00,3488.00,1468.00,0.00,884.00,-30589.00
1978:Q3,47264.00,616.00,33920.00,4440.00,3568.00,4840.00,80.00,-200.00,87529.00,0.00,71329.00,5924.00,964.00,2496.00,1508.00,0.00,5308.00,-40265.00
1978:Q4,71620.00,620.00,53028.00,4156.00,8884.00,4984.00,120.00,-172.00,92257.00,0.00,69989.00,5696.00,3340.00,5636.00,1528.00,0.00,6068.00,-20637.00
1979:Q1,56472.00,960.00,42156.00,7680.00,1660.00,4888.00,200.00,-1072.00,72213.00,0.00,62605.00,5612.00,956.00,1796.00,1804.00,0.00,-560.00,-15741.00
1979:Q2,82584.00,572.00,62192.00,8668.00,3884.00,5188.00,120.00,1960.00,91865.00,0.00,72401.00,5020.00,2964.00,4024.00,1992.00,0.00,5464.00,-9281.00
1979:Q3,98388.00,144.00,75956.00,8640.00,4212.00,5432.00,120.00,3884.00,106625.00,0.00,93461.00,3548.00,1328.00,4524.00,2032.00,0.00,1732.00,-8237.00
1979:Q4,58472.00,1316.00,42664.00,8060.00,-780.00,5648.00,160.00,1404.00,73393.00,0.00,61029.00,2364.00,4356.00,5220.00,1912.00,0.00,-1488.00,-14921.00
1980:Q1,48952.00,1032.00,31272.00,6872.00,1348.00,5868.00,240.00,2320.00,76999.00,0.00,65255.00,1952.00,6100.00,1660.00,1960.00,0.00,72.00,-28047.00
1980:Q2,-520.00,692.00,-19528.00,6060.00,2456.00,5856.00,400.00,3544.00,23927.00,0.00,-11945.00,2104.00,1912.00,88.00,2000.00,0.00,29768.00,-24447.00
1980:Q3,64896.00,1380.00,41456.00,5676.00,1312.00,5856.00,400.00,8816.00,55627.00,0.00,42735.00,2492.00,4508.00,2852.00,1996.00,0.00,1044.00,9269.00
1980:Q4,72488.00,1612.00,63776.00,4176.00,3944.00,5984.00,400.00,-7404.00,120883.00,0.00,102743.00,2804.00,2592.00,6416.00,1980.00,0.00,4348.00,-48395.00
1981:Q1,125020.00,652.00,100268.00,6024.00,3492.00,6340.00,400.00,7844.00,119283.00,0.00,110623.00,2156.00,2568.00,5060.00,2456.00,0.00,-3580.00,5737.00
1981:Q2,44412.00,1168.00,33836.00,9024.00,-52.00,6232.00,400.00,-6196.00,64595.00,0.00,54635.00,3108.00,3048.00,2140.00,2760.00,0.00,-1096.00,-20183.00
1981:Q3,10196.00,676.00,816.00,5732.00,-2228.00,6264.00,400.00,-1464.00,29163.00,0.00,22227.00,5488.00,2552.00,208.00,2816.00,0.00,-4128.00,-18967.00
1981:Q4,-13196.00,1384.00,-26892.00,3408.00,944.00,6452.00,400.00,1108.00,5931.00,0.00,-8405.00,7392.00,2000.00,1928.00,2136.00,0.00,880.00,-19127.00
1982:Q1,-17004.00,604.00,-16032.00,2656.00,1968.00,6476.00,400.00,-13076.00,-18573.00,0.00,-25093.00,6772.00,4316.00,-1444.00,2228.00,0.00,-5352.00,1569.00
1982:Q2,35668.00,636.00,13052.00,9744.00,7100.00,6608.00,400.00,-1872.00,29031.00,0.00,9635.00,7480.00,5024.00,1988.00,2128.00,0.00,2776.00,6637.00
1982:Q3,43176.00,884.00,26916.00,5468.00,4776.00,6736.00,600.00,-2204.00,14647.00,0.00,7391.00,8448.00,-464.00,1616.00,2076.00,0.00,-4420.00,28529.00
1982:Q4,34164.00,1200.00,19304.00,-160.00,5172.00,6904.00,600.00,1144.00,22207.00,0.00,-11961.00,9224.00,10292.00,3232.00,2068.00,0.00,9352.00,11957.00
1983:Q1,-44748.00,2316.00,-45660.00,-6816.00,-1280.00,6960.00,368.00,-636.00,6840.00,0.00,8276.00,7824.00,3704.00,-2672.00,2044.00,0.00,-12336.00,-51588.00
1983:Q2,30856.00,2136.00,13312.00,3660.00,7192.00,7000.00,2116.00,-4560.00,72052.00,0.00,61572.00,7652.00,1312.00,1828.00,2004.00,880.00,-3196.00,-41196.00
1983:Q3,30604.00,2416.00,14256.00,1800.00,5500.00,7220.00,-552.00,-36.00,84484.00,0.00,59892.00,7220.00,2028.00,712.00,1988.00,880.00,11764.00,-53880.00
1983:Q4,82748.00,2896.00,49268.00,1068.00,8636.00,7276.00,8012.00,5592.00,123228.00,0.00,99876.00,6884.00,8020.00,6128.00,1952.00,880.00,-512.00,-40480.00
1984:Q1,81488.00,2724.00,65544.00,-276.00,8228.00,7520.00,-4236.00,1984.00,126564.00,0.00,106184.00,7960.00,3464.00,2768.00,2528.00,880.00,2780.00,-45076.00
1984:Q2,98904.00,3288.00,68700.00,7424.00,9812.00,7728.00,424.00,1528.00,120304.00,0.00,94320.00,7532.00,5660.00,5300.00,2928.00,880.00,3684.00,-21400.00
1984:Q3,44428.00,2956.00,23756.00,6952.00,5700.00,7972.00,2376.00,-5284.00,59316.00,0.00,44176.00,6460.00,6676.00,1400.00,2872.00,880.00,-3148.00,-14888.00
1984:Q4,5068.00,3604.00,-19568.00,5280.00,4832.00,8132.00,2952.00,-164.00,42364.00,0.00,25728.00,5604.00,4528.00,2972.00,2716.00,880.00,-64.00,-37296.00
1985:Q1,56876.00,2484.00,42848.00,348.00,11432.00,8360.00,-5064.00,-3532.00,94202.00,0.00,80606.00,5456.00,6816.00,700.00,2576.00,880.00,-2832.00,-37326.00
1985:Q2,84008.00,3460.00,49128.00,8284.00,9884.00,8692.00,4324.00,236.00,45446.00,0.00,33074.00,5076.00,4528.00,2964.00,2436.00,880.00,-3512.00,38562.00
1985:Q3,23676.00,4276.00,-964.00,3732.00,9356.00,8884.00,1676.00,-3284.00,26934.00,0.00,9294.00,4124.00,6548.00,1204.00,2024.00,880.00,2860.00,-3258.00
1985:Q4,97740.00,2284.00,78828.00,-17448.00,11888.00,9060.00,9196.00,3932.00,75302.00,0.00,57914.00,3364.00,-3176.00,10232.00,1724.00,880.00,4364.00,22438.00
1986:Q1,-76140.00,2880.00,-84624.00,2560.00,7392.00,9352.00,-5012.00,-8688.00,-90647.00,0.00,-92063.00,8992.00,-3500.00,-8124.00,5068.00,880.00,-1900.00,14507.00
1986:Q2,19788.00,2276.00,3752.00,-14076.00,16936.00,9452.00,2196.00,-748.00,27461.00,0.00,7621.00,9028.00,324.00,1104.00,4368.00,880.00,4136.00,-7673.00
1986:Q3,73964.00,1500.00,40580.00,-4208.00,22580.00,9616.00,-868.00,4764.00,75113.00,0.00,54921.00,8244.00,-1392.00,3432.00,5824.00,880.00,3204.00,-1149.00
1986:Q4,70200.00,2432.00,32372.00,7276.00,11564.00,9636.00,2220.00,4700.00,51893.00,0.00,38097.00,5832.00,-4720.00,7320.00,4228.00,880.00,256.00,18307.00
1987:Q1,107720.00,11292.00,49844.00,16536.00,7788.00,9856.00,4620.00,7784.00,120492.00,0.00,91232.00,2764.00,19380.00,2364.00,4140.00,1504.00,-892.00,-12772.00
1987:Q2,13008.00,2480.00,5068.00,-7788.00,1768.00,9972.00,-1452.00,2960.00,16676.00,0.00,11396.00,-956.00,3260.00,920.00,2980.00,1680.00,-2604.00,-3668.00
1987:Q3,82852.00,416.00,55496.00,2492.00,8680.00,10184.00,1872.00,3712.00,73640.00,0.00,56256.00,-428.00,6848.00,3708.00,3060.00,1872.00,2324.00,9212.00
1987:Q4,82340.00,4544.00,67064.00,8996.00,11672.00,10344.00,-8256.00,-12024.00,119220.00,0.00,96556.00,4340.00,2424.00,8076.00,4176.00,2080.00,1568.00,-36880.00
1988:Q1,138792.00,2556.00,85184.00,17744.00,11272.00,10456.00,5888.00,5692.00,156296.00,2776.00,134872.00,9056.00,536.00,2640.00,5944.00,1532.00,-1060.00,-17504.00
1988:Q2,45244.00,2668.00,41500.00,-12368.00,4480.00,10768.00,4452.00,-6256.00,86740.00,2872.00,59152.00,13692.00,-2268.00,3484.00,7724.00,1648.00,436.00,-41496.00
1988:Q3,11960.00,2668.00,-9812.00,-2748.00,1536.00,10884.00,-1604.00,11036.00,30704.00,2920.00,2488.00,14360.00,-3432.00,1160.00,7712.00,1768.00,3728.00,-18744.00
1988:Q4,147416.00,2572.00,99648.00,25568.00,14576.00,11120.00,-1856.00,-4212.00,210076.00,2920.00,165768.00,11060.00,5460.00,11812.00,5856.00,1904.00,5296.00,-62660.00
1989:Q1,163760.00,16344.00,106315.00,7858.00,11772.00,11388.00,-340.00,10424.00,146038.00,5868.00,117654.00,8680.00,1692.00,2924.00,4116.00,1200.00,3904.00,17722.00
1989:Q2,34734.00,16448.00,1718.00,-4516.00,6872.00,11716.00,276.00,2220.00,44566.00,6028.00,17201.00,7216.00,4053.00,3844.00,2728.00,1200.00,2296.00,-9831.00
1989:Q3,7066.00,16608.00,-29254.00,4320.00,1984.00,11868.00,-1264.00,2804.00,456.00,6044.00,-15006.00,6052.00,2067.00,1668.00,2120.00,1200.00,-3688.00,6609.00
1989:Q4,43304.00,16672.00,7501.00,2509.00,13849.00,12220.00,-844.00,-8604.00,84300.00,5884.00,48455.00,5196.00,4964.00,5504.00,2300.00,4100.00,7896.00,-40996.00
1990:Q1,78617.00,10896.00,82249.00,8164.00,-9612.00,12636.00,-7640.00,-18076.00,28284.00,5888.00,5423.00,4240.00,3977.00,-1788.00,2236.00,6592.00,1716.00,50332.00
1990:Q2,19640.00,11024.00,3739.00,-5854.00,-2432.00,12652.00,-916.00,1428.00,67222.00,5768.00,38914.00,3204.00,4792.00,2952.00,1928.00,7836.00,1828.00,-47582.00
1990:Q3,91338.00,11180.00,78901.00,-9179.00,-5444.00,12900.00,-584.00,3564.00,114144.00,5824.00,76404.00,2216.00,-3404.00,5768.00,1808.00,9316.00,16212.00,-22805.00
1990:Q4,-4983.00,11228.00,-51629.00,6661.00,-5699.00,13444.00,1532.00,19480.00,12282.00,6004.00,-3996.00,1288.00,-12306.00,2864.00,1876.00,11076.00,5476.00,-17265.00
1991:Q1,-9798.00,8896.00,-30525.00,6858.00,-12259.00,13436.00,-1316.00,5112.00,-118960.00,3980.00,-110748.00,-404.00,-7249.00,-6120.00,1984.00,3748.00,-4152.00,109162.00
1991:Q2,36937.00,9060.00,29267.00,-15231.00,-4031.00,13520.00,2780.00,1572.00,24800.00,4168.00,15658.00,-864.00,-1634.00,4160.00,2224.00,3952.00,-2864.00,12137.00
1991:Q3,74787.00,9168.00,60923.00,-6656.00,52.00,13768.00,-1068.00,-1400.00,35306.00,4248.00,26210.00,-4320.00,-1756.00,4280.00,1984.00,4164.00,496.00,39481.00
1991:Q4,65426.00,9104.00,32575.00,10945.00,-5858.00,13992.00,2332.00,2336.00,55566.00,4180.00,45688.00,1216.00,-7893.00,7280.00,1264.00,4388.00,-556.00,9860.00
1992:Q1,53155.00,4700.00,29978.00,14641.00,-5543.00,14284.00,-3132.00,-1772.00,25141.00,2476.00,15776.00,4736.00,-48.00,-2820.00,432.00,3504.00,1084.00,28015.00
1992:Q2,81891.00,4700.00,68802.00,-8092.00,356.00,14324.00,1720.00,80.00,89357.00,2472.00,77481.00,8212.00,-7452.00,5636.00,-500.00,-332.00,3840.00,-7467.00
1992:Q3,53568.00,4752.00,32866.00,1032.00,-3845.00,14348.00,488.00,3928.00,12518.00,2508.00,4608.00,10828.00,-12310.00,3208.00,-528.00,3396.00,808.00,41050.00
1992:Q4,42310.00,4756.00,1786.00,17671.00,-2172.00,14428.00,3340.00,2500.00,30852.00,2508.00,12384.00,4576.00,-6899.00,6416.00,348.00,10572.00,948.00,11457.00
1993:Q1,107410.00,7876.00,55477.00,15257.00,3155.00,14644.00,2848.00,8152.00,146234.00,4184.00,135901.00,9840.00,-4151.00,-972.00,1148.00,940.00,-656.00,-38824.00
1993:Q2,26600.00,7968.00,7232.00,-12651.00,2539.00,14980.00,7320.00,-788.00,48907.00,4236.00,40990.00,3076.00,-4372.00,2720.00,1852.00,2168.00,-1764.00,-22306.00
1993:Q3,45376.00,8048.00,23628.00,-5667.00,5851.00,15088.00,2024.00,-3596.00,48162.00,4272.00,35592.00,2140.00,702.00,3512.00,2004.00,-5308.00,5248.00,-2786.00
1993:Q4,98441.00,8052.00,59811.00,8984.00,258.00,15280.00,-1472.00,7528.00,21909.00,4284.00,-9771.00,4620.00,-1732.00,9144.00,1608.00,12528.00,1228.00,76532.00
1994:Q1,104387.00,4364.00,56239.00,17227.00,1085.00,15460.00,8748.00,1264.00,116859.00,4520.00,97274.00,15916.00,-7079.00,-1144.00,2240.00,2392.00,2740.00,-12471.00
1994:Q2,105789.00,4412.00,94650.00,-10373.00,268.00,15768.00,-9068.00,10132.00,116536.00,4568.00,90221.00,15356.00,-1001.00,7220.00,2236.00,-4204.00,2140.00,-10747.00
1994:Q3,67658.00,4460.00,48950.00,2285.00,-3381.00,16268.00,1072.00,-1996.00,61178.00,4624.00,20576.00,18532.00,-666.00,4472.00,2240.00,13252.00,-1852.00,6480.00
1994:Q4,149026.00,4456.00,109793.00,20529.00,1148.00,16520.00,-4432.00,1012.00,125712.00,4620.00,79661.00,15368.00,-6369.00,11220.00,2236.00,15812.00,3164.00,23314.00
1995:Q1,113871.00,9976.00,68186.00,26932.00,-8491.00,16844.00,-512.00,936.00,81707.00,3856.00,46657.00,23200.00,-2370.00,88.00,4368.00,11928.00,-6020.00,32164.00
1995:Q2,84913.00,10084.00,54656.00,-5886.00,-6837.00,17240.00,1236.00,14420.00,37539.00,3900.00,2941.00,10464.00,-2874.00,5184.00,4368.00,12224.00,1332.00,47374.00
1995:Q3,136092.00,10192.00,105886.00,7871.00,-3209.00,17292.00,2668.00,-4608.00,182116.00,3952.00,147326.00,16828.00,-3914.00,8292.00,4364.00,4304.00,964.00,-46024.00
1995:Q4,145245.00,10188.00,95975.00,26136.00,686.00,17472.00,1056.00,-6268.00,188790.00,3940.00,114932.00,10692.00,2795.00,10700.00,4368.00,34652.00,6712.00,-43545.00
1996:Q1,101130.00,9192.00,37888.00,42479.00,-458.00,17608.00,5408.00,-10988.00,129498.00,6940.00,85444.00,24324.00,-1931.00,272.00,4368.00,7776.00,2304.00,-28368.00
1996:Q2,162646.00,9188.00,110643.00,23169.00,814.00,17988.00,5652.00,-4808.00,146163.00,6940.00,88927.00,38808.00,-2516.00,8848.00,4336.00,-2156.00,2976.00,16483.00
1996:Q3,-27374.00,9296.00,-82239.00,19253.00,2028.00,18348.00,5740.00,200.00,149254.00,7020.00,93973.00,26372.00,1757.00,780.00,540.00,10172.00,8640.00,-176628.00
1996:Q4,233115.00,9292.00,132620.00,42287.00,2019.00,18964.00,-716.00,28648.00,157958.00,7016.00,84144.00,28580.00,6366.00,12468.00,-9668.00,20796.00,8256.00,75157.00
1997:Q1,61614.00,9388.00,-10123.00,37207.00,-13290.00,19476.00,13524.00,5432.00,166346.00,7372.00,110403.00,29576.00,-1789.00,-100.00,16468.00,3832.00,584.00,-104732.00
1997:Q2,120430.00,9488.00,66701.00,38971.00,-9229.00,19520.00,-5228.00,208.00,152909.00,7456.00,103772.00,43168.00,1909.00,5796.00,2324.00,-7188.00,-4328.00,-32479.00
1997:Q3,136323.00,9592.00,52681.00,29717.00,-11575.00,19592.00,29092.00,7224.00,111465.00,7532.00,34542.00,22436.00,-12546.00,8008.00,324.00,48648.00,2520.00,24859.00
1997:Q4,187460.00,9592.00,151770.00,21769.00,986.00,19792.00,-14764.00,-1684.00,202732.00,7536.00,103455.00,45156.00,-535.00,11668.00,-7552.00,38216.00,4788.00,-15272.00
1998:Q1,160257.00,7572.00,125316.00,27139.00,-17234.00,19900.00,-1624.00,-812.00,143456.00,9732.00,83048.00,29616.00,1684.00,4816.00,10820.00,9616.00,-5876.00,16801.00
1998:Q2,30463.00,7652.00,-2714.00,22274.00,-10725.00,20516.00,5348.00,-11888.00,45205.00,9840.00,20366.00,17820.00,111.00,1720.00,3216.00,-1312.00,-6556.00,-14742.00
1998:Q3,108429.00,7736.00,33036.00,44978.00,-3222.00,21220.00,3652.00,1028.00,220179.00,9948.00,147564.00,44536.00,6431.00,4012.00,2712.00,2752.00,2224.00,-111750.00
1998:Q4,132463.00,7736.00,74998.00,26849.00,897.00,21580.00,-11400.00,11804.00,123684.00,9948.00,98326.00,20896.00,-2218.00,17492.00,-9848.00,4944.00,-15856.00,8779.00
1999:Q1,131593.00,5700.00,83954.00,27910.00,-8567.00,22076.00,1988.00,-1468.00,171711.00,2880.00,156399.00,31796.00,864.00,8356.00,8956.00,-19960.00,-17580.00,-40118.00
1999:Q2,301427.00,5760.00,178454.00,37547.00,4354.00,22524.00,48440.00,4348.00,210920.00,2904.00,174214.00,41312.00,3378.00,6368.00,7440.00,-19756.00,-4940.00,90507.00
1999:Q3,299554.00,5820.00,227439.00,37345.00,4982.00,22996.00,-6068.00,7040.00,314038.00,2948.00,269726.00,47632.00,3524.00,6360.00,3064.00,-16124.00,-3092.00,-14484.00
1999:Q4,303293.00,5824.00,224313.00,35075.00,26.00,23720.00,3348.00,10988.00,282791.00,2940.00,236301.00,36916.00,10654.00,13664.00,-9876.00,-15316.00,7508.00,20502.00
2000:Q1,348981.00,6092.00,257694.00,35980.00,13018.00,24456.00,11628.00,112.00,264666.00,10044.00,158177.00,64680.00,2281.00,6968.00,10564.00,13344.00,-1392.00,84315.00
2000:Q2,451821.00,6096.00,343535.00,53414.00,1767.00,24620.00,22556.00,-168.00,407527.00,10048.00,297846.00,85604.00,4365.00,3460.00,5164.00,-3288.00,4328.00,44293.00
2000:Q3,403675.00,6164.00,340003.00,42105.00,3964.00,25132.00,-13972.00,280.00,460454.00,10152.00,334793.00,68200.00,6693.00,6560.00,6840.00,17932.00,9284.00,-56778.00
2000:Q4,382167.00,6156.00,309295.00,34553.00,3903.00,25752.00,12.00,2496.00,466441.00,10156.00,335748.00,59884.00,7808.00,2712.00,-15676.00,36528.00,29280.00,-84274.00
2001:Q1,-134634.00,-984.00,-129632.00,-12840.00,-629.00,26472.00,-2304.00,-14716.00,-195140.00,872.00,-244338.00,-148.00,2694.00,4408.00,13676.00,7388.00,20308.00,60506.00
2001:Q2,-74182.00,-1000.00,-98257.00,1009.00,-3698.00,27328.00,-8072.00,8508.00,-58772.00,880.00,-84147.00,2168.00,8087.00,10532.00,8844.00,-2496.00,-2640.00,-15409.00
2001:Q3,-88672.00,-1012.00,-123458.00,-4621.00,8479.00,26760.00,11260.00,-6080.00,-65008.00,892.00,-141139.00,3892.00,21590.00,-644.00,12704.00,24004.00,13692.00,-23664.00
2001:Q4,-26977.00,-1008.00,-63061.00,-2560.00,8724.00,27408.00,12300.00,-8780.00,-7819.00,892.00,-15640.00,1172.00,-3075.00,9684.00,-11420.00,21304.00,-10736.00,-19158.00
2002:Q1,63461.00,17184.00,39194.00,5822.00,-9243.00,27912.00,-11456.00,-5952.00,-92829.00,4668.00,-141841.00,18636.00,-7511.00,1840.00,13352.00,-1772.00,19800.00,156290.00
2002:Q2,70596.00,17376.00,18248.00,35530.00,590.00,28160.00,-23060.00,-6248.00,36994.00,4724.00,-15592.00,18996.00,-7622.00,1516.00,16472.00,-7524.00,26024.00,33602.00
2002:Q3,57470.00,17568.00,-21442.00,31898.00,-661.00,28408.00,4740.00,-3040.00,-117999.00,4776.00,-149519.00,19000.00,768.00,-776.00,488.00,-9580.00,16844.00,175469.00
2002:Q4,166241.00,17564.00,43012.00,28322.00,13346.00,28684.00,22604.00,12708.00,-69702.00,4776.00,-86576.00,18996.00,1274.00,7704.00,-12604.00,-3620.00,348.00,235943.00
2003:Q1,-87549.00,6508.00,-130748.00,-31792.00,79175.00,28920.00,-35668.00,-3944.00,106937.00,4344.00,63483.00,-25128.00,49399.00,-304.00,17640.00,580.00,-3076.00,-194487.00
2003:Q2,19115.00,6584.00,-95188.00,-23508.00,66247.00,28484.00,27008.00,9488.00,-92388.00,4396.00,-96371.00,-25132.00,8372.00,14620.00,9592.00,-328.00,-7536.00,111502.00
2003:Q3,30238.00,6656.00,-34745.00,-22791.00,67518.00,28868.00,-11140.00,-4128.00,-114158.00,4444.00,-67696.00,-25128.00,4246.00,-23116.00,2004.00,-4448.00,-4464.00,144396.00
2003:Q4,115225.00,6652.00,41846.00,-26626.00,73765.00,28884.00,-17000.00,7704.00,62204.00,4440.00,29613.00,-25132.00,14303.00,1284.00,-12920.00,39516.00,11100.00,53021.00
2004:Q1,302226.00,17744.00,187114.00,21477.00,20043.00,29268.00,25524.00,1056.00,334873.00,9540.00,235612.00,26640.00,27197.00,12352.00,11976.00,-4248.00,15804.00,-32647.00
2004:Q2,73832.00,17744.00,7169.00,23602.00,2682.00,29840.00,-10088.00,2884.00,150093.00,9540.00,65217.00,26640.00,4077.00,2824.00,11380.00,33472.00,-3056.00,-76261.00
2004:Q3,175173.00,17936.00,93525.00,22635.00,13013.00,30160.00,8636.00,-10732.00,139110.00,9644.00,78677.00,26636.00,-4947.00,8896.00,4716.00,16212.00,-724.00,36063.00
2004:Q4,213965.00,17940.00,102925.00,27015.00,25838.00,30668.00,7216.00,2364.00,162160.00,9644.00,135894.00,26640.00,15638.00,9908.00,-27152.00,-4304.00,-4108.00,51805.00
2005:Q1,340024.00,13904.00,219288.00,55079.00,25848.00,30944.00,-4272.00,-768.00,382561.00,9744.00,286417.00,66604.00,-103.00,15272.00,7652.00,-16468.00,13444.00,-42537.00
2005:Q2,263288.00,14056.00,156355.00,47581.00,11396.00,31480.00,308.00,2112.00,297967.00,9852.00,160643.00,66608.00,7151.00,17680.00,10940.00,-1192.00,26284.00,-34679.00
2005:Q3,449126.00,14212.00,284585.00,43600.00,40021.00,32168.00,40712.00,-6172.00,431968.00,9968.00,322995.00,66604.00,3994.00,21232.00,2064.00,6760.00,-1648.00,17158.00
2005:Q4,294199.00,14216.00,135768.00,52352.00,57382.00,33100.00,-8592.00,9972.00,454800.00,9960.00,340365.00,66608.00,25855.00,15440.00,-11408.00,-468.00,8448.00,-160601.00
2006:Q1,134499.00,16252.00,97333.00,13443.00,-5481.00,33264.00,-28708.00,8396.00,152531.00,8028.00,27963.00,39952.00,-14944.00,4624.00,7608.00,62760.00,16540.00,-18032.00
2006:Q2,257852.00,16436.00,145606.00,10876.00,-5602.00,34260.00,52144.00,4132.00,114661.00,8120.00,64110.00,39952.00,-697.00,14756.00,7548.00,-35756.00,16628.00,143191.00
2006:Q3,137316.00,16616.00,93320.00,12300.00,6692.00,34648.00,-22440.00,-3820.00,17379.00,8208.00,-1405.00,39952.00,-8972.00,5392.00,-2796.00,-18768.00,-4232.00,119937.00
2006:Q4,226605.00,16616.00,99945.00,20737.00,29207.00,34868.00,19804.00,5428.00,-82715.00,8208.00,-149729.00,39952.00,-21766.00,10688.00,10404.00,25772.00,-6244.00,309320.00
2007:Q1,229043.00,17592.00,118753.00,21030.00,19312.00,35880.00,13492.00,2984.00,222777.00,9832.00,132009.00,54744.00,-2359.00,5880.00,-460.00,13016.00,10116.00,6265.00
2007:Q2,259105.00,17788.00,79748.00,27653.00,21216.00,36596.00,55284.00,20820.00,258682.00,9944.00,138257.00,54740.00,392.00,11112.00,10808.00,-11112.00,44540.00,423.00
2007:Q3,145379.00,17984.00,47287.00,24559.00,31557.00,36940.00,-13376.00,428.00,288969.00,10056.00,213604.00,54744.00,7908.00,3032.00,-2756.00,-16656.00,19036.00,-143589.00
2007:Q4,179521.00,17984.00,94524.00,30910.00,45195.00,37556.00,-65148.00,18500.00,264502.00,10052.00,166371.00,54740.00,-1158.00,11092.00,-13476.00,28268.00,8612.00,-84981.00
