1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q2,58990.00,691.00,-27356.00,67738.00,-28238.00,-23185.00,-108076.00,28143.00,23642.00,33106.00,-15794.00,-85689.00,13899.00,2512.00,7795.00,95628.00,50988.00,397150.00,120276.00,60337.00,214858.00,-1669.00,3349.00,250807.00,56425.00,40029.00,154353.00,146344.00,63851.00,20308.00,60505.00,-1669.00,3349.00,245645.00,123661.00,27857.00,48006.00,-16167.00,62288.00,8979.00,-31333.00,60505.00,487.00,18219.00,-74105.00,-30940.00,-43165.00,1726655.00,-1.81,-4.29,-1.79,-2.50
2000:Q3,73320.00,-1332.00,-40398.00,66910.00,38657.00,-16985.00,-64274.00,17099.00,-8331.00,38521.00,19782.00,-152389.00,7033.00,2538.00,11512.00,96583.00,41409.00,398033.00,119354.00,62033.00,217175.00,-1702.00,1173.00,255077.00,57167.00,40494.00,157417.00,142956.00,62188.00,21540.00,59758.00,-1702.00,1173.00,243982.00,124685.00,22959.00,54202.00,4209.00,37927.00,8846.00,-18860.00,59758.00,-24.00,-15414.00,-94008.00,96088.00,-190096.00,1884642.00,-1.00,-4.99,5.10,-10.09
2000:Q4,342132.00,3762.00,9850.00,110291.00,76529.00,75923.00,28736.00,-5927.00,283.00,52831.00,48752.00,-126556.00,-13836.00,2539.00,11288.00,109888.00,33703.00,403049.00,120459.00,63455.00,218168.00,-1772.00,2740.00,258092.00,57538.00,40726.00,159829.00,144957.00,62921.00,22729.00,58339.00,-1772.00,2740.00,222740.00,103977.00,29544.00,74194.00,-38080.00,53105.00,8828.00,273177.00,58339.00,426.00,-17796.00,196617.00,113566.00,83051.00,1928791.00,14.16,10.19,5.89,4.31
2001:Q1,171777.00,2519.00,34935.00,153609.00,91501.00,-138356.00,-47255.00,-135240.00,16089.00,28050.00,-9866.00,-135294.00,16064.00,218.00,25205.00,101791.00,29451.00,399791.00,122741.00,60420.00,218208.00,-1831.00,253.00,261774.00,59949.00,41161.00,160664.00,138017.00,62792.00,19259.00,57544.00,-1831.00,253.00,95601.00,96001.00,16932.00,8457.00,-38711.00,12922.00,9038.00,223231.00,57544.00,34.00,19261.00,184915.00,130313.00,54602.00,1964345.00,11.36,9.41,6.63,2.78
2001:Q2,124127.00,-2331.00,-1965.00,59603.00,-31300.00,-34887.00,-84518.00,8076.00,33040.00,8515.00,8339.00,-106283.00,70881.00,220.00,25443.00,93351.00,43055.00,400164.00,126308.00,60167.00,216481.00,-1922.00,-870.00,266900.00,61167.00,42536.00,163197.00,133265.00,65142.00,17631.00,53284.00,-1922.00,-870.00,260201.00,171398.00,22021.00,34525.00,-265.00,32522.00,6387.00,3577.00,53284.00,1596.00,18677.00,-32625.00,-36097.00,3472.00,1810799.00,0.20,-1.80,-1.99,0.19
2001:Q3,248304.00,-71.00,-10548.00,70044.00,56345.00,21959.00,6791.00,51874.00,-990.00,-35716.00,93976.00,-149655.00,-31155.00,223.00,3165.00,147915.00,46105.00,406869.00,129165.00,62637.00,217519.00,-2000.00,-452.00,270926.00,61901.00,43921.00,165104.00,135944.00,67264.00,18717.00,52416.00,-2000.00,-452.00,298731.00,159311.00,24770.00,30102.00,63213.00,21335.00,4938.00,90454.00,52416.00,-135.00,-16873.00,21301.00,139586.00,-118285.00,1994456.00,4.54,1.07,7.00,-5.93
2001:Q4,193379.00,288.00,52991.00,4860.00,57153.00,2864.00,32721.00,-58118.00,4263.00,23998.00,-41299.00,-49589.00,42518.00,223.00,20280.00,73657.00,29433.00,422630.00,129089.00,64076.00,234469.00,-2065.00,-2938.00,274125.00,62493.00,44596.00,167036.00,148506.00,66596.00,19480.00,67433.00,-2065.00,-2938.00,190649.00,124261.00,27223.00,77475.00,-62107.00,23796.00,8663.00,159899.00,67433.00,239.00,-17317.00,74909.00,101373.00,-26463.00,1982668.00,8.06,3.78,5.11,-1.33
2002:Q1,245202.00,-905.00,-51093.00,168190.00,-15883.00,21568.00,-15978.00,1896.00,17424.00,18226.00,-13047.00,-80373.00,56807.00,1167.00,22638.00,119041.00,17091.00,423046.00,133128.00,62512.00,228701.00,-2038.00,744.00,276261.00,64208.00,44066.00,167988.00,146785.00,68920.00,18447.00,60713.00,-2038.00,744.00,175598.00,147521.00,22715.00,-8311.00,-4451.00,18124.00,8641.00,225030.00,60713.00,-218.00,19150.00,183685.00,150609.00,33076.00,2040013.00,11.03,9.00,7.38,1.62
2002:Q2,110600.00,448.00,-7635.00,21757.00,-66249.00,56138.00,-56366.00,-36867.00,43879.00,105492.00,-34391.00,-37479.00,30107.00,1181.00,23527.00,92934.00,30263.00,427599.00,137168.00,64089.00,229808.00,-2075.00,-1391.00,279834.00,64697.00,45149.00,169989.00,147765.00,72471.00,18941.00,59819.00,-2075.00,-1391.00,241570.00,187062.00,23197.00,34128.00,-21546.00,18729.00,8157.00,24953.00,59819.00,9.00,18241.00,-16634.00,64323.00,-80957.00,1978357.00,1.26,-0.84,3.25,-4.09
2002:Q3,145825.00,1562.00,-1353.00,122608.00,2406.00,-75243.00,-16331.00,-70184.00,7549.00,3723.00,-4076.00,-23774.00,-29589.00,1194.00,14862.00,109288.00,27939.00,436254.00,138181.00,64611.00,235408.00,-2101.00,155.00,284060.00,65385.00,46113.00,172562.00,152194.00,72796.00,18498.00,62845.00,-2101.00,155.00,243477.00,209060.00,20118.00,33964.00,-20650.00,985.00,8417.00,62958.00,62845.00,-336.00,-16024.00,-15575.00,84386.00,-99961.00,2020835.00,3.12,-0.77,4.18,-4.95
2002:Q4,288768.00,156.00,47049.00,8695.00,50547.00,34665.00,-42068.00,-37692.00,26313.00,88112.00,-2540.00,-10241.00,19899.00,1194.00,-1498.00,123843.00,16999.00,436001.00,142981.00,63812.00,230669.00,-2114.00,653.00,289069.00,66096.00,47695.00,175279.00,146932.00,76885.00,16117.00,55390.00,-2114.00,653.00,316940.00,211829.00,19752.00,45399.00,-1352.00,41312.00,3842.00,122602.00,55390.00,-2889.00,-17617.00,52484.00,105944.00,-53460.00,2059985.00,5.95,2.55,5.14,-2.60
2003:Q1,228791.00,1691.00,-31406.00,155909.00,11583.00,-94120.00,4450.00,-88327.00,-10001.00,-242.00,13379.00,-76768.00,33938.00,1086.00,17652.00,178405.00,17442.00,439177.00,148688.00,62700.00,228504.00,-2107.00,1392.00,292471.00,69822.00,46758.00,175891.00,146706.00,78866.00,15942.00,52613.00,-2107.00,1392.00,210977.00,171151.00,21274.00,-7885.00,10619.00,15818.00,3610.00,168130.00,52613.00,-1951.00,19861.00,137330.00,130139.00,7191.00,2103942.00,7.99,6.53,6.19,0.34
2003:Q2,250646.00,2487.00,17635.00,74587.00,-55054.00,-70664.00,34496.00,-66622.00,41124.00,-79661.00,100506.00,-45252.00,88728.00,1099.00,17933.00,104188.00,14453.00,449698.00,151304.00,64324.00,236440.00,-2111.00,-259.00,295596.00,70401.00,47754.00,177442.00,154102.00,80903.00,16570.00,58999.00,-2111.00,-259.00,393944.00,241766.00,34169.00,32808.00,89167.00,-3966.00,2985.00,13789.00,58999.00,54.00,18684.00,-26579.00,68223.00,-94802.00,2066840.00,0.67,-1.29,3.30,-4.59
2003:Q3,168683.00,-2969.00,-46033.00,64620.00,-83076.00,45501.00,-28141.00,163653.00,-12984.00,-77028.00,-12936.00,28172.00,29969.00,1111.00,19613.00,101326.00,23386.00,468740.00,161121.00,64836.00,244514.00,-2118.00,387.00,299807.00,71166.00,49022.00,179620.00,168933.00,89955.00,15815.00,64894.00,-2118.00,387.00,270801.00,226393.00,32880.00,37745.00,-21511.00,-4706.00,2911.00,69725.00,64894.00,-508.00,-17663.00,-12324.00,100370.00,-112694.00,2139921.00,3.26,-0.58,4.69,-5.27
2003:Q4,362364.00,1695.00,34464.00,51200.00,15846.00,69447.00,7509.00,113904.00,8844.00,-60810.00,-17442.00,-3376.00,60133.00,1110.00,9768.00,115882.00,23637.00,479601.00,168882.00,66743.00,245390.00,-2129.00,716.00,305064.00,72035.00,50826.00,182203.00,174538.00,96847.00,15916.00,63188.00,-2129.00,716.00,240973.00,173062.00,41521.00,43257.00,-45459.00,28592.00,3618.00,299547.00,63188.00,469.00,-16963.00,218928.00,110839.00,108089.00,2175080.00,13.77,10.07,5.10,4.97
2004:Q1,467628.00,2363.00,7317.00,156079.00,1896.00,40504.00,11853.00,-9387.00,19471.00,18567.00,41371.00,-66260.00,74779.00,2385.00,-348.00,136684.00,70858.00,489778.00,174690.00,66464.00,248683.00,-2234.00,2175.00,310625.00,76864.00,49164.00,184596.00,179154.00,97826.00,17299.00,64087.00,-2234.00,2175.00,286067.00,203691.00,19544.00,-6460.00,18046.00,51247.00,3376.00,364090.00,64087.00,-1092.00,20546.00,321641.00,134289.00,187353.00,2233933.00,16.30,14.40,6.01,8.39
2004:Q2,280418.00,2685.00,-22551.00,105793.00,-27132.00,-14988.00,-26238.00,-42078.00,53602.00,-273.00,28173.00,6134.00,-20726.00,2385.00,10828.00,137469.00,72348.00,507136.00,183854.00,69191.00,250877.00,-2222.00,5436.00,317008.00,78137.00,51047.00,187824.00,190128.00,105716.00,18144.00,63054.00,-2222.00,5436.00,406573.00,293786.00,38711.00,18067.00,15799.00,40210.00,3441.00,67414.00,63054.00,-119.00,19077.00,23556.00,75438.00,-51881.00,2203777.00,3.06,1.07,3.42,-2.35
2004:Q3,279706.00,975.00,-5952.00,85176.00,-57990.00,58032.00,-42943.00,78406.00,34990.00,-12421.00,-8103.00,-74479.00,13707.00,2411.00,9194.00,173326.00,83409.00,514642.00,188908.00,70949.00,253824.00,-2176.00,3138.00,323612.00,79508.00,53103.00,191001.00,191030.00,109400.00,17846.00,62823.00,-2176.00,3138.00,335228.00,246300.00,38233.00,50335.00,-6207.00,6567.00,-13805.00,121703.00,62823.00,61.00,-19443.00,39376.00,91030.00,-51653.00,2253458.00,5.40,1.75,4.04,-2.29
2004:Q4,574283.00,2900.00,69931.00,93591.00,31315.00,118831.00,48474.00,95156.00,37831.00,-62630.00,69015.00,-113167.00,59153.00,2411.00,10236.00,145696.00,84371.00,524116.00,194526.00,71152.00,257770.00,-2096.00,2764.00,328971.00,81146.00,54914.00,192911.00,195146.00,113380.00,16239.00,64859.00,-2096.00,2764.00,479349.00,273375.00,46127.00,55244.00,54193.00,50410.00,3324.00,293404.00,64859.00,-231.00,-15794.00,212982.00,108673.00,104310.00,2311116.00,12.70,9.22,4.70,4.51
2005:Q1,293538.00,5638.00,3776.00,136524.00,-34197.00,-9568.00,-30286.00,-14799.00,20190.00,15327.00,-7802.00,-87967.00,51864.00,2436.00,2819.00,141832.00,88183.00,535357.00,201748.00,75069.00,259160.00,-2340.00,1721.00,334861.00,85901.00,53603.00,195356.00,200497.00,115847.00,21466.00,63804.00,-2340.00,1721.00,327435.00,228451.00,32634.00,-15145.00,1519.00,79976.00,3627.00,170226.00,63804.00,-275.00,22156.00,128854.00,120422.00,8431.00,2348517.00,7.25,5.49,5.13,0.36
2005:Q2,346720.00,-2853.00,-19888.00,125317.00,-6099.00,48609.00,-41842.00,69857.00,43168.00,-22574.00,14288.00,-83195.00,37695.00,2463.00,217.00,147353.00,82812.00,548379.00,208831.00,74579.00,266179.00,-2260.00,1050.00,341369.00,87585.00,55310.00,198474.00,207010.00,121246.00,19268.00,67706.00,-2260.00,1050.00,461357.00,300706.00,27440.00,27415.00,-1975.00,107771.00,3459.00,95832.00,67706.00,487.00,22314.00,49953.00,-20411.00,70364.00,2252701.00,4.25,2.22,-0.91,3.12
2005:Q3,288741.00,2035.00,-55596.00,180145.00,20438.00,-36588.00,-14015.00,-13185.00,19431.00,-28819.00,-3336.00,-102807.00,50388.00,2492.00,8186.00,123394.00,99990.00,557597.00,216730.00,74520.00,267303.00,-2232.00,1276.00,349333.00,89471.00,57937.00,201926.00,208264.00,127259.00,16583.00,65378.00,-2232.00,1276.00,482773.00,315105.00,28510.00,45996.00,-5948.00,99110.00,-40764.00,-26531.00,65378.00,-746.00,-17292.00,-108455.00,56618.00,-165073.00,2371707.00,-1.12,-4.57,2.39,-6.96
2005:Q4,435605.00,-2737.00,34547.00,63107.00,66117.00,67064.00,-39888.00,63574.00,30312.00,13066.00,-710.00,-102038.00,52132.00,2490.00,1260.00,145257.00,109116.00,555773.00,220292.00,75113.00,259603.00,-2254.00,3020.00,355521.00,91566.00,59828.00,204127.00,200252.00,128725.00,15285.00,55476.00,-2254.00,3020.00,431477.00,276941.00,29223.00,42170.00,-25124.00,108267.00,-1285.00,203095.00,55476.00,-267.00,-22517.00,125369.00,86481.00,38888.00,2427884.00,8.37,5.16,3.56,1.60
2006:Q1,477004.00,4032.00,25535.00,197894.00,4228.00,74379.00,114612.00,-18851.00,-11625.00,-9757.00,23510.00,-208378.00,99916.00,2007.00,21367.00,121215.00,111299.00,571800.00,221697.00,80272.00,269391.00,-2359.00,2800.00,360597.00,94650.00,60117.00,205831.00,211203.00,127047.00,20156.00,63560.00,-2359.00,2800.00,457236.00,327840.00,52540.00,-28476.00,17884.00,87448.00,5026.00,235997.00,63560.00,-569.00,25707.00,198713.00,158427.00,40286.00,2536836.00,9.30,7.83,6.25,1.59
2006:Q2,287397.00,4787.00,-12126.00,83863.00,36714.00,14398.00,-30935.00,-52040.00,56048.00,41325.00,36784.00,-134104.00,-6897.00,2030.00,1712.00,148986.00,111250.00,560661.00,212504.00,81861.00,267916.00,-2456.00,838.00,366328.00,96285.00,61192.00,208852.00,194333.00,116219.00,20668.00,59064.00,-2456.00,838.00,503628.00,323113.00,53853.00,30726.00,-3810.00,99746.00,3787.00,-18111.00,59064.00,-125.00,22294.00,-54756.00,-35635.00,-19121.00,2376515.00,-0.76,-2.30,-1.50,-0.80
2006:Q3,224527.00,-917.00,-11836.00,136409.00,22355.00,-96012.00,-53133.00,36857.00,-2739.00,-76997.00,6156.00,-94410.00,3181.00,2052.00,12422.00,135704.00,109424.00,553481.00,201376.00,83067.00,270475.00,-2576.00,1140.00,371315.00,97818.00,61932.00,211565.00,182166.00,103558.00,21135.00,58910.00,-2576.00,1140.00,473735.00,257095.00,57052.00,61829.00,12617.00,85142.00,3893.00,-63148.00,58910.00,-548.00,-20907.00,-142417.00,89915.00,-232332.00,2535411.00,-2.49,-5.62,3.55,-9.16
2006:Q4,403661.00,-1803.00,32880.00,87633.00,157768.00,-132035.00,-127519.00,-3730.00,17903.00,-18689.00,-3776.00,-58641.00,64573.00,2052.00,14829.00,119749.00,120432.00,548845.00,193318.00,85347.00,272385.00,-2718.00,514.00,376282.00,99449.00,62537.00,214296.00,172563.00,93869.00,22810.00,58089.00,-2718.00,514.00,425221.00,163673.00,63214.00,56028.00,37718.00,104588.00,3863.00,154866.00,58089.00,-534.00,-22510.00,74801.00,118688.00,-43888.00,2588125.00,5.98,2.89,4.59,-1.70
2007:Q1,413965.00,3588.00,24580.00,200447.00,-485.00,-22496.00,-13225.00,59057.00,17551.00,-85879.00,44502.00,-168243.00,110539.00,2458.00,1716.00,112657.00,104702.00,545006.00,185190.00,86188.00,274800.00,-2633.00,1461.00,380205.00,98913.00,65460.00,215832.00,164802.00,86277.00,20728.00,58968.00,-2633.00,1461.00,335735.00,231817.00,65738.00,-16449.00,-12489.00,67118.00,688.00,243720.00,58968.00,-63.00,25397.00,210212.00,154307.00,55905.00,2658924.00,9.17,7.91,5.80,2.10
2007:Q2,124450.00,6395.00,-44226.00,58820.00,54432.00,-60959.00,-27910.00,25232.00,39160.00,-97441.00,63628.00,-256763.00,55345.00,2486.00,6677.00,138386.00,100229.00,543636.00,177262.00,91217.00,277514.00,-2783.00,426.00,384103.00,99987.00,65701.00,218415.00,159533.00,77275.00,25516.00,59099.00,-2783.00,426.00,449226.00,217112.00,69208.00,36926.00,56197.00,69783.00,1198.00,-164044.00,59099.00,-212.00,24299.00,-198632.00,-50246.00,-148387.00,2485939.00,-6.60,-7.99,-2.02,-5.97
2007:Q3,651756.00,4914.00,-70110.00,126277.00,79786.00,415621.00,19509.00,176404.00,-9901.00,229609.00,3592.00,-157529.00,24964.00,2514.00,-3234.00,114537.00,110424.00,535580.00,165983.00,92803.00,278743.00,-2868.00,920.00,388034.00,100876.00,66052.00,221106.00,147546.00,65106.00,26751.00,57637.00,-2868.00,920.00,399431.00,199389.00,73775.00,76079.00,-36141.00,86329.00,1044.00,400915.00,57637.00,-533.00,-21449.00,322362.00,90056.00,232306.00,2654745.00,15.10,12.14,3.39,8.75
2007:Q4,586368.00,2879.00,81612.00,111897.00,107032.00,161250.00,-16586.00,60524.00,-21822.00,139134.00,113341.00,-319963.00,66925.00,2513.00,4812.00,134284.00,119786.00,521879.00,152302.00,93305.00,278711.00,-2890.00,451.00,391242.00,101792.00,66174.00,223276.00,130637.00,50511.00,27131.00,55435.00,-2890.00,451.00,368187.00,120599.00,77482.00,54060.00,29076.00,86970.00,3884.00,352702.00,55435.00,-321.00,-23518.00,274071.00,115687.00,158384.00,2707380.00,13.03,10.12,4.27,5.85
2008:Q1,595242.00,-3657.00,16314.00,184035.00,111565.00,27939.00,66864.00,-5302.00,-17770.00,-15853.00,129496.00,-74305.00,37848.00,1869.00,6279.00,116403.00,41456.00,503222.00,139526.00,95279.00,272887.00,-2771.00,-1698.00,393101.00,97626.00,71375.00,224101.00,110121.00,41900.00,23904.00,48786.00,-2771.00,-1698.00,280484.00,101774.00,49382.00,-7414.00,40800.00,95942.00,3559.00,428437.00,48786.00,-762.00,26779.00,407193.00,186605.00,220588.00,2794868.00,15.33,14.57,6.68,7.89
2008:Q2,256503.00,-5557.00,-252.00,-64072.00,-63926.00,188259.00,60664.00,48123.00,34549.00,44923.00,-14601.00,-32684.00,87004.00,1869.00,9770.00,118087.00,32606.00,494298.00,132812.00,94265.00,269934.00,-2746.00,34.00,396221.00,98577.00,70797.00,226847.00,98077.00,34235.00,23467.00,43087.00,-2746.00,34.00,71769.00,19255.00,60397.00,18359.00,-72123.00,45881.00,4368.00,287179.00,43087.00,-257.00,25027.00,269376.00,13193.00,256183.00,2648705.00,10.84,10.17,0.50,9.67
2008:Q3,694061.00,-7982.00,-25477.00,154495.00,52506.00,347152.00,29553.00,198587.00,-10345.00,129357.00,16089.00,-26888.00,-36854.00,1889.00,17505.00,156642.00,44984.00,478146.00,125132.00,94178.00,260936.00,-2737.00,637.00,397561.00,99562.00,69696.00,228304.00,80585.00,25570.00,24482.00,32632.00,-2737.00,637.00,284110.00,-2853.00,63506.00,23294.00,111847.00,88316.00,-9096.00,481440.00,32632.00,-595.00,-22615.00,426788.00,130271.00,296518.00,2773317.00,17.36,15.39,4.70,10.69
2008:Q4,273604.00,-634.00,189831.00,-17424.00,135448.00,239837.00,2074.00,47997.00,46039.00,143727.00,-279396.00,-74352.00,-116594.00,1891.00,23444.00,119336.00,52217.00,443635.00,111516.00,95712.00,240396.00,-2745.00,-1244.00,398878.00,99882.00,68658.00,230339.00,44757.00,11634.00,27054.00,10058.00,-2745.00,-1244.00,-144164.00,-49644.00,69455.00,65.00,-235010.00,70970.00,5551.00,468076.00,10058.00,-545.00,-24366.00,434197.00,206644.00,227553.00,2777532.00,16.85,15.63,7.44,8.19
2009:Q1,354400.00,-4377.00,472.00,57063.00,-26487.00,237177.00,264704.00,-267305.00,53580.00,186198.00,-69731.00,70645.00,-808.00,-188.00,14666.00,99637.00,-23669.00,420898.00,100026.00,87347.00,240025.00,-2575.00,-3925.00,398097.00,95398.00,72545.00,230154.00,22801.00,4628.00,14802.00,9871.00,-2575.00,-3925.00,-56588.00,43532.00,6186.00,-65554.00,-30220.00,-10532.00,2445.00,436234.00,9871.00,213.00,27851.00,454001.00,232104.00,221897.00,2780875.00,15.69,16.33,8.35,7.98
2009:Q2,-39290.00,72.00,60245.00,-48669.00,-71093.00,-253981.00,-21073.00,-299106.00,28559.00,37639.00,11415.00,38574.00,122052.00,-189.00,-900.00,133102.00,-29918.00,406691.00,92831.00,83193.00,238303.00,-2459.00,-5177.00,396262.00,94436.00,71934.00,229892.00,10429.00,-1606.00,11259.00,8411.00,-2459.00,-5177.00,10104.00,12816.00,7060.00,-35166.00,13828.00,11566.00,1951.00,-37014.00,8411.00,-604.00,22366.00,-22455.00,138064.00,-160519.00,2689410.00,-1.38,-0.83,5.13,-5.97
2009:Q3,92381.00,428.00,-1123.00,-28519.00,-125570.00,74319.00,177184.00,-40254.00,22577.00,-85188.00,28943.00,-56036.00,105966.00,-193.00,-1560.00,117532.00,-21806.00,416247.00,96637.00,80256.00,248043.00,-2366.00,-6323.00,395649.00,93837.00,71417.00,230394.00,20599.00,2800.00,8839.00,17649.00,-2366.00,-6323.00,51738.00,-9311.00,13684.00,9846.00,25125.00,12394.00,-24140.00,37102.00,17649.00,-732.00,-22554.00,-2368.00,131013.00,-133382.00,2711660.00,1.37,-0.09,4.83,-4.92
2009:Q4,273076.00,-3291.00,55980.00,118902.00,-46302.00,-27621.00,80342.00,-101598.00,50581.00,-56946.00,-816.00,-66469.00,106567.00,-191.00,8391.00,135856.00,-7930.00,413361.00,97390.00,75175.00,244448.00,-2295.00,-1357.00,396192.00,94234.00,71835.00,230124.00,17169.00,3156.00,3340.00,14324.00,-2295.00,-1357.00,33325.00,8954.00,3481.00,-3721.00,29928.00,-5317.00,-14640.00,242281.00,14324.00,-120.00,-22705.00,205372.00,166238.00,39134.00,2760583.00,8.78,7.44,6.02,1.42
2010:Q1,169151.00,-4252.00,-59645.00,82906.00,-113622.00,77238.00,141223.00,33327.00,35062.00,-132374.00,4447.00,-107211.00,108720.00,1545.00,-970.00,151931.00,28064.00,414114.00,94668.00,77375.00,244094.00,-2225.00,203.00,395254.00,92820.00,73312.00,229122.00,18860.00,1848.00,4063.00,14972.00,-2225.00,203.00,-141814.00,-80009.00,-5698.00,-65444.00,-6051.00,15388.00,-15936.00,313889.00,14972.00,-889.00,22953.00,322759.00,190124.00,132635.00,2804890.00,11.19,11.51,6.78,4.73
2010:Q2,167185.00,2869.00,-2223.00,-21911.00,-56398.00,33839.00,223010.00,-94399.00,6411.00,-101183.00,3867.00,-18109.00,33659.00,1563.00,-248.00,151786.00,38491.00,426354.00,98944.00,78970.00,249842.00,-2138.00,737.00,394773.00,92786.00,72491.00,229497.00,31581.00,6158.00,6479.00,20345.00,-2138.00,737.00,-12531.00,-12837.00,-6392.00,-14686.00,21035.00,349.00,-4537.00,206760.00,20345.00,-436.00,22935.00,209786.00,121347.00,88440.00,2757165.00,7.50,7.61,4.40,3.21
2010:Q3,120675.00,2534.00,5449.00,74733.00,-13351.00,-191737.00,21611.00,10056.00,-8557.00,-214847.00,11014.00,-24588.00,40423.00,1579.00,10697.00,164624.00,39298.00,422170.00,90353.00,79381.00,252283.00,-2076.00,2229.00,394956.00,92930.00,72371.00,229655.00,27214.00,-2578.00,7011.00,22628.00,-2076.00,2229.00,-8687.00,-29048.00,-11139.00,25357.00,17819.00,-11676.00,-1104.00,155472.00,22628.00,-1082.00,-20584.00,113342.00,156179.00,-42836.00,2814811.00,5.52,4.03,5.55,-1.52
2010:Q4,282833.00,3396.00,92718.00,31957.00,3066.00,-9899.00,-65474.00,55000.00,37963.00,-37388.00,1963.00,-75190.00,31455.00,1580.00,-2164.00,158591.00,45360.00,431411.00,92575.00,81655.00,258784.00,-2039.00,437.00,395891.00,93494.00,72535.00,229862.00,35520.00,-919.00,9120.00,28922.00,-2039.00,437.00,31432.00,-11543.00,-10165.00,26639.00,44833.00,-18332.00,-6778.00,280143.00,28922.00,-821.00,-20379.00,231663.00,162358.00,69305.00,2861004.00,9.79,8.10,5.67,2.42
2011:Q1,252231.00,2337.00,19261.00,95023.00,-31103.00,-55326.00,-148521.00,177412.00,4973.00,-89190.00,4476.00,-40166.00,79619.00,3542.00,11332.00,118732.00,44504.00,435083.00,92571.00,81677.00,261949.00,-2062.00,949.00,395602.00,91380.00,73004.00,231218.00,39482.00,1191.00,8673.00,30731.00,-2062.00,949.00,-13569.00,-20552.00,-980.00,-18007.00,37782.00,-11812.00,413.00,305695.00,30731.00,-755.00,27450.00,303169.00,242866.00,60303.00,2973816.00,10.28,10.19,8.17,2.03
2011:Q2,319511.00,-4312.00,62459.00,158569.00,-11010.00,-92706.00,-117456.00,-9802.00,-10611.00,45163.00,45655.00,-78847.00,56400.00,3581.00,13659.00,118367.00,47696.00,439237.00,94120.00,83960.00,261259.00,-1983.00,1882.00,398662.00,92211.00,73312.00,233140.00,40576.00,1910.00,10648.00,28119.00,-1983.00,1882.00,-48117.00,-23712.00,-1511.00,25082.00,-2362.00,-45614.00,-31.00,408173.00,28119.00,-510.00,21142.00,401706.00,95517.00,306189.00,2858603.00,14.28,14.05,3.34,10.71
2011:Q3,548935.00,-914.00,136389.00,2484.00,16418.00,211217.00,61045.00,13235.00,-9093.00,146030.00,8702.00,-48044.00,-3034.00,3620.00,28428.00,128095.00,65574.00,446425.00,95967.00,88311.00,263960.00,-1921.00,108.00,402517.00,92881.00,73467.00,236169.00,43908.00,3086.00,14844.00,27791.00,-1921.00,108.00,-40909.00,-19128.00,-3270.00,49590.00,-60004.00,-8097.00,-631.00,633122.00,27791.00,-540.00,-18399.00,587472.00,182590.00,404883.00,2972097.00,21.30,19.77,6.14,13.62
2011:Q4,311821.00,-7022.00,106711.00,119911.00,6037.00,11102.00,19935.00,-92639.00,-567.00,84373.00,-64734.00,-86111.00,15351.00,3620.00,16511.00,119614.00,70832.00,462212.00,98680.00,91458.00,270066.00,-1876.00,3885.00,404708.00,93413.00,73574.00,237722.00,57504.00,5268.00,17884.00,32343.00,-1876.00,3885.00,48945.00,-19744.00,-4044.00,54399.00,-12796.00,31130.00,684.00,321065.00,32343.00,-595.00,-25783.00,263534.00,189157.00,74377.00,2996838.00,10.71,8.79,6.31,2.48
2012:Q1,240821.00,-1103.00,48386.00,138391.00,-57064.00,-132966.00,27427.00,-59068.00,-25978.00,-75347.00,5031.00,-82068.00,124148.00,2240.00,-13526.00,154992.00,54360.00,475396.00,104628.00,92605.00,279277.00,-1930.00,816.00,405051.00,91878.00,75531.00,237642.00,70345.00,12750.00,17074.00,41635.00,-1930.00,816.00,75500.00,-26333.00,31594.00,-10723.00,28557.00,52405.00,1653.00,237319.00,41635.00,-781.00,37391.00,233856.00,292466.00,-58609.00,3132969.00,7.57,7.46,9.34,-1.87
2012:Q2,467226.00,-5560.00,34939.00,73664.00,-26358.00,204234.00,133010.00,29070.00,1578.00,40576.00,11237.00,-12209.00,55632.00,2239.00,-18788.00,95914.00,52282.00,480692.00,106015.00,96131.00,279944.00,-1955.00,558.00,408387.00,92742.00,75676.00,239969.00,72305.00,13273.00,20455.00,39975.00,-1955.00,558.00,132241.00,-20332.00,30365.00,51354.00,-23408.00,94262.00,1974.00,409264.00,39975.00,-444.00,20228.00,389961.00,138969.00,250993.00,2992870.00,13.67,13.03,4.64,8.39
