1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q2,4320121.00,4048658.00,4433652.00,1213222.00,546725.00,2608774.00,64931.00,0.00,-384994.00,3029329.00,3026.00,40980.00,202941.00,311800.00,26874.00,20108.00,-52590.00,-18195.00,-261505.00,11103.00,-59975.00,275981.00,104290.00,-12492.00,14016.00,102766.00,499670.00,243342.00,160833.00,30788.00,270032.00,47482.00,137036.00,291992.00,690722.00,3414323.00,0.00,0.00,0.00,791570.00,57327.00,515228.00,128.00,-27553.00,246440.00,946466.00,361684.00,164486.00,179822.00,240473.00,-276064.00,195012.00,552.00,11331.00,138356.00,275592.00,1331507.00,271463.00
2014:Q3,4504851.00,3724905.00,4538610.00,1231334.00,575786.00,2655251.00,76239.00,0.00,-813705.00,2713616.00,-4058.00,-13952.00,345004.00,181810.00,-13168.00,27528.00,174871.00,-8316.00,-86317.00,213090.00,-72340.00,128754.00,216753.00,106908.00,-6680.00,116525.00,-124568.00,186882.00,110228.00,36760.00,284392.00,-8615.00,148121.00,330911.00,834718.00,3527322.00,0.00,0.00,-1000.00,1244726.00,21679.00,1107863.00,-712.00,-86107.00,202004.00,918551.00,227880.00,244223.00,219958.00,226490.00,-434664.00,171022.00,1224.00,24615.00,141229.00,411376.00,1050243.00,779946.00
2014:Q4,4458280.00,5337833.00,4587432.00,1247063.00,597030.00,2658089.00,85250.00,0.00,750401.00,3928629.00,-10156.00,-43908.00,282400.00,820075.00,-8924.00,7520.00,522740.00,-576.00,254125.00,52192.00,-37044.00,254044.00,4425.00,-91956.00,1600.00,94781.00,541802.00,287501.00,145173.00,51400.00,348016.00,-61438.00,118133.00,371748.00,552122.00,3178228.00,0.00,0.00,0.00,812448.00,-3697.00,437802.00,2068.00,23687.00,352588.00,710396.00,264368.00,-38839.00,273977.00,210890.00,-356340.00,230263.00,1384.00,-10640.00,119405.00,310972.00,1360340.00,-879553.00
2015:Q1,4522529.00,5200246.00,4652298.00,1252658.00,613657.00,2657001.00,128982.00,0.00,547948.00,2740328.00,-16694.00,-73568.00,-60407.00,607645.00,-183546.00,14732.00,-359750.00,769.00,35883.00,-156978.00,-78700.00,-160725.00,152184.00,9888.00,28148.00,114148.00,525996.00,59847.00,68134.00,50516.00,416124.00,127880.00,22098.00,332312.00,1056825.00,2192380.00,0.00,0.00,0.00,416702.00,-61222.00,-36961.00,-972.00,68833.00,447024.00,759872.00,342732.00,1804.00,211464.00,203872.00,-591404.00,99677.00,-2084.00,26213.00,23346.00,766967.00,693091.00,-677717.00
2015:Q2,4444375.00,4283176.00,4697374.00,1273596.00,638349.00,2680275.00,105154.00,0.00,-414198.00,2743312.00,-3612.00,3040.00,758285.00,82321.00,108694.00,10184.00,-240802.00,-3152.00,106234.00,94436.00,-27153.00,-411167.00,-5660.00,-105168.00,-3040.00,102548.00,168530.00,71484.00,63425.00,22176.00,450916.00,9468.00,8080.00,299449.00,937333.00,3157510.00,0.00,0.00,0.00,978607.00,-53246.00,389065.00,2076.00,25856.00,614856.00,935855.00,195720.00,24753.00,448748.00,266634.00,-488980.00,178075.00,924.00,19572.00,10036.00,289806.00,1233615.00,161199.00
2015:Q3,4463221.00,5001186.00,4751220.00,1284318.00,689814.00,2700291.00,76797.00,0.00,249966.00,2693773.00,-1220.00,-47536.00,-243209.00,801542.00,-69656.00,24676.00,1153417.00,3378.00,718063.00,364697.00,-11301.00,78579.00,89129.00,-14504.00,7968.00,95665.00,-616528.00,113047.00,-6505.00,48992.00,397072.00,-24450.00,49287.00,171209.00,854506.00,2443807.00,0.00,0.00,0.00,707720.00,70274.00,302454.00,-2220.00,13304.00,323908.00,467501.00,235945.00,-381969.00,369422.00,244104.00,-627164.00,-464.00,-580.00,-8165.00,25107.00,163432.00,1716419.00,-537965.00
2015:Q4,4589755.00,4816238.00,4726764.00,1291004.00,694871.00,2678239.00,62650.00,0.00,89474.00,3287360.00,-4044.00,-22000.00,636949.00,548440.00,113665.00,15212.00,142536.00,-19251.00,177236.00,381801.00,-111483.00,-285767.00,6773.00,-81052.00,3424.00,84401.00,15629.00,29258.00,56236.00,20748.00,521956.00,-34496.00,-2882.00,383986.00,859395.00,3197885.00,0.00,0.00,-4.00,2428896.00,22534.00,2243011.00,1836.00,-48425.00,209940.00,1019888.00,331556.00,3676.00,468317.00,216339.00,-536224.00,548.00,1308.00,-31340.00,8818.00,67564.00,238432.00,-226483.00
2016:Q1,4451319.00,4859071.00,4713153.00,1286160.00,711771.00,2673281.00,41941.00,0.00,145918.00,3073247.00,-4286.00,-39164.00,458867.00,174432.00,112612.00,-9616.00,97224.00,-9877.00,151426.00,-210389.00,-36526.00,202590.00,278009.00,165892.00,15564.00,96553.00,98226.00,-190362.00,16380.00,13204.00,580192.00,72289.00,24076.00,270601.00,1120562.00,2927329.00,0.00,0.00,0.00,1446532.00,30579.00,852399.00,-460.00,36822.00,527192.00,968089.00,389307.00,23209.00,358834.00,196739.00,-620564.00,73080.00,-396.00,-34012.00,36252.00,180416.00,877932.00,-407752.00
2016:Q2,4424738.00,4491325.00,4662075.00,1308149.00,697053.00,2672065.00,-14958.00,-234.00,-170750.00,3078802.00,728.00,38172.00,235794.00,614708.00,-11023.00,-1508.00,-375409.00,27590.00,366006.00,-182042.00,-41565.00,-545397.00,105802.00,9400.00,6620.00,89782.00,553944.00,134006.00,288562.00,74124.00,332216.00,97811.00,2221.00,249386.00,739269.00,3249552.00,0.00,0.00,0.00,1163693.00,8967.00,769986.00,468.00,94656.00,289616.00,820462.00,163264.00,-91174.00,519459.00,228913.00,-652396.00,306107.00,780.00,-5960.00,11281.00,530420.00,1075166.00,-66587.00
2016:Q3,4525991.00,4101468.00,4709392.00,1330719.00,702183.00,2672635.00,4088.00,-233.00,-607924.00,2809565.00,6600.00,10488.00,126172.00,1587278.00,-242843.00,9480.00,339384.00,13484.00,496545.00,-201143.00,87265.00,-56767.00,17887.00,-94128.00,16208.00,95807.00,-738432.00,225367.00,281619.00,28816.00,307980.00,80302.00,73137.00,268650.00,427681.00,3417489.00,0.00,0.00,0.00,1523003.00,-138677.00,1285383.00,-772.00,37325.00,339744.00,1179786.00,90734.00,189489.00,638148.00,261415.00,-666760.00,316811.00,64.00,823.00,8261.00,284440.00,771061.00,424523.00
2016:Q4,4515592.00,4857823.00,4813530.00,1356222.00,712836.00,2695910.00,48786.00,-224.00,44293.00,2213511.00,872.00,-3911.00,-23772.00,735397.00,32678.00,13508.00,53607.00,8267.00,44305.00,148086.00,55025.00,-202076.00,36430.00,-77740.00,19207.00,94962.00,-55317.00,-23877.00,148727.00,42703.00,331498.00,67873.00,181.00,255024.00,601892.00,2169218.00,0.00,0.00,0.00,518888.00,123983.00,463272.00,384.00,937.00,-69688.00,845710.00,50252.00,-20437.00,587138.00,228757.00,-322884.00,179704.00,8.00,628.00,7389.00,361415.00,578360.00,-342231.00
