1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q1,154062.00,151006.00,158190.00,40618.00,29413.00,84283.00,3876.00,0.00,-7184.00,66044.00,-680.00,-24.00,9072.00,9484.00,0.00,-4852.00,13904.00,688.00,8780.00,288.00,2776.00,1372.00,8375.00,1436.00,4992.00,1947.00,-1568.00,1724.00,6773.00,3184.00,23268.00,2547.00,-2925.00,1044.00,-3282.00,73227.00,0.00,0.00,24.00,16704.00,-212.00,10312.00,-1440.00,5676.00,2368.00,31035.00,3208.00,2816.00,18452.00,6559.00,2044.00,10960.00,108.00,4280.00,-2925.00,216.00,10782.00,3056.00
1959:Q2,162682.00,163908.00,165958.00,42307.00,30441.00,85922.00,7288.00,0.00,-2050.00,80028.00,1260.00,-24.00,696.00,13200.00,0.00,-816.00,20352.00,392.00,12336.00,4504.00,3552.00,-432.00,4643.00,520.00,4024.00,99.00,-2472.00,1224.00,8285.00,3208.00,24788.00,6150.00,-7727.00,1660.00,5601.00,82078.00,0.00,0.00,60.00,17600.00,-596.00,8740.00,68.00,5940.00,3448.00,38835.00,8840.00,3384.00,19832.00,6779.00,2952.00,9332.00,124.00,7936.00,-7727.00,328.00,12638.00,-1226.00
1959:Q3,155727.00,164761.00,160900.00,43118.00,29803.00,87595.00,384.00,0.00,3861.00,62917.00,640.00,32.00,6056.00,6584.00,0.00,3992.00,13260.00,-1280.00,7024.00,2744.00,4632.00,140.00,2583.00,-48.00,2368.00,263.00,-4536.00,1484.00,3453.00,3444.00,25376.00,-86.00,-6828.00,788.00,6675.00,59056.00,0.00,0.00,20.00,19044.00,-88.00,10192.00,-12.00,6680.00,2272.00,35863.00,6656.00,1344.00,19724.00,8139.00,1040.00,1972.00,112.00,-2100.00,-6828.00,216.00,9716.00,-9034.00
1959:Q4,156580.00,150041.00,160557.00,41040.00,28859.00,86538.00,4120.00,0.00,-10516.00,47488.00,-944.00,-52.00,-6736.00,9436.00,0.00,-1688.00,17140.00,2328.00,10868.00,392.00,3280.00,272.00,1091.00,-5908.00,2828.00,4171.00,-4308.00,1244.00,601.00,3848.00,25172.00,-222.00,-592.00,1560.00,1938.00,58004.00,0.00,0.00,52.00,10928.00,-476.00,3316.00,-1212.00,5072.00,4228.00,32151.00,748.00,3056.00,18932.00,9415.00,2276.00,2792.00,92.00,-1620.00,-592.00,80.00,11845.00,6539.00
1960:Q1,170659.00,176319.00,171958.00,42424.00,29787.00,88548.00,11200.00,-1.00,4361.00,65809.00,-468.00,-44.00,4904.00,8908.00,0.00,-1688.00,13360.00,-520.00,7008.00,-2776.00,4360.00,5288.00,-16.00,-340.00,3304.00,-2980.00,-2728.00,1272.00,14660.00,3756.00,24124.00,-753.00,-200.00,2540.00,-1817.00,61449.00,0.00,0.00,52.00,2476.00,164.00,-4876.00,-252.00,5752.00,1688.00,32064.00,7752.00,3648.00,17236.00,3428.00,1404.00,13880.00,84.00,-468.00,-200.00,300.00,11857.00,-5660.00
1960:Q2,164867.00,158648.00,163565.00,43337.00,27480.00,89524.00,3224.00,0.00,-4917.00,50354.00,-260.00,76.00,2896.00,13488.00,0.00,-616.00,6880.00,-144.00,-1984.00,3008.00,4116.00,1884.00,3772.00,284.00,2820.00,668.00,-4040.00,1412.00,768.00,3508.00,23492.00,-1725.00,-1772.00,2232.00,243.00,55271.00,0.00,0.00,36.00,7912.00,768.00,-2692.00,1000.00,5272.00,3564.00,31164.00,4536.00,4180.00,16332.00,6116.00,1476.00,3816.00,72.00,-380.00,-1772.00,332.00,12615.00,6219.00
1960:Q3,165131.00,165523.00,164047.00,42862.00,26706.00,90159.00,4320.00,0.00,1476.00,50645.00,-308.00,204.00,6180.00,16348.00,0.00,620.00,-14356.00,-96.00,-14872.00,-1920.00,2224.00,308.00,3656.00,1980.00,2632.00,-956.00,-3900.00,1072.00,7696.00,3068.00,23344.00,-1551.00,-855.00,2896.00,6530.00,49169.00,0.00,0.00,48.00,8976.00,492.00,1832.00,-1728.00,5252.00,3128.00,25176.00,1052.00,2124.00,18068.00,3932.00,1600.00,5100.00,68.00,-4128.00,-855.00,296.00,12887.00,-392.00
1960:Q4,158198.00,148397.00,152550.00,41708.00,26754.00,89900.00,-5812.00,0.00,-4153.00,38477.00,-632.00,-224.00,-8484.00,20420.00,0.00,-1324.00,-3620.00,944.00,-7600.00,-1428.00,2364.00,2100.00,7200.00,2904.00,3900.00,396.00,-4424.00,440.00,-516.00,2580.00,23700.00,-1859.00,-721.00,3612.00,2329.00,42630.00,0.00,0.00,52.00,11328.00,392.00,728.00,-64.00,4964.00,5308.00,23604.00,360.00,3092.00,17488.00,2664.00,980.00,-3128.00,80.00,-1384.00,-721.00,52.00,11767.00,9801.00
1961:Q1,158872.00,140893.00,155410.00,39355.00,26928.00,91673.00,-2548.00,2.00,-14517.00,38610.00,-186.00,164.00,398.00,24444.00,0.00,1020.00,-11428.00,-1424.00,-7684.00,-2888.00,460.00,108.00,2085.00,-476.00,5268.00,-2707.00,-1516.00,1716.00,6655.00,2752.00,23396.00,-2757.00,-5154.00,2968.00,-5947.00,53127.00,0.00,0.00,20.00,6680.00,-884.00,172.00,568.00,5380.00,1444.00,28521.00,7640.00,1760.00,17436.00,1685.00,2680.00,8112.00,84.00,-2264.00,-5154.00,216.00,14231.00,17979.00
1961:Q2,162462.00,177501.00,160993.00,40360.00,27101.00,91739.00,1792.00,1.00,16508.00,82667.00,514.00,96.00,-446.00,23124.00,0.00,-316.00,9644.00,-8.00,1292.00,916.00,4076.00,3368.00,5381.00,1788.00,3276.00,317.00,-3140.00,1320.00,10883.00,3172.00,23936.00,228.00,963.00,2068.00,5240.00,66158.00,0.00,0.00,64.00,20496.00,768.00,8032.00,-68.00,3952.00,7812.00,20353.00,-476.00,2956.00,18392.00,-519.00,4672.00,5320.00,88.00,1108.00,963.00,312.00,12783.00,-15039.00
1961:Q3,171127.00,167246.00,170284.00,41535.00,28576.00,93516.00,6656.00,1.00,-3038.00,75802.00,1632.00,100.00,13940.00,15772.00,0.00,2224.00,-6632.00,-952.00,-5208.00,2380.00,-1032.00,-1820.00,3605.00,-320.00,3160.00,765.00,-4624.00,1548.00,10303.00,3692.00,23996.00,1766.00,625.00,2812.00,5043.00,78839.00,0.00,0.00,64.00,26168.00,608.00,16708.00,-168.00,6192.00,2828.00,28321.00,2592.00,2140.00,21432.00,2157.00,1532.00,7696.00,96.00,1124.00,625.00,200.00,13013.00,3881.00
1961:Q4,178730.00,166282.00,175929.00,43494.00,29610.00,96827.00,5996.00,2.00,-9647.00,67586.00,-1320.00,-8.00,-2508.00,18316.00,0.00,-2444.00,10708.00,3588.00,5028.00,228.00,2608.00,-744.00,6253.00,708.00,4232.00,1313.00,-8056.00,2100.00,6299.00,4172.00,24088.00,2896.00,4507.00,2228.00,356.00,77234.00,0.00,0.00,68.00,18576.00,808.00,5388.00,896.00,5988.00,5496.00,34269.00,-96.00,3960.00,24980.00,5425.00,-400.00,3748.00,104.00,2516.00,4507.00,364.00,13482.00,12448.00
1962:Q1,180751.00,168202.00,182320.00,44501.00,30138.00,98273.00,9408.00,0.00,-14118.00,68052.00,-804.00,-8.00,5444.00,32988.00,0.00,384.00,-3928.00,-2476.00,-912.00,-536.00,-536.00,532.00,5455.00,1144.00,4052.00,259.00,-5932.00,1512.00,6809.00,4128.00,23432.00,216.00,1547.00,2032.00,-5223.00,82170.00,0.00,0.00,32.00,19712.00,-156.00,9188.00,732.00,6644.00,3304.00,32495.00,9264.00,120.00,19560.00,3551.00,244.00,8772.00,116.00,2452.00,1547.00,312.00,16487.00,12549.00
1962:Q2,182169.00,185655.00,182031.00,45756.00,31090.00,99742.00,5444.00,-1.00,3624.00,72710.00,700.00,128.00,2236.00,27324.00,0.00,-164.00,3968.00,1108.00,3980.00,388.00,-1432.00,-76.00,8787.00,4952.00,1788.00,2047.00,-8816.00,1548.00,3781.00,3952.00,23036.00,910.00,-609.00,2716.00,3213.00,69086.00,0.00,0.00,36.00,18632.00,276.00,6016.00,1232.00,4932.00,6176.00,32627.00,1208.00,280.00,23072.00,8067.00,576.00,3180.00,124.00,2412.00,-609.00,480.00,11628.00,-3486.00
1962:Q3,185053.00,177600.00,185207.00,46241.00,31006.00,101774.00,6188.00,-2.00,-7607.00,70404.00,-1856.00,-76.00,4524.00,20772.00,0.00,3648.00,-2932.00,1232.00,-3324.00,1288.00,916.00,-3044.00,3159.00,1020.00,1428.00,711.00,-5180.00,328.00,10597.00,3648.00,23236.00,340.00,421.00,3084.00,6691.00,78010.00,0.00,0.00,-32.00,5844.00,464.00,-108.00,-1460.00,4640.00,2308.00,40755.00,7864.00,3276.00,24380.00,5235.00,256.00,12128.00,132.00,1780.00,421.00,200.00,16526.00,7453.00
1962:Q4,188140.00,179549.00,184301.00,48087.00,30774.00,102077.00,3364.00,-1.00,-4752.00,66046.00,-490.00,-544.00,4434.00,30328.00,0.00,-1784.00,4496.00,996.00,4816.00,-1212.00,-176.00,72.00,3643.00,32.00,2796.00,815.00,-6324.00,796.00,-2671.00,3340.00,24384.00,635.00,937.00,2960.00,1907.00,70798.00,0.00,0.00,44.00,24592.00,-168.00,13164.00,1668.00,5588.00,4340.00,40295.00,2516.00,4132.00,26864.00,6783.00,400.00,-6248.00,128.00,-2320.00,937.00,236.00,12734.00,8591.00
1963:Q1,192835.00,164430.00,189560.00,48758.00,31630.00,102304.00,6868.00,0.00,-25130.00,67847.00,210.00,152.00,2798.00,31552.00,0.00,-1868.00,-2916.00,-1264.00,-408.00,-3896.00,872.00,1780.00,4079.00,528.00,2744.00,807.00,-5008.00,944.00,10373.00,3828.00,24856.00,-671.00,2265.00,3752.00,-6499.00,92976.00,0.00,0.00,36.00,16364.00,-160.00,7532.00,340.00,4908.00,3744.00,42075.00,8072.00,3760.00,22384.00,7859.00,-20.00,12656.00,132.00,424.00,2265.00,152.00,18893.00,28405.00
1963:Q2,199025.00,208033.00,192989.00,49956.00,33544.00,104653.00,4836.00,0.00,15044.00,95884.00,276.00,484.00,8500.00,26952.00,0.00,4.00,8340.00,-388.00,5676.00,2932.00,1188.00,-1068.00,5891.00,4036.00,920.00,935.00,-7784.00,608.00,7489.00,4092.00,26072.00,3458.00,633.00,3332.00,7537.00,80840.00,0.00,0.00,40.00,19740.00,-512.00,8864.00,16.00,6908.00,4464.00,40187.00,896.00,4852.00,27160.00,7279.00,-44.00,5252.00,136.00,2980.00,633.00,436.00,11479.00,-9008.00
1963:Q3,200648.00,193715.00,198873.00,50716.00,33759.00,108682.00,5716.00,0.00,-5158.00,75696.00,-544.00,-260.00,2752.00,21932.00,0.00,4016.00,-3360.00,-1556.00,-656.00,576.00,324.00,-2048.00,2755.00,592.00,420.00,1743.00,-5816.00,1436.00,5741.00,4380.00,27340.00,2459.00,2238.00,2708.00,7919.00,80854.00,0.00,0.00,36.00,2124.00,-216.00,-2632.00,-1200.00,4052.00,2120.00,47875.00,5596.00,4300.00,28732.00,9247.00,384.00,9384.00,132.00,1644.00,2238.00,428.00,16609.00,6933.00
1963:Q4,205870.00,201087.00,201573.00,51678.00,35037.00,109796.00,5064.00,-2.00,-486.00,84516.00,200.00,-1212.00,2112.00,33280.00,0.00,-6996.00,15012.00,1868.00,7996.00,3036.00,1048.00,1064.00,3919.00,1412.00,1220.00,1287.00,-10220.00,960.00,3421.00,4648.00,28360.00,1959.00,3558.00,3452.00,2063.00,85002.00,0.00,0.00,72.00,16504.00,-32.00,6528.00,160.00,5092.00,4756.00,48383.00,5148.00,4520.00,28996.00,9719.00,-1684.00,3848.00,124.00,508.00,3558.00,-84.00,13773.00,4783.00
1964:Q1,210855.00,188101.00,207298.00,53716.00,36864.00,111595.00,5124.00,-1.00,-19197.00,70897.00,-60.00,544.00,-1860.00,25976.00,0.00,-520.00,1884.00,1124.00,1552.00,-2080.00,2016.00,-728.00,12303.00,6748.00,3292.00,2263.00,-2420.00,120.00,5365.00,4336.00,29420.00,-1139.00,2791.00,3100.00,-8943.00,90094.00,0.00,0.00,76.00,12820.00,-344.00,6316.00,-964.00,5104.00,2708.00,48767.00,8984.00,3972.00,25072.00,10739.00,2548.00,3796.00,112.00,632.00,2791.00,340.00,18212.00,22754.00
1964:Q2,213227.00,226348.00,209249.00,55089.00,35675.00,114029.00,4456.00,0.00,17099.00,99188.00,-700.00,368.00,9440.00,27748.00,0.00,4176.00,10944.00,-976.00,7440.00,2308.00,3980.00,-1808.00,-2781.00,-2100.00,-48.00,-633.00,-5320.00,1188.00,8153.00,4348.00,30432.00,781.00,227.00,3696.00,6488.00,82089.00,0.00,0.00,64.00,18152.00,140.00,4800.00,1516.00,6612.00,5084.00,40663.00,652.00,3768.00,27388.00,8855.00,3128.00,6468.00,96.00,1476.00,227.00,408.00,11407.00,-13121.00
1964:Q3,218120.00,230115.00,212990.00,56847.00,35240.00,116213.00,4692.00,-2.00,17125.00,116508.00,-382.00,224.00,21850.00,25812.00,0.00,1240.00,-2204.00,3360.00,-8116.00,884.00,1192.00,476.00,9991.00,6392.00,1764.00,1835.00,-6356.00,1144.00,15905.00,4428.00,31692.00,1138.00,1187.00,3868.00,6971.00,99383.00,0.00,0.00,56.00,17960.00,-12.00,8316.00,276.00,6596.00,2784.00,48767.00,6140.00,3096.00,29452.00,10079.00,748.00,12772.00,96.00,420.00,1187.00,196.00,17180.00,-11995.00
1964:Q4,222607.00,201266.00,213533.00,54996.00,35343.00,118178.00,5016.00,0.00,-12267.00,88507.00,490.00,-724.00,1526.00,35744.00,0.00,-7712.00,7836.00,-608.00,3328.00,-512.00,2980.00,2648.00,2851.00,-412.00,2080.00,1183.00,-13780.00,1472.00,8429.00,4552.00,32920.00,233.00,5346.00,3596.00,5728.00,100774.00,0.00,0.00,-100.00,21236.00,844.00,6232.00,2592.00,6168.00,5400.00,51131.00,12124.00,1552.00,29200.00,8255.00,-1844.00,9064.00,112.00,-660.00,5346.00,252.00,16236.00,21341.00
1965:Q1,235219.00,205253.00,229754.00,60357.00,35431.00,122423.00,11544.00,-1.00,-24501.00,86979.00,-176.00,-256.00,-472.00,34280.00,0.00,3524.00,-1312.00,-3148.00,1956.00,-672.00,1260.00,-708.00,8139.00,3416.00,2060.00,2663.00,-7952.00,2156.00,11713.00,4392.00,33644.00,-601.00,3236.00,6216.00,-9552.00,111480.00,0.00,0.00,136.00,12412.00,-1516.00,3460.00,-36.00,6768.00,3736.00,57839.00,16180.00,4140.00,25552.00,11967.00,-224.00,17192.00,124.00,2236.00,3236.00,772.00,17757.00,29966.00
1965:Q2,236861.00,251303.00,230777.00,60265.00,35792.00,126151.00,8568.00,1.00,20526.00,110052.00,2128.00,-844.00,7952.00,27992.00,0.00,3064.00,7508.00,-928.00,5032.00,3652.00,1528.00,-1776.00,2515.00,3468.00,-408.00,-545.00,-10368.00,672.00,13961.00,4932.00,34312.00,-113.00,1735.00,4788.00,9818.00,89526.00,0.00,0.00,148.00,14868.00,-184.00,1008.00,-376.00,8024.00,6396.00,44895.00,1644.00,4464.00,26988.00,11799.00,1320.00,11740.00,136.00,1556.00,1735.00,-24.00,13152.00,-14442.00
1965:Q3,238887.00,256606.00,238622.00,62016.00,35982.00,131332.00,9292.00,0.00,17984.00,115037.00,-674.00,280.00,8578.00,29660.00,0.00,2708.00,2336.00,1452.00,-5716.00,2716.00,2700.00,1184.00,3459.00,2332.00,-236.00,1363.00,-8792.00,3356.00,16629.00,5096.00,36176.00,2159.00,3467.00,3896.00,6704.00,97053.00,0.00,0.00,192.00,6776.00,24.00,-9616.00,2052.00,7544.00,6772.00,51167.00,10880.00,2084.00,28876.00,9327.00,52.00,14428.00,140.00,1488.00,3467.00,652.00,18691.00,-17719.00
1965:Q4,242292.00,252631.00,243935.00,64274.00,36263.00,135814.00,7584.00,0.00,8696.00,137070.00,-232.00,-428.00,3952.00,36656.00,0.00,-3960.00,6280.00,1328.00,4524.00,-392.00,4676.00,-3856.00,7215.00,4540.00,1332.00,1343.00,-15104.00,2312.00,14677.00,4880.00,38516.00,3787.00,6610.00,4272.00,27637.00,128375.00,0.00,0.00,460.00,24684.00,364.00,15052.00,152.00,6612.00,2504.00,62367.00,19308.00,7116.00,28488.00,7455.00,-1260.00,11836.00,136.00,3052.00,6610.00,484.00,20006.00,-10339.00
1966:Q1,254459.00,247968.00,259944.00,67403.00,36708.00,141961.00,13872.00,0.00,-11976.00,99590.00,-816.00,412.00,-6264.00,22460.00,0.00,1448.00,21880.00,3688.00,9660.00,2472.00,3180.00,2880.00,6135.00,2560.00,1392.00,2183.00,-9184.00,4048.00,14321.00,4696.00,39944.00,318.00,1199.00,4224.00,-5231.00,111566.00,0.00,0.00,712.00,23992.00,-616.00,4708.00,1396.00,6652.00,11852.00,53167.00,8008.00,6588.00,28504.00,10067.00,-528.00,12140.00,116.00,3124.00,1199.00,536.00,17107.00,6491.00
1966:Q2,252861.00,285172.00,256838.00,64987.00,35130.00,144403.00,12316.00,2.00,28334.00,122092.00,210.00,132.00,13754.00,21916.00,0.00,768.00,16872.00,736.00,-420.00,13272.00,3308.00,-24.00,4867.00,3096.00,2816.00,-1045.00,-7024.00,1620.00,18249.00,4568.00,41008.00,-9899.00,1474.00,5252.00,8325.00,93758.00,0.00,0.00,1204.00,17840.00,512.00,-8168.00,7052.00,8176.00,10268.00,50187.00,13356.00,5016.00,26348.00,5467.00,6032.00,9096.00,112.00,-5380.00,1474.00,468.00,12725.00,-32311.00
1966:Q3,255719.00,279683.00,261182.00,67414.00,33798.00,148118.00,11852.00,0.00,18501.00,113671.00,-512.00,60.00,-3108.00,11536.00,0.00,7000.00,11560.00,-1788.00,1472.00,3444.00,2256.00,6176.00,8743.00,5700.00,3588.00,-545.00,-6800.00,1572.00,18613.00,4628.00,42108.00,2160.00,5483.00,5008.00,5620.00,95170.00,0.00,0.00,788.00,15656.00,1628.00,1520.00,-2136.00,4912.00,9732.00,38307.00,10660.00,1908.00,22104.00,3635.00,1068.00,13884.00,104.00,976.00,5483.00,-212.00,19116.00,-23964.00
1966:Q4,262120.00,245377.00,266129.00,67696.00,31023.00,150905.00,16504.00,1.00,-20752.00,87722.00,94.00,-188.00,918.00,21996.00,0.00,-1956.00,12376.00,3292.00,2876.00,1124.00,5724.00,-640.00,4771.00,1108.00,3780.00,-117.00,-16308.00,2148.00,8125.00,4884.00,43348.00,1718.00,5827.00,6208.00,-6238.00,108475.00,0.00,0.00,892.00,31256.00,1776.00,16164.00,-892.00,5204.00,9004.00,43183.00,13956.00,6912.00,17752.00,4563.00,-1536.00,7320.00,96.00,-2240.00,5827.00,684.00,22993.00,16743.00
1967:Q1,257037.00,258410.00,263184.00,66166.00,30311.00,151286.00,15423.00,-2.00,-4774.00,89074.00,-1874.00,264.00,10634.00,48200.00,0.00,-4448.00,-19524.00,2056.00,-18380.00,-840.00,-6220.00,3860.00,15931.00,8936.00,4444.00,2551.00,-11108.00,2068.00,3749.00,5060.00,42936.00,-1517.00,6677.00,4500.00,-12475.00,93848.00,0.00,0.00,852.00,34800.00,3212.00,7776.00,5496.00,5744.00,12572.00,28779.00,2044.00,6184.00,16684.00,3867.00,1008.00,348.00,96.00,1348.00,6677.00,652.00,19288.00,-1373.00
1967:Q2,256344.00,272033.00,259537.00,69309.00,33781.00,150107.00,6341.00,-1.00,12496.00,63020.00,812.00,-432.00,-664.00,41856.00,0.00,316.00,-12888.00,32.00,-6804.00,156.00,-6608.00,336.00,3879.00,5048.00,412.00,-1581.00,-15724.00,-80.00,10181.00,4948.00,44316.00,-24881.00,-1090.00,3600.00,8872.00,50524.00,0.00,0.00,872.00,11304.00,2664.00,-21444.00,7424.00,8184.00,14476.00,28399.00,1328.00,3008.00,19936.00,4127.00,1920.00,8984.00,96.00,-16128.00,-1090.00,692.00,15476.00,-15689.00
1967:Q3,264171.00,292749.00,266248.00,69510.00,35692.00,151784.00,9263.00,-1.00,26501.00,157772.00,988.00,-64.00,35240.00,33436.00,0.00,3588.00,8708.00,2192.00,332.00,-580.00,2300.00,4464.00,8987.00,5624.00,3592.00,-229.00,-15736.00,2472.00,13089.00,4968.00,46232.00,2606.00,-236.00,5168.00,8327.00,131272.00,0.00,0.00,664.00,50924.00,-740.00,25744.00,-84.00,7968.00,18036.00,42907.00,1752.00,6336.00,29004.00,5815.00,2944.00,11808.00,80.00,-1400.00,-236.00,504.00,23077.00,-28578.00
1967:Q4,271282.00,217794.00,271956.00,70387.00,38380.00,154757.00,8433.00,-1.00,-54162.00,152117.00,2538.00,568.00,11478.00,30768.00,0.00,-2552.00,22492.00,120.00,13720.00,4044.00,-2636.00,7244.00,7991.00,3856.00,4204.00,-69.00,-11776.00,-248.00,16609.00,4884.00,47404.00,3745.00,-1615.00,4908.00,14924.00,206280.00,0.00,0.00,344.00,53152.00,512.00,28600.00,3784.00,6708.00,13548.00,102911.00,58692.00,8556.00,28892.00,6771.00,3716.00,14068.00,48.00,-576.00,-1615.00,912.00,33320.00,53488.00
1968:Q1,275085.00,309802.00,281486.00,75686.00,39255.00,158106.00,8438.00,1.00,28316.00,132376.00,1546.00,1208.00,-1658.00,33692.00,0.00,4184.00,12896.00,-1172.00,10788.00,2272.00,324.00,684.00,11664.00,2260.00,6348.00,3056.00,-11164.00,3692.00,4668.00,4808.00,48468.00,12438.00,10736.00,3624.00,-8426.00,104060.00,0.00,0.00,896.00,44240.00,500.00,25516.00,1068.00,6748.00,10408.00,6116.00,-31996.00,3680.00,26668.00,7764.00,1460.00,4280.00,8.00,21884.00,10736.00,1440.00,13000.00,-34718.00
1968:Q2,283651.00,298331.00,291192.00,77770.00,40542.00,158798.00,14082.00,0.00,7139.00,119607.00,1566.00,1568.00,-3634.00,17052.00,0.00,-2820.00,24420.00,3468.00,6128.00,8976.00,964.00,4884.00,11988.00,11928.00,1664.00,-1604.00,-15680.00,572.00,22748.00,4736.00,50388.00,-10786.00,1319.00,4388.00,11782.00,112468.00,0.00,0.00,240.00,26028.00,196.00,-332.00,4664.00,7388.00,14112.00,56992.00,5072.00,14760.00,27548.00,9612.00,2120.00,20316.00,-32.00,-12164.00,1319.00,492.00,17157.00,-14680.00
1968:Q3,289165.00,308293.00,291914.00,81944.00,41404.00,160885.00,7681.00,0.00,16379.00,169178.00,1340.00,332.00,41764.00,38744.00,0.00,4492.00,-2936.00,2004.00,-3992.00,2404.00,-4340.00,988.00,13168.00,9796.00,5236.00,-1864.00,-23048.00,3636.00,23532.00,4756.00,52856.00,-357.00,923.00,5964.00,4012.00,152798.00,0.00,0.00,184.00,48360.00,5208.00,17668.00,4716.00,7564.00,13204.00,55604.00,10644.00,3976.00,30232.00,10752.00,-1904.00,25492.00,-32.00,-4452.00,923.00,556.00,28067.00,-19128.00
1968:Q4,295583.00,260850.00,297030.00,82208.00,43684.00,165131.00,6007.00,0.00,-36179.00,129354.00,3138.00,-980.00,-998.00,41956.00,0.00,-10168.00,6756.00,288.00,964.00,1644.00,-1292.00,5152.00,4964.00,1588.00,2584.00,792.00,-29088.00,1632.00,23772.00,4856.00,57468.00,2781.00,-343.00,5936.00,17672.00,165534.00,0.00,0.00,344.00,27268.00,-1044.00,200.00,2192.00,12072.00,13848.00,92700.00,35096.00,10076.00,32628.00,14900.00,-2312.00,16900.00,0.00,-848.00,-343.00,612.00,31213.00,34733.00
1969:Q1,304635.00,317528.00,311749.00,83393.00,46126.00,170741.00,11489.00,0.00,5779.00,142134.00,40.00,1076.00,-3604.00,9004.00,0.00,8776.00,45372.00,3740.00,22692.00,3424.00,14356.00,1160.00,-1784.00,-10028.00,3824.00,4420.00,-16236.00,3640.00,20720.00,4948.00,58180.00,8002.00,5627.00,5864.00,-7491.00,136355.00,0.00,0.00,184.00,34880.00,1072.00,4080.00,488.00,15492.00,13748.00,42512.00,636.00,360.00,28896.00,12620.00,1348.00,18168.00,44.00,9220.00,5627.00,1388.00,22984.00,-12892.00
1969:Q2,306509.00,306674.00,310746.00,83799.00,46537.00,171188.00,9222.00,0.00,-4072.00,92429.00,1692.00,-188.00,3452.00,-1040.00,0.00,4816.00,4320.00,2708.00,-14008.00,7412.00,6672.00,1536.00,7416.00,10180.00,-440.00,-2324.00,-20556.00,1120.00,28760.00,5012.00,61440.00,-21492.00,-3000.00,6276.00,14401.00,96501.00,0.00,0.00,232.00,-5064.00,700.00,-30712.00,-1056.00,12880.00,13124.00,65412.00,7412.00,16108.00,30132.00,11760.00,1684.00,23988.00,80.00,-6752.00,-3000.00,1000.00,18922.00,-164.00
1969:Q3,313730.00,327113.00,315838.00,83966.00,46381.00,175297.00,10194.00,0.00,11275.00,162595.00,1848.00,-764.00,17688.00,-20688.00,0.00,17920.00,46420.00,1668.00,21680.00,4944.00,10808.00,7320.00,-5864.00,-8640.00,3720.00,-944.00,-11516.00,4468.00,30320.00,5076.00,64316.00,1317.00,-1887.00,5800.00,8141.00,151320.00,0.00,0.00,128.00,34440.00,2568.00,16496.00,-6016.00,10496.00,10896.00,62372.00,9152.00,14404.00,31188.00,7628.00,3960.00,25680.00,88.00,-3012.00,-1887.00,980.00,28571.00,-13382.00
1969:Q4,308896.00,291753.00,307161.00,84166.00,43857.00,173351.00,5787.00,0.00,-15408.00,159122.00,2796.00,-1780.00,11976.00,1696.00,0.00,-7264.00,35128.00,2000.00,15232.00,6144.00,7512.00,4240.00,20432.00,13444.00,7776.00,-788.00,-20424.00,1656.00,21944.00,5116.00,66196.00,-596.00,-184.00,4356.00,18074.00,174530.00,0.00,0.00,544.00,27396.00,88.00,13132.00,-2632.00,6676.00,10132.00,85428.00,33160.00,13256.00,31392.00,7620.00,6632.00,23212.00,52.00,-6264.00,-184.00,1440.00,36274.00,17143.00
1970:Q1,301946.00,307899.00,304789.00,83256.00,43966.00,175744.00,1823.00,0.00,3109.00,159684.00,-798.00,-4.00,34926.00,13952.00,0.00,-552.00,16056.00,2256.00,4316.00,9084.00,2744.00,-2344.00,3099.00,-1412.00,4816.00,-305.00,840.00,1548.00,10041.00,5364.00,56348.00,-4863.00,13776.00,7396.00,2556.00,156575.00,3468.00,1600.00,252.00,32528.00,3940.00,9544.00,-1808.00,8576.00,12276.00,47067.00,4048.00,12120.00,25704.00,5195.00,5268.00,14244.00,276.00,-3576.00,13776.00,2316.00,39356.00,-5952.00
