1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q4,16837.00,10195.00,6071.00,14131.00,8060.00,4124.00,9453.00,5329.00,6649.00,4069.00,1258.00,487.00,894.00,0.00,-59.00,0.00,-65.00,-66.00,-1.00,2.00,58.00,1470828.00,277090.00
1955:Q1,21893.00,12708.00,6870.00,15223.00,8353.00,5839.00,9062.00,3223.00,9393.00,400.00,6129.00,273.00,2654.00,0.00,-63.00,0.00,-227.00,-206.00,-25.00,3.00,19.00,1492722.00,282520.00
1955:Q2,34772.00,5642.00,7415.00,15911.00,8496.00,-1773.00,5338.00,7111.00,29510.00,5880.00,20878.00,540.00,2199.00,0.00,13.00,0.00,-388.00,-393.00,3.00,2.00,8.00,1527493.00,289051.00
1955:Q3,38818.00,14230.00,7618.00,16270.00,8653.00,6612.00,11973.00,5361.00,24289.00,6791.00,14056.00,-98.00,3573.00,0.00,-33.00,0.00,292.00,258.00,30.00,4.00,8.00,1566312.00,295529.00
1955:Q4,19750.00,12158.00,6968.00,15826.00,8858.00,5190.00,10829.00,5639.00,8280.00,4099.00,1226.00,442.00,2628.00,0.00,-115.00,0.00,-695.00,-736.00,36.00,6.00,7.00,1586061.00,299805.00
1956:Q1,42442.00,14207.00,5832.00,15247.00,9416.00,8375.00,10134.00,1759.00,27669.00,5625.00,16126.00,402.00,5643.00,0.00,-127.00,0.00,536.00,515.00,16.00,5.00,30.00,1628503.00,304135.00
1956:Q2,9739.00,7702.00,5794.00,15357.00,9563.00,1908.00,7169.00,5261.00,1739.00,4885.00,-8611.00,23.00,5727.00,0.00,-285.00,0.00,289.00,270.00,15.00,5.00,9.00,1638242.00,309099.00
1956:Q3,18272.00,14121.00,5564.00,15253.00,9690.00,8558.00,11945.00,3387.00,1945.00,3786.00,-4998.00,-430.00,3862.00,0.00,-274.00,0.00,2185.00,2144.00,37.00,4.00,21.00,1656514.00,313701.00
1956:Q4,38183.00,13153.00,5700.00,15603.00,9903.00,7453.00,12220.00,4767.00,23004.00,924.00,20091.00,426.00,1775.00,0.00,-212.00,0.00,1991.00,1971.00,17.00,4.00,35.00,1694697.00,320348.00
1957:Q1,12592.00,16193.00,6064.00,15663.00,9598.00,10129.00,11290.00,1161.00,-6530.00,3947.00,-13416.00,-171.00,3401.00,0.00,-291.00,0.00,966.00,918.00,47.00,2.00,1963.00,1707289.00,324179.00
1957:Q2,36855.00,9444.00,5692.00,15464.00,9773.00,3752.00,8819.00,5067.00,23541.00,3969.00,16194.00,357.00,3152.00,0.00,-131.00,0.00,1872.00,1872.00,-2.00,2.00,1999.00,1744144.00,328541.00
1957:Q3,-1945.00,15553.00,5396.00,15374.00,9978.00,10157.00,13300.00,3143.00,-19129.00,3689.00,-25112.00,-879.00,3541.00,0.00,-368.00,0.00,-366.00,-392.00,24.00,2.00,1998.00,1742199.00,332983.00
1957:Q4,16702.00,12561.00,5184.00,15244.00,10060.00,7377.00,10482.00,3105.00,2195.00,-769.00,1902.00,-474.00,1867.00,0.00,-330.00,0.00,-6.00,-55.00,48.00,1.00,1952.00,1758901.00,332703.00
1958:Q1,32857.00,15940.00,3857.00,14343.00,10486.00,12083.00,11219.00,-864.00,13514.00,-6446.00,14642.00,424.00,5102.00,0.00,-208.00,0.00,3286.00,3300.00,-16.00,2.00,117.00,1791758.00,334244.00
1958:Q2,26900.00,5675.00,3442.00,14141.00,10698.00,2233.00,5804.00,3571.00,21526.00,2807.00,14808.00,680.00,3406.00,0.00,-175.00,0.00,-375.00,-391.00,12.00,4.00,74.00,1818659.00,337089.00
1958:Q3,53848.00,15124.00,3904.00,14610.00,10706.00,11220.00,14796.00,3576.00,38539.00,6549.00,28963.00,842.00,2351.00,0.00,-166.00,0.00,134.00,130.00,1.00,4.00,51.00,1872507.00,344140.00
1958:Q4,29746.00,12277.00,4665.00,15417.00,10753.00,7612.00,13402.00,5790.00,17753.00,5747.00,10676.00,1174.00,343.00,0.00,-187.00,0.00,-308.00,-311.00,0.00,4.00,24.00,1902253.00,348233.00
1959:Q1,20067.00,15005.00,6380.00,16782.00,10403.00,8625.00,11150.00,2525.00,3950.00,-4530.00,6680.00,462.00,1709.00,0.00,-370.00,0.00,2336.00,2307.00,25.00,4.00,-1224.00,1922319.00,353634.00
1959:Q2,27202.00,8372.00,6819.00,17446.00,10627.00,1553.00,8616.00,7063.00,20304.00,5900.00,12204.00,540.00,1962.00,0.00,-302.00,0.00,-19.00,-38.00,15.00,4.00,-1455.00,1949521.00,360706.00
1959:Q3,12414.00,14276.00,6830.00,17576.00,10747.00,7446.00,13716.00,6270.00,340.00,5019.00,-4766.00,-581.00,1177.00,0.00,-509.00,0.00,-732.00,-747.00,11.00,3.00,-1469.00,1961935.00,362351.00
1959:Q4,33163.00,10123.00,6056.00,16894.00,10837.00,4067.00,10875.00,6808.00,25178.00,3636.00,20144.00,736.00,1022.00,0.00,-360.00,0.00,-794.00,-801.00,4.00,3.00,-1344.00,1995098.00,366933.00
1960:Q1,7698.00,17401.00,6151.00,17355.00,11204.00,11250.00,12174.00,924.00,-9797.00,8444.00,-19677.00,-817.00,2897.00,0.00,-644.00,0.00,53.00,62.00,-10.00,1.00,42.00,2002797.00,371809.00
1960:Q2,16839.00,7346.00,5794.00,17104.00,11310.00,1552.00,8411.00,6859.00,9299.00,599.00,6970.00,452.00,1686.00,0.00,-407.00,0.00,121.00,112.00,10.00,0.00,72.00,2019635.00,376097.00
1960:Q3,-5045.00,13816.00,5340.00,16764.00,11425.00,8476.00,13058.00,4582.00,-18739.00,2768.00,-23220.00,-725.00,3125.00,0.00,-687.00,0.00,-233.00,-232.00,-1.00,0.00,111.00,2014590.00,378212.00
1960:Q4,53122.00,11132.00,4916.00,16426.00,11510.00,6216.00,11699.00,5483.00,41858.00,-2045.00,39811.00,1249.00,3117.00,0.00,-274.00,0.00,-3.00,11.00,-12.00,-1.00,135.00,2067712.00,379743.00
1961:Q1,50331.00,11186.00,4208.00,15763.00,11555.00,6977.00,7738.00,761.00,39435.00,-5351.00,38975.00,1996.00,4071.00,0.00,-256.00,0.00,-363.00,-370.00,4.00,2.00,74.00,2118043.00,384139.00
1961:Q2,21799.00,9895.00,4429.00,16013.00,11585.00,5467.00,11668.00,6201.00,11404.00,7285.00,612.00,275.00,3914.00,0.00,-681.00,0.00,467.00,475.00,-7.00,-1.00,33.00,2139843.00,389955.00
1961:Q3,35889.00,13579.00,4871.00,16541.00,11670.00,8707.00,12982.00,4275.00,21827.00,6155.00,10779.00,593.00,4913.00,0.00,-613.00,0.00,433.00,444.00,-10.00,-2.00,50.00,2175732.00,396568.00
1961:Q4,54987.00,13036.00,5427.00,17192.00,11765.00,7609.00,14745.00,7136.00,42892.00,5329.00,32632.00,1314.00,4093.00,0.00,-475.00,0.00,-658.00,-641.00,-14.00,-3.00,-283.00,2230719.00,404670.00
1962:Q1,12169.00,15567.00,5722.00,17530.00,11808.00,9846.00,11173.00,1327.00,-914.00,4196.00,-8709.00,-216.00,4728.00,0.00,-913.00,0.00,-179.00,-171.00,-7.00,-1.00,-2306.00,2242888.00,410327.00
1962:Q2,-96217.00,9111.00,6087.00,17997.00,11910.00,3024.00,10123.00,7099.00,-103093.00,929.00,-101086.00,-5008.00,3790.00,0.00,-1718.00,0.00,40.00,47.00,-5.00,-2.00,-2275.00,2146671.00,416111.00
1962:Q3,38528.00,14728.00,6044.00,18079.00,12034.00,8684.00,14899.00,6215.00,25168.00,647.00,19937.00,483.00,4590.00,0.00,-489.00,0.00,425.00,428.00,-3.00,-1.00,-1794.00,2185199.00,419364.00
1962:Q4,104052.00,13318.00,6295.00,18476.00,12181.00,7023.00,14518.00,7495.00,93903.00,4528.00,84434.00,1903.00,3386.00,0.00,-348.00,0.00,-984.00,-966.00,-16.00,-2.00,-2185.00,2289251.00,424328.00
1963:Q1,45902.00,14816.00,6486.00,18805.00,12319.00,8330.00,11240.00,2910.00,31454.00,3555.00,25642.00,1043.00,1829.00,0.00,-615.00,0.00,-193.00,-184.00,-5.00,-5.00,-175.00,2335153.00,429172.00
1963:Q2,31739.00,10151.00,7028.00,19486.00,12458.00,3124.00,12641.00,9517.00,21314.00,-3176.00,23594.00,1009.00,597.00,0.00,-710.00,0.00,354.00,356.00,-2.00,1.00,-81.00,2366892.00,433795.00
1963:Q3,41576.00,15248.00,7078.00,19714.00,12637.00,8171.00,15688.00,7517.00,26208.00,5855.00,21574.00,441.00,-874.00,0.00,-787.00,0.00,315.00,312.00,3.00,0.00,-196.00,2408467.00,440663.00
1963:Q4,-5519.00,17155.00,7368.00,20186.00,12818.00,9788.00,18802.00,9014.00,-22896.00,532.00,-24938.00,446.00,1891.00,0.00,-827.00,0.00,388.00,384.00,2.00,2.00,-166.00,2402948.00,449518.00
1964:Q1,46763.00,18648.00,8002.00,21005.00,13002.00,10645.00,14610.00,3965.00,28182.00,-3337.00,30147.00,1588.00,567.00,0.00,-784.00,0.00,116.00,120.00,-4.00,1.00,-183.00,2449711.00,460550.00
1964:Q2,43661.00,13070.00,7932.00,21138.00,13206.00,5138.00,14735.00,9597.00,31093.00,8775.00,16998.00,408.00,5868.00,0.00,-956.00,0.00,-300.00,-299.00,0.00,-1.00,-202.00,2493371.00,474004.00
1964:Q3,46089.00,22387.00,8145.00,21546.00,13401.00,14242.00,21054.00,6812.00,24145.00,1462.00,18806.00,1111.00,3771.00,0.00,-1005.00,0.00,-415.00,-410.00,-3.00,-2.00,-29.00,2539460.00,481748.00
1964:Q4,43413.00,18642.00,7570.00,21178.00,13608.00,11072.00,20133.00,9061.00,28842.00,8059.00,15250.00,-423.00,7091.00,0.00,-1135.00,0.00,-622.00,-610.00,-7.00,-5.00,-3449.00,2582873.00,488849.00
1965:Q1,43656.00,21519.00,8952.00,22687.00,13735.00,12567.00,16046.00,3479.00,22235.00,2149.00,15699.00,769.00,4766.00,0.00,-1148.00,0.00,-90.00,-76.00,-6.00,-8.00,-8.00,2626529.00,496179.00
1965:Q2,-4343.00,13568.00,8816.00,22816.00,14000.00,4752.00,14357.00,9605.00,-17117.00,393.00,-20565.00,-707.00,5222.00,0.00,-1460.00,0.00,-811.00,-800.00,-8.00,-3.00,18.00,2622186.00,504323.00
1965:Q3,77926.00,25817.00,9123.00,23343.00,14220.00,16694.00,23610.00,6916.00,53284.00,811.00,48618.00,2020.00,2571.00,0.00,-736.00,0.00,-1217.00,-1223.00,9.00,-2.00,41.00,2700112.00,520063.00
1965:Q4,79688.00,20982.00,9555.00,23988.00,14433.00,11427.00,20828.00,9401.00,59999.00,10051.00,38771.00,1808.00,10570.00,0.00,-1201.00,0.00,-1367.00,-1356.00,-16.00,6.00,74.00,2779800.00,532157.00
1966:Q1,6373.00,27777.00,10222.00,24844.00,14623.00,17555.00,20393.00,2838.00,-21718.00,-5472.00,-17224.00,-86.00,2693.00,0.00,-1629.00,0.00,-73.00,-81.00,9.00,-1.00,388.00,2786174.00,541610.00
1966:Q2,30791.00,16790.00,9009.00,23948.00,14939.00,7781.00,17477.00,9696.00,12334.00,25000.00,-23474.00,-1353.00,13935.00,0.00,-1774.00,0.00,1263.00,1233.00,31.00,-1.00,404.00,2816965.00,547482.00
1966:Q3,-29806.00,28555.00,9035.00,24311.00,15277.00,19521.00,23412.00,3891.00,-60105.00,-2110.00,-56867.00,-3386.00,4357.00,0.00,-2100.00,0.00,1325.00,1285.00,39.00,2.00,419.00,2787159.00,558405.00
1966:Q4,89864.00,22159.00,8250.00,23883.00,15633.00,13910.00,20381.00,6471.00,65860.00,16252.00,39562.00,2059.00,9014.00,0.00,-1027.00,0.00,1413.00,1356.00,57.00,-1.00,433.00,2877023.00,569276.00
1967:Q1,106356.00,28368.00,7537.00,23382.00,15846.00,20831.00,20747.00,-84.00,78677.00,492.00,72045.00,3834.00,2686.00,0.00,-380.00,0.00,-435.00,-451.00,15.00,1.00,-255.00,2983379.00,579473.00
1967:Q2,38648.00,17605.00,8782.00,24859.00,16077.00,8823.00,16158.00,7335.00,20279.00,4916.00,9693.00,834.00,6159.00,0.00,-1323.00,0.00,1193.00,1182.00,11.00,-1.00,-429.00,3022026.00,586742.00
1967:Q3,86398.00,29573.00,8839.00,25262.00,16423.00,20735.00,26797.00,6062.00,54299.00,6883.00,40664.00,2404.00,5345.00,0.00,-996.00,0.00,2948.00,2919.00,24.00,5.00,-423.00,3108424.00,597730.00
1967:Q4,65834.00,14877.00,9115.00,25964.00,16849.00,5762.00,27435.00,21673.00,48505.00,14505.00,25048.00,1122.00,9544.00,0.00,-1714.00,0.00,2789.00,2751.00,30.00,8.00,-337.00,3174258.00,607193.00
1968:Q1,19958.00,40567.00,10017.00,27360.00,17343.00,30551.00,22150.00,-8401.00,-22883.00,18782.00,-46472.00,-3281.00,10469.00,0.00,-2382.00,0.00,1971.00,1948.00,13.00,10.00,303.00,3194216.00,624074.00
1968:Q2,138502.00,19891.00,10249.00,28020.00,17771.00,9643.00,22129.00,12486.00,116703.00,13582.00,90099.00,4958.00,8651.00,0.00,-586.00,0.00,1950.00,1887.00,49.00,15.00,-43.00,3332717.00,640936.00
1968:Q3,62011.00,28990.00,10944.00,29161.00,18217.00,18046.00,25645.00,7599.00,29943.00,8561.00,14635.00,1778.00,6632.00,0.00,-1662.00,0.00,2629.00,2568.00,44.00,17.00,448.00,3394728.00,649143.00
1968:Q4,168645.00,20418.00,10893.00,29637.00,18744.00,9525.00,22888.00,13363.00,145029.00,35084.00,94689.00,896.00,16187.00,0.00,-1827.00,0.00,2940.00,2866.00,55.00,19.00,259.00,3563373.00,660843.00
1969:Q1,16558.00,30136.00,11208.00,30384.00,19177.00,18928.00,19653.00,725.00,-15535.00,19474.00,-40714.00,-1864.00,10193.00,0.00,-2624.00,0.00,1953.00,1905.00,25.00,23.00,4.00,3579931.00,668721.00
1969:Q2,5481.00,16143.00,10865.00,30512.00,19647.00,5278.00,16757.00,11479.00,-13616.00,12923.00,-31146.00,-2977.00,10063.00,0.00,-2479.00,0.00,2515.00,2461.00,32.00,22.00,439.00,3585411.00,684766.00
1969:Q3,20307.00,29640.00,10424.00,30540.00,20117.00,19216.00,25065.00,5849.00,-11112.00,6779.00,-18278.00,-973.00,4048.00,0.00,-2688.00,0.00,1738.00,1654.00,62.00,22.00,41.00,3605718.00,707850.00
1969:Q4,17718.00,29890.00,9605.00,30119.00,20515.00,20286.00,31356.00,11070.00,-14247.00,18875.00,-40657.00,-803.00,10525.00,0.00,-2187.00,0.00,2219.00,2134.00,61.00,24.00,-144.00,3623436.00,721675.00
1970:Q1,24636.00,35773.00,8944.00,29847.00,20903.00,26830.00,23257.00,-3573.00,-15438.00,-135.00,-24056.00,324.00,5534.00,0.00,2895.00,0.00,689.00,609.00,57.00,23.00,3613.00,3648072.00,737189.00
1970:Q2,-71520.00,23226.00,8749.00,29957.00,21208.00,14478.00,21037.00,6559.00,-97350.00,28082.00,-132400.00,-9094.00,18968.00,0.00,-2907.00,0.00,1435.00,1360.00,51.00,23.00,1170.00,3576552.00,754131.00
1970:Q3,129569.00,42907.00,8824.00,30395.00,21571.00,34082.00,41021.00,6939.00,82351.00,-5626.00,84634.00,4202.00,-3177.00,0.00,2318.00,0.00,2590.00,2535.00,33.00,22.00,1721.00,3706121.00,773379.00
1970:Q4,125442.00,30787.00,8062.00,30067.00,22005.00,22726.00,31728.00,9002.00,87057.00,13665.00,59052.00,2431.00,10354.00,0.00,1556.00,0.00,5894.00,5795.00,73.00,26.00,1704.00,3831564.00,781410.00
1971:Q1,162638.00,43929.00,10687.00,33253.00,22566.00,33242.00,35995.00,2753.00,112223.00,20950.00,64628.00,5479.00,19109.00,0.00,2057.00,0.00,4884.00,4756.00,98.00,30.00,1603.00,3994202.00,804631.00
1971:Q2,69835.00,32876.00,11902.00,35065.00,23163.00,20974.00,34626.00,13652.00,32215.00,19814.00,-3573.00,266.00,15683.00,0.00,25.00,0.00,2393.00,2318.00,52.00,24.00,2352.00,4064037.00,825671.00
1971:Q3,56887.00,38186.00,12693.00,36341.00,23649.00,25494.00,38238.00,12744.00,18229.00,18483.00,-14680.00,-405.00,14216.00,0.00,616.00,0.00,-1078.00,-1097.00,-1.00,20.00,1550.00,4120925.00,838197.00
1971:Q4,119380.00,32185.00,13923.00,37896.00,23973.00,18263.00,34550.00,16287.00,88358.00,15848.00,53124.00,2835.00,15538.00,0.00,1014.00,0.00,-2233.00,-2204.00,-38.00,8.00,1070.00,4240305.00,853224.00
1972:Q1,156525.00,47519.00,15068.00,39456.00,24387.00,32450.00,39697.00,7247.00,103805.00,35000.00,43782.00,2152.00,21330.00,0.00,1542.00,0.00,3201.00,3149.00,36.00,15.00,2000.00,4396830.00,866178.00
1972:Q2,60074.00,29247.00,15610.00,40606.00,24996.00,13637.00,33319.00,19682.00,28129.00,13155.00,-2293.00,-320.00,17645.00,0.00,-58.00,0.00,1878.00,1866.00,-3.00,15.00,821.00,4456904.00,880089.00
1972:Q3,122258.00,44647.00,16201.00,41772.00,25571.00,28446.00,43898.00,15452.00,73566.00,30907.00,22263.00,-250.00,20406.00,0.00,241.00,0.00,1886.00,1900.00,-31.00,17.00,2158.00,4579162.00,904924.00
1972:Q4,243618.00,39580.00,17976.00,44160.00,26184.00,21604.00,40643.00,19039.00,204259.00,48160.00,124265.00,3205.00,27041.00,0.00,1589.00,0.00,-1460.00,-1422.00,-65.00,26.00,1239.00,4822780.00,948551.00
1973:Q1,24101.00,51902.00,20407.00,47185.00,26778.00,31495.00,42521.00,11026.00,-19708.00,21443.00,-67278.00,-5403.00,33419.00,0.00,-1889.00,0.00,2633.00,2643.00,-35.00,25.00,-10725.00,4846882.00,966902.00
1973:Q2,37475.00,42544.00,19252.00,46840.00,27589.00,23292.00,42201.00,18909.00,2154.00,36944.00,-66402.00,-4312.00,38234.00,0.00,-2310.00,0.00,4404.00,4288.00,63.00,53.00,-11626.00,4884357.00,993408.00
1973:Q3,184394.00,48718.00,18207.00,46664.00,28457.00,30512.00,49606.00,19094.00,143823.00,50853.00,46507.00,3820.00,41105.00,0.00,1538.00,0.00,3307.00,3136.00,85.00,86.00,-11454.00,5068751.00,1015959.00
1973:Q4,-39413.00,50718.00,16430.00,45669.00,29240.00,34288.00,50702.00,16414.00,-82407.00,33312.00,-136627.00,-4572.00,29121.00,0.00,-3641.00,0.00,2590.00,2426.00,51.00,114.00,-10313.00,5029338.00,1048213.00
1974:Q1,31073.00,52682.00,14622.00,44736.00,30114.00,38059.00,42110.00,4051.00,-25828.00,-18369.00,-30464.00,-1842.00,24532.00,0.00,315.00,0.00,5189.00,4969.00,119.00,101.00,-969.00,5060411.00,1061597.00
1974:Q2,-19298.00,27591.00,14691.00,45536.00,30846.00,12900.00,33493.00,20593.00,-59341.00,-8504.00,-71873.00,-3534.00,27486.00,0.00,-2916.00,0.00,12051.00,11635.00,316.00,101.00,401.00,5041113.00,1081469.00
1974:Q3,-52240.00,37994.00,15129.00,47082.00,31953.00,22865.00,41085.00,18220.00,-108394.00,6014.00,-150075.00,-7465.00,49404.00,0.00,-6272.00,0.00,18784.00,18123.00,566.00,95.00,-623.00,4988874.00,1111700.00
1974:Q4,145524.00,44536.00,10410.00,43839.00,33429.00,34126.00,47300.00,13174.00,82707.00,34999.00,4790.00,2360.00,38530.00,0.00,2028.00,0.00,16357.00,15516.00,749.00,91.00,1925.00,5134398.00,1138457.00
1975:Q1,258127.00,57995.00,10495.00,44703.00,34208.00,47500.00,46504.00,-996.00,204525.00,57267.00,103492.00,5131.00,31872.00,0.00,6764.00,0.00,8679.00,8063.00,543.00,73.00,-13072.00,5392525.00,1157933.00
1975:Q2,235061.00,46154.00,11651.00,46657.00,35006.00,34503.00,50933.00,16430.00,173957.00,49954.00,78485.00,4796.00,35156.00,0.00,5566.00,0.00,9862.00,9453.00,350.00,59.00,5088.00,5627586.00,1226477.00
1975:Q3,-17899.00,48728.00,14351.00,50235.00,35884.00,34378.00,54452.00,20074.00,-74944.00,-9869.00,-79663.00,-4457.00,21156.00,0.00,-2111.00,0.00,5948.00,5814.00,88.00,46.00,2368.00,5609687.00,1231254.00
1975:Q4,165946.00,55304.00,16174.00,52817.00,36643.00,39130.00,62492.00,23362.00,100312.00,31415.00,41739.00,2137.00,22489.00,0.00,2532.00,0.00,8528.00,8389.00,106.00,32.00,1802.00,5775633.00,1261488.00
1976:Q1,205290.00,55228.00,18704.00,56522.00,37818.00,36524.00,45203.00,8679.00,149769.00,22840.00,91629.00,4641.00,26338.00,0.00,4320.00,0.00,6358.00,6119.00,215.00,24.00,-6065.00,5980923.00,1290456.00
1976:Q2,174255.00,49779.00,19389.00,58125.00,38736.00,30390.00,57042.00,26652.00,125821.00,60914.00,16786.00,720.00,47434.00,0.00,-32.00,0.00,5023.00,4835.00,112.00,77.00,-6369.00,6155178.00,1308055.00
1976:Q3,113433.00,48091.00,19539.00,59163.00,39624.00,28552.00,53612.00,25060.00,66102.00,26064.00,10078.00,-558.00,30553.00,0.00,-36.00,0.00,5749.00,5524.00,167.00,58.00,-6509.00,6268612.00,1337692.00
1976:Q4,165173.00,62768.00,22502.00,63104.00,40602.00,40266.00,68368.00,28102.00,103598.00,40264.00,23865.00,788.00,38353.00,0.00,328.00,0.00,8878.00,8595.00,218.00,65.00,-10070.00,6433785.00,1366910.00
1977:Q1,103759.00,61545.00,24240.00,66503.00,42263.00,37305.00,54386.00,17081.00,36403.00,55044.00,-56389.00,-2679.00,42933.00,0.00,-2506.00,0.00,7579.00,7419.00,136.00,24.00,-1767.00,6537543.00,1391164.00
1977:Q2,180479.00,36900.00,27327.00,70803.00,43476.00,9573.00,48206.00,38633.00,140528.00,81123.00,19587.00,2214.00,37537.00,0.00,66.00,0.00,4364.00,4201.00,116.00,48.00,-1313.00,6718023.00,1432595.00
1977:Q3,137825.00,58744.00,28082.00,72651.00,44569.00,30662.00,68746.00,38084.00,72149.00,59953.00,-29237.00,-1022.00,44722.00,0.00,-2266.00,0.00,8055.00,7816.00,172.00,67.00,-1124.00,6855848.00,1476478.00
1977:Q4,156975.00,59429.00,28766.00,74660.00,45894.00,30663.00,68512.00,37849.00,86918.00,68742.00,-27924.00,-10.00,46536.00,0.00,-426.00,0.00,10340.00,10039.00,220.00,82.00,289.00,7012823.00,1526535.00
1978:Q1,168090.00,70245.00,27382.00,75233.00,47851.00,42863.00,66408.00,23545.00,87603.00,57166.00,-34178.00,-1218.00,67316.00,0.00,-1483.00,0.00,10349.00,10053.00,259.00,37.00,-107.00,7180913.00,1562876.00
1978:Q2,249022.00,41727.00,32248.00,81500.00,49252.00,9479.00,59740.00,50261.00,196554.00,86430.00,40670.00,2833.00,63410.00,0.00,3211.00,0.00,11322.00,10942.00,321.00,60.00,-582.00,7429935.00,1610855.00
1978:Q3,247915.00,58230.00,31620.00,82499.00,50879.00,26610.00,73980.00,47370.00,178660.00,72671.00,43546.00,1967.00,56427.00,0.00,4049.00,0.00,12454.00,11943.00,403.00,108.00,-1428.00,7677850.00,1651029.00
1978:Q4,173550.00,57865.00,31661.00,84176.00,52515.00,26204.00,69994.00,43790.00,97966.00,74038.00,-30704.00,-2619.00,59005.00,0.00,-1754.00,0.00,13881.00,13276.00,458.00,147.00,3838.00,7851400.00,1695518.00
1979:Q1,310839.00,62089.00,30008.00,84006.00,53999.00,32081.00,58275.00,26194.00,235083.00,108367.00,42857.00,2244.00,75426.00,0.00,6190.00,0.00,15804.00,15271.00,420.00,113.00,-2137.00,8162239.00,1745731.00
1979:Q2,268702.00,42147.00,28075.00,83835.00,55759.00,14072.00,60801.00,46729.00,208986.00,110348.00,19290.00,903.00,77734.00,0.00,712.00,0.00,17423.00,16812.00,467.00,144.00,146.00,8430942.00,1777854.00
1979:Q3,284121.00,54758.00,28870.00,86396.00,57526.00,25888.00,75395.00,49507.00,217506.00,86501.00,50234.00,2305.00,75099.00,0.00,3368.00,0.00,12733.00,12103.00,456.00,174.00,-877.00,8715062.00,1830535.00
1979:Q4,276745.00,77793.00,26423.00,85517.00,59094.00,51370.00,95214.00,43844.00,177873.00,71761.00,37793.00,489.00,69028.00,0.00,-1199.00,0.00,18714.00,18012.00,531.00,171.00,2365.00,8991807.00,1883009.00
1980:Q1,186495.00,66746.00,23906.00,84840.00,60933.00,42839.00,61617.00,18778.00,97275.00,101353.00,-53069.00,-3483.00,59133.00,0.00,-6659.00,0.00,26310.00,25264.00,835.00,211.00,-3836.00,9178303.00,1945976.00
1980:Q2,351605.00,64551.00,12523.00,75527.00,63004.00,52028.00,69374.00,17346.00,269617.00,76576.00,106360.00,4237.00,74683.00,0.00,7761.00,0.00,21845.00,20792.00,875.00,178.00,-4409.00,9529907.00,1964614.00
1980:Q3,405490.00,84170.00,15442.00,79927.00,64485.00,68729.00,104445.00,35716.00,307289.00,113574.00,103802.00,4571.00,78805.00,0.00,6538.00,0.00,17096.00,16129.00,793.00,175.00,-3065.00,9935397.00,2035013.00
1980:Q4,338877.00,88996.00,19493.00,85296.00,65803.00,69503.00,111570.00,42067.00,230649.00,45718.00,103773.00,2527.00,74766.00,0.00,3865.00,0.00,16151.00,15334.00,613.00,204.00,3082.00,10274275.00,2126202.00
1981:Q1,192858.00,90866.00,20390.00,87426.00,67036.00,70476.00,80024.00,9548.00,92277.00,31983.00,10594.00,-603.00,52065.00,0.00,-1762.00,0.00,11167.00,10335.00,674.00,158.00,-1451.00,10467133.00,2173012.00
1981:Q2,271976.00,62676.00,17717.00,85922.00,68206.00,44960.00,81734.00,36774.00,191106.00,165645.00,-12798.00,-305.00,41938.00,0.00,-3374.00,0.00,17601.00,16648.00,722.00,231.00,593.00,10739109.00,2208757.00
1981:Q3,82953.00,108521.00,17509.00,87077.00,69569.00,91013.00,121476.00,30463.00,-40870.00,95093.00,-142761.00,-5341.00,22016.00,0.00,-9877.00,0.00,13431.00,12794.00,482.00,155.00,1871.00,10822062.00,2290864.00
1981:Q4,288978.00,101117.00,11187.00,81971.00,70785.00,89930.00,116017.00,26087.00,175361.00,51528.00,81537.00,2337.00,33506.00,0.00,6453.00,0.00,11866.00,11158.00,482.00,226.00,634.00,11111041.00,2330261.00
1982:Q1,95236.00,87824.00,12665.00,83111.00,70446.00,75159.00,78795.00,3636.00,4090.00,91330.00,-124455.00,-3259.00,37482.00,0.00,2992.00,0.00,9166.00,8702.00,281.00,184.00,-5844.00,11206277.00,2362593.00
1982:Q2,108020.00,68020.00,12389.00,83703.00,71315.00,55632.00,80507.00,24875.00,29700.00,22953.00,-26610.00,51.00,31064.00,0.00,2241.00,0.00,8850.00,8140.00,565.00,146.00,1450.00,11314297.00,2398832.00
1982:Q3,220414.00,116805.00,12601.00,84724.00,72123.00,104204.00,127399.00,23195.00,92893.00,4622.00,59389.00,4396.00,12807.00,0.00,11679.00,0.00,3960.00,3663.00,214.00,83.00,6756.00,11534710.00,2449613.00
1982:Q4,329839.00,83560.00,16843.00,89525.00,72683.00,66718.00,103513.00,36795.00,246655.00,30982.00,190106.00,7795.00,18041.00,0.00,-269.00,0.00,3085.00,2954.00,33.00,98.00,-3461.00,11864549.00,2487935.00
1983:Q1,341776.00,108067.00,22532.00,94666.00,72135.00,85535.00,97814.00,12279.00,193356.00,35528.00,99972.00,4546.00,39608.00,0.00,13702.00,0.00,7202.00,6821.00,242.00,139.00,33152.00,12206325.00,2530931.00
