1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q2,1056941.00,145947.00,910993.00,859124.00,51869.00,746.00,8348.00,26697.00,110284.00,2596.00,178652.00,190644.00,171292.00,110056.00,52580.00,9500.00,-844.00,19352.00,106144.00,406.00,4419.00,34676.00,-20478.00,37551.00,28579.00,-5157.00,15826.00,-1697.00,2916.00,2431.00,485.00,0.00,-27819.00,104.00,718.00,7201.00,67734.00,-5676.00,4392.00,86792.00,107.00,85958.00,66506.00,16396.00,598.00,1143.00,1315.00,667.00,60.00,-11992.00
1988:Q3,1079737.00,123691.00,956046.00,876971.00,79075.00,60.00,-4958.00,24107.00,112728.00,2926.00,218003.00,236114.00,171256.00,109397.00,53137.00,9581.00,-858.00,64858.00,146255.00,188.00,-5180.00,42931.00,2441.00,45676.00,25813.00,4210.00,16659.00,-1006.00,469.00,-287.00,756.00,0.00,-9184.00,-4386.00,730.00,6108.00,70691.00,-9701.00,5472.00,81397.00,704.00,79862.00,57485.00,15710.00,1237.00,4115.00,1315.00,667.00,164.00,-18112.00
1988:Q4,1101224.00,121529.00,979695.00,895958.00,83737.00,379.00,-12503.00,25823.00,115210.00,2947.00,234706.00,252680.00,175964.00,113065.00,53958.00,9820.00,-879.00,76716.00,154887.00,353.00,13930.00,41068.00,8360.00,51568.00,22920.00,21728.00,18100.00,-11180.00,1593.00,-10.00,1603.00,0.00,-42389.00,-2497.00,730.00,8488.00,79366.00,-12052.00,6369.00,78171.00,575.00,76598.00,55243.00,19368.00,3.00,2076.00,-92.00,643.00,355.00,-17974.00
1989:Q1,1133175.00,122154.00,1011022.00,910995.00,100026.00,-72.00,10167.00,24686.00,116987.00,2887.00,228572.00,224627.00,175904.00,113155.00,53567.00,10079.00,-896.00,48723.00,75047.00,445.00,-17962.00,23451.00,27116.00,1984.00,15276.00,-4025.00,-1150.00,-8117.00,1857.00,1374.00,483.00,0.00,-30212.00,-1175.00,1467.00,3824.00,63070.00,-2368.00,3551.00,26324.00,-293.00,22623.00,35752.00,-9113.00,-2807.00,-3433.00,2224.00,4086.00,-92.00,3945.00
1989:Q2,1146907.00,178979.00,967928.00,927855.00,40074.00,869.00,9594.00,24513.00,119278.00,3147.00,171993.00,183522.00,176459.00,114758.00,52305.00,10326.00,-930.00,7062.00,92782.00,-121.00,-4269.00,3172.00,17529.00,22337.00,19502.00,-7279.00,6052.00,4062.00,8213.00,5917.00,2296.00,0.00,-35369.00,6924.00,1507.00,8527.00,71758.00,-11277.00,3851.00,85720.00,246.00,81247.00,57616.00,16424.00,-938.00,6427.00,1718.00,4112.00,115.00,-11528.00
1989:Q3,1160757.00,138217.00,1022541.00,942394.00,80146.00,-70.00,-6245.00,25973.00,121162.00,1797.00,231660.00,223329.00,179475.00,117619.00,52095.00,10730.00,-968.00,43854.00,123549.00,236.00,-3778.00,30789.00,31819.00,30233.00,3726.00,10869.00,10078.00,5560.00,-5798.00,-8153.00,2355.00,0.00,-34660.00,8205.00,1511.00,5640.00,66722.00,-12247.00,4876.00,79695.00,954.00,74461.00,64197.00,14590.00,-6421.00,542.00,1553.00,4152.00,128.00,8331.00
1989:Q4,1179035.00,128385.00,1050650.00,954387.00,96264.00,522.00,-11810.00,21171.00,123217.00,2956.00,250027.00,273097.00,175361.00,114419.00,51182.00,10771.00,-1012.00,97736.00,198688.00,205.00,27703.00,28099.00,2110.00,53129.00,7084.00,24620.00,15003.00,6422.00,13918.00,11055.00,2863.00,0.00,-23011.00,12992.00,1471.00,11344.00,76186.00,-10296.00,4838.00,100952.00,2244.00,93862.00,67307.00,25078.00,621.00,-871.00,1727.00,4168.00,678.00,-23070.00
1990:Q1,1203308.00,125713.00,1077595.00,975666.00,101929.00,-76.00,11700.00,26212.00,124712.00,3400.00,237678.00,317909.00,182501.00,120535.00,51918.00,11079.00,-1032.00,135408.00,165021.00,-119.00,-16439.00,15669.00,27001.00,34512.00,18425.00,3602.00,15180.00,-2695.00,-1297.00,-4545.00,3248.00,0.00,2126.00,7434.00,1472.00,6394.00,75465.00,4127.00,8676.00,29613.00,167.00,27082.00,45632.00,-16965.00,-7410.00,4093.00,1732.00,2724.00,-360.00,-80231.00
1990:Q2,1222232.00,183876.00,1038356.00,987254.00,51102.00,502.00,9622.00,20214.00,127136.00,4683.00,184649.00,229485.00,176672.00,116563.00,50057.00,11119.00,-1067.00,52813.00,126608.00,557.00,8800.00,-4018.00,-18881.00,48321.00,9138.00,15413.00,14651.00,9119.00,4224.00,1668.00,2556.00,0.00,-16104.00,10597.00,1442.00,7537.00,79095.00,3336.00,1702.00,73796.00,813.00,70216.00,60499.00,6392.00,699.00,1067.00,1559.00,2756.00,11.00,-44835.00
1990:Q3,1237661.00,145499.00,1092162.00,1003866.00,88296.00,4.00,-7411.00,17826.00,128768.00,3892.00,238414.00,280325.00,173407.00,115431.00,47622.00,11445.00,-1091.00,106919.00,180093.00,637.00,-6001.00,15404.00,21957.00,56788.00,44995.00,9865.00,-73.00,2001.00,5710.00,2972.00,2738.00,0.00,-8093.00,-938.00,1456.00,6918.00,73818.00,7527.00,4911.00,73174.00,570.00,69859.00,51326.00,13590.00,8167.00,-4965.00,1741.00,2795.00,-50.00,-41912.00
1990:Q4,1243222.00,139580.00,1103642.00,1009521.00,94121.00,415.00,-11944.00,13697.00,130299.00,3781.00,246695.00,293367.00,168009.00,112479.00,45090.00,11545.00,-1106.00,125359.00,189806.00,335.00,2101.00,23150.00,8846.00,76126.00,23801.00,6743.00,6122.00,39460.00,11868.00,9491.00,2377.00,0.00,-34715.00,11772.00,1501.00,6174.00,72568.00,5418.00,4662.00,64448.00,1429.00,59725.00,42519.00,12089.00,-569.00,3420.00,2266.00,2807.00,487.00,-46672.00
1991:Q1,1245950.00,123247.00,1122703.00,1011673.00,111030.00,-8.00,9746.00,10257.00,131902.00,3882.00,239553.00,323014.00,163999.00,110316.00,43094.00,11654.00,-1065.00,159015.00,171105.00,532.00,20240.00,8887.00,51632.00,-15519.00,-12891.00,-11999.00,-4037.00,13408.00,-363.00,-1489.00,1126.00,0.00,21086.00,9155.00,995.00,6029.00,63216.00,3370.00,1846.00,12090.00,-199.00,10193.00,39897.00,-22184.00,-11007.00,1307.00,2180.00,2224.00,-128.00,-83461.00
1991:Q2,1260745.00,174397.00,1086348.00,1025453.00,60895.00,799.00,11066.00,9676.00,133635.00,3741.00,190198.00,178863.00,166835.00,111148.00,44945.00,11809.00,-1066.00,12029.00,82848.00,-2.00,-1014.00,-51535.00,-27369.00,45423.00,10186.00,3631.00,20502.00,11104.00,-390.00,-2241.00,1851.00,0.00,348.00,21190.00,1042.00,8537.00,80959.00,3286.00,2373.00,70820.00,1430.00,67352.00,60961.00,-901.00,3828.00,1269.00,2195.00,2265.00,-227.00,11334.00
1991:Q3,1273419.00,150605.00,1122814.00,1037185.00,85629.00,233.00,-7220.00,11009.00,134736.00,4120.00,234707.00,244798.00,171189.00,113273.00,47106.00,11876.00,-1065.00,73610.00,124862.00,452.00,2574.00,-19900.00,-9150.00,16344.00,8499.00,3957.00,16200.00,-12312.00,12159.00,11513.00,646.00,0.00,-3007.00,26583.00,1062.00,4400.00,79590.00,11348.00,2406.00,51252.00,2102.00,47087.00,23855.00,1194.00,9729.00,10112.00,2197.00,2292.00,-229.00,-10092.00
1991:Q4,1293272.00,140652.00,1152620.00,1044288.00,108332.00,490.00,-11542.00,8421.00,136012.00,2709.00,262088.00,290490.00,170793.00,111664.00,48212.00,11982.00,-1064.00,119697.00,193953.00,46.00,32579.00,-19677.00,2867.00,13642.00,5702.00,-925.00,2380.00,6485.00,21100.00,22827.00,-1727.00,0.00,7083.00,33801.00,1045.00,6206.00,81849.00,9317.00,4096.00,74256.00,484.00,71634.00,49788.00,13081.00,-4402.00,10983.00,2184.00,2276.00,-138.00,-28402.00
1992:Q1,1322541.00,128554.00,1193988.00,1068571.00,125417.00,-293.00,10211.00,12690.00,136684.00,3935.00,260352.00,348302.00,178428.00,116320.00,51131.00,12047.00,-1069.00,169875.00,184064.00,1.00,11360.00,-23378.00,18812.00,42474.00,36006.00,14002.00,-812.00,-6722.00,-18466.00,-17007.00,-1459.00,0.00,27135.00,31222.00,619.00,7199.00,74874.00,8043.00,4169.00,14190.00,1076.00,12003.00,40365.00,-22228.00,-4449.00,-3352.00,1667.00,1175.00,-64.00,-87951.00
1992:Q2,1347278.00,176889.00,1170390.00,1082708.00,87682.00,852.00,11419.00,13029.00,137852.00,3740.00,224254.00,242200.00,182463.00,117447.00,53665.00,12418.00,-1067.00,59738.00,108563.00,387.00,11733.00,-7836.00,-16836.00,-7250.00,8269.00,-12581.00,-7716.00,4778.00,6888.00,8446.00,-1558.00,0.00,-14780.00,31875.00,618.00,4422.00,87162.00,7434.00,4746.00,48826.00,1233.00,46439.00,32979.00,-1021.00,6339.00,6474.00,1668.00,1175.00,-21.00,-17946.00
1992:Q3,1362399.00,158505.00,1203894.00,1102082.00,101812.00,239.00,-9335.00,14542.00,139414.00,-6107.00,271448.00,274089.00,185602.00,120050.00,54149.00,12468.00,-1065.00,88486.00,152695.00,551.00,27386.00,-53662.00,-27095.00,28523.00,24646.00,15410.00,616.00,-12149.00,-1642.00,-51.00,-1591.00,0.00,19276.00,40568.00,627.00,9181.00,91552.00,12448.00,4983.00,64209.00,-384.00,63377.00,54632.00,9601.00,-3796.00,1273.00,1667.00,1188.00,28.00,-2641.00
1992:Q4,1380836.00,148855.00,1231982.00,1120864.00,111118.00,344.00,-10158.00,16145.00,140947.00,4111.00,274601.00,262256.00,190976.00,122623.00,56920.00,12496.00,-1063.00,71281.00,151644.00,234.00,60996.00,-30018.00,-17514.00,5785.00,28340.00,1073.00,-33475.00,9847.00,-3487.00,-1301.00,-2186.00,0.00,-3613.00,37043.00,627.00,7810.00,87647.00,1761.00,4373.00,80363.00,455.00,78637.00,45024.00,22836.00,8895.00,215.00,1667.00,1189.00,82.00,12344.00
1993:Q1,1389411.00,151350.00,1238061.00,1132329.00,105732.00,69.00,10137.00,14586.00,144086.00,3170.00,251166.00,293972.00,192000.00,123535.00,57357.00,12172.00,-1064.00,101972.00,110673.00,-155.00,-25167.00,-41772.00,9738.00,25825.00,16679.00,-13537.00,-3933.00,26616.00,13508.00,15512.00,-2004.00,0.00,-57412.00,48188.00,1046.00,7879.00,109389.00,15948.00,3657.00,8701.00,688.00,5917.00,13818.00,-17507.00,33.00,7053.00,2521.00,1969.00,127.00,-42806.00
1993:Q2,1406622.00,170554.00,1236068.00,1149727.00,86341.00,528.00,12645.00,18544.00,145442.00,4327.00,233882.00,259367.00,197870.00,128213.00,58691.00,12034.00,-1067.00,61497.00,132421.00,-93.00,21040.00,-22628.00,-10271.00,-13436.00,2319.00,-32988.00,-6580.00,23813.00,9400.00,11465.00,-2065.00,0.00,-12789.00,45008.00,1059.00,9126.00,95212.00,7710.00,3084.00,70925.00,1233.00,67574.00,53608.00,11400.00,68.00,-21.00,2519.00,1992.00,126.00,-25485.00
1993:Q3,1416715.00,168917.00,1247798.00,1166761.00,81037.00,-84.00,-9669.00,19071.00,147585.00,4272.00,253005.00,260301.00,202578.00,130271.00,61561.00,11821.00,-1075.00,57723.00,152779.00,-655.00,24317.00,-15519.00,-10710.00,-4453.00,-12899.00,-4768.00,-14082.00,27296.00,-4968.00,-2867.00,-2101.00,0.00,-274.00,49583.00,1068.00,9310.00,90408.00,10404.00,4268.00,95056.00,-72.00,92990.00,50148.00,24006.00,6535.00,9780.00,2521.00,2012.00,126.00,-7296.00
1993:Q4,1436238.00,157933.00,1278305.00,1183775.00,94530.00,179.00,-10892.00,21566.00,149694.00,4786.00,272076.00,255863.00,210584.00,134287.00,65332.00,12052.00,-1086.00,45279.00,141454.00,-177.00,30886.00,-42727.00,8170.00,23462.00,32218.00,-19214.00,-22891.00,33349.00,559.00,2653.00,-2094.00,0.00,-24830.00,45029.00,1071.00,9564.00,76555.00,11601.00,2292.00,96176.00,-788.00,94824.00,38739.00,43501.00,2208.00,7133.00,3243.00,2013.00,127.00,16213.00
1994:Q1,1449185.00,165162.00,1284023.00,1201399.00,82623.00,-142.00,11412.00,21450.00,151980.00,333.00,244166.00,388399.00,214616.00,135883.00,67757.00,12081.00,-1105.00,173784.00,206200.00,-41.00,-28357.00,3906.00,2927.00,108746.00,41830.00,57182.00,-9159.00,18893.00,2482.00,4482.00,-2000.00,0.00,-21109.00,20731.00,1130.00,6618.00,95884.00,9694.00,3589.00,32416.00,665.00,30528.00,30274.00,-2293.00,2252.00,491.00,-195.00,1091.00,132.00,-144233.00
1994:Q2,1476013.00,183988.00,1292025.00,1217989.00,74036.00,235.00,12905.00,22482.00,153816.00,5326.00,232338.00,260972.00,219724.00,138167.00,70532.00,12148.00,-1123.00,41249.00,124815.00,1131.00,-6245.00,-31890.00,-14404.00,94188.00,39469.00,22882.00,10419.00,21419.00,-3892.00,-1761.00,-2131.00,0.00,-39456.00,7680.00,1142.00,6676.00,91137.00,16047.00,2701.00,83566.00,1107.00,81223.00,45082.00,34704.00,643.00,992.00,-197.00,1103.00,133.00,-28635.00
1994:Q3,1492477.00,177259.00,1315218.00,1237049.00,78169.00,173.00,-9339.00,23208.00,156133.00,4909.00,262113.00,249347.00,221548.00,140610.00,69853.00,12231.00,-1145.00,27799.00,119177.00,510.00,-9682.00,16146.00,-8528.00,44229.00,41052.00,16767.00,-22802.00,9212.00,-1769.00,388.00,-2157.00,0.00,-47503.00,11218.00,1156.00,16779.00,81596.00,10294.00,4731.00,91379.00,469.00,89663.00,46356.00,41373.00,3198.00,-1066.00,-199.00,1115.00,132.00,12766.00
1994:Q4,1519611.00,166662.00,1352948.00,1256361.00,96587.00,244.00,-12491.00,26521.00,158632.00,4898.00,289577.00,257544.00,226009.00,145807.00,68810.00,12563.00,-1171.00,31535.00,152480.00,1494.00,13137.00,-12890.00,31942.00,115981.00,61394.00,29822.00,-7611.00,32375.00,-1848.00,325.00,-2173.00,0.00,-15688.00,-46983.00,1155.00,5812.00,48755.00,7980.00,3633.00,120945.00,945.00,118754.00,44797.00,61215.00,3301.00,9642.00,-201.00,1114.00,132.00,32034.00
1995:Q1,1543696.00,173504.00,1370192.00,1266408.00,103784.00,174.00,15523.00,22622.00,160550.00,4830.00,266777.00,323161.00,221726.00,143193.00,66808.00,12923.00,-1198.00,101435.00,132150.00,1477.00,-22518.00,47942.00,24520.00,-27780.00,7873.00,-27328.00,-23672.00,15347.00,3158.00,5213.00,-2055.00,0.00,-3519.00,-2885.00,964.00,11148.00,81685.00,10909.00,7049.00,30715.00,377.00,27664.00,25939.00,3377.00,2304.00,-3919.00,-37.00,2494.00,180.00,-56384.00
1995:Q2,1560061.00,210429.00,1349632.00,1286893.00,62739.00,1224.00,13244.00,22037.00,163021.00,4764.00,231013.00,255580.00,220553.00,144498.00,64341.00,12925.00,-1211.00,35027.00,129526.00,2137.00,4850.00,28548.00,28070.00,-26375.00,-99.00,5507.00,-28363.00,-3420.00,181.00,2269.00,-2088.00,0.00,-20455.00,3732.00,975.00,13212.00,83579.00,4069.00,7002.00,94498.00,488.00,91310.00,46210.00,38580.00,5506.00,1054.00,-39.00,2521.00,179.00,-24567.00
1995:Q3,1579261.00,187362.00,1391899.00,1304844.00,87054.00,725.00,-11245.00,24378.00,164815.00,5151.00,283066.00,267041.00,226518.00,148100.00,66753.00,12872.00,-1207.00,40523.00,153758.00,-358.00,-35305.00,34701.00,19176.00,37978.00,-9658.00,21120.00,-5051.00,31567.00,194.00,2286.00,-2092.00,0.00,-22065.00,18513.00,988.00,7137.00,90313.00,2814.00,-329.00,113235.00,-639.00,111146.00,51442.00,46472.00,2486.00,10787.00,-40.00,2548.00,180.00,16026.00
1995:Q4,1597956.00,177111.00,1420844.00,1321499.00,99345.00,609.00,-14819.00,25498.00,166413.00,4162.00,302522.00,324834.00,230762.00,150336.00,68693.00,12921.00,-1187.00,94071.00,189909.00,1309.00,3100.00,16243.00,27059.00,-5838.00,-8208.00,26689.00,-25866.00,1547.00,18211.00,20010.00,-1799.00,0.00,4287.00,29993.00,985.00,8686.00,80941.00,1078.00,3854.00,95838.00,-5.00,93117.00,30049.00,58561.00,8215.00,-3669.00,-39.00,2547.00,179.00,-22312.00
1996:Q1,1627230.00,183388.00,1443842.00,1340746.00,103097.00,432.00,15753.00,25941.00,167836.00,5389.00,276163.00,394270.00,235146.00,151774.00,71575.00,13011.00,-1214.00,159125.00,208427.00,2665.00,-11794.00,72522.00,37979.00,-20448.00,-6904.00,-5195.00,-8154.00,-195.00,8667.00,10594.00,-1927.00,0.00,-24811.00,59439.00,1735.00,4054.00,79805.00,-2951.00,1564.00,49302.00,1257.00,45549.00,45325.00,-5952.00,-15482.00,20831.00,828.00,2298.00,198.00,-118107.00
1996:Q2,1659839.00,249273.00,1410566.00,1364538.00,46028.00,1363.00,13854.00,27964.00,170079.00,5742.00,225837.00,267802.00,243260.00,155571.00,75566.00,13301.00,-1177.00,24542.00,126550.00,1672.00,-10933.00,14924.00,-25393.00,50063.00,-32315.00,56049.00,-1879.00,28207.00,-4821.00,-2794.00,-2027.00,0.00,-28327.00,42995.00,1735.00,7596.00,73641.00,1649.00,1749.00,102007.00,1591.00,97921.00,53356.00,34372.00,8203.00,1162.00,829.00,2297.00,198.00,-41965.00
1996:Q3,1678660.00,208536.00,1470125.00,1379451.00,90674.00,358.00,-12385.00,27703.00,171546.00,6034.00,296632.00,249486.00,245413.00,156273.00,76380.00,13903.00,-1143.00,4074.00,100351.00,4000.00,-11435.00,34207.00,8623.00,13915.00,21356.00,35461.00,-21869.00,-21033.00,-2894.00,-822.00,-2072.00,0.00,-63983.00,23530.00,1755.00,14024.00,74587.00,9.00,4013.00,96278.00,1164.00,92593.00,57162.00,33267.00,498.00,828.00,838.00,2324.00,197.00,47146.00
1996:Q4,1701297.00,195887.00,1505410.00,1399995.00,105415.00,720.00,-14434.00,28618.00,173533.00,5946.00,316775.00,325495.00,247813.00,158632.00,75680.00,14612.00,-1111.00,77681.00,179951.00,4028.00,-7551.00,19407.00,7587.00,-6636.00,994.00,19503.00,-12127.00,-15006.00,36623.00,38688.00,-2065.00,0.00,-28348.00,36934.00,1754.00,14463.00,100155.00,-1695.00,3229.00,102269.00,2069.00,97679.00,49252.00,44031.00,-3332.00,6890.00,839.00,2323.00,198.00,-8720.00
1997:Q1,1732461.00,202017.00,1530444.00,1420997.00,109447.00,423.00,16113.00,31530.00,174888.00,6420.00,293755.00,296051.00,252696.00,162324.00,75992.00,15538.00,-1158.00,43355.00,86581.00,2811.00,-31004.00,39593.00,36413.00,-47530.00,-11880.00,6547.00,-4968.00,-37229.00,-10666.00,-8655.00,-2011.00,0.00,-29687.00,32703.00,1843.00,11815.00,83506.00,-6664.00,3449.00,43226.00,1083.00,39712.00,42296.00,-19702.00,9773.00,6479.00,866.00,2347.00,84.00,-2296.00
1997:Q2,1752615.00,285464.00,1467151.00,1432153.00,34998.00,866.00,14146.00,27821.00,177151.00,6581.00,220109.00,283455.00,252784.00,160253.00,77252.00,16443.00,-1165.00,30672.00,131065.00,346.00,1289.00,22288.00,-17898.00,-24814.00,-59316.00,14791.00,8904.00,10808.00,15994.00,17827.00,-1833.00,0.00,-30131.00,47759.00,1864.00,12881.00,104725.00,-6813.00,3575.00,100393.00,3006.00,94932.00,51377.00,23862.00,8216.00,10602.00,876.00,2372.00,83.00,-63347.00
1997:Q3,1780944.00,228879.00,1552066.00,1460621.00,91445.00,147.00,-13198.00,33134.00,178536.00,6879.00,309580.00,323157.00,261535.00,166279.00,78722.00,17746.00,-1211.00,61622.00,171475.00,1555.00,-34844.00,60997.00,26822.00,4196.00,-24818.00,5835.00,-2368.00,25547.00,1174.00,2905.00,-1731.00,0.00,-65428.00,65245.00,1883.00,13645.00,96215.00,-5559.00,5574.00,109853.00,715.00,106656.00,84994.00,27767.00,-24439.00,17449.00,885.00,2398.00,84.00,-13577.00
1997:Q4,1814650.00,215461.00,1599189.00,1482891.00,116298.00,232.00,-14047.00,35097.00,180601.00,7095.00,339180.00,346191.00,267148.00,169588.00,80508.00,18349.00,-1297.00,79043.00,179505.00,1821.00,23594.00,19526.00,24456.00,-10960.00,-39658.00,36160.00,12965.00,-20426.00,15790.00,17889.00,-2099.00,0.00,-45258.00,52416.00,1884.00,8002.00,88267.00,-101.00,67.00,100462.00,2327.00,95653.00,37236.00,38360.00,16285.00,2887.00,885.00,2398.00,84.00,-7011.00
1998:Q1,1855136.00,223439.00,1631697.00,1497125.00,134572.00,64.00,15728.00,34529.00,183128.00,7645.00,328920.00,395552.00,271862.00,170780.00,83066.00,19353.00,-1336.00,123690.00,179779.00,-362.00,-41397.00,29689.00,57255.00,7973.00,6870.00,-35150.00,-1197.00,37449.00,23233.00,25476.00,-2243.00,0.00,-90087.00,71932.00,2433.00,6821.00,118177.00,-9071.00,3184.00,56089.00,4013.00,50217.00,55226.00,-20122.00,2911.00,9727.00,2475.00,1893.00,-34.00,-66632.00
1998:Q2,1887018.00,327970.00,1559048.00,1527582.00,31465.00,2013.00,15180.00,40471.00,185302.00,8032.00,236039.00,335703.00,283856.00,178081.00,87081.00,20133.00,-1438.00,51847.00,194104.00,968.00,19181.00,-9260.00,-22155.00,81746.00,-19803.00,33984.00,20621.00,46944.00,12340.00,14646.00,-2306.00,0.00,-57341.00,47376.00,2460.00,9778.00,122522.00,-14545.00,1033.00,142256.00,3952.00,136106.00,78502.00,43701.00,-26.00,11429.00,2500.00,1913.00,285.00,-99664.00
1998:Q3,1913841.00,250602.00,1663238.00,1552392.00,110847.00,260.00,-15256.00,42504.00,187792.00,8205.00,348453.00,365863.00,291402.00,181740.00,90903.00,20284.00,-1524.00,74461.00,177892.00,1715.00,-11759.00,8190.00,42962.00,8144.00,-11874.00,61037.00,-15139.00,-25880.00,37055.00,39233.00,-2178.00,0.00,-24051.00,-13078.00,2487.00,8186.00,115704.00,-1555.00,3892.00,103432.00,1138.00,100873.00,76694.00,32974.00,-9462.00,-1861.00,2528.00,1934.00,-513.00,-17410.00
1998:Q4,1937696.00,230408.00,1707287.00,1578851.00,128436.00,735.00,-12550.00,50105.00,190396.00,8512.00,373710.00,328628.00,303913.00,191033.00,93970.00,20505.00,-1595.00,24715.00,163179.00,-1775.00,58822.00,57580.00,20899.00,-59587.00,-33232.00,25692.00,-6504.00,-45543.00,-5171.00,-6790.00,1619.00,0.00,-59628.00,43319.00,2487.00,19597.00,97405.00,-11901.00,1132.00,138464.00,2655.00,135027.00,91036.00,40554.00,-999.00,1907.00,2529.00,1934.00,-1152.00,45083.00
1999:Q1,1959534.00,240044.00,1719491.00,1596415.00,123076.00,340.00,13097.00,48163.00,192613.00,8825.00,342270.00,378292.00,304084.00,190354.00,94103.00,21249.00,-1622.00,74209.00,157184.00,1643.00,-14288.00,-6419.00,52227.00,35262.00,-33644.00,5037.00,6499.00,57370.00,-2762.00,-4581.00,1819.00,0.00,5103.00,14800.00,720.00,10882.00,65678.00,-6707.00,1045.00,82976.00,2021.00,78306.00,79240.00,1127.00,-6683.00,3813.00,809.00,1425.00,1224.00,-36022.00
1999:Q2,1977068.00,345906.00,1631163.00,1629238.00,1925.00,1027.00,16391.00,54608.00,195356.00,9156.00,227370.00,197251.00,314611.00,198447.00,96468.00,21350.00,-1654.00,-117360.00,30062.00,1118.00,-28261.00,-734.00,-37611.00,-3260.00,-37595.00,32734.00,14631.00,-13030.00,2449.00,980.00,1469.00,0.00,-25071.00,43869.00,726.00,14602.00,81885.00,-21737.00,2086.00,147422.00,2821.00,143080.00,96499.00,29183.00,-5533.00,22114.00,817.00,1440.00,81.00,30119.00
1999:Q3,2003870.00,267168.00,1736702.00,1656614.00,80089.00,390.00,-13108.00,55987.00,199014.00,8650.00,339937.00,297157.00,320164.00,202250.00,97981.00,21594.00,-1662.00,-23007.00,137529.00,684.00,-8451.00,56718.00,11064.00,-2073.00,-22154.00,30514.00,-11135.00,702.00,20603.00,18821.00,1782.00,0.00,-4182.00,-16283.00,737.00,6965.00,81637.00,-17131.00,7241.00,160536.00,2703.00,156337.00,118015.00,40314.00,-5548.00,2730.00,826.00,1455.00,41.00,42780.00
1999:Q4,2047937.00,259000.00,1788938.00,1690738.00,98200.00,628.00,-13087.00,54646.00,202915.00,9638.00,359837.00,371231.00,323014.00,203443.00,99655.00,21563.00,-1647.00,48217.00,214935.00,-511.00,31275.00,44071.00,75700.00,-63454.00,82999.00,7005.00,6290.00,-159747.00,44069.00,42496.00,1573.00,0.00,-70833.00,54850.00,735.00,16564.00,103797.00,-22385.00,1056.00,166718.00,2868.00,161604.00,85477.00,41727.00,-8141.00,41714.00,827.00,1456.00,790.00,-11394.00
2000:Q1,2111317.00,250905.00,1860411.00,1731454.00,128957.00,-707.00,18544.00,68084.00,206903.00,8987.00,375706.00,306149.00,342249.00,219371.00,101904.00,22645.00,-1672.00,-36099.00,89385.00,4491.00,-44363.00,92031.00,82904.00,-85998.00,-60303.00,-9382.00,2155.00,-18468.00,58791.00,58540.00,251.00,0.00,-190206.00,70287.00,2511.00,12263.00,91486.00,-6059.00,1247.00,125484.00,775.00,123919.00,62248.00,143.00,142.00,58591.00,2795.00,1523.00,-733.00,69557.00
2000:Q2,2143821.00,417166.00,1726655.00,1757595.00,-30940.00,487.00,18219.00,60505.00,211096.00,8979.00,213950.00,170784.00,339007.00,214858.00,102325.00,23492.00,-1669.00,-168222.00,-20340.00,691.00,-31966.00,49220.00,-28513.00,-23368.00,-108322.00,28143.00,23705.00,33106.00,-15630.00,-15848.00,218.00,0.00,-85689.00,13899.00,2512.00,7795.00,95628.00,-8310.00,3390.00,147882.00,3400.00,142764.00,112384.00,48006.00,-4255.00,-16167.00,2796.00,1524.00,194.00,43165.00
2000:Q3,2181224.00,296582.00,1884642.00,1788554.00,96088.00,-24.00,-15414.00,59758.00,214910.00,8846.00,377300.00,187204.00,341233.00,217175.00,101463.00,24297.00,-1702.00,-154028.00,21396.00,-1332.00,-39997.00,50892.00,35125.00,-17918.00,-65270.00,17099.00,-8268.00,38521.00,19945.00,19777.00,168.00,0.00,-152389.00,7033.00,2538.00,11512.00,96583.00,5591.00,3813.00,175425.00,413.00,173617.00,113937.00,54202.00,-1558.00,4209.00,2827.00,1541.00,-146.00,190096.00
2000:Q4,2200693.00,271902.00,1928791.00,1815225.00,113566.00,426.00,-17796.00,58339.00,217698.00,8828.00,398996.00,482047.00,343374.00,218168.00,102471.00,24508.00,-1772.00,138673.00,277379.00,3762.00,12759.00,94774.00,72130.00,74741.00,27491.00,-5927.00,346.00,52831.00,48915.00,48733.00,182.00,0.00,-126556.00,-13836.00,2539.00,11288.00,109888.00,-10707.00,-2317.00,138706.00,1171.00,135186.00,94968.00,74194.00,1277.00,-38080.00,2827.00,1539.00,810.00,-83051.00
