1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q2,109225.00,14031.00,95194.00,86838.00,8356.00,323.00,1062.00,604.00,11585.00,598.00,19208.00,21480.00,16013.00,10090.00,5104.00,1008.00,-189.00,5467.00,11668.00,0.00,-1657.00,5395.00,0.00,137.00,-1411.00,-135.00,841.00,842.00,1518.00,690.00,828.00,0.00,-743.00,288.00,0.00,793.00,5984.00,-209.00,162.00,6201.00,0.00,6070.00,2958.00,1258.00,1062.00,667.00,125.00,100.00,31.00,-2272.00
1961:Q3,110993.00,11542.00,99450.00,87587.00,11864.00,-112.00,-431.00,833.00,11670.00,643.00,24043.00,25249.00,16541.00,10384.00,5315.00,1036.00,-193.00,8707.00,12982.00,0.00,2929.00,2637.00,0.00,751.00,1616.00,20.00,-430.00,-455.00,72.00,-685.00,757.00,0.00,-1180.00,411.00,0.00,923.00,5999.00,280.00,160.00,4275.00,0.00,4215.00,3576.00,485.00,-132.00,140.00,146.00,30.00,30.00,-1206.00
1961:Q4,113203.00,10914.00,102289.00,89439.00,12850.00,-137.00,-1358.00,1248.00,11765.00,631.00,26453.00,24801.00,17192.00,10874.00,5431.00,1084.00,-197.00,7609.00,14745.00,0.00,533.00,5112.00,0.00,1132.00,-356.00,348.00,1326.00,-186.00,686.00,-138.00,824.00,0.00,-2043.00,554.00,0.00,1043.00,6022.00,1543.00,163.00,7136.00,0.00,7042.00,3848.00,2353.00,277.00,421.00,143.00,60.00,34.00,1652.00
1962:Q1,114932.00,11996.00,102937.00,90774.00,12163.00,-120.00,1004.00,1477.00,11808.00,605.00,23719.00,27376.00,17530.00,11125.00,5484.00,1119.00,-198.00,9846.00,11173.00,0.00,-1743.00,6359.00,0.00,208.00,1137.00,-25.00,-1037.00,133.00,183.00,-360.00,543.00,0.00,-1458.00,322.00,0.00,1032.00,5858.00,276.00,136.00,1327.00,0.00,1240.00,2461.00,-1397.00,210.00,-175.00,141.00,50.00,37.00,-3657.00
1962:Q2,116759.00,15689.00,101070.00,92240.00,8830.00,377.00,1288.00,1712.00,11910.00,682.00,20860.00,21021.00,17997.00,11439.00,5604.00,1155.00,-201.00,3024.00,10123.00,0.00,-2156.00,6876.00,0.00,-234.00,27.00,-157.00,-85.00,-19.00,1248.00,650.00,598.00,0.00,-2175.00,284.00,0.00,988.00,5759.00,-610.00,143.00,7099.00,0.00,7031.00,3749.00,3397.00,-118.00,-163.00,166.00,30.00,38.00,-161.00
1962:Q3,117921.00,12407.00,105514.00,93268.00,12246.00,-138.00,-559.00,1733.00,12034.00,662.00,25772.00,26763.00,18079.00,11560.00,5558.00,1165.00,-205.00,8684.00,14899.00,0.00,1850.00,5343.00,0.00,1311.00,1728.00,-124.00,468.00,-761.00,543.00,112.00,431.00,0.00,-1318.00,56.00,0.00,912.00,5809.00,250.00,143.00,6215.00,0.00,6156.00,4108.00,1191.00,175.00,521.00,161.00,20.00,39.00,-991.00
1962:Q4,119476.00,11464.00,108012.00,94885.00,13127.00,-81.00,-1676.00,2073.00,12181.00,690.00,28286.00,25498.00,18476.00,12022.00,5515.00,1148.00,-209.00,7023.00,14518.00,0.00,1611.00,7405.00,0.00,-916.00,-1118.00,-51.00,235.00,18.00,74.00,-526.00,600.00,0.00,-1612.00,210.00,0.00,835.00,6096.00,658.00,157.00,7495.00,0.00,7424.00,3962.00,2718.00,191.00,425.00,128.00,30.00,41.00,2788.00
1963:Q1,120818.00,12829.00,107990.00,95850.00,12140.00,-117.00,1218.00,2130.00,12319.00,699.00,24554.00,27135.00,18805.00,12190.00,5699.00,1129.00,-213.00,8330.00,11240.00,0.00,1205.00,6937.00,0.00,-3354.00,-3151.00,-226.00,-422.00,445.00,-282.00,-600.00,318.00,0.00,-1231.00,204.00,0.00,957.00,6214.00,435.00,155.00,2910.00,0.00,2816.00,3045.00,-409.00,-290.00,267.00,203.00,50.00,44.00,-2581.00
1963:Q2,122027.00,15955.00,106072.00,96942.00,9130.00,429.00,1443.00,2319.00,12458.00,727.00,22167.00,22610.00,19486.00,12489.00,6068.00,1147.00,-218.00,3124.00,12641.00,0.00,-1253.00,7265.00,0.00,-302.00,-3.00,-9.00,-23.00,-267.00,1325.00,556.00,769.00,0.00,-1933.00,141.00,0.00,1023.00,6518.00,-305.00,162.00,9517.00,0.00,9390.00,4449.00,3282.00,596.00,956.00,107.00,80.00,47.00,-443.00
1963:Q3,123814.00,13277.00,110537.00,98787.00,11750.00,-110.00,-680.00,2362.00,12637.00,760.00,26560.00,27885.00,19714.00,12679.00,6090.00,1169.00,-223.00,8171.00,15688.00,0.00,2716.00,4716.00,0.00,386.00,1412.00,0.00,-514.00,-512.00,140.00,-86.00,226.00,0.00,-1465.00,371.00,0.00,1095.00,6835.00,738.00,156.00,7517.00,0.00,7379.00,4861.00,2145.00,-383.00,630.00,126.00,90.00,48.00,-1325.00
1963:Q4,126180.00,12492.00,113689.00,100022.00,13667.00,-64.00,-1915.00,2456.00,12818.00,700.00,30092.00,29973.00,20186.00,12920.00,6297.00,1198.00,-229.00,9788.00,18802.00,0.00,2012.00,7190.00,0.00,2148.00,916.00,0.00,966.00,266.00,57.00,-152.00,209.00,0.00,-2578.00,255.00,0.00,1162.00,7090.00,1306.00,160.00,9014.00,0.00,8877.00,4444.00,3508.00,424.00,341.00,160.00,90.00,47.00,119.00
1964:Q1,128576.00,12750.00,115826.00,102472.00,13354.00,-111.00,1305.00,2817.00,13002.00,738.00,27019.00,31650.00,21005.00,13429.00,6589.00,1223.00,-236.00,10645.00,14610.00,0.00,-2713.00,5809.00,0.00,1546.00,1347.00,0.00,381.00,-182.00,1345.00,993.00,352.00,0.00,-600.00,26.00,0.00,1084.00,7355.00,547.00,211.00,3965.00,0.00,3790.00,3670.00,171.00,-233.00,36.00,146.00,130.00,45.00,-4631.00
1964:Q2,130932.00,15590.00,115342.00,104544.00,10798.00,407.00,1500.00,2996.00,13206.00,837.00,25069.00,26276.00,21138.00,13772.00,6349.00,1257.00,-240.00,5138.00,14735.00,0.00,535.00,7243.00,0.00,443.00,258.00,0.00,637.00,-452.00,-946.00,-1224.00,278.00,0.00,-1359.00,315.00,0.00,1087.00,7608.00,-413.00,222.00,9597.00,0.00,9504.00,4592.00,3771.00,805.00,180.00,156.00,50.00,43.00,-1207.00
1964:Q3,133331.00,12394.00,120937.00,106863.00,14074.00,-79.00,-720.00,3283.00,13401.00,857.00,30543.00,35788.00,21546.00,14212.00,6281.00,1297.00,-244.00,14242.00,21054.00,0.00,4598.00,5579.00,0.00,1132.00,-13.00,0.00,1026.00,119.00,1259.00,804.00,455.00,0.00,-1564.00,256.00,0.00,1107.00,7923.00,512.00,252.00,6812.00,0.00,6717.00,4708.00,2330.00,-503.00,31.00,151.00,50.00,45.00,-5246.00
1964:Q4,135518.00,11335.00,124183.00,107567.00,16617.00,-90.00,-2008.00,2660.00,13608.00,873.00,33929.00,32250.00,21178.00,13749.00,6347.00,1328.00,-246.00,11072.00,20133.00,0.00,3903.00,7474.00,0.00,710.00,-913.00,245.00,716.00,662.00,-265.00,-750.00,485.00,0.00,-3446.00,347.00,0.00,1138.00,8230.00,1742.00,300.00,9061.00,0.00,8978.00,4259.00,3210.00,1341.00,16.00,152.00,30.00,53.00,1679.00
1965:Q1,138286.00,12951.00,125335.00,110275.00,15061.00,-79.00,1296.00,3923.00,13735.00,899.00,30445.00,35254.00,22687.00,15089.00,6432.00,1410.00,-245.00,12567.00,16046.00,0.00,-2348.00,7750.00,0.00,1500.00,2984.00,-224.00,-1083.00,-177.00,144.00,67.00,77.00,0.00,-1996.00,535.00,0.00,1098.00,8411.00,634.00,318.00,3479.00,0.00,3351.00,3556.00,293.00,-841.00,165.00,178.00,70.00,58.00,-4809.00
1965:Q2,140685.00,18107.00,122578.00,112131.00,10447.00,498.00,1592.00,3685.00,14000.00,856.00,26183.00,27568.00,22816.00,15066.00,6544.00,1452.00,-247.00,4752.00,14357.00,0.00,282.00,6267.00,0.00,-237.00,-411.00,597.00,21.00,-444.00,383.00,78.00,305.00,0.00,-2698.00,247.00,0.00,1233.00,8578.00,-41.00,343.00,9605.00,0.00,9432.00,4438.00,4598.00,-17.00,226.00,187.00,110.00,63.00,-1385.00
1965:Q3,144267.00,14069.00,130199.00,114486.00,15713.00,-51.00,-800.00,3956.00,14220.00,904.00,33734.00,40036.00,23343.00,15504.00,6602.00,1486.00,-249.00,16694.00,23610.00,0.00,6013.00,5564.00,0.00,1550.00,-160.00,291.00,1123.00,296.00,41.00,130.00,-89.00,0.00,-2100.00,739.00,0.00,1274.00,9044.00,1125.00,360.00,6916.00,0.00,6738.00,4713.00,2148.00,-363.00,59.00,181.00,110.00,68.00,-6302.00
1965:Q4,147607.00,12539.00,135069.00,118012.00,17057.00,-91.00,-2004.00,4361.00,14433.00,951.00,36813.00,35414.00,23988.00,16069.00,6653.00,1519.00,-253.00,11427.00,20828.00,0.00,2784.00,7892.00,0.00,-347.00,-1222.00,223.00,1616.00,-964.00,458.00,238.00,220.00,0.00,-3760.00,552.00,0.00,1220.00,9629.00,2044.00,356.00,9401.00,0.00,9196.00,4407.00,3098.00,778.00,741.00,172.00,130.00,75.00,1399.00
1966:Q1,150784.00,14703.00,136081.00,120655.00,15426.00,-92.00,990.00,5008.00,14623.00,987.00,32989.00,42399.00,24844.00,16851.00,6720.00,1533.00,-260.00,17555.00,20393.00,0.00,-1567.00,5595.00,0.00,6748.00,4182.00,711.00,1135.00,720.00,-695.00,-334.00,-361.00,0.00,-2311.00,1002.00,0.00,1174.00,9986.00,98.00,363.00,2838.00,0.00,2646.00,3569.00,-393.00,-1161.00,453.00,178.00,110.00,82.00,-9411.00
1966:Q2,153262.00,20418.00,132845.00,122008.00,10837.00,516.00,1574.00,4144.00,14939.00,992.00,27869.00,31729.00,23948.00,16247.00,6426.00,1537.00,-263.00,7781.00,17477.00,0.00,-1068.00,5452.00,0.00,1753.00,-2456.00,3103.00,1112.00,-6.00,1166.00,339.00,827.00,0.00,-1959.00,574.00,0.00,1142.00,10252.00,-104.00,269.00,9696.00,0.00,9516.00,3874.00,3109.00,1746.00,607.00,180.00,90.00,90.00,-3860.00
1966:Q3,156565.00,15641.00,140924.00,124337.00,16587.00,-104.00,-435.00,4467.00,15277.00,961.00,35700.00,43832.00,24311.00,16854.00,6183.00,1539.00,-265.00,19521.00,23412.00,0.00,2946.00,1993.00,0.00,5352.00,2750.00,778.00,280.00,1544.00,815.00,252.00,563.00,0.00,-1514.00,140.00,0.00,1157.00,10527.00,1657.00,339.00,3891.00,0.00,3728.00,3040.00,784.00,-585.00,305.00,184.00,70.00,93.00,-8132.00
1966:Q4,159960.00,15617.00,144344.00,125837.00,18507.00,-52.00,-2024.00,4235.00,15633.00,947.00,39401.00,37793.00,23883.00,16924.00,5680.00,1545.00,-266.00,13910.00,20381.00,0.00,1563.00,5581.00,0.00,1901.00,-158.00,126.00,2093.00,-160.00,615.00,-12.00,627.00,0.00,-4045.00,490.00,0.00,1221.00,10837.00,1845.00,373.00,6471.00,0.00,6300.00,2470.00,2433.00,671.00,570.00,156.00,80.00,91.00,1608.00
1967:Q1,162662.00,17795.00,144867.00,126977.00,17890.00,-90.00,1369.00,3694.00,15846.00,997.00,34973.00,44214.00,23382.00,16542.00,5568.00,1534.00,-262.00,20831.00,20747.00,0.00,-602.00,10264.00,0.00,-1785.00,-1264.00,-13.00,-1473.00,965.00,1303.00,827.00,476.00,0.00,-2802.00,542.00,0.00,1265.00,10734.00,1435.00,393.00,-84.00,0.00,-261.00,1605.00,-2074.00,-890.00,905.00,193.00,100.00,77.00,-9241.00
1967:Q2,164421.00,20494.00,143927.00,129399.00,14528.00,577.00,2033.00,4307.00,16077.00,968.00,32487.00,33682.00,24859.00,17327.00,6257.00,1538.00,-263.00,8823.00,16158.00,0.00,829.00,10870.00,0.00,-4448.00,-3054.00,-121.00,-1357.00,84.00,922.00,537.00,385.00,0.00,-4218.00,224.00,0.00,1237.00,11079.00,-742.00,405.00,7335.00,0.00,7094.00,2855.00,2783.00,557.00,851.00,48.00,170.00,71.00,-1195.00
1967:Q3,167891.00,18226.00,149665.00,131145.00,18520.00,-144.00,-713.00,4072.00,16423.00,1041.00,38543.00,45996.00,25262.00,17378.00,6616.00,1535.00,-266.00,20735.00,26797.00,0.00,3808.00,7660.00,0.00,4435.00,2478.00,-91.00,932.00,1116.00,810.00,277.00,533.00,0.00,-3661.00,318.00,0.00,1242.00,11558.00,241.00,386.00,6062.00,0.00,5813.00,4471.00,1413.00,-1513.00,1244.00,198.00,180.00,69.00,-7454.00
1967:Q4,170772.00,16445.00,154327.00,133042.00,21285.00,-86.00,-2577.00,3931.00,16849.00,973.00,43583.00,31726.00,25964.00,17597.00,7077.00,1560.00,-270.00,5762.00,27435.00,0.00,6177.00,6376.00,0.00,3149.00,1752.00,640.00,-1054.00,1811.00,1313.00,583.00,730.00,0.00,-2905.00,-155.00,0.00,1221.00,11851.00,-1.00,409.00,21673.00,0.00,21422.00,4427.00,3023.00,9885.00,1535.00,2552.00,180.00,71.00,11857.00
1968:Q1,175660.00,18906.00,156754.00,137600.00,19154.00,-208.00,1234.00,4831.00,17343.00,922.00,38964.00,57911.00,27360.00,18922.00,7136.00,1588.00,-286.00,30551.00,22150.00,0.00,-3876.00,8723.00,0.00,2984.00,4479.00,-595.00,-1071.00,171.00,115.00,-590.00,705.00,0.00,-2825.00,831.00,0.00,1202.00,12117.00,2420.00,459.00,-8401.00,0.00,-8625.00,3404.00,-1295.00,-8428.00,-169.00,-2137.00,140.00,84.00,-18947.00
1968:Q2,180650.00,24554.00,156096.00,141139.00,14957.00,510.00,1754.00,5005.00,17771.00,1009.00,35480.00,37663.00,28020.00,19443.00,7291.00,1567.00,-281.00,9643.00,22129.00,0.00,1767.00,5685.00,0.00,1720.00,-1339.00,805.00,1033.00,1221.00,2600.00,2153.00,447.00,0.00,-4255.00,491.00,0.00,1184.00,12597.00,-130.00,470.00,12486.00,0.00,12336.00,4405.00,4132.00,1300.00,2337.00,162.00,60.00,90.00,-2183.00
1968:Q3,185251.00,22985.00,162266.00,145309.00,16957.00,-194.00,-645.00,5695.00,18217.00,1054.00,40265.00,47207.00,29161.00,20486.00,7347.00,1598.00,-269.00,18046.00,25645.00,0.00,4337.00,7841.00,0.00,659.00,1350.00,-493.00,-445.00,247.00,2266.00,1431.00,835.00,0.00,-5435.00,550.00,0.00,1189.00,13214.00,538.00,486.00,7599.00,0.00,7317.00,4508.00,2756.00,-852.00,724.00,181.00,190.00,92.00,-6942.00
1968:Q4,189175.00,20542.00,168633.00,147627.00,21006.00,-111.00,-2199.00,5338.00,18744.00,1103.00,46073.00,39161.00,29637.00,20552.00,7657.00,1678.00,-250.00,9525.00,22888.00,0.00,6755.00,7988.00,0.00,-1452.00,-1747.00,138.00,-1131.00,1288.00,72.00,-275.00,347.00,0.00,-7230.00,333.00,0.00,1214.00,14367.00,331.00,510.00,13363.00,0.00,13114.00,4751.00,5164.00,1384.00,1666.00,149.00,160.00,89.00,6912.00
1969:Q1,192831.00,23848.00,168983.00,150801.00,18182.00,-157.00,1657.00,5316.00,19177.00,1141.00,39720.00,49312.00,30384.00,20848.00,7982.00,1763.00,-209.00,18928.00,19653.00,0.00,-7284.00,4829.00,0.00,11005.00,7309.00,-139.00,3545.00,290.00,-3207.00,-3395.00,188.00,0.00,-4094.00,889.00,0.00,1237.00,14545.00,1125.00,608.00,725.00,0.00,497.00,3872.00,-440.00,-1942.00,-1178.00,185.00,140.00,88.00,-9593.00
1969:Q2,197607.00,31028.00,166579.00,153818.00,12761.00,378.00,1906.00,5048.00,19647.00,1200.00,34728.00,35789.00,30512.00,20950.00,7930.00,1822.00,-190.00,5278.00,16757.00,0.00,1272.00,4867.00,0.00,-2085.00,-6702.00,2002.00,2231.00,384.00,1636.00,1788.00,-152.00,0.00,-5497.00,613.00,0.00,1253.00,15360.00,-1206.00,544.00,11479.00,0.00,11221.00,4881.00,4791.00,1093.00,258.00,198.00,170.00,88.00,-1061.00
1969:Q3,202997.00,26194.00,176804.00,156493.00,20310.00,-37.00,-606.00,4707.00,20117.00,1137.00,44565.00,49756.00,30540.00,20992.00,7828.00,1899.00,-178.00,19216.00,25065.00,0.00,-1329.00,-1398.00,0.00,14622.00,8530.00,1226.00,3036.00,1830.00,-2667.00,-3058.00,391.00,0.00,-2530.00,787.00,0.00,1269.00,16079.00,-159.00,391.00,5849.00,0.00,5599.00,4774.00,2138.00,-849.00,-646.00,182.00,160.00,90.00,-5191.00
1969:Q4,206825.00,23437.00,183388.00,159611.00,23777.00,-259.00,-2744.00,4431.00,20515.00,1147.00,50060.00,50405.00,30119.00,21042.00,7332.00,1922.00,-175.00,20286.00,31356.00,0.00,5535.00,336.00,0.00,7392.00,2294.00,2096.00,1942.00,1060.00,3868.00,2438.00,1430.00,0.00,-5062.00,377.00,0.00,1279.00,16549.00,379.00,703.00,11070.00,0.00,10750.00,4177.00,3418.00,1985.00,1021.00,149.00,200.00,120.00,-345.00
1970:Q1,210441.00,24220.00,186221.00,162479.00,23742.00,-56.00,2118.00,3872.00,20903.00,1192.00,45151.00,56676.00,29847.00,20814.00,7286.00,1930.00,-184.00,26830.00,23257.00,0.00,-4088.00,997.00,0.00,8244.00,5105.00,2890.00,835.00,-586.00,-1863.00,-1169.00,-694.00,0.00,241.00,377.00,0.00,1341.00,14087.00,3277.00,644.00,-3573.00,0.00,-3837.00,1091.00,-2568.00,-2358.00,-317.00,315.00,160.00,104.00,-11525.00
1970:Q2,214911.00,30102.00,184809.00,165048.00,19761.00,533.00,1953.00,3965.00,21208.00,1196.00,42318.00,44435.00,29957.00,21139.00,7062.00,1954.00,-198.00,14478.00,21037.00,0.00,6352.00,8192.00,0.00,-7356.00,-9535.00,787.00,148.00,1244.00,732.00,-128.00,860.00,0.00,-1616.00,-158.00,0.00,1276.00,14408.00,-1486.00,693.00,6559.00,0.00,6332.00,2860.00,2758.00,552.00,-24.00,186.00,120.00,107.00,-2117.00
1970:Q3,218509.00,25767.00,192742.00,168100.00,24642.00,-185.00,-802.00,3923.00,21571.00,1169.00,49583.00,64477.00,30395.00,21371.00,7260.00,1982.00,-218.00,34082.00,41021.00,0.00,3870.00,17831.00,0.00,1978.00,-2825.00,753.00,315.00,3735.00,1769.00,408.00,1361.00,0.00,-395.00,690.00,0.00,1316.00,14751.00,-1491.00,702.00,6939.00,0.00,6630.00,3673.00,2003.00,-118.00,854.00,218.00,200.00,109.00,-14894.00
1970:Q4,220737.00,22981.00,197756.00,169845.00,27911.00,-239.00,-3035.00,2504.00,22005.00,1207.00,54008.00,52792.00,30067.00,20283.00,8076.00,1952.00,-244.00,22726.00,31728.00,0.00,1505.00,15208.00,0.00,-721.00,-2870.00,208.00,-1398.00,3339.00,1672.00,1802.00,-130.00,0.00,-2603.00,151.00,0.00,1408.00,15093.00,-658.00,673.00,9002.00,0.00,8732.00,3668.00,2236.00,1860.00,800.00,168.00,160.00,110.00,1216.00
1971:Q1,225741.00,22091.00,203650.00,174697.00,28953.00,-184.00,2587.00,4539.00,22566.00,1239.00,52048.00,66495.00,33253.00,22764.00,8762.00,2013.00,-286.00,33242.00,35995.00,0.00,242.00,23682.00,0.00,-2903.00,-3103.00,-992.00,-1047.00,2239.00,-1834.00,-1086.00,-748.00,0.00,-2017.00,349.00,0.00,1499.00,14980.00,1338.00,659.00,2753.00,0.00,2475.00,3577.00,412.00,-2340.00,547.00,279.00,190.00,88.00,-14446.00
1971:Q2,231596.00,28021.00,203576.00,178327.00,25248.00,488.00,2250.00,4742.00,23163.00,1259.00,50132.00,56039.00,35065.00,23445.00,9826.00,2102.00,-309.00,20974.00,34626.00,0.00,5678.00,15526.00,0.00,-2577.00,-3783.00,-1839.00,278.00,2767.00,-496.00,-199.00,-297.00,0.00,-769.00,-24.00,0.00,1584.00,15651.00,-572.00,625.00,13652.00,0.00,13426.00,5771.00,4840.00,1726.00,1159.00,-70.00,150.00,76.00,-5907.00
1971:Q3,235126.00,26754.00,208372.00,181566.00,26807.00,-316.00,-933.00,4945.00,23649.00,1363.00,54655.00,61835.00,36341.00,24015.00,10461.00,2190.00,-324.00,25494.00,38238.00,0.00,1923.00,13154.00,0.00,5678.00,2202.00,825.00,189.00,2462.00,-1929.00,-772.00,-1157.00,0.00,-148.00,-368.00,0.00,1631.00,16398.00,1275.00,624.00,12744.00,0.00,12350.00,7459.00,4553.00,-840.00,943.00,235.00,320.00,74.00,-7180.00
1971:Q4,239673.00,24840.00,214833.00,185758.00,29076.00,-214.00,-3576.00,5638.00,23973.00,1937.00,60111.00,56158.00,37896.00,24911.00,10983.00,2333.00,-331.00,18263.00,34550.00,0.00,5648.00,15148.00,0.00,-3922.00,-4157.00,678.00,-594.00,151.00,1267.00,2090.00,-823.00,0.00,-3054.00,373.00,0.00,1638.00,17037.00,-235.00,650.00,16287.00,0.00,15987.00,7256.00,5778.00,1522.00,1300.00,131.00,220.00,80.00,3952.00
1972:Q1,246491.00,26562.00,219929.00,190181.00,29748.00,-229.00,2883.00,5879.00,24387.00,1934.00,54968.00,71906.00,39456.00,25448.00,11780.00,2546.00,-319.00,32450.00,39697.00,0.00,-1094.00,20159.00,0.00,1840.00,2673.00,-1784.00,589.00,362.00,-1182.00,-1501.00,319.00,0.00,-1513.00,-74.00,0.00,1669.00,18215.00,986.00,691.00,7247.00,0.00,6967.00,6584.00,-396.00,-1693.00,2258.00,214.00,160.00,120.00,-16938.00
1972:Q2,250865.00,35695.00,215170.00,194949.00,20221.00,644.00,2466.00,6181.00,24996.00,1506.00,48070.00,54243.00,40606.00,26221.00,12038.00,2666.00,-318.00,13637.00,33319.00,0.00,308.00,18016.00,0.00,-1947.00,-1584.00,-1163.00,350.00,450.00,746.00,230.00,516.00,0.00,-2003.00,-584.00,0.00,1706.00,19383.00,-3013.00,707.00,19682.00,0.00,19367.00,8424.00,7375.00,1728.00,1654.00,186.00,170.00,145.00,-6173.00
1972:Q3,257300.00,31998.00,225302.00,199664.00,25639.00,-263.00,-912.00,6571.00,25571.00,1609.00,56821.00,70218.00,41772.00,27031.00,12335.00,2723.00,-317.00,28446.00,43898.00,0.00,4135.00,19749.00,0.00,1372.00,1211.00,-725.00,272.00,614.00,-1443.00,-1714.00,271.00,0.00,-2189.00,-218.00,0.00,1736.00,20041.00,-23.00,738.00,15452.00,0.00,15124.00,9946.00,5307.00,-1205.00,862.00,214.00,180.00,148.00,-13398.00
1972:Q4,268920.00,29385.00,239535.00,205948.00,33587.00,-198.00,-4063.00,7468.00,26184.00,1755.00,69349.00,65764.00,44160.00,28371.00,13298.00,2809.00,-318.00,21604.00,40643.00,0.00,10307.00,15413.00,0.00,-964.00,872.00,-2060.00,501.00,-277.00,1886.00,2010.00,-124.00,0.00,-4652.00,-534.00,0.00,1764.00,19526.00,-2889.00,786.00,19039.00,0.00,18582.00,9144.00,7228.00,1775.00,282.00,153.00,330.00,127.00,3585.00
1973:Q1,273325.00,29429.00,243896.00,212156.00,31741.00,-274.00,3407.00,9237.00,26778.00,1814.00,62260.00,78680.00,47185.00,30549.00,14140.00,2819.00,-322.00,31495.00,42521.00,0.00,-2330.00,23299.00,0.00,5458.00,3541.00,-361.00,2027.00,251.00,-1927.00,-2400.00,473.00,0.00,-617.00,-756.00,0.00,1804.00,18900.00,-2064.00,754.00,11026.00,61.00,10814.00,8800.00,1007.00,1446.00,-716.00,277.00,40.00,111.00,-16420.00
1973:Q2,280647.00,33242.00,247405.00,216189.00,31217.00,633.00,2603.00,8506.00,27589.00,1529.00,63813.00,70132.00,46840.00,30429.00,13896.00,2842.00,-327.00,23292.00,42201.00,0.00,3719.00,15072.00,0.00,1613.00,954.00,-65.00,914.00,-190.00,1491.00,1107.00,384.00,0.00,-318.00,-622.00,0.00,1855.00,18681.00,-60.00,770.00,18909.00,83.00,18428.00,10264.00,8870.00,372.00,-1111.00,33.00,300.00,98.00,-6320.00
1973:Q3,287512.00,35665.00,251847.00,220905.00,30943.00,-351.00,-967.00,7734.00,28457.00,1578.00,66172.00,77176.00,46664.00,30314.00,13858.00,2826.00,-333.00,30512.00,49606.00,0.00,511.00,12598.00,0.00,10833.00,5212.00,1009.00,2653.00,1959.00,-1376.00,-768.00,-608.00,0.00,145.00,-20.00,0.00,1863.00,19288.00,4993.00,771.00,19094.00,111.00,18710.00,10320.00,6297.00,1624.00,232.00,237.00,180.00,93.00,-11004.00
1973:Q4,297043.00,34071.00,262972.00,225083.00,37889.00,-179.00,-4501.00,6573.00,29240.00,1680.00,76344.00,79958.00,45669.00,29712.00,13503.00,2795.00,-340.00,34288.00,50702.00,0.00,10209.00,9654.00,0.00,2172.00,1416.00,-1149.00,962.00,943.00,2549.00,2925.00,-376.00,0.00,-2924.00,-823.00,0.00,1826.00,20084.00,7191.00,764.00,16414.00,145.00,15961.00,10084.00,6285.00,-164.00,-310.00,66.00,210.00,98.00,-3613.00
1974:Q1,301097.00,31916.00,269181.00,229348.00,39834.00,-266.00,2947.00,5631.00,30114.00,1680.00,70685.00,82796.00,44736.00,29411.00,12896.00,2779.00,-349.00,38059.00,42110.00,0.00,-4400.00,21460.00,263.00,8055.00,7498.00,-2594.00,1493.00,1658.00,-1553.00,-2493.00,940.00,0.00,1002.00,-363.00,0.00,1783.00,19914.00,-4790.00,739.00,4051.00,178.00,3459.00,7640.00,-2520.00,-1846.00,-107.00,292.00,260.00,154.00,-12110.00
1974:Q2,307593.00,39483.00,268110.00,236607.00,31503.00,737.00,2630.00,6051.00,30846.00,1602.00,64905.00,58436.00,45536.00,30324.00,12768.00,2802.00,-357.00,12900.00,33493.00,0.00,-1192.00,16796.00,307.00,96.00,-5145.00,1232.00,1370.00,2639.00,2834.00,2055.00,779.00,0.00,-640.00,-399.00,0.00,1732.00,20860.00,-7626.00,725.00,20593.00,209.00,19769.00,10581.00,6317.00,2442.00,398.00,31.00,430.00,185.00,6468.00
1974:Q3,316653.00,41227.00,275426.00,244002.00,31424.00,-484.00,-903.00,6521.00,31953.00,1541.00,68777.00,69947.00,47082.00,31657.00,12956.00,2833.00,-364.00,22865.00,41085.00,0.00,2066.00,6284.00,816.00,16747.00,4415.00,5605.00,4495.00,2232.00,897.00,-91.00,988.00,0.00,-1022.00,-969.00,0.00,1755.00,21837.00,-8052.00,726.00,18220.00,241.00,17606.00,10942.00,4464.00,1135.00,818.00,247.00,180.00,193.00,-1170.00
1974:Q4,324011.00,38422.00,285589.00,246621.00,38968.00,-286.00,-4105.00,3163.00,33429.00,1475.00,77903.00,77965.00,43839.00,29526.00,11847.00,2835.00,-370.00,34126.00,47300.00,0.00,8719.00,10883.00,993.00,8126.00,-215.00,2159.00,-230.00,6412.00,1045.00,389.00,656.00,0.00,-554.00,330.00,0.00,1851.00,21673.00,-6507.00,741.00,13174.00,272.00,12444.00,8141.00,685.00,3041.00,535.00,42.00,280.00,178.00,-61.00
