1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q4,14719.00,224.00,-911.00,410.00,9658.00,1389.00,182.00,-4683.00,486.00,10.00,148.00,3300.00,1222.00,835.00,-1741.00,12.00,-1841.00,2710.00,3014.00,295.00,41303.00,1839.00,26399.00,1605.00,-19.00,195.00,-434.00,-1313.00,-229.00,4.00,-38.00,0.00,540.00,348.00,9557.00,1389.00,-63.00,0.00,0.00,626.00,0.00,-33.00,80.00,-1995.00,2845.00,0.00,-26584.00
1978:Q1,59796.00,250.00,25405.00,1531.00,11004.00,1711.00,-406.00,10256.00,438.00,78.00,22.00,3390.00,1155.00,567.00,1257.00,362.00,1731.00,59.00,551.00,435.00,49197.00,1798.00,18004.00,1532.00,-3.00,335.00,-180.00,3579.00,515.00,279.00,174.00,0.00,453.00,5712.00,11159.00,1711.00,-30.00,0.00,0.00,522.00,0.00,-355.00,-62.00,2401.00,1653.00,0.00,10599.00
1978:Q2,38739.00,256.00,5501.00,597.00,8251.00,618.00,349.00,11320.00,925.00,80.00,25.00,3507.00,1120.00,1199.00,92.00,55.00,364.00,-1181.00,6821.00,-1160.00,4458.00,1748.00,-14485.00,1580.00,49.00,130.00,79.00,3432.00,277.00,398.00,505.00,0.00,477.00,-630.00,8915.00,618.00,-10.00,0.00,0.00,-97.00,0.00,372.00,43.00,-175.00,1233.00,0.00,34280.00
1978:Q3,47678.00,269.00,20605.00,177.00,4533.00,1692.00,151.00,7913.00,1365.00,59.00,17.00,3574.00,1144.00,1412.00,5026.00,-264.00,700.00,-378.00,-523.00,206.00,27733.00,1756.00,1538.00,1568.00,75.00,170.00,-39.00,8641.00,556.00,212.00,439.00,0.00,496.00,2933.00,4525.00,1692.00,-209.00,0.00,0.00,203.00,0.00,1326.00,-46.00,869.00,1028.00,0.00,19945.00
1978:Q4,61781.00,290.00,14264.00,935.00,10821.00,926.00,965.00,13855.00,-221.00,72.00,0.00,3591.00,1181.00,1365.00,4269.00,75.00,462.00,-512.00,8915.00,528.00,59002.00,1820.00,35935.00,1565.00,23.00,363.00,-105.00,-54.00,-213.00,165.00,540.00,0.00,567.00,2155.00,10286.00,926.00,738.00,0.00,0.00,-182.00,0.00,829.00,215.00,439.00,2990.00,0.00,2780.00
1979:Q1,73868.00,316.00,36869.00,1989.00,12119.00,3771.00,-654.00,7811.00,1255.00,88.00,41.00,3619.00,1250.00,871.00,242.00,-47.00,-805.00,182.00,4068.00,884.00,23972.00,1899.00,-564.00,1551.00,60.00,210.00,663.00,2406.00,20.00,390.00,309.00,0.00,641.00,-1775.00,12416.00,3771.00,106.00,0.00,0.00,317.00,0.00,-354.00,59.00,-360.00,2208.00,0.00,49896.00
1979:Q2,50791.00,345.00,15096.00,410.00,11459.00,1459.00,376.00,9606.00,-1958.00,75.00,22.00,3658.00,1244.00,1912.00,4533.00,-84.00,402.00,-1821.00,3152.00,906.00,24204.00,1939.00,3130.00,1632.00,38.00,129.00,-447.00,4769.00,-48.00,362.00,333.00,0.00,714.00,-3223.00,9348.00,1459.00,95.00,0.00,0.00,-459.00,0.00,1560.00,47.00,805.00,2021.00,0.00,26587.00
1979:Q3,59219.00,350.00,35202.00,806.00,2345.00,3618.00,282.00,-254.00,92.00,327.00,2.00,3703.00,1213.00,142.00,7665.00,261.00,684.00,-159.00,3698.00,-757.00,23857.00,1974.00,17106.00,1600.00,43.00,92.00,995.00,-9679.00,105.00,255.00,431.00,0.00,729.00,-2690.00,3423.00,3618.00,111.00,0.00,0.00,32.00,0.00,2416.00,42.00,635.00,2620.00,0.00,35362.00
1979:Q4,40420.00,332.00,21575.00,3732.00,8336.00,3085.00,1018.00,-2120.00,-456.00,343.00,-15.00,3755.00,977.00,2760.00,-2099.00,-153.00,189.00,1567.00,-1089.00,-1317.00,50378.00,2002.00,27224.00,1703.00,-84.00,96.00,-47.00,-2465.00,-20.00,283.00,629.00,0.00,684.00,4502.00,10382.00,3085.00,62.00,0.00,0.00,524.00,0.00,-1204.00,22.00,1113.00,1887.00,0.00,-9958.00
1980:Q1,74623.00,311.00,38602.00,1561.00,14037.00,209.00,-1397.00,7747.00,1048.00,383.00,1809.00,3830.00,721.00,334.00,2139.00,49.00,10.00,-2254.00,4490.00,994.00,30552.00,2143.00,567.00,689.00,21.00,52.00,-1650.00,6939.00,-13.00,394.00,1177.00,0.00,643.00,8545.00,13083.00,227.00,-74.00,0.00,0.00,56.00,0.00,-2508.00,30.00,-1257.00,1489.00,0.00,44071.00
1980:Q2,44364.00,285.00,23774.00,2453.00,8524.00,-1401.00,1155.00,-1860.00,325.00,755.00,-25.00,3338.00,308.00,1400.00,3327.00,-18.00,152.00,1478.00,620.00,-226.00,32697.00,1663.00,-8519.00,-823.00,-55.00,122.00,788.00,-706.00,400.00,389.00,830.00,0.00,598.00,11556.00,9876.00,-1384.00,294.00,1.00,0.00,-26.00,0.00,3968.00,37.00,1273.00,3241.00,9175.00,11667.00
1980:Q3,56570.00,299.00,45410.00,1263.00,1839.00,2125.00,-1322.00,2253.00,623.00,783.00,-925.00,3221.00,462.00,516.00,-1269.00,102.00,803.00,1062.00,-1360.00,685.00,61038.00,1634.00,32255.00,509.00,-26.00,278.00,-268.00,-327.00,456.00,427.00,372.00,0.00,617.00,14207.00,1730.00,2143.00,58.00,0.00,0.00,350.00,0.00,856.00,30.00,2002.00,3017.00,719.00,-4468.00
1980:Q4,14139.00,352.00,-11972.00,1501.00,9550.00,2269.00,569.00,-318.00,-378.00,580.00,675.00,3156.00,648.00,1306.00,1389.00,-76.00,1619.00,22.00,2030.00,1216.00,52963.00,1732.00,9672.00,4920.00,-6.00,101.00,997.00,6080.00,765.00,550.00,942.00,0.00,697.00,11337.00,11149.00,2286.00,-183.00,0.00,0.00,870.00,0.00,-2568.00,13.00,-61.00,4565.00,-895.00,-38824.00
1981:Q1,136035.00,419.00,101373.00,-1381.00,17096.00,2436.00,-506.00,5858.00,1117.00,295.00,-173.00,3087.00,1550.00,340.00,5476.00,-59.00,-1780.00,4853.00,-4097.00,131.00,125883.00,2030.00,77045.00,4416.00,99.00,27.00,296.00,3893.00,450.00,802.00,-616.00,0.00,732.00,8676.00,14027.00,2454.00,-67.00,-1.00,0.00,1379.00,0.00,3880.00,30.00,-983.00,5750.00,1565.00,10151.00
1981:Q2,15093.00,501.00,-4934.00,-1365.00,3706.00,-1057.00,614.00,8562.00,-2240.00,274.00,-474.00,2985.00,1931.00,392.00,1735.00,55.00,817.00,-313.00,1140.00,2764.00,32421.00,2088.00,908.00,4283.00,49.00,500.00,412.00,5385.00,332.00,970.00,-531.00,0.00,707.00,6001.00,10336.00,-1040.00,574.00,0.00,0.00,-1961.00,0.00,-1201.00,13.00,569.00,3749.00,279.00,-17329.00
1981:Q3,57786.00,486.00,35495.00,575.00,4442.00,583.00,402.00,-2665.00,1030.00,222.00,824.00,2793.00,2072.00,2590.00,1239.00,-58.00,339.00,2248.00,1326.00,3843.00,53267.00,1990.00,30148.00,3653.00,62.00,285.00,-986.00,-23.00,1436.00,797.00,873.00,0.00,839.00,3896.00,602.00,601.00,125.00,1.00,0.00,412.00,0.00,581.00,-9.00,-1532.00,6614.00,2902.00,4519.00
1981:Q4,5123.00,377.00,-3258.00,864.00,12510.00,837.00,118.00,-7624.00,-580.00,148.00,-77.00,2678.00,1443.00,1349.00,1569.00,-12.00,1189.00,5936.00,-12725.00,381.00,38596.00,1896.00,26552.00,3430.00,-127.00,165.00,301.00,-4945.00,-12.00,284.00,-640.00,0.00,1132.00,-1904.00,11740.00,855.00,407.00,0.00,0.00,811.00,0.00,-1739.00,-5.00,3378.00,7473.00,-10456.00,-33473.00
1982:Q1,75754.00,279.00,32520.00,7113.00,18211.00,-2.00,-845.00,2748.00,1241.00,0.00,-453.00,2191.00,1567.00,828.00,3746.00,106.00,-2074.00,159.00,5708.00,2711.00,59809.00,1484.00,36286.00,-2064.00,-17.00,276.00,-280.00,9387.00,606.00,-420.00,-1072.00,0.00,1430.00,-6203.00,14793.00,28.00,495.00,0.00,0.00,223.00,0.00,2471.00,43.00,-813.00,2040.00,1115.00,15946.00
1982:Q2,48697.00,193.00,-2204.00,6910.00,11898.00,706.00,-58.00,10807.00,1237.00,-223.00,33.00,2154.00,1340.00,568.00,1401.00,-40.00,655.00,-1950.00,9843.00,5427.00,31087.00,1352.00,4591.00,-1940.00,-16.00,510.00,-263.00,10982.00,-191.00,-1182.00,1202.00,0.00,1764.00,-2102.00,10157.00,737.00,-416.00,0.00,0.00,-163.00,0.00,1388.00,-31.00,973.00,1604.00,2130.00,17610.00
1982:Q3,50679.00,155.00,26735.00,6989.00,385.00,2787.00,-53.00,6639.00,2127.00,-121.00,-82.00,2177.00,1682.00,-1663.00,3741.00,12.00,282.00,9235.00,-5537.00,-4811.00,43173.00,1588.00,13586.00,-1374.00,73.00,309.00,902.00,7240.00,95.00,-1172.00,-195.00,0.00,1920.00,5591.00,228.00,2818.00,-347.00,0.00,0.00,-2566.00,0.00,-55.00,27.00,1952.00,10257.00,2297.00,7506.00
1982:Q4,-11719.00,166.00,-19944.00,7564.00,6543.00,515.00,910.00,-8204.00,-2815.00,306.00,-398.00,4310.00,1857.00,6124.00,-1750.00,-4.00,-6564.00,3600.00,-4153.00,218.00,22808.00,4241.00,-393.00,-1555.00,-49.00,273.00,-251.00,1061.00,-1082.00,-390.00,-444.00,0.00,1941.00,-3156.00,11709.00,546.00,-346.00,0.00,0.00,3427.00,0.00,-1800.00,0.00,971.00,10267.00,-2162.00,-34527.00
1983:Q1,90307.00,150.00,29617.00,2766.00,16849.00,-818.00,-1032.00,16327.00,-980.00,414.00,133.00,2470.00,2109.00,55.00,3299.00,-20.00,8286.00,-2837.00,10837.00,2682.00,62741.00,3141.00,13036.00,475.00,-51.00,492.00,12.00,10284.00,-415.00,16.00,-163.00,0.00,1286.00,14329.00,15096.00,-783.00,-112.00,204.00,0.00,566.00,0.00,3402.00,68.00,4077.00,-1324.00,-895.00,27565.00
1983:Q2,34163.00,145.00,2260.00,3417.00,9445.00,999.00,225.00,9738.00,262.00,990.00,27.00,2126.00,2334.00,88.00,1923.00,43.00,2564.00,-1545.00,-1506.00,628.00,35182.00,3808.00,-4037.00,-388.00,284.00,263.00,-506.00,74.00,-515.00,841.00,-1353.00,0.00,2170.00,20543.00,10140.00,1051.00,121.00,19.00,0.00,383.00,0.00,81.00,43.00,-812.00,1978.00,993.00,-1019.00
1983:Q3,51671.00,140.00,15365.00,3010.00,672.00,5305.00,360.00,14922.00,-17.00,947.00,23.00,3114.00,2408.00,95.00,-512.00,-73.00,-2134.00,7849.00,-335.00,532.00,42870.00,4662.00,1694.00,377.00,101.00,311.00,335.00,2438.00,683.00,805.00,1216.00,0.00,2867.00,11753.00,155.00,5376.00,13.00,1.00,0.00,-183.00,0.00,-365.00,-22.00,-980.00,11823.00,-190.00,8802.00
1983:Q4,40149.00,149.00,-24186.00,3429.00,11482.00,665.00,331.00,10483.00,2752.00,382.00,-183.00,4510.00,2363.00,-482.00,5176.00,53.00,3770.00,7888.00,10853.00,714.00,56055.00,4797.00,5587.00,1844.00,-236.00,353.00,648.00,-1167.00,276.00,17.00,313.00,0.00,1649.00,14025.00,11044.00,752.00,-219.00,52.00,0.00,314.00,0.00,-3069.00,145.00,3512.00,12133.00,3285.00,-15906.00
1984:Q1,105131.00,-150.00,68682.00,3157.00,23191.00,-363.00,-289.00,2633.00,186.00,334.00,-81.00,3526.00,3502.00,-265.00,855.00,20.00,-2583.00,1470.00,-1448.00,2754.00,56333.00,-5068.00,22486.00,6733.00,149.00,576.00,230.00,-1828.00,231.00,-240.00,-424.00,0.00,109.00,12035.00,15782.00,-398.00,225.00,-77.00,0.00,968.00,0.00,3051.00,-8.00,468.00,655.00,679.00,48798.00
1984:Q2,73102.00,-349.00,44380.00,418.00,11321.00,-2832.00,108.00,1321.00,-4356.00,-197.00,207.00,3603.00,4037.00,2854.00,2596.00,47.00,734.00,-10988.00,17350.00,2848.00,79513.00,2654.00,53181.00,-1302.00,877.00,308.00,492.00,3608.00,386.00,-947.00,35.00,0.00,1587.00,17799.00,10129.00,-2867.00,39.00,0.00,0.00,745.00,0.00,-42.00,181.00,-1950.00,550.00,-5950.00,-6411.00
1984:Q3,122661.00,-345.00,63118.00,3331.00,2050.00,-2679.00,68.00,41006.00,6335.00,-276.00,-106.00,3579.00,4070.00,2152.00,212.00,72.00,1425.00,9909.00,-6877.00,-4383.00,96457.00,2476.00,55421.00,-1811.00,846.00,506.00,2522.00,20331.00,1157.00,-1071.00,-325.00,0.00,1036.00,-9601.00,1051.00,-2696.00,77.00,-2.00,0.00,858.00,0.00,-491.00,195.00,3557.00,15272.00,7148.00,26205.00
1984:Q4,2378.00,-147.00,-42214.00,2673.00,6591.00,-572.00,632.00,16491.00,-632.00,197.00,580.00,4108.00,2114.00,5497.00,1435.00,52.00,1565.00,4953.00,-2117.00,1171.00,41619.00,2803.00,17813.00,-1881.00,-468.00,414.00,-249.00,10022.00,-783.00,-505.00,17.00,0.00,3896.00,-11872.00,11315.00,-625.00,510.00,270.00,0.00,577.00,0.00,-4743.00,292.00,508.00,15022.00,-714.00,-39241.00
1985:Q1,145630.00,-37.00,87730.00,5978.00,11862.00,2733.00,-688.00,5579.00,2662.00,253.00,-128.00,4364.00,3842.00,-760.00,3107.00,-100.00,2569.00,-949.00,16169.00,1444.00,61306.00,2104.00,27189.00,1386.00,-421.00,405.00,-2.00,5933.00,561.00,-448.00,675.00,0.00,472.00,5050.00,5776.00,2750.00,135.00,-107.00,0.00,-125.00,0.00,2063.00,201.00,120.00,4535.00,3054.00,84325.00
1985:Q2,86084.00,109.00,44755.00,4276.00,12414.00,-6374.00,-125.00,16269.00,-1392.00,690.00,-542.00,9082.00,3843.00,4051.00,3926.00,-201.00,-2497.00,1200.00,-2786.00,-614.00,30094.00,6810.00,-2387.00,1236.00,415.00,74.00,-177.00,10818.00,-1058.00,-80.00,3.00,0.00,2070.00,-643.00,10664.00,-6356.00,-147.00,-146.00,0.00,18.00,0.00,158.00,79.00,2828.00,5635.00,280.00,55990.00
1985:Q3,137315.00,99.00,66258.00,14370.00,1055.00,-1293.00,100.00,9816.00,429.00,649.00,-157.00,12465.00,1941.00,6877.00,1963.00,-203.00,2998.00,2983.00,19454.00,-2489.00,75016.00,10492.00,39508.00,1958.00,1155.00,318.00,1073.00,-3805.00,1312.00,-11.00,1023.00,0.00,1037.00,7273.00,1099.00,-1257.00,343.00,-14.00,0.00,-1636.00,0.00,1645.00,78.00,-1191.00,9337.00,5279.00,62299.00
1985:Q4,79133.00,-70.00,21957.00,4525.00,-5303.00,-4934.00,805.00,15973.00,-995.00,130.00,727.00,11126.00,2038.00,-1329.00,5207.00,639.00,4433.00,2823.00,18033.00,3348.00,88258.00,11916.00,44566.00,135.00,4842.00,388.00,103.00,11062.00,-3317.00,-232.00,-478.00,0.00,2390.00,1053.00,1906.00,-4884.00,6.00,1272.00,0.00,-1363.00,0.00,-1769.00,-138.00,7806.00,10894.00,2099.00,-9124.00
1986:Q1,58861.00,-241.00,1535.00,3353.00,23857.00,-2780.00,-1199.00,14287.00,4037.00,-362.00,-153.00,9432.00,9359.00,1223.00,-1292.00,490.00,650.00,11711.00,-10005.00,-5041.00,49404.00,4228.00,-7790.00,2384.00,257.00,186.00,237.00,3294.00,2119.00,-432.00,803.00,0.00,-593.00,8143.00,17679.00,-2681.00,-417.00,625.00,0.00,524.00,0.00,-523.00,-720.00,7024.00,10832.00,4226.00,9457.00
1986:Q2,26792.00,-420.00,-2897.00,922.00,10803.00,-796.00,22.00,5278.00,-7611.00,-810.00,-368.00,9920.00,2620.00,238.00,-1647.00,848.00,6230.00,-4471.00,7399.00,1532.00,26851.00,4867.00,-12154.00,2903.00,1230.00,351.00,38.00,-1421.00,-673.00,-611.00,979.00,0.00,2821.00,10288.00,10159.00,-705.00,748.00,533.00,0.00,-3930.00,0.00,-1625.00,161.00,5067.00,4792.00,3032.00,-59.00
1986:Q3,103528.00,-419.00,56480.00,1452.00,4150.00,-5332.00,21.00,9240.00,7508.00,-925.00,718.00,11604.00,500.00,2567.00,5935.00,816.00,-2268.00,3559.00,6600.00,1322.00,103031.00,6041.00,67856.00,3191.00,814.00,-238.00,1025.00,5683.00,2497.00,-603.00,258.00,0.00,2668.00,12735.00,4364.00,-5341.00,796.00,484.00,0.00,922.00,0.00,5112.00,851.00,-14437.00,7581.00,772.00,497.00
1986:Q4,-33071.00,-244.00,-42962.00,2755.00,-2782.00,-12115.00,60.00,-1140.00,1665.00,-720.00,3.00,11251.00,5188.00,4207.00,-4109.00,-2037.00,1177.00,2648.00,2667.00,1417.00,102086.00,5612.00,41124.00,2480.00,-608.00,209.00,388.00,9022.00,-573.00,-417.00,868.00,0.00,2248.00,30209.00,661.00,-12084.00,471.00,1207.00,0.00,4387.00,0.00,-1950.00,-679.00,12604.00,7405.00,-498.00,-135157.00
1987:Q1,119915.00,-32.00,48994.00,-4463.00,17449.00,-8536.00,-118.00,29399.00,2272.00,-573.00,144.00,10590.00,16065.00,2058.00,-304.00,445.00,-2943.00,1394.00,4537.00,3536.00,92169.00,7628.00,16116.00,816.00,-137.00,342.00,-213.00,23773.00,1298.00,-290.00,1812.00,0.00,3024.00,6303.00,18251.00,-8468.00,-140.00,908.00,0.00,1826.00,0.00,1370.00,-314.00,7692.00,9697.00,874.00,27746.00
1987:Q2,36745.00,340.00,13385.00,-544.00,10224.00,-6337.00,368.00,-17483.00,2968.00,-566.00,-169.00,10867.00,9633.00,-2242.00,2191.00,-243.00,16.00,-1092.00,18294.00,-2865.00,53348.00,7149.00,19877.00,-309.00,410.00,123.00,689.00,-12253.00,-534.00,-203.00,-183.00,0.00,3593.00,18464.00,9467.00,-6342.00,63.00,-1151.00,0.00,1442.00,0.00,-1012.00,692.00,3630.00,5511.00,4226.00,-16603.00
1987:Q3,35865.00,310.00,-2063.00,-2153.00,1378.00,-1667.00,17.00,11341.00,4031.00,-473.00,819.00,10490.00,15869.00,-3519.00,-3804.00,226.00,2621.00,8456.00,-9670.00,3657.00,89969.00,6726.00,21173.00,144.00,883.00,411.00,1312.00,464.00,2729.00,-102.00,-75.00,0.00,4385.00,34223.00,1612.00,-1813.00,-135.00,1304.00,0.00,-424.00,0.00,2863.00,149.00,4027.00,10075.00,40.00,-54104.00
1987:Q4,45582.00,590.00,22293.00,718.00,-7938.00,-1025.00,699.00,-4242.00,1200.00,-300.00,106.00,9459.00,5265.00,1254.00,31513.00,-11.00,-2845.00,-2344.00,-2342.00,-6468.00,98884.00,6836.00,75264.00,1399.00,2723.00,449.00,382.00,-3456.00,-382.00,30.00,-2414.00,0.00,1556.00,19605.00,1154.00,-1073.00,1012.00,367.00,0.00,4028.00,0.00,3650.00,403.00,-19703.00,2612.00,4442.00,-53302.00
1988:Q1,127384.00,-130.00,46466.00,4345.00,29555.00,2446.00,-268.00,4512.00,7557.00,-138.00,-81.00,8388.00,3744.00,4561.00,19729.00,797.00,-7266.00,-952.00,1953.00,2166.00,92596.00,4725.00,23665.00,3766.00,-1390.00,171.00,-353.00,-3334.00,3433.00,206.00,2109.00,0.00,4879.00,16834.00,19238.00,2402.00,2510.00,504.00,0.00,157.00,0.00,-341.00,-394.00,4878.00,671.00,8260.00,34788.00
1988:Q2,109986.00,60.00,23100.00,4345.00,13999.00,1182.00,431.00,21371.00,3959.00,53.00,-294.00,7279.00,2259.00,-3492.00,3790.00,-46.00,3253.00,2622.00,25769.00,346.00,69372.00,4392.00,3939.00,4049.00,709.00,275.00,-368.00,14360.00,-416.00,409.00,-977.00,0.00,1687.00,10425.00,8477.00,1138.00,-1525.00,113.00,0.00,901.00,0.00,2265.00,4.00,5414.00,8311.00,5790.00,40614.00
1988:Q3,63344.00,164.00,18541.00,4346.00,1868.00,612.00,476.00,17050.00,4143.00,116.00,1194.00,6978.00,-1678.00,2542.00,-4472.00,971.00,-3751.00,7735.00,6208.00,301.00,47647.00,5472.00,19647.00,3728.00,-398.00,265.00,-311.00,-816.00,1015.00,453.00,1338.00,0.00,-201.00,10614.00,2561.00,641.00,-318.00,-891.00,0.00,1748.00,0.00,-1539.00,-223.00,-6685.00,6577.00,4969.00,15698.00
1988:Q4,194928.00,355.00,139253.00,4345.00,-6027.00,5425.00,445.00,16651.00,1604.00,48.00,-419.00,7483.00,5954.00,-2501.00,-1459.00,610.00,7818.00,-1183.00,20045.00,-3519.00,240159.00,6369.00,172705.00,3564.00,595.00,326.00,1446.00,16599.00,670.00,294.00,-2347.00,0.00,2018.00,11845.00,-523.00,7030.00,-322.00,-21.00,0.00,4714.00,0.00,58.00,1431.00,7520.00,5654.00,535.00,-45232.00
1989:Q1,194597.00,-92.00,154709.00,5218.00,18637.00,2123.00,-1433.00,-1427.00,6108.00,174.00,-1100.00,7932.00,6430.00,-1004.00,-8359.00,-2009.00,-5266.00,5378.00,3037.00,5541.00,135962.00,3551.00,97210.00,2614.00,-349.00,258.00,-1840.00,-7739.00,2869.00,214.00,1564.00,0.00,1975.00,14398.00,20374.00,2739.00,832.00,726.00,0.00,-2129.00,0.00,-12026.00,636.00,-935.00,4796.00,6225.00,58635.00
1989:Q2,67565.00,115.00,6565.00,5218.00,19098.00,211.00,15.00,12567.00,-1098.00,-6.00,-100.00,8327.00,4007.00,1112.00,2731.00,347.00,2797.00,1272.00,7703.00,-3316.00,32736.00,3851.00,-23179.00,3175.00,576.00,204.00,4186.00,9759.00,-512.00,283.00,-1237.00,0.00,3916.00,2041.00,8100.00,1397.00,1517.00,1112.00,0.00,4935.00,0.00,-3568.00,1220.00,7697.00,7790.00,-527.00,34829.00
1989:Q3,96312.00,128.00,61824.00,5218.00,6355.00,6137.00,-145.00,11581.00,1646.00,18.00,300.00,8136.00,4837.00,4843.00,6279.00,-238.00,-13632.00,-2813.00,-2103.00,-2058.00,58714.00,4876.00,7926.00,2388.00,928.00,9445.00,2386.00,6813.00,3746.00,243.00,640.00,0.00,2563.00,1919.00,3382.00,7418.00,1021.00,731.00,0.00,5409.00,0.00,-2805.00,167.00,573.00,748.00,-1801.00,37598.00
1989:Q4,32141.00,678.00,5445.00,5219.00,2234.00,7219.00,942.00,-7666.00,583.00,81.00,300.00,7359.00,5757.00,1311.00,-2968.00,528.00,6466.00,1169.00,-1615.00,-901.00,46908.00,4838.00,2017.00,1101.00,212.00,5463.00,2653.00,-2890.00,-2011.00,149.00,282.00,0.00,8.00,9579.00,-1692.00,8288.00,-339.00,648.00,0.00,1829.00,0.00,-1123.00,-386.00,15661.00,4061.00,-1439.00,-14767.00
1990:Q1,59510.00,-360.00,-804.00,-821.00,21171.00,1367.00,30.00,31044.00,-2806.00,202.00,-300.00,6626.00,2285.00,-3001.00,-8374.00,165.00,6611.00,97.00,6123.00,255.00,96013.00,8676.00,35141.00,-720.00,360.00,-677.00,-1262.00,17324.00,513.00,-703.00,786.00,0.00,-4478.00,13320.00,21337.00,1707.00,792.00,529.00,0.00,-902.00,0.00,1502.00,-333.00,2987.00,1434.00,-1320.00,-36503.00
1990:Q2,3413.00,11.00,-26859.00,-821.00,13063.00,2263.00,-179.00,-12550.00,-2272.00,353.00,200.00,5939.00,-342.00,1013.00,10810.00,-729.00,2851.00,107.00,11684.00,-1128.00,-5511.00,1702.00,-39600.00,-1721.00,1150.00,18689.00,374.00,-5886.00,-1077.00,852.00,1751.00,0.00,-56.00,-2081.00,9267.00,3483.00,2449.00,504.00,0.00,3330.00,0.00,584.00,-788.00,4773.00,-3852.00,643.00,8924.00
1990:Q3,98151.00,-50.00,41370.00,-821.00,-5036.00,8479.00,235.00,13316.00,9288.00,295.00,200.00,5656.00,1483.00,-2838.00,16210.00,708.00,-4089.00,11293.00,2981.00,-529.00,105226.00,4911.00,30313.00,-1112.00,-1433.00,4333.00,1655.00,8880.00,3532.00,8.00,403.00,0.00,-1452.00,20718.00,2876.00,8275.00,-5227.00,-71.00,0.00,-1467.00,0.00,-2971.00,-508.00,16143.00,13700.00,3720.00,-7075.00
1990:Q4,-22578.00,487.00,13873.00,-820.00,-14045.00,10359.00,-1085.00,-21730.00,-3173.00,-74.00,100.00,5776.00,126.00,9381.00,-10808.00,-1090.00,-618.00,-4974.00,-6680.00,2416.00,87629.00,4662.00,52179.00,350.00,1431.00,11906.00,-1966.00,2646.00,-314.00,-31.00,-990.00,0.00,491.00,5219.00,-1238.00,10565.00,-1552.00,346.00,0.00,1721.00,0.00,4348.00,1209.00,5142.00,-9052.00,556.00,-110207.00
1991:Q1,121425.00,-128.00,62129.00,-152.00,35712.00,-1435.00,-315.00,3425.00,2994.00,-215.00,-100.00,3781.00,27350.00,1010.00,4516.00,-31.00,341.00,-3199.00,-15136.00,878.00,89788.00,1846.00,49461.00,2149.00,805.00,-6530.00,-3287.00,299.00,4871.00,-92.00,2061.00,0.00,13162.00,9496.00,22442.00,-5356.00,680.00,-1455.00,0.00,-647.00,0.00,-3865.00,3.00,3043.00,261.00,440.00,31637.00
1991:Q2,-2444.00,-227.00,-412.00,348.00,490.00,7098.00,-30.00,-4640.00,-6549.00,-490.00,100.00,2332.00,9461.00,1771.00,-173.00,606.00,1241.00,1037.00,-16404.00,1997.00,29228.00,2373.00,-19255.00,3327.00,269.00,6997.00,-1122.00,-11012.00,-3403.00,-163.00,3438.00,0.00,-2509.00,20370.00,7420.00,7951.00,1768.00,130.00,0.00,-1164.00,0.00,4662.00,20.00,9326.00,2014.00,-2209.00,-31672.00
1991:Q3,67210.00,-229.00,51683.00,2348.00,-11874.00,9521.00,291.00,-5702.00,4116.00,-545.00,900.00,2287.00,3947.00,6178.00,6292.00,-32.00,-741.00,491.00,-3036.00,1315.00,68263.00,2406.00,-10257.00,1534.00,-1432.00,33275.00,-658.00,-5709.00,4364.00,-175.00,1902.00,0.00,6253.00,8509.00,2553.00,9790.00,-824.00,-20.00,0.00,1044.00,0.00,3502.00,-518.00,7991.00,-632.00,5364.00,-1053.00
1991:Q4,31303.00,-138.00,-22297.00,1098.00,19419.00,11206.00,-286.00,5512.00,3508.00,-374.00,-300.00,3646.00,-8309.00,-1695.00,4890.00,1106.00,-886.00,644.00,10551.00,4007.00,63235.00,4096.00,-17914.00,2343.00,3981.00,2321.00,2739.00,2533.00,-822.00,-93.00,-2749.00,0.00,-1318.00,17067.00,-2960.00,10795.00,1991.00,1670.00,0.00,7034.00,0.00,5507.00,1636.00,13476.00,5285.00,6617.00,-31932.00
1992:Q1,206932.00,-64.00,114452.00,3459.00,24478.00,9142.00,-349.00,7097.00,-529.00,407.00,-500.00,4932.00,11681.00,11880.00,-1730.00,-1604.00,5395.00,6551.00,7298.00,4936.00,230521.00,4169.00,107110.00,1176.00,-3789.00,7759.00,-2543.00,2877.00,589.00,-20.00,4172.00,0.00,-1579.00,31205.00,23701.00,9259.00,16.00,36837.00,0.00,-8134.00,0.00,-7446.00,989.00,11706.00,6807.00,5660.00,-23588.00
