1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q1,464191.00,200.00,170309.00,36152.00,30251.00,1105.00,944.00,68601.00,39202.00,-947.00,-2041.00,-7595.00,27180.00,13169.00,1335.00,-2432.00,22904.00,-2940.00,59848.00,8946.00,449862.00,6116.00,84109.00,95438.00,27.00,1429.00,-357.00,29046.00,4028.00,817.00,4110.00,-10074.00,4253.00,35227.00,34272.00,17319.00,-3576.00,-2941.00,2343.00,-8399.00,3967.00,-16926.00,-1110.00,112902.00,26284.00,31558.00,14328.00
2006:Q2,283292.00,171.00,170138.00,36152.00,18770.00,2518.00,1329.00,-11334.00,27189.00,114.00,-111.00,7464.00,1483.00,9265.00,-8886.00,2808.00,31877.00,363.00,-23801.00,17784.00,496901.00,5961.00,151790.00,95471.00,1547.00,116.00,985.00,10430.00,2240.00,2338.00,-5730.00,2588.00,3903.00,23719.00,15582.00,17289.00,4358.00,-25104.00,2404.00,4617.00,2633.00,-13235.00,3471.00,132343.00,47808.00,9377.00,-213609.00
2006:Q3,490085.00,47.00,191923.00,36152.00,6035.00,64549.00,797.00,51422.00,-17527.00,-2935.00,2812.00,6150.00,16518.00,-13685.00,13597.00,3182.00,24831.00,27175.00,67492.00,11550.00,538851.00,4799.00,88038.00,95469.00,3024.00,977.00,-215.00,50081.00,1249.00,-2333.00,2365.00,4795.00,20127.00,36274.00,5277.00,70656.00,8711.00,173.00,1069.00,8780.00,1414.00,-15964.00,635.00,107232.00,51683.00,-5464.00,-48767.00
2006:Q4,174577.00,150.00,123310.00,36152.00,13480.00,34454.00,157.00,-60782.00,-21669.00,-778.00,-3389.00,-29305.00,12179.00,3285.00,2377.00,4144.00,28444.00,66135.00,-38793.00,5026.00,436644.00,20535.00,178055.00,95480.00,1894.00,548.00,-344.00,-109290.00,-4181.00,-183.00,4596.00,-2536.00,15165.00,48038.00,-10236.00,41498.00,-2460.00,-18654.00,2657.00,-8177.00,3098.00,3586.00,4815.00,57038.00,120052.00,-4349.00,-262067.00
2007:Q1,567168.00,549.00,277834.00,23472.00,30546.00,47894.00,865.00,-16711.00,52527.00,-1123.00,1236.00,11914.00,36389.00,-2014.00,7373.00,-4506.00,40086.00,-38816.00,93512.00,6141.00,532677.00,6477.00,121962.00,82708.00,2778.00,565.00,12.00,-37687.00,3697.00,436.00,7142.00,8891.00,1343.00,14293.00,35085.00,52083.00,13489.00,-14851.00,2014.00,8880.00,3203.00,-13294.00,-4944.00,176647.00,12884.00,48864.00,34492.00
2007:Q2,666919.00,30.00,238439.00,23472.00,36900.00,29744.00,-112.00,109224.00,16172.00,-881.00,-2148.00,2428.00,20525.00,7490.00,8785.00,-1118.00,90587.00,3577.00,68114.00,15691.00,529330.00,5258.00,135193.00,82700.00,1616.00,944.00,392.00,-5368.00,3478.00,2286.00,833.00,927.00,8738.00,17901.00,30693.00,39276.00,-1240.00,-37396.00,302.00,16804.00,4646.00,-13116.00,2666.00,157822.00,62455.00,11521.00,137588.00
2007:Q3,424377.00,467.00,258470.00,23471.00,8322.00,33015.00,1381.00,49656.00,-11464.00,-1135.00,-4776.00,4884.00,36613.00,11568.00,-9105.00,4947.00,-63644.00,23107.00,38403.00,20197.00,398757.00,14189.00,130499.00,82703.00,1690.00,749.00,590.00,73341.00,8288.00,-95.00,-1229.00,-864.00,2204.00,15423.00,4264.00,34317.00,13061.00,-6448.00,3752.00,-4869.00,2774.00,-5034.00,-574.00,-56103.00,80198.00,5933.00,25620.00
2007:Q4,279082.00,-3.00,311513.00,23472.00,-4889.00,32621.00,-35.00,-29906.00,11241.00,-8748.00,73.00,14704.00,3168.00,1313.00,-8398.00,5309.00,-38765.00,-9056.00,-50335.00,25803.00,272200.00,20113.00,241669.00,82667.00,1186.00,-226.00,24421.00,-5378.00,-7121.00,3490.00,-1397.00,-3094.00,21698.00,12064.00,-22353.00,33418.00,4682.00,48949.00,2992.00,6229.00,-1571.00,-4613.00,-1507.00,-255481.00,20092.00,51272.00,6882.00
2008:Q1,291089.00,1332.00,87175.00,28572.00,30249.00,16879.00,78.00,-14320.00,16155.00,689.00,4000.00,8187.00,12413.00,17815.00,6714.00,-1606.00,-82447.00,21722.00,135467.00,2015.00,58562.00,13156.00,-233290.00,26957.00,230.00,798.00,-1051.00,32606.00,15739.00,691.00,6057.00,21064.00,9464.00,25622.00,35501.00,7176.00,-16797.00,18036.00,3733.00,-14311.00,5076.00,-14120.00,1848.00,53241.00,69274.00,-8139.00,232527.00
2008:Q2,168584.00,398.00,67208.00,28572.00,18869.00,3781.00,-257.00,21040.00,-29147.00,570.00,-4400.00,-553.00,23428.00,-10836.00,-5739.00,-1275.00,6826.00,30328.00,-3758.00,23529.00,-80588.00,7456.00,-212012.00,26903.00,-1494.00,-1008.00,39398.00,-29176.00,-18934.00,766.00,-1674.00,-4876.00,-8941.00,31865.00,13751.00,6754.00,-11136.00,-18322.00,3284.00,991.00,7810.00,-2431.00,2492.00,-47187.00,141525.00,-6392.00,249172.00
2008:Q3,-54173.00,-176.00,87867.00,28572.00,4383.00,50882.00,1851.00,5010.00,-33367.00,-3832.00,-1300.00,16179.00,-87057.00,23495.00,6683.00,2486.00,-149235.00,-32800.00,-176099.00,202285.00,-148834.00,17447.00,-129079.00,26851.00,-2861.00,-21603.00,224335.00,64573.00,10971.00,-677.00,-6458.00,13722.00,11131.00,23401.00,1445.00,31044.00,-9315.00,2146.00,1984.00,-20632.00,-12974.00,-4553.00,1582.00,-239988.00,-88014.00,-43312.00,94661.00
2008:Q4,626068.00,1632.00,178589.00,28571.00,-9752.00,113803.00,963.00,-156152.00,126568.00,-1262.00,2800.00,28691.00,-6182.00,7607.00,-9508.00,-2329.00,-2841.00,138188.00,-107531.00,294213.00,373440.00,17049.00,-40123.00,26809.00,-1439.00,-6176.00,267988.00,-36656.00,-4720.00,-1767.00,782.00,6799.00,61510.00,20626.00,-33122.00,86839.00,2780.00,130568.00,1567.00,-8630.00,-8049.00,-52.00,-6732.00,-394431.00,192113.00,99908.00,252627.00
2009:Q1,22436.00,-513.00,-13515.00,8162.00,31312.00,81160.00,2656.00,126113.00,-34778.00,1206.00,16042.00,21784.00,-24081.00,36852.00,-5553.00,681.00,-6792.00,21892.00,3992.00,-244184.00,-309090.00,178.00,-171885.00,-23081.00,-2035.00,2833.00,-237286.00,-24863.00,1023.00,-1065.00,4921.00,16584.00,50966.00,39210.00,41139.00,70106.00,1021.00,-34882.00,14588.00,10538.00,-11930.00,8342.00,7360.00,-109009.00,29348.00,8788.00,331526.00
2009:Q2,-109927.00,-1664.00,-22675.00,8162.00,20635.00,136287.00,4644.00,29930.00,-83385.00,-2012.00,164.00,-15580.00,10188.00,2223.00,-32748.00,-3524.00,34342.00,10442.00,-33827.00,-171529.00,-16197.00,5314.00,-27817.00,-23166.00,807.00,-4678.00,-172461.00,33977.00,-463.00,-946.00,-2920.00,-21850.00,-21012.00,50099.00,14753.00,143554.00,1821.00,-31782.00,5002.00,17571.00,-7759.00,150.00,-1940.00,80940.00,11805.00,-65196.00,-93730.00
2009:Q3,168693.00,-389.00,56181.00,8162.00,3022.00,65254.00,286.00,37053.00,-17234.00,5427.00,-160.00,-3790.00,52710.00,15752.00,-24370.00,-2138.00,23450.00,19948.00,-23162.00,-47309.00,-40234.00,10098.00,-69526.00,-23168.00,1877.00,-11327.00,-46179.00,-30571.00,-7734.00,-1053.00,-1320.00,-13599.00,6892.00,50033.00,3469.00,81434.00,-10863.00,-38402.00,1834.00,-22564.00,-7697.00,2071.00,-219.00,91127.00,30263.00,-35110.00,208927.00
2009:Q4,106151.00,-2362.00,97471.00,8162.00,-19907.00,31060.00,-2657.00,165135.00,-23488.00,-370.00,-1383.00,-32571.00,-9410.00,7441.00,-41416.00,-303.00,8611.00,-10548.00,-12052.00,-55263.00,189516.00,19333.00,101302.00,-23064.00,25449.00,48348.00,-39018.00,48972.00,2735.00,-1481.00,40.00,-20856.00,-27588.00,44206.00,-43799.00,39593.00,-521.00,6431.00,6964.00,-4345.00,-6864.00,5086.00,5023.00,-20622.00,-97.00,24290.00,-83366.00
2010:Q1,46213.00,2505.00,113989.00,-17547.00,31518.00,42363.00,-76.00,-16773.00,-336.00,-3106.00,-7999.00,12843.00,16540.00,-51115.00,-1784.00,3354.00,15025.00,-3083.00,-88113.00,-1991.00,-22314.00,-7366.00,-5452.00,26199.00,-25091.00,1842.00,-8144.00,-38022.00,-304.00,933.00,326.00,36444.00,12049.00,2800.00,36791.00,50525.00,-1366.00,-49361.00,-2163.00,10140.00,-929.00,-34351.00,1009.00,9905.00,-24140.00,-14587.00,68527.00
2010:Q2,109646.00,894.00,165481.00,-12261.00,23189.00,49925.00,2947.00,12322.00,-25835.00,5425.00,599.00,-10065.00,16261.00,-12698.00,-628.00,-2914.00,-33077.00,8753.00,-47267.00,-31404.00,-120566.00,1518.00,23624.00,26244.00,-472.00,-16596.00,-309.00,-22748.00,-631.00,5815.00,-1431.00,-3824.00,3497.00,-6820.00,16855.00,44873.00,136.00,-27390.00,7694.00,-9361.00,-6104.00,6782.00,-1775.00,-118563.00,4924.00,-46504.00,230212.00
2010:Q3,335711.00,-2903.00,112737.00,-12261.00,7919.00,98914.00,-2700.00,7703.00,37921.00,-4681.00,420.00,9726.00,1860.00,2695.00,-6533.00,10065.00,17574.00,13465.00,25179.00,18611.00,283644.00,4547.00,44236.00,26293.00,1986.00,6445.00,-57.00,-28027.00,-686.00,-1186.00,2170.00,2030.00,-12251.00,4826.00,5353.00,114962.00,498.00,-23640.00,-69.00,26349.00,-1766.00,-9597.00,4711.00,23032.00,50650.00,42835.00,52067.00
2010:Q4,-47310.00,2149.00,74726.00,-12261.00,-17590.00,57925.00,28534.00,-12172.00,-42204.00,-3494.00,-1291.00,-12673.00,1555.00,18944.00,-62706.00,-6419.00,-3723.00,-67829.00,-6287.00,17506.00,45032.00,9621.00,152368.00,26246.00,1482.00,4752.00,15826.00,-10867.00,-13702.00,-1076.00,40215.00,35693.00,-34937.00,3944.00,-38839.00,71795.00,-3146.00,-15235.00,2693.00,2191.00,-851.00,-64050.00,-2603.00,-27234.00,-69147.00,-40106.00,-92342.00
2011:Q1,263644.00,373.00,193520.00,-5262.00,34251.00,72647.00,-29176.00,13337.00,17933.00,-444.00,526.00,4343.00,16801.00,-40106.00,-8295.00,4682.00,-16770.00,24331.00,-5778.00,-13269.00,163358.00,5285.00,-109764.00,27305.00,-960.00,-384.00,10157.00,25998.00,13506.00,-140.00,8998.00,-2151.00,12385.00,17357.00,36604.00,82479.00,-1914.00,20658.00,1303.00,-39810.00,-1793.00,-7741.00,9774.00,-19381.00,48327.00,27260.00,100286.00
2011:Q2,558179.00,480.00,193248.00,-5262.00,214114.00,90350.00,-2482.00,10469.00,-2839.00,-1313.00,519.00,22677.00,7295.00,-2789.00,-16637.00,1993.00,6931.00,8933.00,-33333.00,65826.00,370456.00,5498.00,-79607.00,27323.00,-572.00,1469.00,12748.00,-15660.00,5225.00,1073.00,-10712.00,14368.00,5681.00,14348.00,214273.00,93588.00,1151.00,14131.00,-1032.00,368.00,-2464.00,-9658.00,3281.00,16301.00,53364.00,5971.00,187724.00
2011:Q3,-139098.00,-1246.00,204207.00,-5263.00,-179568.00,81799.00,594.00,-119212.00,-3954.00,3461.00,-733.00,13356.00,15828.00,3082.00,15815.00,3175.00,-45209.00,-1553.00,-137638.00,13962.00,81442.00,21945.00,75916.00,27274.00,80.00,374.00,-1119.00,-51413.00,-2983.00,4739.00,-7428.00,15513.00,43925.00,3191.00,-188710.00,58557.00,-1093.00,58009.00,2415.00,44794.00,-4569.00,20504.00,806.00,-48535.00,28592.00,-19342.00,-220540.00
2011:Q4,275442.00,-73.00,206298.00,-5262.00,-15847.00,72996.00,3901.00,544.00,-1033.00,-5651.00,978.00,-112.00,-28159.00,-9359.00,-9956.00,-2717.00,17455.00,-65008.00,50039.00,66409.00,91759.00,28639.00,139230.00,27220.00,523.00,337.00,120638.00,-27413.00,-722.00,-4879.00,-3019.00,-6867.00,-16255.00,17278.00,-41340.00,76984.00,1043.00,-81473.00,253.00,-5492.00,372.00,-9040.00,-5342.00,-54974.00,-69700.00,5759.00,183683.00
2012:Q1,205217.00,1830.00,163665.00,12941.00,35961.00,68799.00,2521.00,58424.00,6608.00,-272.00,874.00,-17245.00,-12121.00,1833.00,-4631.00,15392.00,22258.00,-60541.00,-57436.00,-33643.00,7602.00,-9695.00,-79597.00,55713.00,569.00,-3036.00,-37666.00,-3944.00,5688.00,15.00,8415.00,-1507.00,-3860.00,7689.00,40716.00,68087.00,-5015.00,-79755.00,3161.00,1567.00,-1160.00,-9252.00,6341.00,25171.00,827.00,18131.00,197615.00
2012:Q2,202750.00,1859.00,224142.00,12940.00,20781.00,78889.00,-3679.00,15238.00,-30814.00,-1256.00,-120.00,-5721.00,-5561.00,-3355.00,-18205.00,-3491.00,-39107.00,18917.00,-22498.00,-36210.00,171959.00,-5699.00,95857.00,55632.00,1601.00,1412.00,263.00,9418.00,-4325.00,4001.00,-6131.00,3432.00,6757.00,4332.00,14211.00,68378.00,2159.00,-4448.00,-876.00,-14110.00,2633.00,-11753.00,2261.00,31060.00,-58537.00,-25569.00,30791.00
2012:Q3,402432.00,403.00,237756.00,12941.00,-2743.00,89144.00,6350.00,87421.00,2887.00,1295.00,1284.00,18359.00,32016.00,-3815.00,-11736.00,22436.00,4467.00,-50446.00,-18233.00,-27354.00,50817.00,-3603.00,-32467.00,55577.00,2461.00,-1690.00,-270.00,-17463.00,8703.00,-2603.00,-462.00,-9759.00,9196.00,7886.00,2659.00,96308.00,5346.00,-27510.00,4231.00,3680.00,1138.00,-9090.00,8042.00,-35701.00,-18246.00,4454.00,351615.00
2012:Q4,240020.00,-3460.00,159894.00,12941.00,1424.00,75492.00,-1232.00,-13933.00,-14359.00,-1812.00,-1694.00,23532.00,21965.00,-723.00,11743.00,-8891.00,-11269.00,-5859.00,39089.00,-42828.00,271013.00,9508.00,123665.00,55508.00,1735.00,-1117.00,12087.00,1258.00,-10357.00,-1241.00,-795.00,-568.00,4299.00,2658.00,-7207.00,78063.00,3759.00,17300.00,2374.00,12946.00,-2989.00,-4064.00,9106.00,-89269.00,44178.00,10176.00,-30993.00
2013:Q1,424267.00,1012.00,175269.00,10451.00,14761.00,62917.00,1156.00,77193.00,15918.00,-899.00,2557.00,-3364.00,-21379.00,-4180.00,-5209.00,-6900.00,21904.00,76927.00,-15524.00,21657.00,458607.00,3567.00,60702.00,57195.00,1704.00,-708.00,19212.00,-12054.00,8944.00,451.00,8269.00,-6718.00,12305.00,23971.00,11877.00,60092.00,2582.00,-20049.00,-6162.00,15322.00,1136.00,-12378.00,5485.00,97095.00,94697.00,32070.00,-34339.00
2013:Q2,153018.00,1903.00,89331.00,10451.00,120371.00,45550.00,-2678.00,5418.00,-7214.00,65.00,264.00,3711.00,-173.00,1927.00,-9517.00,2256.00,-26973.00,-23697.00,-17189.00,-40788.00,319851.00,8571.00,26400.00,57168.00,-88.00,-3210.00,7886.00,30732.00,7763.00,5981.00,811.00,-4837.00,6187.00,32413.00,120999.00,46667.00,408.00,-22470.00,-14774.00,-189.00,-6784.00,-3121.00,6475.00,69165.00,-46009.00,-6292.00,-166834.00
2013:Q3,308735.00,-1002.00,91977.00,10452.00,132950.00,71704.00,9052.00,-1663.00,-35767.00,-780.00,-116.00,2704.00,-2429.00,-2237.00,1821.00,-15902.00,10508.00,5800.00,6183.00,25479.00,268027.00,13181.00,-29049.00,57107.00,862.00,3792.00,-665.00,-20020.00,-3497.00,2773.00,-9781.00,-1535.00,-1889.00,34881.00,141210.00,78372.00,1963.00,17743.00,-1732.00,-874.00,-949.00,-7953.00,-14213.00,-13107.00,35202.00,-13796.00,40707.00
2013:Q4,43067.00,1112.00,264007.00,10451.00,-264321.00,64694.00,2288.00,39197.00,-6124.00,-1407.00,-1221.00,12540.00,26570.00,-4950.00,-13351.00,-1569.00,27852.00,-1911.00,-81180.00,-29609.00,217108.00,23322.00,206097.00,57162.00,827.00,4263.00,5835.00,-3410.00,-150.00,-655.00,-548.00,2781.00,6289.00,34585.00,-283744.00,73587.00,-2304.00,1178.00,-7201.00,-1207.00,-1833.00,6580.00,11029.00,-7520.00,91152.00,994.00,-174041.00
2014:Q1,674207.00,984.00,403690.00,19477.00,31009.00,82775.00,4342.00,63308.00,1430.00,529.00,-417.00,31982.00,4012.00,-3451.00,6290.00,4954.00,3495.00,14570.00,13244.00,-8016.00,617310.00,387.00,101412.00,83003.00,2079.00,2745.00,2061.00,-6448.00,14074.00,-3124.00,11167.00,28396.00,23890.00,20388.00,34888.00,79094.00,5745.00,48207.00,100.00,-13518.00,-3075.00,-4455.00,11426.00,132769.00,43340.00,2759.00,56896.00
2014:Q2,407662.00,1372.00,198222.00,19477.00,26555.00,78725.00,2205.00,76143.00,-3390.00,415.00,2349.00,-6284.00,6468.00,-169.00,-8559.00,3476.00,-3224.00,34001.00,-28987.00,8868.00,269336.00,5785.00,43523.00,83002.00,3004.00,4981.00,828.00,1273.00,934.00,5071.00,-3856.00,-12104.00,3677.00,28666.00,19807.00,82246.00,-21589.00,-25097.00,-911.00,-679.00,4046.00,-1720.00,7135.00,-46710.00,74799.00,13226.00,138326.00
2014:Q3,321328.00,-660.00,206318.00,19477.00,383.00,43631.00,293.00,89464.00,15789.00,-2626.00,715.00,14870.00,-951.00,1703.00,-3716.00,-1164.00,-20136.00,-47356.00,8692.00,-3398.00,257103.00,-449.00,115251.00,83053.00,130.00,2741.00,-2200.00,7283.00,2201.00,-1208.00,-3366.00,6413.00,11039.00,24372.00,3667.00,46574.00,2740.00,4392.00,-78.00,-2156.00,5105.00,15943.00,-2123.00,-26193.00,-44747.00,8720.00,64225.00
2014:Q4,301042.00,-470.00,260097.00,19477.00,-22423.00,55967.00,-3384.00,89549.00,-25559.00,50.00,-1454.00,-32885.00,14958.00,-1721.00,-1305.00,-414.00,-4717.00,-32657.00,-3637.00,-8429.00,423578.00,2063.00,186556.00,83122.00,1749.00,2046.00,-1195.00,-8665.00,-2834.00,12095.00,1488.00,-24315.00,35145.00,26835.00,-36229.00,60720.00,-1558.00,75272.00,-534.00,5386.00,3139.00,-256.00,-3036.00,-9387.00,37856.00,-21884.00,-122536.00
2015:Q1,248045.00,1105.00,3112.00,10311.00,123916.00,59839.00,3461.00,5705.00,2825.00,-858.00,494.00,9702.00,28599.00,-1055.00,2322.00,-1037.00,4607.00,-50729.00,35524.00,10203.00,478791.00,1517.00,117976.00,41778.00,3281.00,4920.00,-8104.00,6801.00,4457.00,-2058.00,8909.00,5359.00,26868.00,42830.00,132508.00,65317.00,-52.00,-15180.00,4548.00,10046.00,1553.00,6272.00,6611.00,27958.00,-33614.00,18291.00,-230746.00
2015:Q2,313421.00,863.00,68638.00,7879.00,155253.00,54833.00,-280.00,49797.00,-11454.00,796.00,780.00,12885.00,-29622.00,-5072.00,-7694.00,1584.00,2469.00,-1539.00,22673.00,-9367.00,297404.00,3784.00,140904.00,51633.00,1459.00,4339.00,-3698.00,5763.00,-5916.00,5600.00,-3686.00,10722.00,-11382.00,20224.00,154562.00,59356.00,-2306.00,-86050.00,-2291.00,1549.00,-1487.00,-27444.00,4401.00,-60990.00,39690.00,-1332.00,16017.00
2015:Q3,479003.00,-216.00,249664.00,5271.00,117777.00,74492.00,-1434.00,37109.00,6553.00,-1743.00,-949.00,8090.00,13815.00,1062.00,2307.00,10387.00,-8129.00,-70073.00,30974.00,4046.00,405939.00,12881.00,148660.00,36182.00,6366.00,2738.00,-5051.00,-4613.00,-8893.00,-845.00,-124.00,7964.00,16199.00,17462.00,119716.00,68337.00,-650.00,4741.00,-589.00,-12094.00,-3044.00,-12614.00,3350.00,20464.00,-24096.00,13492.00,73065.00
2015:Q4,-89025.00,-44.00,333228.00,4960.00,-367312.00,66822.00,-1144.00,-27562.00,-7073.00,-495.00,222.00,-17841.00,-12478.00,474.00,-8867.00,-12859.00,4245.00,-25401.00,-7816.00,-10084.00,61264.00,15749.00,266536.00,63556.00,363.00,2392.00,-3362.00,5529.00,-2633.00,-1159.00,996.00,-3182.00,-21292.00,23045.00,-388079.00,69001.00,-3982.00,47513.00,450.00,-6005.00,4551.00,22572.00,-3160.00,-47052.00,10968.00,7949.00,-150289.00
2016:Q1,461663.00,1190.00,172276.00,4400.00,33127.00,54526.00,1045.00,40942.00,40999.00,395.00,5032.00,-6296.00,53943.00,-1483.00,-3710.00,6502.00,-38471.00,5849.00,90109.00,1288.00,609296.00,9168.00,113671.00,57333.00,670.00,5290.00,-4524.00,16997.00,5721.00,5446.00,7769.00,17156.00,22912.00,16413.00,39320.00,51497.00,2327.00,24142.00,9822.00,7971.00,-966.00,13482.00,9446.00,67244.00,61088.00,49901.00,-147633.00
2016:Q2,391737.00,826.00,161975.00,4330.00,27892.00,51011.00,-478.00,100728.00,1470.00,-39.00,-3845.00,10171.00,41516.00,571.00,-18690.00,7314.00,230.00,-33471.00,18891.00,21336.00,212293.00,13901.00,86770.00,47294.00,757.00,2989.00,-1332.00,35030.00,6457.00,-3270.00,5474.00,4189.00,20165.00,16531.00,24099.00,53084.00,-3898.00,-47228.00,7119.00,7898.00,1991.00,-39425.00,7505.00,-52833.00,16276.00,2751.00,179444.00
2016:Q3,399286.00,-967.00,119860.00,4379.00,5316.00,65308.00,-406.00,40212.00,-37454.00,824.00,-1391.00,16739.00,11117.00,1028.00,-6779.00,71.00,129552.00,31954.00,20312.00,-388.00,331002.00,9389.00,32162.00,54242.00,1941.00,2301.00,-517.00,-3064.00,-6496.00,-958.00,-10294.00,4785.00,-4674.00,12025.00,6876.00,70585.00,-2729.00,-75510.00,1997.00,7518.00,1117.00,-22622.00,3057.00,-23476.00,293195.00,-19847.00,68284.00
2016:Q4,14364.00,-553.00,88789.00,4318.00,-33674.00,61302.00,15.00,-37090.00,-22399.00,-1449.00,4387.00,10036.00,-1161.00,4130.00,-23088.00,-2139.00,43598.00,-19019.00,-46329.00,-15310.00,261157.00,26552.00,209027.00,45540.00,766.00,2588.00,-5432.00,10629.00,-756.00,5431.00,8791.00,2056.00,4540.00,3805.00,-56278.00,60264.00,-2021.00,-11818.00,-7259.00,-20763.00,4564.00,-18163.00,4631.00,-10109.00,7812.00,-3239.00,-246793.00
