1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q4,12716415.00,1290694.00,11425721.00,10794586.00,631135.00,-2214.00,4908.00,115688.00,1315691.00,-19344.00,2074736.00,2501584.00,1474589.00,1035136.00,312859.00,134751.00,-8157.00,1026995.00,1103656.00,13584.00,138406.00,125474.00,-224977.00,463735.00,-28826.00,296846.00,156516.00,39198.00,3680.00,33644.00,-6076.00,-23888.00,-394031.00,193350.00,6320.00,-8656.00,634364.00,164510.00,-12102.00,76662.00,7888.00,89642.00,-84380.00,42908.00,-49294.00,179332.00,1076.00,-29464.00,8596.00,-426847.00
2011:Q1,13077630.00,1425428.00,11652202.00,10923801.00,728401.00,-3866.00,4444.00,122923.00,1323827.00,3244.00,2163597.00,2060943.00,1480010.00,1047794.00,312011.00,128454.00,-8249.00,580933.00,752467.00,9348.00,210388.00,232431.00,88125.00,-716299.00,-970886.00,680596.00,-20420.00,-405589.00,23712.00,22468.00,6156.00,-4912.00,-58729.00,170235.00,14168.00,45328.00,474928.00,216722.00,42110.00,171534.00,-524.00,150850.00,-60991.00,102307.00,-47238.00,151128.00,5644.00,19716.00,1492.00,102654.00
2011:Q2,13194773.00,1443100.00,11751673.00,11052343.00,699330.00,-2312.00,4421.00,112476.00,1330562.00,1468.00,2134167.00,3363862.00,1483994.00,1045034.00,316990.00,129901.00,-7931.00,1879868.00,1748605.00,-17248.00,265966.00,768490.00,72871.00,-268401.00,-317670.00,-50363.00,-57391.00,157023.00,188424.00,188976.00,3784.00,-4336.00,-252417.00,192006.00,14324.00,54636.00,473468.00,225671.00,30815.00,-131264.00,-4860.00,-148260.00,-45484.00,90338.00,-189369.00,-9448.00,5704.00,19936.00,1920.00,-1229695.00
2011:Q3,13347294.00,1470660.00,11876634.00,11158030.00,718604.00,-2177.00,4421.00,111164.00,1342269.00,-932.00,2166371.00,3958409.00,1503459.00,1055838.00,323253.00,132050.00,-7682.00,2454950.00,2180143.00,-3656.00,553606.00,-14860.00,-31393.00,811946.00,266000.00,18634.00,2481.00,524831.00,40616.00,33980.00,10240.00,-3604.00,-261875.00,104543.00,14480.00,113712.00,512380.00,235897.00,104748.00,-274806.00,-19752.00,-270226.00,-87022.00,100370.00,-49327.00,-240016.00,5768.00,20156.00,-4984.00,-1792038.00
2011:Q4,13398385.00,1473476.00,11924909.00,11230725.00,694184.00,-1245.00,4355.00,129373.00,1349269.00,4328.00,2162898.00,2626774.00,1537692.00,1080262.00,332295.00,132639.00,-7504.00,1089082.00,1198939.00,-28088.00,170843.00,493927.00,-211619.00,465494.00,279192.00,-296040.00,13105.00,469237.00,-253132.00,-253164.00,4192.00,-4160.00,-439648.00,126559.00,14480.00,66042.00,478456.00,247829.00,67795.00,109858.00,-4784.00,94782.00,-77443.00,151239.00,66398.00,-51184.00,5772.00,20152.00,-292.00,-463876.00
2012:Q1,13662399.00,1472405.00,12189994.00,11362013.00,827981.00,-4005.00,4484.00,166539.00,1349921.00,6491.00,2329461.00,1763421.00,1600965.00,1117107.00,351568.00,140008.00,-7718.00,162456.00,459539.00,-4412.00,298323.00,368630.00,-12261.00,-1011448.00,-275851.00,-287440.00,-151102.00,-297055.00,22536.00,46868.00,-12184.00,-12148.00,-228982.00,345539.00,8960.00,-54102.00,619968.00,125614.00,-18826.00,297083.00,-7032.00,289675.00,-57193.00,132534.00,91442.00,114228.00,8664.00,7120.00,7320.00,566040.00
2012:Q2,13814080.00,1492750.00,12321330.00,11415605.00,905725.00,-2065.00,4551.00,159900.00,1361782.00,7996.00,2412795.00,3464803.00,1608336.00,1119774.00,356877.00,139506.00,-7821.00,1856467.00,2134073.00,-22240.00,109797.00,428651.00,22067.00,951629.00,708841.00,113191.00,-18824.00,148420.00,47364.00,63876.00,-14404.00,-2108.00,15575.00,189099.00,8956.00,-75152.00,383656.00,90202.00,-15531.00,277606.00,-18084.00,281138.00,-52358.00,190394.00,228070.00,-93632.00,8664.00,7116.00,7436.00,-1052008.00
2012:Q3,13867123.00,1511701.00,12355422.00,11476892.00,878530.00,-2613.00,4621.00,164954.00,1373048.00,10528.00,2398770.00,2310935.00,1631329.00,1131710.00,369752.00,137790.00,-7923.00,679606.00,827547.00,5360.00,22935.00,174739.00,-29175.00,-328969.00,-149309.00,140149.00,-140158.00,-179651.00,7704.00,33804.00,-12196.00,-13904.00,-19807.00,424528.00,9052.00,-4220.00,485272.00,79105.00,1023.00,147941.00,-13668.00,152805.00,-86618.00,145047.00,-15728.00,101344.00,8760.00,7192.00,1612.00,87835.00
2012:Q4,14316871.00,1568743.00,12748128.00,11573576.00,1174552.00,-1141.00,4787.00,176826.00,1383418.00,-45231.00,2774099.00,2689537.00,1667221.00,1149457.00,393454.00,132334.00,-8024.00,1022316.00,1414287.00,-10228.00,288053.00,676979.00,26733.00,105545.00,606799.00,-238521.00,-176925.00,-85808.00,-7300.00,13468.00,-12732.00,-8036.00,-497682.00,258230.00,9056.00,11532.00,494940.00,63050.00,-4622.00,391971.00,-16796.00,415407.00,-63850.00,188373.00,139504.00,142616.00,8764.00,7200.00,-13840.00,84562.00
2013:Q1,13904196.00,1644904.00,12259292.00,11668895.00,590397.00,-3195.00,5293.00,193142.00,1392328.00,18049.00,2149330.00,2621079.00,1715821.00,1168044.00,413008.00,142757.00,-7988.00,905258.00,1069814.00,12876.00,297448.00,16249.00,26273.00,-910379.00,-123967.00,-238489.00,-40237.00,-507686.00,-55260.00,-46760.00,-1348.00,-7152.00,476978.00,519794.00,5564.00,-4484.00,474156.00,176931.00,33668.00,164556.00,-6376.00,172420.00,-30391.00,181493.00,-4446.00,16972.00,8792.00,-5536.00,4048.00,-471748.00
2013:Q2,14017167.00,1681274.00,12335893.00,11697523.00,638370.00,-1708.00,5222.00,183163.00,1407576.00,19117.00,2203062.00,2726911.00,1727605.00,1166938.00,430820.00,137812.00,-7965.00,999306.00,1137049.00,15248.00,-84765.00,210211.00,119759.00,-557817.00,118576.00,-84342.00,-73157.00,-518895.00,197548.00,207320.00,-2660.00,-7112.00,506956.00,80.00,5624.00,14752.00,491020.00,177974.00,40460.00,137744.00,-12328.00,148048.00,-25787.00,150910.00,30009.00,-15976.00,8892.00,-5588.00,7612.00,-523849.00
2013:Q3,14135332.00,1681511.00,12453821.00,11792706.00,661115.00,-3357.00,5107.00,181815.00,1419694.00,20890.00,2233270.00,2178186.00,1743110.00,1170934.00,443285.00,136828.00,-7937.00,435076.00,840518.00,-92.00,-7241.00,387231.00,31033.00,32192.00,72095.00,119620.00,-49259.00,-110263.00,-17720.00,-8240.00,-2172.00,-7308.00,-543762.00,173715.00,5688.00,23256.00,513368.00,177022.00,65828.00,405442.00,-17884.00,432990.00,63944.00,193914.00,120944.00,45200.00,8988.00,-5656.00,-4008.00,55083.00
2013:Q4,14237994.00,1703647.00,12534347.00,11943777.00,590570.00,-692.00,5001.00,184803.00,1432967.00,21892.00,2180755.00,2992603.00,1751205.00,1178811.00,446470.00,133826.00,-7902.00,1241398.00,1487515.00,-17636.00,326370.00,229057.00,-55585.00,-254536.00,-178780.00,84021.00,-53318.00,-106459.00,97436.00,101520.00,-920.00,-3164.00,110048.00,229984.00,5688.00,14284.00,551644.00,196153.00,54609.00,246117.00,-21172.00,268497.00,12526.00,177062.00,-33751.00,103668.00,8992.00,-5656.00,4448.00,-811848.00
2014:Q1,14487226.00,1751385.00,12735841.00,12059692.00,676149.00,-2974.00,5075.00,188268.00,1443140.00,20651.00,2278857.00,2205485.00,1758400.00,1182265.00,451943.00,132177.00,-7985.00,447085.00,735296.00,-3764.00,106208.00,513451.00,128466.00,-760873.00,-687571.00,89843.00,-66529.00,-96614.00,207196.00,205776.00,6204.00,-4784.00,-246518.00,296931.00,6904.00,21568.00,287360.00,157801.00,20564.00,288211.00,-4580.00,282039.00,-6347.00,209315.00,148435.00,-75472.00,6108.00,6816.00,3936.00,73372.00
2014:Q2,14718069.00,1755638.00,12962431.00,12228187.00,734244.00,-1011.00,5105.00,212857.00,1452233.00,19538.00,2373680.00,2614243.00,1805452.00,1213222.00,466275.00,133935.00,-7980.00,808791.00,1480057.00,-4900.00,246815.00,157062.00,31022.00,-117361.00,-318995.00,-261.00,-62671.00,264565.00,-25828.00,-16192.00,-4996.00,-4640.00,494626.00,225034.00,6904.00,30788.00,270032.00,137036.00,28827.00,671266.00,-3356.00,662318.00,20569.00,240473.00,169520.00,225648.00,6108.00,6816.00,5488.00,-240564.00
2014:Q3,14927463.00,1800015.00,13127448.00,12374976.00,752472.00,-2714.00,5168.00,222300.00,1468193.00,-21109.00,2456192.00,2427362.00,1841000.00,1231334.00,478710.00,138968.00,-8012.00,586362.00,974733.00,11308.00,-98181.00,288697.00,-83976.00,220018.00,-107325.00,259002.00,-66624.00,134966.00,94736.00,106760.00,-4236.00,-7788.00,-117020.00,173434.00,6904.00,36760.00,284392.00,148121.00,9540.00,388371.00,-10600.00,394795.00,12926.00,226490.00,88283.00,60988.00,6108.00,6816.00,-2640.00,28829.00
2014:Q4,15106185.00,1840932.00,13265253.00,12524031.00,741222.00,-1429.00,5238.00,230028.00,1481946.00,19337.00,2427192.00,3892845.00,1880221.00,1247063.00,498148.00,143089.00,-8079.00,2012624.00,2330884.00,-28120.00,37806.00,793934.00,-177720.00,490103.00,207308.00,72524.00,-40160.00,250432.00,-93700.00,-89016.00,-4920.00,236.00,540558.00,271357.00,6904.00,51400.00,348016.00,118133.00,-27787.00,318260.00,-8192.00,321516.00,104772.00,210890.00,78078.00,-78332.00,6108.00,6816.00,-1880.00,-1465653.00
2015:Q1,15185912.00,1909419.00,13276493.00,12540856.00,735637.00,-2588.00,5209.00,235367.00,1484039.00,20468.00,2426778.00,3049686.00,1903305.00,1252658.00,513643.00,145164.00,-8160.00,1146381.00,1440009.00,-2992.00,424545.00,506735.00,-151610.00,-435892.00,-16790.00,-152526.00,-93076.00,-173501.00,10020.00,9784.00,3272.00,-3036.00,519628.00,48931.00,6904.00,50516.00,416124.00,22098.00,25002.00,293629.00,-1816.00,284209.00,30209.00,203872.00,102976.00,-58956.00,6108.00,6816.00,4420.00,-622908.00
2015:Q2,15401864.00,1937172.00,13464692.00,12691153.00,773539.00,-1303.00,5152.00,246900.00,1495147.00,21129.00,2488002.00,2142064.00,1945942.00,1273596.00,531999.00,148571.00,-8224.00,196122.00,742268.00,-20620.00,17272.00,182109.00,94538.00,-145889.00,168940.00,121724.00,-23717.00,-412835.00,-124288.00,-111252.00,-9932.00,-3104.00,167014.00,63596.00,6904.00,22176.00,450916.00,8080.00,20459.00,546145.00,-14672.00,550549.00,186482.00,266634.00,46757.00,44568.00,6108.00,6816.00,3452.00,345938.00
2015:Q3,15556104.00,1944432.00,13611672.00,12813170.00,798502.00,-2555.00,5077.00,243666.00,1514669.00,21627.00,2527578.00,3281351.00,1975253.00,1284318.00,552495.00,146689.00,-8249.00,1306098.00,1497438.00,-14996.00,-189450.00,767486.00,-139332.00,1047139.00,625479.00,362817.00,-7077.00,65919.00,-16608.00,-6236.00,-8012.00,-2360.00,-623112.00,102147.00,6904.00,48992.00,397072.00,49287.00,61908.00,191339.00,-10472.00,195859.00,133849.00,244104.00,106039.00,-294240.00,6108.00,6816.00,-864.00,-753773.00
2015:Q4,15690185.00,1963827.00,13726358.00,12899600.00,826758.00,-2447.00,5022.00,241571.00,1527340.00,22740.00,2565460.00,2931827.00,1996567.00,1291004.00,571160.00,142638.00,-8235.00,935260.00,1473840.00,-17908.00,325753.00,543366.00,19041.00,116694.00,89923.00,445109.00,-120111.00,-298227.00,-115644.00,-94620.00,-15772.00,-5252.00,9029.00,18430.00,6904.00,20748.00,521956.00,-2882.00,28354.00,538580.00,-5220.00,537160.00,166141.00,216339.00,146116.00,2456.00,6108.00,6816.00,-176.00,-366367.00
2016:Q1,15740120.00,1932709.00,13807411.00,12961928.00,845483.00,-2887.00,5028.00,262425.00,1503640.00,22798.00,2580835.00,3008060.00,2009171.00,1286160.00,588210.00,143010.00,-8209.00,998889.00,1345880.00,3308.00,301670.00,147441.00,110944.00,42005.00,49758.00,-182961.00,-23522.00,198730.00,163472.00,166988.00,2036.00,-5552.00,96170.00,-198830.00,6904.00,13204.00,580192.00,24076.00,55324.00,346992.00,2644.00,332772.00,155641.00,196739.00,68284.00,-94000.00,6108.00,6816.00,4760.00,-427224.00
2016:Q2,15929369.00,1952064.00,13977305.00,13154507.00,822798.00,-3153.00,5069.00,271676.00,1524183.00,16147.00,2594288.00,2559860.00,2034659.00,1308149.00,588826.00,145876.00,-8192.00,525201.00,1158710.00,-8280.00,-45775.00,555630.00,-30495.00,-464456.00,350344.00,-219106.00,-45941.00,-549753.00,-1004.00,7736.00,-3128.00,-5612.00,551744.00,125402.00,6904.00,74124.00,332216.00,2221.00,60480.00,633510.00,-928.00,624318.00,242179.00,228913.00,103041.00,44076.00,6108.00,6816.00,3304.00,34428.00
2016:Q3,16111073.00,1982384.00,14128689.00,13300716.00,827973.00,-2518.00,5138.00,285467.00,1540655.00,22443.00,2623996.00,2460436.00,2061943.00,1330719.00,590442.00,148966.00,-8184.00,398493.00,973157.00,-820.00,-136955.00,1432324.00,-253043.00,102563.00,374204.00,-211923.00,8229.00,-67947.00,-104776.00,-96008.00,-3096.00,-5672.00,-744308.00,214891.00,6904.00,28816.00,307980.00,73137.00,46445.00,574664.00,-9456.00,581172.00,289478.00,261415.00,-68741.00,92912.00,6108.00,6816.00,-3868.00,163560.00
2016:Q4,16266790.00,1998323.00,14268467.00,13467914.00,800553.00,-1058.00,5180.00,305632.00,1551627.00,386.00,2651188.00,2546942.00,2108757.00,1356222.00,610834.00,149886.00,-8185.00,438185.00,996440.00,-2487.00,-59578.00,708177.00,-8322.00,80841.00,47522.00,133714.00,106089.00,-206484.00,-87145.00,-83036.00,707.00,-4816.00,-57625.00,-32497.00,6904.00,42703.00,331498.00,181.00,73791.00,558256.00,-5944.00,559596.00,303396.00,228757.00,106500.00,-85166.00,6108.00,6816.00,-2212.00,104246.00
