date,FA174090005.Q,FA153091003.Q,FA173020005.Q,FA173030005.Q,FA173034005.Q,FA174022005.Q,FA173061105.Q,FA153061705.Q,FA173062005.Q,FA153063005.Q,FA174023005.Q,FA153064105.Q,FA153064205.Q,FA163070005.Q,FA153040005.Q,FA153050005.Q,FA173099005.Q,FA175050005.Q,FA175012005.Q,FA175013005.Q,FA155111003.Q,FA155420003.Q,FA115020005.Q,FA176300005.Q,FA176320005.Q,FA176330005.Q,FA156300103.Q,FA172010005.Q,FA175012865.Q,FA175013865.Q,FA155111005.Q,FA155420003.Q,FA115020005.Q,FA174190005.Q,FA173165105.Q,FA173165205.Q,FA153166000.Q,FA153169005.Q,FA173199005.Q,FA175440005.Q,FA176007025.Q,FA155111005.Q,FA313154015.Q,FA156600075.Q,FA176007005.Q,FA156007015.Q,FA176007085.Q,FA156012005.Q,FA176007026.Q,FA176007006.Q,FA156007016.Q,FA176007086.Q
1960:Q2,49884.00,0.00,-464.00,12820.00,0.00,13080.00,3728.00,2216.00,5252.00,1884.00,2408.00,-4040.00,1412.00,0.00,3508.00,23492.00,-2332.00,84848.00,26270.00,14482.00,43337.00,-652.00,1411.00,56565.00,9130.00,10271.00,37164.00,28283.00,17140.00,4211.00,6173.00,-652.00,1411.00,23111.00,10092.00,5400.00,6116.00,1244.00,259.00,2247.00,57303.00,6173.00,360.00,32.00,50802.00,36519.00,14283.00,376097.00,15.24,13.51,9.71,3.80
1960:Q3,37500.00,0.00,5580.00,13220.00,0.00,-9668.00,-8724.00,-1944.00,692.00,308.00,3096.00,-3900.00,1072.00,0.00,3068.00,23344.00,1688.00,83466.00,25446.00,14078.00,42862.00,-671.00,1751.00,57059.00,9195.00,10328.00,37536.00,26407.00,16251.00,3750.00,5326.00,-671.00,1751.00,24191.00,11700.00,5064.00,3932.00,1112.00,2383.00,2145.00,41861.00,5326.00,84.00,36.00,36487.00,38502.00,-2015.00,378212.00,11.07,9.65,10.18,-0.53
1960:Q4,33472.00,0.00,-3496.00,12096.00,0.00,-2080.00,-4680.00,-2292.00,2792.00,2100.00,6624.00,-4424.00,440.00,0.00,2580.00,23700.00,-1968.00,79039.00,25439.00,14172.00,41708.00,-695.00,-1585.00,57442.00,9265.00,10379.00,37798.00,21597.00,16174.00,3793.00,3910.00,-695.00,-1585.00,16088.00,11448.00,3548.00,2664.00,888.00,-2460.00,2566.00,41548.00,3910.00,-316.00,36.00,37990.00,37952.00,38.00,379743.00,10.94,10.00,9.99,0.01
1961:Q1,50848.00,0.00,6388.00,22264.00,0.00,-9316.00,-4944.00,-3112.00,-1368.00,108.00,-376.00,-1516.00,1716.00,0.00,2752.00,23396.00,5540.00,78087.00,25431.00,14205.00,39355.00,-730.00,-174.00,57672.00,9429.00,10343.00,37900.00,20415.00,16002.00,3862.00,1455.00,-730.00,-174.00,30401.00,11128.00,6416.00,1685.00,2284.00,8888.00,2551.00,43413.00,1455.00,-56.00,48.00,42062.00,41743.00,319.00,384139.00,11.30,10.95,10.87,0.08
1961:Q2,61088.00,0.00,576.00,19452.00,0.00,10056.00,2188.00,504.00,3996.00,3368.00,6060.00,-3140.00,1320.00,0.00,3172.00,23936.00,-344.00,80629.00,25579.00,14586.00,40360.00,-754.00,858.00,57852.00,9508.00,10400.00,37944.00,22777.00,16071.00,4186.00,2416.00,-754.00,858.00,19361.00,10612.00,6416.00,-519.00,2668.00,184.00,2391.00,66895.00,2416.00,40.00,52.00,64491.00,42604.00,21887.00,389955.00,17.15,16.54,10.93,5.61
1961:Q3,38552.00,0.00,3388.00,11760.00,0.00,-2820.00,808.00,792.00,-2600.00,-1820.00,-256.00,-4624.00,1548.00,0.00,3692.00,23996.00,1868.00,84702.00,26942.00,14766.00,41535.00,-773.00,2232.00,58264.00,9595.00,10465.00,38204.00,26438.00,17347.00,4301.00,3331.00,-773.00,2232.00,25521.00,13196.00,7068.00,2157.00,560.00,2540.00,2571.00,42040.00,3331.00,20.00,52.00,38741.00,46222.00,-7481.00,396568.00,10.60,9.77,11.66,-1.89
1961:Q4,39672.00,0.00,-10936.00,20060.00,0.00,6224.00,948.00,52.00,5968.00,-744.00,4168.00,-8056.00,2100.00,0.00,4172.00,24088.00,-2148.00,88132.00,27796.00,15205.00,43494.00,-787.00,2424.00,58732.00,9688.00,10540.00,38504.00,29400.00,18108.00,4665.00,4990.00,-787.00,2424.00,23125.00,15660.00,5188.00,5425.00,1684.00,-4832.00,2523.00,48471.00,4990.00,-216.00,56.00,43753.00,46914.00,-3161.00,404670.00,11.98,10.81,11.59,-0.78
1962:Q1,57108.00,0.00,9368.00,25592.00,0.00,-5580.00,-1292.00,-564.00,-4256.00,532.00,716.00,-5932.00,1388.00,0.00,4128.00,23432.00,3996.00,90897.00,28286.00,15663.00,44501.00,-791.00,3238.00,59010.00,9821.00,10595.00,38594.00,31887.00,18465.00,5068.00,5907.00,-791.00,3238.00,31960.00,12072.00,5832.00,3551.00,-700.00,11205.00,2418.00,59453.00,5907.00,20.00,52.00,53578.00,47231.00,6347.00,410327.00,14.49,13.06,11.51,1.55
1962:Q2,54680.00,0.00,-1388.00,25632.00,0.00,7872.00,7628.00,392.00,-72.00,-76.00,5096.00,-8816.00,1252.00,0.00,3952.00,23036.00,-1956.00,91598.00,29100.00,16168.00,45756.00,-805.00,1379.00,59502.00,9923.00,10672.00,38907.00,32096.00,19177.00,5496.00,6849.00,-805.00,1379.00,24680.00,13548.00,7536.00,8067.00,-652.00,-3819.00,2727.00,64824.00,6849.00,144.00,56.00,57887.00,47152.00,10735.00,416111.00,15.58,13.91,11.33,2.58
1962:Q3,45168.00,0.00,-2008.00,23252.00,0.00,-592.00,896.00,440.00,1116.00,-3044.00,1600.00,-5180.00,132.00,0.00,3648.00,23236.00,1080.00,92452.00,29010.00,16453.00,46241.00,-819.00,1567.00,60086.00,10027.00,10749.00,39310.00,32366.00,18983.00,5704.00,6931.00,-819.00,1567.00,34383.00,15376.00,6828.00,5235.00,2084.00,4860.00,2649.00,45800.00,6931.00,-60.00,60.00,38989.00,46292.00,-7303.00,419364.00,10.92,9.30,11.04,-1.74
1962:Q4,43208.00,0.00,-7720.00,29456.00,0.00,-224.00,-136.00,-1696.00,1536.00,72.00,1520.00,-6324.00,716.00,0.00,3340.00,24384.00,-1940.00,93581.00,28890.00,16419.00,48087.00,-834.00,1019.00,60748.00,10134.00,10820.00,39794.00,32833.00,18756.00,5599.00,8293.00,-834.00,1019.00,27424.00,16124.00,6240.00,6783.00,1700.00,-3423.00,2758.00,51375.00,8293.00,48.00,60.00,43094.00,44787.00,-1693.00,424328.00,12.11,10.16,10.55,-0.40
1963:Q1,53432.00,0.00,20768.00,27004.00,0.00,-21520.00,-20448.00,-1368.00,-1484.00,1780.00,-1080.00,-5008.00,900.00,0.00,3828.00,24856.00,3684.00,97081.00,29914.00,16345.00,48758.00,-852.00,2916.00,61379.00,10192.00,10949.00,40238.00,35702.00,19722.00,5396.00,8520.00,-852.00,2916.00,39200.00,14544.00,6192.00,7859.00,1068.00,9537.00,2797.00,52731.00,8520.00,60.00,60.00,44211.00,45773.00,-1562.00,429172.00,12.29,10.30,10.67,-0.36
1963:Q2,63712.00,0.00,696.00,26880.00,0.00,8708.00,8972.00,980.00,-176.00,-1068.00,5172.00,-7784.00,616.00,0.00,4092.00,26072.00,-740.00,99100.00,31930.00,16975.00,49956.00,-872.00,1111.00,62022.00,10310.00,11033.00,40679.00,37078.00,21620.00,5942.00,9277.00,-872.00,1111.00,33221.00,16144.00,8600.00,7279.00,3824.00,-2626.00,2906.00,70475.00,9277.00,284.00,72.00,60986.00,46027.00,14959.00,433795.00,16.25,14.06,10.61,3.45
1963:Q3,49572.00,0.00,3960.00,20944.00,0.00,-4072.00,-328.00,1008.00,-2704.00,-2048.00,320.00,-5816.00,1440.00,0.00,4380.00,27340.00,1076.00,100128.00,32154.00,17392.00,50716.00,-893.00,759.00,62837.00,10438.00,11132.00,41267.00,37291.00,21716.00,6260.00,9449.00,-893.00,759.00,39714.00,18504.00,7676.00,9247.00,2520.00,1767.00,3038.00,50187.00,9449.00,52.00,64.00,40750.00,45515.00,-4765.00,440663.00,11.39,9.25,10.33,-1.08
1963:Q4,57912.00,0.00,-7284.00,29604.00,0.00,12396.00,8500.00,-1560.00,4392.00,1064.00,1500.00,-10220.00,928.00,0.00,4648.00,28360.00,-2020.00,103434.00,33379.00,17744.00,51678.00,-916.00,1549.00,63675.00,10575.00,11245.00,41855.00,39759.00,22804.00,6499.00,9823.00,-916.00,1549.00,32838.00,18004.00,6668.00,9719.00,1364.00,-2917.00,2799.00,67632.00,9823.00,156.00,68.00,57721.00,49431.00,8290.00,449518.00,15.05,12.84,11.00,1.84
1964:Q1,63480.00,0.00,3932.00,20944.00,0.00,-2372.00,-3288.00,-436.00,2080.00,-728.00,5824.00,-2420.00,124.00,0.00,4336.00,29420.00,3692.00,106486.00,35088.00,18018.00,53716.00,-944.00,608.00,64549.00,10728.00,11371.00,42450.00,41937.00,24360.00,6647.00,11266.00,-944.00,608.00,44400.00,17268.00,5456.00,10739.00,144.00,10793.00,2951.00,63968.00,11266.00,124.00,68.00,52646.00,50662.00,1984.00,460550.00,13.89,11.43,11.00,0.43
1964:Q2,73208.00,0.00,6484.00,27164.00,0.00,12576.00,11304.00,1004.00,2076.00,-1808.00,-4432.00,-5320.00,1144.00,0.00,4348.00,30432.00,812.00,106394.00,33856.00,18370.00,55089.00,-960.00,39.00,65509.00,10888.00,11515.00,43106.00,40885.00,22968.00,6855.00,11983.00,-960.00,39.00,32348.00,16452.00,8880.00,8855.00,720.00,-2559.00,3349.00,85094.00,11983.00,100.00,76.00,73087.00,55827.00,17260.00,474004.00,17.95,15.42,11.78,3.64
1964:Q3,74836.00,0.00,13616.00,24336.00,0.00,-1204.00,-6152.00,1020.00,3452.00,476.00,4864.00,-6356.00,1124.00,0.00,4428.00,31692.00,2336.00,107718.00,33421.00,18765.00,56847.00,-974.00,-341.00,66442.00,11062.00,11666.00,43714.00,41276.00,22359.00,7099.00,13133.00,-974.00,-341.00,37555.00,18004.00,8084.00,10079.00,124.00,1264.00,3427.00,81984.00,13133.00,216.00,84.00,68719.00,54298.00,14421.00,481748.00,17.02,14.26,11.27,2.99
1964:Q4,64684.00,0.00,1668.00,31976.00,0.00,6324.00,852.00,-608.00,3432.00,2648.00,220.00,-13780.00,1384.00,0.00,4552.00,32920.00,-580.00,106855.00,33573.00,19018.00,54996.00,-983.00,251.00,67443.00,11251.00,11835.00,44357.00,39412.00,22322.00,7183.00,10639.00,-983.00,251.00,34429.00,17192.00,6832.00,8255.00,64.00,2086.00,3493.00,73159.00,10639.00,68.00,80.00,62532.00,58583.00,3949.00,488849.00,14.97,12.79,11.98,0.81
1965:Q1,65240.00,0.00,3428.00,27812.00,0.00,-3092.00,2456.00,-1272.00,-3568.00,-708.00,1120.00,-7952.00,2108.00,0.00,4392.00,33644.00,3780.00,115796.00,33722.00,20038.00,60357.00,-979.00,2658.00,68155.00,11451.00,12039.00,44665.00,47641.00,22271.00,7999.00,15692.00,-979.00,2658.00,41547.00,16988.00,5520.00,11967.00,660.00,6412.00,3594.00,74928.00,15692.00,292.00,88.00,59032.00,55080.00,3952.00,496179.00,15.10,11.90,11.10,0.80
1965:Q2,69168.00,0.00,3744.00,23276.00,0.00,11484.00,10560.00,3380.00,-680.00,-1776.00,832.00,-10368.00,564.00,0.00,4932.00,34312.00,392.00,116801.00,34096.00,20786.00,60265.00,-986.00,2640.00,69424.00,11673.00,12226.00,45525.00,47377.00,22423.00,8560.00,14740.00,-986.00,2640.00,31494.00,15624.00,9548.00,11799.00,904.00,-6381.00,3422.00,88473.00,14740.00,364.00,84.00,73453.00,55800.00,17653.00,504323.00,17.54,14.56,11.06,3.50
1965:Q3,84864.00,0.00,22064.00,23984.00,0.00,192.00,-6844.00,2004.00,3848.00,1184.00,12.00,-8792.00,3348.00,0.00,5096.00,36176.00,2784.00,119164.00,34286.00,21338.00,62016.00,-997.00,2521.00,70524.00,11913.00,12419.00,46192.00,48640.00,22373.00,8919.00,15824.00,-997.00,2521.00,39311.00,18188.00,8628.00,9327.00,236.00,2932.00,3614.00,97807.00,15824.00,376.00,84.00,81691.00,62121.00,19570.00,520063.00,18.81,15.71,11.94,3.76
1965:Q4,67612.00,0.00,-1896.00,34820.00,0.00,1280.00,-1408.00,-564.00,7108.00,-3856.00,3184.00,-15104.00,2272.00,0.00,4880.00,38516.00,-340.00,122260.00,34548.00,22121.00,64274.00,-1011.00,2328.00,71620.00,12173.00,12618.00,46829.00,50640.00,22375.00,9503.00,17445.00,-1011.00,2328.00,41285.00,17656.00,7048.00,7455.00,2964.00,6162.00,3802.00,80769.00,17445.00,76.00,80.00,63328.00,60109.00,3219.00,532157.00,15.18,11.90,11.30,0.60
1966:Q1,84880.00,0.00,6760.00,18776.00,0.00,17548.00,6776.00,2480.00,5412.00,2880.00,-2360.00,-9184.00,3948.00,0.00,4696.00,39944.00,4752.00,126208.00,34984.00,22262.00,67403.00,-1038.00,2597.00,72654.00,12322.00,12962.00,47370.00,53554.00,22662.00,9300.00,20033.00,-1038.00,2597.00,40264.00,17184.00,9072.00,10067.00,1812.00,2129.00,3946.00,102116.00,20033.00,284.00,108.00,81907.00,58989.00,22918.00,541610.00,18.85,15.12,10.89,4.23
1966:Q2,79272.00,0.00,-5688.00,20296.00,0.00,20844.00,4048.00,13392.00,3428.00,-24.00,3624.00,-7024.00,1484.00,0.00,4568.00,41008.00,160.00,120352.00,33451.00,22450.00,64987.00,-1050.00,514.00,74174.00,12601.00,13160.00,48413.00,46178.00,20850.00,9290.00,16574.00,-1050.00,514.00,27558.00,13184.00,8700.00,5467.00,2428.00,-2221.00,3967.00,101859.00,16574.00,328.00,108.00,85065.00,59452.00,25613.00,547482.00,18.61,15.54,10.86,4.68
1966:Q3,86096.00,0.00,13520.00,9400.00,0.00,14568.00,4088.00,3804.00,500.00,6176.00,2800.00,-6800.00,1304.00,0.00,4628.00,42108.00,4568.00,122435.00,32109.00,22641.00,67414.00,-1059.00,1330.00,75772.00,12881.00,13344.00,49547.00,46663.00,19228.00,9297.00,17867.00,-1059.00,1330.00,24986.00,11672.00,6636.00,3635.00,1220.00,1823.00,3845.00,111619.00,17867.00,240.00,104.00,93616.00,61057.00,32559.00,558405.00,19.99,16.76,10.93,5.83
1966:Q4,66624.00,0.00,-7136.00,26012.00,0.00,10056.00,2360.00,-804.00,9140.00,-640.00,3332.00,-16308.00,2088.00,0.00,4884.00,43348.00,348.00,120826.00,29341.00,22720.00,67696.00,-1063.00,2132.00,77442.00,13164.00,13521.00,50757.00,43384.00,16177.00,9199.00,16939.00,-1063.00,2132.00,32717.00,9772.00,4416.00,4563.00,2280.00,11686.00,3786.00,81077.00,16939.00,220.00,100.00,64018.00,65930.00,-1912.00,569276.00,14.24,11.25,11.58,-0.34
1967:Q1,83248.00,0.00,13336.00,38152.00,0.00,-17644.00,-16016.00,-412.00,-5076.00,3860.00,5628.00,-11108.00,2068.00,0.00,5060.00,42936.00,4820.00,119546.00,28547.00,22316.00,66166.00,-1046.00,3563.00,78534.00,13209.00,13933.00,51392.00,41012.00,15338.00,8383.00,14774.00,-1046.00,3563.00,18091.00,9360.00,5088.00,3867.00,3620.00,-3844.00,3987.00,110156.00,14774.00,328.00,112.00,95166.00,71564.00,23602.00,579473.00,19.01,16.42,12.35,4.07
1967:Q2,73356.00,0.00,-3452.00,41416.00,0.00,-1896.00,3792.00,504.00,-6528.00,336.00,2372.00,-15724.00,-252.00,0.00,4948.00,44316.00,1628.00,125057.00,31996.00,22173.00,69309.00,-1053.00,2632.00,79697.00,13502.00,14113.00,52082.00,45360.00,18494.00,8060.00,17227.00,-1053.00,2632.00,20876.00,9016.00,9504.00,4127.00,3404.00,-5175.00,3871.00,101711.00,17227.00,476.00,108.00,84116.00,69146.00,14970.00,586742.00,17.33,14.34,11.78,2.55
1967:Q3,110016.00,0.00,22908.00,31756.00,0.00,10636.00,2696.00,276.00,3200.00,4464.00,2936.00,-15736.00,2364.00,0.00,4968.00,46232.00,3952.00,126158.00,33960.00,22038.00,69510.00,-1064.00,1714.00,81340.00,13807.00,14311.00,53222.00,44818.00,20153.00,7727.00,16288.00,-1064.00,1714.00,40067.00,17616.00,10276.00,5815.00,4976.00,1384.00,4163.00,118930.00,16288.00,160.00,108.00,102590.00,73150.00,29440.00,597730.00,19.90,17.16,12.24,4.93
1967:Q4,99380.00,0.00,8584.00,29356.00,0.00,14708.00,9576.00,1292.00,-3404.00,7244.00,5992.00,-11776.00,-464.00,0.00,4884.00,47404.00,692.00,128792.00,36711.00,22327.00,70387.00,-1079.00,446.00,83306.00,14125.00,14517.00,54664.00,45486.00,22586.00,7810.00,15723.00,-1079.00,446.00,101946.00,17440.00,18348.00,6771.00,6140.00,53247.00,3891.00,46811.00,15723.00,64.00,120.00,31144.00,75025.00,-43881.00,607193.00,7.71,5.13,12.36,-7.23
1968:Q1,83184.00,0.00,4680.00,32460.00,0.00,1596.00,7132.00,-2744.00,-3476.00,684.00,1124.00,-11164.00,3188.00,0.00,4808.00,48468.00,-1976.00,138477.00,37677.00,22631.00,75686.00,-1142.00,3625.00,85579.00,14399.00,14818.00,56362.00,52898.00,23278.00,7813.00,19324.00,-1142.00,3625.00,-24612.00,16580.00,-3532.00,7764.00,-676.00,-44748.00,3688.00,164383.00,19324.00,-116.00,132.00,145307.00,73675.00,71632.00,624074.00,26.34,23.28,11.81,11.48
1968:Q2,89696.00,0.00,-5504.00,20528.00,0.00,23504.00,11488.00,4208.00,2924.00,4884.00,9036.00,-15680.00,624.00,0.00,4736.00,50388.00,2064.00,143335.00,39102.00,22198.00,77770.00,-1124.00,5389.00,87596.00,14754.00,15090.00,57752.00,55739.00,24348.00,7108.00,20018.00,-1124.00,5389.00,42487.00,15168.00,11448.00,9612.00,9348.00,-3089.00,4036.00,106985.00,20018.00,128.00,136.00,86975.00,76379.00,10596.00,640936.00,16.69,13.57,11.92,1.65
1968:Q3,108588.00,0.00,29248.00,32100.00,0.00,-4380.00,-1844.00,-1324.00,-2200.00,988.00,8716.00,-23048.00,3508.00,0.00,4756.00,52856.00,4832.00,144550.00,39965.00,22488.00,81944.00,-1076.00,1229.00,89718.00,15135.00,15418.00,59165.00,54832.00,24830.00,7070.00,22779.00,-1076.00,1229.00,47176.00,17908.00,10276.00,10752.00,2896.00,5344.00,4217.00,120461.00,22779.00,40.00,148.00,97790.00,67906.00,29884.00,649143.00,18.56,15.06,10.46,4.60
1968:Q4,76368.00,0.00,8128.00,35860.00,0.00,-4276.00,-5004.00,-720.00,-3704.00,5152.00,1256.00,-29088.00,1500.00,0.00,4856.00,57468.00,664.00,146076.00,42147.00,23557.00,82208.00,-998.00,-838.00,92189.00,15540.00,15792.00,60857.00,53887.00,26607.00,7765.00,21351.00,-998.00,-838.00,70675.00,18616.00,10080.00,14900.00,6664.00,20415.00,4411.00,63991.00,21351.00,-64.00,160.00,42864.00,70335.00,-27471.00,660843.00,9.68,6.49,10.64,-4.16
1969:Q1,88124.00,0.00,-6940.00,17108.00,0.00,34136.00,18908.00,-920.00,14988.00,1160.00,-12312.00,-16236.00,3416.00,0.00,4948.00,58180.00,5824.00,154457.00,44385.00,24569.00,83393.00,-837.00,2947.00,94335.00,16138.00,16067.00,62130.00,60122.00,28247.00,8502.00,21263.00,-837.00,2947.00,25977.00,18472.00,7248.00,12620.00,-4712.00,-7651.00,4562.00,126831.00,21263.00,104.00,192.00,105656.00,65516.00,40140.00,668721.00,18.97,15.80,9.80,6.00
1969:Q2,71716.00,0.00,-9324.00,17196.00,0.00,7876.00,-10304.00,9000.00,7644.00,1536.00,5376.00,-20556.00,1020.00,0.00,5012.00,61440.00,3676.00,155140.00,44523.00,25236.00,83799.00,-760.00,2342.00,96598.00,16564.00,16428.00,63606.00,58542.00,27959.00,8808.00,20193.00,-760.00,2342.00,43747.00,17072.00,14908.00,11760.00,1032.00,-1025.00,4800.00,91311.00,20193.00,-428.00,212.00,71758.00,69495.00,2263.00,684766.00,13.33,10.48,10.15,0.33
1969:Q3,110672.00,0.00,7660.00,-5016.00,0.00,51816.00,27152.00,5548.00,11796.00,7320.00,-10316.00,-11516.00,4544.00,0.00,5076.00,64316.00,4108.00,154446.00,44326.00,26482.00,83966.00,-713.00,385.00,98840.00,16982.00,16718.00,65140.00,55606.00,27344.00,9764.00,18826.00,-713.00,385.00,45571.00,19032.00,13016.00,7628.00,-2584.00,8479.00,4549.00,125256.00,18826.00,700.00,220.00,105950.00,81877.00,24073.00,707850.00,17.70,14.97,11.57,3.40
1969:Q4,108156.00,0.00,1696.00,5248.00,0.00,30708.00,10768.00,7112.00,8588.00,4240.00,16412.00,-20424.00,1684.00,0.00,5116.00,66196.00,1520.00,151493.00,41858.00,26960.00,84166.00,-701.00,-790.00,100780.00,17391.00,16946.00,66443.00,50713.00,24467.00,10014.00,17723.00,-701.00,-790.00,65122.00,16240.00,11760.00,7620.00,4084.00,25418.00,4589.00,98336.00,17723.00,-676.00,228.00,81517.00,83231.00,-1714.00,721675.00,13.63,11.30,11.53,-0.24
1970:Q1,104704.00,0.00,18300.00,5860.00,0.00,14700.00,2056.00,11632.00,3356.00,-2344.00,-2936.00,840.00,1632.00,0.00,5364.00,56348.00,4596.00,152570.00,41881.00,26613.00,83256.00,-734.00,1554.00,102675.00,17447.00,17460.00,67768.00,49895.00,24434.00,9153.00,15488.00,-734.00,1554.00,25489.00,14385.00,-31077.00,5195.00,-1268.00,38254.00,4768.00,133879.00,15488.00,524.00,232.00,118099.00,87274.00,30825.00,737189.00,18.16,16.02,11.84,4.18
1970:Q2,117956.00,0.00,20008.00,40312.00,0.00,1336.00,-7392.00,3160.00,592.00,4976.00,-1408.00,-6700.00,-396.00,0.00,5104.00,57632.00,2068.00,152601.00,40762.00,27101.00,84555.00,-790.00,973.00,104256.00,17852.00,17708.00,68696.00,48345.00,22910.00,9393.00,15859.00,-790.00,973.00,20019.00,6212.00,13972.00,3231.00,-96.00,-3300.00,4784.00,151067.00,15859.00,-236.00,228.00,135672.00,93939.00,41733.00,754131.00,20.03,17.99,12.46,5.53
1970:Q3,189628.00,0.00,39340.00,70864.00,0.00,5616.00,-12080.00,2980.00,-224.00,14940.00,6200.00,-2088.00,3268.00,0.00,5264.00,59004.00,2160.00,153297.00,41948.00,27585.00,85485.00,-872.00,-849.00,106106.00,18270.00,18043.00,69793.00,47191.00,23678.00,9542.00,15692.00,-872.00,-849.00,50818.00,12616.00,18216.00,6347.00,3416.00,10223.00,4676.00,190677.00,15692.00,336.00,236.00,174885.00,100978.00,73907.00,773379.00,24.66,22.61,13.06,9.56
1970:Q4,64844.00,0.00,-46656.00,57476.00,0.00,-12272.00,-22284.00,780.00,-4124.00,13356.00,9452.00,-9544.00,-264.00,0.00,5632.00,60372.00,648.00,150596.00,46559.00,27257.00,81133.00,-976.00,-3377.00,108271.00,18699.00,18453.00,71119.00,42325.00,27860.00,8804.00,10014.00,-976.00,-3377.00,37790.00,17690.00,15686.00,2943.00,3200.00,-1729.00,4828.00,74207.00,10014.00,-412.00,240.00,64845.00,102029.00,-37184.00,781410.00,9.50,8.30,13.06,-4.76
1971:Q1,174504.00,0.00,34736.00,98560.00,0.00,-30116.00,-31140.00,-3884.00,-4048.00,8956.00,-2636.00,-8244.00,1572.00,0.00,5996.00,59920.00,14716.00,171669.00,50245.00,27762.00,91054.00,-1143.00,3751.00,110987.00,19385.00,18704.00,72898.00,60682.00,30860.00,9058.00,18156.00,-1143.00,3751.00,74933.00,23522.00,10610.00,18265.00,2188.00,20348.00,4954.00,165207.00,18156.00,36.00,296.00,147311.00,105844.00,41467.00,804631.00,20.53,18.31,13.15,5.15
1971:Q2,176692.00,0.00,18860.00,69936.00,0.00,20792.00,15852.00,-7352.00,1224.00,11068.00,-5724.00,-3300.00,128.00,0.00,6336.00,62604.00,7060.00,182493.00,56192.00,28882.00,93780.00,-1235.00,4874.00,113829.00,19827.00,19188.00,74814.00,68664.00,36365.00,9694.00,18966.00,-1235.00,4874.00,57876.00,19315.00,20577.00,11161.00,4636.00,2187.00,5035.00,192516.00,18966.00,-468.00,332.00,174350.00,112362.00,61988.00,825671.00,23.32,21.12,13.61,7.51
1971:Q3,172184.00,0.00,28584.00,52464.00,0.00,20132.00,7872.00,3264.00,-852.00,9848.00,-8344.00,-1076.00,-988.00,0.00,6524.00,65592.00,9296.00,187198.00,59851.00,29333.00,96058.00,-1295.00,3251.00,116234.00,20264.00,19692.00,76278.00,70964.00,39587.00,9641.00,19780.00,-1295.00,3251.00,77078.00,29069.00,20543.00,15013.00,3772.00,8681.00,5450.00,171520.00,19780.00,-156.00,340.00,152236.00,111934.00,40302.00,838197.00,20.46,18.16,13.35,4.81
1971:Q4,82328.00,0.00,-27668.00,55480.00,0.00,-24904.00,-27148.00,2660.00,-1020.00,604.00,8968.00,-11332.00,608.00,0.00,6552.00,68148.00,6476.00,189289.00,63097.00,29784.00,99644.00,-1324.00,-1912.00,117985.00,20693.00,20198.00,77094.00,71304.00,42404.00,9586.00,22550.00,-1324.00,-1912.00,78731.00,33088.00,18700.00,17893.00,5200.00,3850.00,7749.00,82650.00,22550.00,-316.00,344.00,60760.00,110193.00,-49433.00,853224.00,9.69,7.12,12.91,-5.79
1972:Q1,180632.00,0.00,25152.00,74132.00,0.00,-2200.00,964.00,-7128.00,2516.00,1448.00,52.00,-7520.00,1172.00,0.00,6676.00,72860.00,10308.00,200020.00,68183.00,31228.00,101793.00,-1274.00,90.00,120109.00,21697.00,20135.00,78277.00,79911.00,46486.00,11093.00,23516.00,-1274.00,90.00,92055.00,36234.00,13610.00,16546.00,9032.00,16633.00,7737.00,176226.00,23516.00,-88.00,380.00,153178.00,105456.00,47722.00,866178.00,20.35,17.68,12.17,5.51
1972:Q2,194044.00,0.00,16364.00,72372.00,0.00,23176.00,24204.00,-4664.00,1836.00,1800.00,-1964.00,-7704.00,-2644.00,0.00,6824.00,77532.00,10088.00,208415.00,69823.00,31629.00,104883.00,-1271.00,3351.00,123020.00,22184.00,20676.00,80160.00,85395.00,47639.00,10953.00,24723.00,-1271.00,3351.00,95548.00,30629.00,29415.00,20738.00,6616.00,8150.00,6024.00,189915.00,24723.00,-248.00,368.00,165808.00,100295.00,65513.00,880089.00,21.58,18.84,11.40,7.44
1972:Q3,163080.00,0.00,-316.00,83552.00,0.00,-1732.00,-588.00,-2872.00,-728.00,2456.00,-7520.00,-8984.00,-644.00,0.00,6944.00,80164.00,11616.00,213160.00,71312.00,32243.00,108125.00,-1268.00,2748.00,125822.00,22720.00,21259.00,81843.00,87338.00,48592.00,10984.00,26282.00,-1268.00,2748.00,94747.00,41120.00,23700.00,16938.00,3448.00,9541.00,6435.00,162106.00,26282.00,300.00,372.00,135896.00,106270.00,29626.00,904924.00,17.91,15.02,11.74,3.27
1972:Q4,152172.00,0.00,14496.00,69692.00,0.00,-17240.00,-11092.00,-8264.00,3224.00,-1108.00,13632.00,-17220.00,-3524.00,0.00,7056.00,78104.00,7176.00,222626.00,76177.00,34313.00,113483.00,-1271.00,-76.00,128802.00,23308.00,21882.00,83612.00,93824.00,52869.00,12431.00,29871.00,-1271.00,-76.00,110074.00,44000.00,30472.00,23834.00,1128.00,10640.00,7020.00,142942.00,29871.00,-148.00,376.00,113595.00,124761.00,-11166.00,948551.00,15.07,11.98,13.15,-1.18
