date,FA504090005.Q,FA503034003.Q,FA502051003.Q,FA504022005.Q,FA503069105.Q,FA503063005.Q,FA503069805.Q,FA503064105.Q,FA503094505.Q,FA753194503.Q,FA663194505.Q,FA504190005.Q,FA504122005.Q,FA503169105.Q,FA503163005.Q,FA504123005.Q,FA713068505.Q,FA503169205.Q,FA503164105.Q,FA503192003.Q,FA503190005.Q,FA663097005.Q,FA503194305.Q,FA503193005.Q
2006:Q1,207091.00,-27084.00,0.00,105363.00,75252.00,30111.00,2580.00,0.00,126232.00,96496.00,29736.00,207091.00,5588.00,-2748.00,8336.00,0.00,0.00,0.00,0.00,1104.00,200399.00,302896.00,0.00,-102497.00
2006:Q2,-274114.00,-19148.00,0.00,-295934.00,-256480.00,-39454.00,3460.00,0.00,37508.00,8304.00,29204.00,-274114.00,-51399.00,-79015.00,27616.00,0.00,0.00,0.00,0.00,596.00,-223311.00,459216.00,0.00,-682527.00
2006:Q3,505750.00,154084.00,0.00,370906.00,345772.00,25134.00,2616.00,0.00,-21856.00,-12704.00,-9152.00,505750.00,141160.00,132524.00,8636.00,0.00,0.00,0.00,0.00,24.00,364565.00,361048.00,0.00,3517.00
2006:Q4,-60725.00,-237404.00,0.00,188935.00,233112.00,-44177.00,5140.00,0.00,-17396.00,-57868.00,40472.00,-60725.00,21234.00,-20630.00,41864.00,0.00,0.00,0.00,0.00,712.00,-82671.00,87204.00,0.00,-169875.00
2007:Q1,439559.00,286428.00,0.00,-50401.00,-87242.00,36841.00,8076.00,0.00,195456.00,134992.00,60464.00,439559.00,85969.00,98489.00,-12520.00,0.00,0.00,0.00,0.00,600.00,352990.00,539328.00,0.00,-186338.00
2007:Q2,71576.00,39132.00,0.00,-22228.00,18820.00,-41048.00,8588.00,0.00,46084.00,38608.00,7476.00,71576.00,-50879.00,-51075.00,196.00,0.00,0.00,0.00,0.00,600.00,121855.00,237388.00,0.00,-115533.00
2007:Q3,586617.00,616328.00,0.00,-58747.00,-387495.00,328747.00,5304.00,0.00,23732.00,-61804.00,85536.00,586617.00,259720.00,163180.00,96540.00,0.00,0.00,0.00,0.00,600.00,326297.00,-85472.00,0.00,411769.00
2007:Q4,-38703.00,329592.00,0.00,-578319.00,-508371.00,-69948.00,4936.00,0.00,205088.00,62864.00,142224.00,-38703.00,163062.00,41162.00,121900.00,0.00,0.00,0.00,0.00,600.00,-202365.00,-699488.00,0.00,497123.00
2008:Q1,440186.00,566964.00,0.00,-109706.00,-161242.00,51536.00,15484.00,0.00,-32556.00,-2284.00,-30272.00,440186.00,-114714.00,-86126.00,-28588.00,0.00,0.00,0.00,0.00,600.00,554299.00,515368.00,0.00,38931.00
2008:Q2,-213834.00,-78452.00,0.00,-122466.00,-234006.00,111540.00,12652.00,0.00,-25568.00,-12604.00,-12964.00,-213834.00,-132072.00,-149300.00,17228.00,115312.00,115312.00,0.00,0.00,600.00,-197674.00,-37724.00,0.00,-159950.00
2008:Q3,-323041.00,-101528.00,0.00,-78421.00,-234277.00,155856.00,30156.00,0.00,-173248.00,-178684.00,5436.00,-323041.00,-7289.00,-71185.00,63896.00,244972.00,244972.00,0.00,0.00,600.00,-561324.00,-891152.00,0.00,329828.00
2008:Q4,1517106.00,627296.00,0.00,488046.00,500642.00,-12596.00,2132.00,0.00,399632.00,336096.00,63536.00,1517106.00,340067.00,386955.00,-46888.00,1419424.00,1419424.00,0.00,160000.00,600.00,-402985.00,-999416.00,0.00,596431.00
2009:Q1,-377778.00,-10664.00,400.00,-385254.00,-375274.00,-9980.00,-17412.00,0.00,35152.00,-29196.00,64348.00,-377778.00,-90856.00,-184644.00,93788.00,-324660.00,-325060.00,400.00,0.00,600.00,37138.00,-339312.00,0.00,376450.00
2009:Q2,-1080519.00,-263880.00,0.00,-542455.00,-539239.00,-3216.00,-13400.00,0.00,-260784.00,-179512.00,-81272.00,-1080519.00,-222385.00,-195669.00,-26716.00,-559640.00,-559640.00,0.00,4600.00,600.00,-303694.00,165932.00,0.00,-469626.00
2009:Q3,-360464.00,-201880.00,0.00,-7632.00,7536.00,-15168.00,-10512.00,0.00,-140440.00,-98148.00,-42292.00,-360464.00,-97602.00,-103726.00,6124.00,-330272.00,-330272.00,0.00,8224.00,600.00,58585.00,182204.00,0.00,-123619.00
2009:Q4,-56483.00,-138400.00,12.00,-117999.00,-47451.00,-70548.00,2320.00,100424.00,97160.00,12664.00,84496.00,-56483.00,62146.00,-16226.00,78372.00,-175984.00,-183536.00,7552.00,108980.00,600.00,-52226.00,-129572.00,9568.00,67778.00
2010:Q1,-512898.00,-471696.00,4.00,23526.00,-2834.00,26360.00,-7624.00,1240.00,-58348.00,-55608.00,-2740.00,-512898.00,-197043.00,-233115.00,36072.00,-9692.00,-20380.00,10688.00,10036.00,601.00,-316799.00,-30568.00,13368.00,-299599.00
2010:Q2,-324118.00,-223760.00,4.00,85346.00,105014.00,-19668.00,-960.00,1268.00,-186016.00,-155128.00,-30888.00,-324118.00,-60086.00,-59142.00,-944.00,-8172.00,-20924.00,12752.00,1268.00,601.00,-257729.00,-334524.00,10184.00,66611.00
2010:Q3,255729.00,23304.00,4.00,59805.00,84445.00,-24640.00,-20.00,1296.00,171340.00,106660.00,64680.00,255729.00,116077.00,63233.00,52844.00,-32796.00,-34700.00,1904.00,1296.00,600.00,170552.00,31672.00,4992.00,133888.00
2010:Q4,-129697.00,80012.00,4.00,-53261.00,-31941.00,-21320.00,2660.00,1312.00,-160424.00,-21952.00,-138472.00,-129697.00,-61268.00,39484.00,-100752.00,-8364.00,-11780.00,3416.00,1312.00,600.00,-61977.00,-160464.00,3096.00,95391.00
2011:Q1,-282392.00,-135460.00,4.00,-137776.00,-34688.00,-103088.00,-12660.00,-105540.00,109040.00,69468.00,39572.00,-282392.00,-44761.00,-84373.00,39612.00,-93176.00,-93768.00,592.00,-60352.00,600.00,-84703.00,-95640.00,-344.00,11281.00
2011:Q2,-79649.00,-75548.00,4.00,-30741.00,-11917.00,-18824.00,2752.00,0.00,23884.00,-62100.00,85984.00,-79649.00,82407.00,-23961.00,106368.00,-28208.00,-29612.00,1404.00,0.00,600.00,-134448.00,72736.00,2112.00,-209296.00
2011:Q3,-594674.00,-248560.00,4.00,-258546.00,-214890.00,-43656.00,-10204.00,0.00,-77368.00,-133144.00,55776.00,-594674.00,-2417.00,-79509.00,77092.00,-45304.00,-45908.00,604.00,-9224.00,600.00,-538329.00,-3644.00,2016.00,-536701.00
2011:Q4,169243.00,126084.00,4.00,8079.00,73211.00,-65132.00,12040.00,0.00,23036.00,-9160.00,32196.00,169243.00,-39945.00,-103149.00,63204.00,-38164.00,-38220.00,56.00,-3888.00,600.00,250640.00,-271888.00,224.00,522304.00
2012:Q1,-377619.00,-349612.00,4.00,-75543.00,-30087.00,-45456.00,-24992.00,0.00,72524.00,65700.00,6824.00,-377619.00,-19808.00,-28728.00,8920.00,-39700.00,-38284.00,-1416.00,-34544.00,600.00,-284168.00,-28896.00,-2864.00,-252408.00
2012:Q2,-213529.00,-118476.00,4.00,10247.00,38487.00,-28240.00,-3028.00,0.00,-102276.00,-103008.00,732.00,-213529.00,-8858.00,-26046.00,17188.00,-49820.00,-47624.00,-2196.00,0.00,600.00,-155451.00,219828.00,-400.00,-374879.00
2012:Q3,-21875.00,12200.00,4.00,-49775.00,-5039.00,-44736.00,-2120.00,0.00,17816.00,-42304.00,60120.00,-21875.00,48924.00,-49984.00,98908.00,-11252.00,0.00,-11252.00,0.00,600.00,-60146.00,-198448.00,-13632.00,151934.00
2012:Q4,249063.00,206272.00,4.00,-1985.00,51795.00,-53780.00,4068.00,0.00,40704.00,32320.00,8384.00,249063.00,-2514.00,-18862.00,16348.00,-12476.00,0.00,-12476.00,0.00,600.00,263453.00,-309276.00,-10376.00,583105.00
2013:Q1,1388.00,-178884.00,-452.00,52304.00,42568.00,9736.00,140.00,0.00,128280.00,67656.00,60624.00,1388.00,54172.00,16260.00,37912.00,-2180.00,0.00,-2180.00,0.00,600.00,-51204.00,236164.00,-12152.00,-275216.00
2013:Q2,-175958.00,-24012.00,0.00,-122386.00,-149854.00,27468.00,-4392.00,0.00,-25168.00,-3376.00,-21792.00,-175958.00,-118.00,22054.00,-22172.00,-440.00,0.00,-440.00,0.00,600.00,-176000.00,298280.00,-1920.00,-472360.00
2013:Q3,48678.00,72624.00,0.00,37046.00,41410.00,-4364.00,-5808.00,0.00,-55184.00,-93612.00,38428.00,48678.00,3832.00,-57628.00,61460.00,0.00,0.00,0.00,0.00,600.00,44246.00,-43612.00,0.00,87858.00
2013:Q4,-194524.00,-115752.00,0.00,-83596.00,-72112.00,-11484.00,848.00,0.00,3976.00,19248.00,-15272.00,-194524.00,52759.00,84191.00,-31432.00,0.00,0.00,0.00,0.00,600.00,-247883.00,-114840.00,0.00,-133043.00
2014:Q1,72989.00,-31192.00,0.00,90133.00,41733.00,48400.00,3012.00,0.00,11036.00,1484.00,9552.00,72989.00,-7758.00,-126.00,-7632.00,0.00,0.00,0.00,0.00,600.00,80147.00,483968.00,0.00,-403821.00
2014:Q2,-104943.00,-159172.00,0.00,6441.00,25637.00,-19196.00,-5116.00,0.00,52904.00,-12204.00,65108.00,-104943.00,57271.00,-13789.00,71060.00,0.00,0.00,0.00,0.00,600.00,-162813.00,-191960.00,0.00,29147.00
2014:Q3,20071.00,13760.00,0.00,-29537.00,-25057.00,-4480.00,968.00,0.00,34880.00,28112.00,6768.00,20071.00,85096.00,93504.00,-8408.00,0.00,0.00,0.00,0.00,600.00,-65625.00,-44776.00,0.00,-20849.00
2014:Q4,74870.00,230400.00,0.00,-75114.00,-69222.00,-5892.00,7120.00,0.00,-87536.00,-98532.00,10996.00,74870.00,-31269.00,-65033.00,33764.00,0.00,0.00,0.00,0.00,601.00,105539.00,-58920.00,0.00,164459.00
2015:Q1,175634.00,147624.00,0.00,-43286.00,-57194.00,13908.00,-1868.00,0.00,73164.00,-27900.00,101064.00,175634.00,36638.00,-62902.00,99540.00,0.00,0.00,0.00,0.00,601.00,138395.00,139068.00,0.00,-673.00
2015:Q2,-1796.00,-66644.00,0.00,68092.00,89016.00,-20924.00,2084.00,0.00,-5328.00,51556.00,-56884.00,-1796.00,17246.00,97098.00,-79852.00,0.00,0.00,0.00,0.00,602.00,-19644.00,-209252.00,0.00,189608.00
2015:Q3,223750.00,52172.00,0.00,113634.00,95866.00,17768.00,3976.00,0.00,53968.00,-3076.00,57044.00,223750.00,157732.00,122428.00,35304.00,0.00,0.00,0.00,0.00,600.00,65418.00,177688.00,0.00,-112270.00
2015:Q4,194836.00,7156.00,0.00,156744.00,173008.00,-16264.00,-860.00,0.00,31796.00,-11900.00,43696.00,194836.00,52988.00,2952.00,50036.00,0.00,0.00,0.00,0.00,600.00,141248.00,-162648.00,0.00,303896.00
2016:Q1,541159.00,142328.00,0.00,181843.00,150311.00,31532.00,17384.00,0.00,199604.00,86892.00,112712.00,541159.00,142571.00,61559.00,81012.00,0.00,0.00,0.00,0.00,600.00,397989.00,315288.00,0.00,82701.00
2016:Q2,8446.00,-69072.00,0.00,57686.00,84334.00,-26648.00,8828.00,0.00,11004.00,-48828.00,59832.00,8446.00,33486.00,-34006.00,67492.00,0.00,0.00,0.00,0.00,600.00,-25640.00,-266456.00,0.00,240816.00
2016:Q3,-90836.00,-25472.00,0.00,25640.00,36304.00,-10664.00,-11616.00,0.00,-79388.00,-36500.00,-42888.00,-90836.00,-61793.00,-36949.00,-24844.00,0.00,0.00,0.00,0.00,601.00,-29643.00,-106640.00,0.00,76997.00
2016:Q4,13683.00,-49780.00,0.00,78851.00,89287.00,-10436.00,-2432.00,0.00,-12956.00,-25328.00,12372.00,13683.00,23857.00,4189.00,19668.00,0.00,0.00,0.00,0.00,601.00,-10775.00,-104352.00,0.00,93577.00
