1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q4,29408.00,1820.00,7436.00,17488.00,11448.00,1972.00,3504.00,564.00,2664.00,29408.00,23604.00,14972.00,4028.00,4236.00,408.00,-40.00,3612.00,980.00,0.00,0.00,0.00,-76.00,140.00,0.00,2568.00,0.00,0.00,2192.00,29408.00,7200.00,5524.00,-704.00,1100.00,1068.00,212.00,22208.00,-44.00,14368.00,-64.00,8.00,488.00,8.00,3256.00,296.00,468.00,0.00,1776.00,-12.00,0.00,1404.00,0.00,256.00,0.00,0.00,0.00
1961:Q1,19465.00,1104.00,-760.00,17436.00,11128.00,2552.00,2856.00,900.00,1685.00,19465.00,28521.00,19109.00,1836.00,7160.00,216.00,200.00,-11296.00,-2016.00,0.00,0.00,0.00,-96.00,-5784.00,0.00,-3400.00,0.00,0.00,2240.00,19465.00,2085.00,2056.00,-267.00,-2432.00,2484.00,244.00,17380.00,0.00,13048.00,2372.00,20.00,388.00,16.00,2768.00,272.00,456.00,0.00,-1936.00,0.00,0.00,-1516.00,0.00,1492.00,0.00,0.00,0.00
1961:Q2,23973.00,288.00,5812.00,18392.00,10612.00,2076.00,4208.00,1496.00,-519.00,23973.00,20353.00,14861.00,-584.00,5408.00,216.00,452.00,4272.00,1568.00,0.00,0.00,0.00,-52.00,-392.00,0.00,3148.00,0.00,0.00,-652.00,23973.00,5381.00,5384.00,-351.00,676.00,-604.00,276.00,18592.00,-28.00,11520.00,500.00,20.00,384.00,12.00,3080.00,244.00,464.00,0.00,788.00,-4.00,0.00,-228.00,0.00,1840.00,0.00,0.00,0.00
1961:Q3,33129.00,6792.00,2748.00,21432.00,13196.00,3388.00,3648.00,1200.00,2157.00,33129.00,28321.00,17313.00,2512.00,8116.00,228.00,152.00,2312.00,1020.00,0.00,0.00,0.00,36.00,1200.00,0.00,56.00,0.00,0.00,2496.00,33129.00,3605.00,-396.00,633.00,140.00,2944.00,284.00,29524.00,4.00,22664.00,-304.00,28.00,408.00,4.00,2204.00,244.00,452.00,0.00,1928.00,176.00,0.00,1880.00,0.00,-164.00,0.00,0.00,0.00
1961:Q4,47189.00,9632.00,7152.00,24980.00,15660.00,3328.00,5272.00,720.00,5425.00,47189.00,34269.00,20917.00,6932.00,6092.00,228.00,100.00,9828.00,2152.00,0.00,0.00,0.00,380.00,3604.00,0.00,3692.00,0.00,0.00,3092.00,47189.00,6253.00,2840.00,-3.00,1328.00,1824.00,264.00,40936.00,52.00,27568.00,-616.00,40.00,460.00,-8.00,3684.00,276.00,412.00,0.00,3664.00,184.00,0.00,4092.00,0.00,1128.00,0.00,0.00,0.00
1962:Q1,25711.00,4924.00,-2324.00,19560.00,12072.00,2384.00,3884.00,1220.00,3551.00,25711.00,32495.00,22059.00,3027.00,6749.00,320.00,340.00,-9620.00,-2044.00,0.00,0.00,0.00,-240.00,-4472.00,0.00,-2864.00,0.00,0.00,2836.00,25711.00,5455.00,2128.00,1691.00,-1412.00,2788.00,260.00,20256.00,200.00,18156.00,-260.00,60.00,468.00,-4.00,2072.00,296.00,376.00,0.00,-864.00,88.00,0.00,1044.00,0.00,-1376.00,0.00,0.00,0.00
1962:Q2,37931.00,1028.00,5764.00,23072.00,13548.00,2876.00,4840.00,1808.00,8067.00,37931.00,32627.00,17571.00,6167.00,7921.00,324.00,644.00,4648.00,2464.00,0.00,0.00,0.00,-176.00,3020.00,0.00,-660.00,0.00,0.00,656.00,37931.00,8787.00,4124.00,1099.00,972.00,2332.00,260.00,29144.00,-128.00,23456.00,-888.00,76.00,712.00,-16.00,2640.00,316.00,336.00,0.00,2220.00,96.00,0.00,1836.00,0.00,-1512.00,0.00,0.00,0.00
1962:Q3,43639.00,9708.00,4316.00,24380.00,15376.00,3328.00,4596.00,1080.00,5235.00,43639.00,40755.00,25883.00,6912.00,7560.00,192.00,208.00,3724.00,1116.00,0.00,0.00,0.00,136.00,568.00,0.00,1904.00,0.00,0.00,-840.00,43639.00,3159.00,1604.00,739.00,-4.00,568.00,252.00,40480.00,-88.00,30084.00,396.00,76.00,684.00,-24.00,2720.00,324.00,324.00,0.00,1352.00,148.00,0.00,3268.00,0.00,1216.00,0.00,0.00,0.00
1962:Q4,52311.00,13176.00,5488.00,26864.00,16124.00,3852.00,5892.00,996.00,6783.00,52311.00,40295.00,21891.00,9267.00,8109.00,204.00,824.00,10292.00,1732.00,0.00,0.00,0.00,220.00,3480.00,0.00,4860.00,0.00,0.00,1724.00,52311.00,3643.00,336.00,-353.00,1184.00,2244.00,232.00,48668.00,-40.00,35768.00,40.00,60.00,616.00,-40.00,5368.00,328.00,348.00,0.00,2268.00,160.00,0.00,2756.00,0.00,1036.00,0.00,0.00,0.00
1963:Q1,31363.00,1956.00,-836.00,22384.00,14544.00,2600.00,3768.00,1472.00,7859.00,31363.00,42075.00,29759.00,4891.00,7081.00,100.00,244.00,-11792.00,-3860.00,0.00,0.00,0.00,-104.00,-3040.00,0.00,-4788.00,0.00,0.00,1080.00,31363.00,4079.00,316.00,2211.00,-1396.00,2732.00,216.00,27284.00,116.00,21828.00,940.00,48.00,608.00,-12.00,2956.00,324.00,356.00,0.00,-4376.00,160.00,0.00,4012.00,0.00,324.00,0.00,0.00,0.00
1963:Q2,52239.00,5328.00,12472.00,27160.00,16144.00,3280.00,5376.00,2360.00,7279.00,52239.00,40187.00,25123.00,5446.00,9426.00,108.00,84.00,8932.00,3024.00,0.00,0.00,0.00,-252.00,2364.00,0.00,3796.00,0.00,0.00,3120.00,52239.00,5891.00,4324.00,87.00,848.00,440.00,192.00,46348.00,-120.00,32080.00,604.00,36.00,848.00,-12.00,3640.00,312.00,356.00,0.00,1912.00,168.00,0.00,3412.00,0.00,3112.00,0.00,0.00,0.00
1963:Q3,56763.00,11508.00,7276.00,28732.00,18504.00,3168.00,5372.00,1688.00,9247.00,56763.00,47875.00,31979.00,6925.00,8547.00,16.00,408.00,7932.00,3016.00,0.00,0.00,0.00,0.00,2348.00,0.00,2568.00,0.00,0.00,956.00,56763.00,2755.00,136.00,1559.00,184.00,688.00,188.00,54008.00,120.00,37476.00,716.00,32.00,692.00,-8.00,3952.00,336.00,368.00,0.00,3412.00,56.00,0.00,4976.00,0.00,1880.00,0.00,0.00,0.00
1963:Q4,60343.00,12868.00,8760.00,28996.00,18004.00,4120.00,5876.00,996.00,9719.00,60343.00,48383.00,26987.00,11553.00,9623.00,24.00,196.00,8200.00,3040.00,0.00,0.00,0.00,0.00,4044.00,0.00,1116.00,0.00,0.00,3760.00,60343.00,3919.00,184.00,-13.00,1316.00,2240.00,192.00,56424.00,8.00,39540.00,-252.00,52.00,644.00,-20.00,5704.00,404.00,400.00,0.00,3576.00,64.00,0.00,5496.00,0.00,808.00,0.00,0.00,0.00
1964:Q1,41359.00,-2012.00,7560.00,25072.00,17268.00,3648.00,2108.00,2048.00,10739.00,41359.00,48767.00,34859.00,7191.00,6745.00,-12.00,-16.00,-10940.00,-2464.00,0.00,0.00,0.00,0.00,-4880.00,0.00,-3596.00,0.00,0.00,3532.00,41359.00,12303.00,6972.00,3431.00,-1148.00,2824.00,224.00,29056.00,-128.00,20380.00,500.00,60.00,756.00,-4.00,4132.00,548.00,416.00,0.00,-1976.00,104.00,0.00,4944.00,0.00,-676.00,0.00,0.00,0.00
1964:Q2,55039.00,15344.00,3452.00,27388.00,16452.00,4636.00,3364.00,2936.00,8855.00,55039.00,40663.00,22455.00,8339.00,9593.00,-24.00,300.00,11312.00,2404.00,0.00,0.00,0.00,16.00,4832.00,0.00,4060.00,0.00,0.00,3064.00,55039.00,-2781.00,-4984.00,-1157.00,552.00,2568.00,240.00,57820.00,0.00,42408.00,264.00,72.00,940.00,0.00,4672.00,596.00,424.00,0.00,2776.00,120.00,0.00,5544.00,0.00,4.00,0.00,0.00,0.00
1964:Q3,49663.00,1452.00,8680.00,29452.00,18004.00,4872.00,4704.00,1872.00,10079.00,49663.00,48767.00,28051.00,11100.00,9152.00,72.00,392.00,-2248.00,272.00,0.00,0.00,0.00,520.00,-2368.00,0.00,-672.00,0.00,0.00,3144.00,49663.00,9991.00,4732.00,1731.00,132.00,3164.00,232.00,39672.00,8.00,27796.00,116.00,76.00,960.00,0.00,4612.00,536.00,460.00,0.00,992.00,84.00,0.00,4684.00,0.00,-652.00,0.00,0.00,0.00
1964:Q4,60091.00,20132.00,2504.00,29200.00,17192.00,5060.00,5324.00,1624.00,8255.00,60091.00,51131.00,30591.00,12394.00,7694.00,84.00,368.00,4956.00,1952.00,0.00,0.00,0.00,-12.00,2256.00,0.00,760.00,0.00,0.00,4004.00,60091.00,2851.00,-1148.00,-165.00,1368.00,2584.00,212.00,57240.00,112.00,44556.00,-412.00,72.00,780.00,0.00,6956.00,552.00,532.00,0.00,2852.00,88.00,0.00,1768.00,0.00,-616.00,0.00,0.00,0.00
1965:Q1,55323.00,14236.00,3568.00,25552.00,16988.00,3224.00,3212.00,2128.00,11967.00,55323.00,57839.00,30963.00,18808.00,7736.00,96.00,236.00,-8096.00,-2312.00,0.00,0.00,0.00,-416.00,-2028.00,0.00,-3340.00,0.00,0.00,5580.00,55323.00,8139.00,2256.00,3807.00,-1136.00,3012.00,200.00,47184.00,-60.00,35784.00,316.00,72.00,1004.00,16.00,5176.00,564.00,604.00,0.00,-1116.00,208.00,0.00,4768.00,0.00,-152.00,0.00,0.00,0.00
1965:Q2,61875.00,12852.00,10236.00,26988.00,15624.00,3664.00,4860.00,2840.00,11799.00,61875.00,44895.00,20615.00,12937.00,10711.00,104.00,528.00,16352.00,3356.00,0.00,0.00,0.00,-108.00,7380.00,0.00,5724.00,0.00,0.00,628.00,61875.00,2515.00,164.00,-1213.00,668.00,2704.00,192.00,59360.00,-16.00,41140.00,-152.00,76.00,1352.00,24.00,4720.00,1024.00,672.00,0.00,4196.00,216.00,0.00,6028.00,0.00,80.00,0.00,0.00,0.00
1965:Q3,46299.00,4248.00,3848.00,28876.00,18188.00,3772.00,4864.00,2052.00,9327.00,46299.00,51167.00,28435.00,12788.00,9748.00,-60.00,256.00,-4720.00,864.00,0.00,0.00,0.00,516.00,2028.00,0.00,-8128.00,0.00,0.00,-148.00,46299.00,3459.00,-20.00,1331.00,32.00,1936.00,180.00,42840.00,-16.00,29172.00,308.00,76.00,880.00,28.00,4832.00,492.00,712.00,0.00,2200.00,268.00,0.00,4576.00,0.00,-688.00,0.00,0.00,0.00
1965:Q4,79435.00,31692.00,11800.00,28488.00,17656.00,3880.00,4992.00,1960.00,7455.00,79435.00,62367.00,34855.00,18234.00,9110.00,-64.00,232.00,14684.00,780.00,0.00,0.00,0.00,828.00,5892.00,0.00,7184.00,0.00,0.00,2384.00,79435.00,7215.00,1704.00,-129.00,1480.00,3976.00,184.00,72220.00,136.00,54892.00,-1104.00,68.00,832.00,20.00,6868.00,348.00,716.00,0.00,3216.00,288.00,0.00,3676.00,0.00,2264.00,0.00,0.00,0.00
1966:Q1,44315.00,328.00,5416.00,28504.00,17184.00,3896.00,5384.00,2040.00,10067.00,44315.00,53167.00,26071.00,14195.00,12777.00,-60.00,184.00,-9908.00,-1240.00,0.00,0.00,0.00,-392.00,-3244.00,0.00,-5032.00,0.00,0.00,1056.00,44315.00,6135.00,-1004.00,3559.00,-1356.00,4756.00,180.00,38180.00,-84.00,22508.00,176.00,64.00,900.00,-8.00,5608.00,492.00,760.00,0.00,3372.00,320.00,0.00,3468.00,0.00,604.00,0.00,0.00,0.00
1966:Q2,65611.00,22188.00,11608.00,26348.00,13184.00,3552.00,7116.00,2496.00,5467.00,65611.00,50187.00,18599.00,20393.00,10907.00,-60.00,348.00,13736.00,4384.00,0.00,0.00,0.00,-952.00,4800.00,0.00,5504.00,0.00,0.00,1688.00,65611.00,4867.00,3108.00,-1533.00,516.00,2588.00,188.00,60744.00,-60.00,40876.00,172.00,56.00,1128.00,0.00,6356.00,332.00,828.00,0.00,7388.00,336.00,0.00,2668.00,0.00,664.00,0.00,0.00,0.00
1966:Q3,28971.00,-2692.00,5924.00,22104.00,11672.00,2532.00,6084.00,1816.00,3635.00,28971.00,38307.00,16531.00,13401.00,7247.00,-60.00,1188.00,-9300.00,1568.00,0.00,0.00,0.00,1604.00,-6040.00,0.00,-6432.00,0.00,0.00,-36.00,28971.00,8743.00,3220.00,-93.00,-420.00,5864.00,172.00,20228.00,40.00,8652.00,416.00,56.00,1044.00,0.00,6160.00,476.00,804.00,0.00,4260.00,536.00,0.00,-624.00,0.00,-1592.00,0.00,0.00,0.00
1966:Q4,54707.00,25804.00,6588.00,17752.00,9772.00,2268.00,4604.00,1108.00,4563.00,54707.00,43183.00,27559.00,7098.00,7806.00,-68.00,788.00,9120.00,-960.00,0.00,0.00,0.00,-1192.00,1956.00,0.00,9316.00,0.00,0.00,2404.00,54707.00,4771.00,2280.00,-1145.00,1052.00,2424.00,160.00,49936.00,-60.00,34544.00,1168.00,60.00,864.00,12.00,6016.00,804.00,688.00,0.00,1512.00,588.00,0.00,3560.00,0.00,180.00,0.00,0.00,0.00
1967:Q1,18919.00,-8476.00,6844.00,16684.00,9360.00,2772.00,3000.00,1552.00,3867.00,18919.00,28779.00,11191.00,11204.00,6396.00,-52.00,40.00,-14020.00,-7040.00,0.00,0.00,0.00,-188.00,-7156.00,0.00,364.00,0.00,0.00,4160.00,18919.00,15931.00,6964.00,3891.00,-1336.00,6276.00,136.00,2988.00,40.00,-1472.00,280.00,60.00,544.00,20.00,4556.00,320.00,660.00,0.00,-4676.00,664.00,0.00,-124.00,0.00,2116.00,0.00,0.00,0.00
1967:Q2,31107.00,2032.00,5012.00,19936.00,9016.00,3332.00,5376.00,2212.00,4127.00,31107.00,28399.00,8159.00,8291.00,11809.00,-60.00,200.00,540.00,-3492.00,0.00,0.00,0.00,-224.00,4104.00,0.00,152.00,0.00,0.00,2168.00,31107.00,3879.00,2068.00,-1893.00,304.00,3296.00,104.00,27228.00,20.00,21208.00,528.00,64.00,1016.00,20.00,3724.00,-60.00,664.00,0.00,-2564.00,720.00,0.00,-128.00,0.00,2016.00,0.00,0.00,0.00
1967:Q3,51307.00,6272.00,10216.00,29004.00,17616.00,3788.00,5388.00,2212.00,5815.00,51307.00,42907.00,27027.00,5084.00,10440.00,-68.00,424.00,6364.00,-720.00,0.00,0.00,0.00,1988.00,-312.00,0.00,5408.00,0.00,0.00,2036.00,51307.00,8987.00,3348.00,175.00,-412.00,5768.00,108.00,42320.00,-60.00,29920.00,164.00,64.00,824.00,20.00,2844.00,332.00,312.00,0.00,2144.00,644.00,0.00,1356.00,0.00,3756.00,0.00,0.00,0.00
1967:Q4,112603.00,64844.00,12096.00,28892.00,17440.00,4268.00,5300.00,1884.00,6771.00,112603.00,102911.00,89895.00,373.00,12679.00,-72.00,36.00,7880.00,1056.00,0.00,0.00,0.00,-1844.00,1916.00,0.00,6752.00,0.00,0.00,1812.00,112603.00,7991.00,5012.00,-1045.00,980.00,2932.00,112.00,104612.00,0.00,87536.00,148.00,56.00,748.00,16.00,4272.00,96.00,312.00,0.00,4824.00,668.00,0.00,968.00,0.00,4968.00,0.00,0.00,0.00
1968:Q1,-4152.00,-42960.00,4216.00,26828.00,16580.00,2648.00,5176.00,2424.00,7764.00,-4152.00,6116.00,-22996.00,22404.00,6552.00,-72.00,228.00,-12708.00,-468.00,0.00,0.00,0.00,104.00,-8020.00,580.00,-4904.00,0.00,0.00,2440.00,-4152.00,11664.00,2244.00,4152.00,-1120.00,6224.00,164.00,-15816.00,60.00,-26176.00,396.00,20.00,816.00,12.00,2936.00,32.00,580.00,0.00,3568.00,724.00,0.00,2896.00,604.00,-2284.00,0.00,0.00,0.00
1968:Q2,73412.00,8632.00,27460.00,27708.00,15168.00,3060.00,6424.00,3056.00,9612.00,73412.00,56992.00,27564.00,15457.00,13663.00,-72.00,380.00,15080.00,2480.00,0.00,0.00,0.00,-24.00,6284.00,568.00,5772.00,0.00,0.00,1340.00,73412.00,11988.00,8696.00,-1952.00,340.00,4720.00,184.00,61424.00,-8.00,33656.00,740.00,24.00,1540.00,8.00,3236.00,-164.00,484.00,0.00,4768.00,760.00,0.00,7768.00,928.00,7684.00,0.00,0.00,0.00
1968:Q3,68012.00,13660.00,13048.00,30552.00,17908.00,3596.00,7252.00,1796.00,10752.00,68012.00,55604.00,33232.00,11828.00,10428.00,-56.00,172.00,10540.00,548.00,0.00,0.00,0.00,952.00,-1556.00,832.00,9764.00,0.00,0.00,1868.00,68012.00,13168.00,9296.00,-1288.00,-580.00,5536.00,204.00,54844.00,-52.00,42504.00,428.00,24.00,1512.00,8.00,3324.00,84.00,24.00,0.00,1940.00,340.00,0.00,3104.00,624.00,980.00,0.00,0.00,0.00
1968:Q4,106532.00,47520.00,11324.00,32788.00,18616.00,4440.00,8368.00,1364.00,14900.00,106532.00,92700.00,58768.00,20293.00,13243.00,-64.00,460.00,12876.00,932.00,0.00,0.00,0.00,-44.00,7720.00,1084.00,3184.00,0.00,0.00,956.00,106532.00,4964.00,-24.00,-500.00,1280.00,3992.00,216.00,101568.00,0.00,77856.00,52.00,24.00,1476.00,4.00,5328.00,-16.00,348.00,0.00,3120.00,328.00,0.00,6900.00,1164.00,4984.00,0.00,0.00,0.00
1969:Q1,24564.00,-5932.00,-11648.00,29524.00,18472.00,3780.00,5392.00,1880.00,12620.00,24564.00,42512.00,12988.00,17895.00,11157.00,-76.00,548.00,-19908.00,288.00,0.00,0.00,0.00,-1132.00,-4064.00,864.00,-15864.00,0.00,0.00,1960.00,24564.00,-1784.00,-11024.00,5800.00,-1288.00,4536.00,192.00,26348.00,0.00,16468.00,756.00,124.00,1532.00,8.00,3304.00,48.00,256.00,0.00,4076.00,360.00,0.00,4304.00,648.00,-6936.00,1400.00,0.00,0.00
1969:Q2,87612.00,14564.00,31112.00,30176.00,17072.00,4624.00,5700.00,2780.00,11760.00,87612.00,65412.00,22304.00,24229.00,18679.00,-100.00,300.00,18688.00,4328.00,0.00,0.00,0.00,0.00,8872.00,384.00,5104.00,0.00,0.00,3512.00,87612.00,7416.00,4828.00,-2324.00,548.00,4128.00,236.00,80196.00,0.00,43188.00,1572.00,180.00,2380.00,4.00,4448.00,-40.00,196.00,0.00,7692.00,340.00,0.00,15576.00,1132.00,-1720.00,5248.00,0.00,0.00
1969:Q3,49936.00,1008.00,10072.00,31228.00,19032.00,4640.00,5916.00,1640.00,7628.00,49936.00,62372.00,25892.00,19713.00,16551.00,-48.00,264.00,-13044.00,6108.00,0.00,0.00,0.00,0.00,-7672.00,304.00,-11784.00,0.00,0.00,608.00,49936.00,-5864.00,-10388.00,-452.00,72.00,4384.00,520.00,55800.00,0.00,23692.00,1756.00,196.00,1852.00,4.00,5324.00,260.00,300.00,0.00,11508.00,992.00,0.00,6740.00,892.00,-6500.00,8784.00,0.00,0.00
1969:Q4,111592.00,42016.00,30356.00,31600.00,16240.00,6656.00,7732.00,972.00,7620.00,111592.00,85428.00,51084.00,17690.00,14882.00,-100.00,1872.00,23616.00,5396.00,0.00,0.00,0.00,0.00,6856.00,924.00,10440.00,0.00,0.00,2548.00,111592.00,20432.00,15104.00,-1556.00,1308.00,4696.00,880.00,91160.00,0.00,56948.00,1648.00,172.00,1244.00,12.00,5208.00,328.00,100.00,0.00,13432.00,1020.00,0.00,7620.00,2036.00,1040.00,352.00,0.00,0.00
1970:Q1,36271.00,-5376.00,10736.00,25716.00,14964.00,8768.00,-404.00,2388.00,5195.00,36271.00,47067.00,21747.00,53474.00,-27922.00,-68.00,-164.00,-12356.00,1824.00,0.00,0.00,0.00,0.00,-4572.00,-644.00,-8964.00,0.00,0.00,1560.00,36271.00,3099.00,-2144.00,719.00,-792.00,3612.00,1704.00,33172.00,160.00,-532.00,4416.00,120.00,884.00,32.00,5460.00,56.00,300.00,0.00,9928.00,1180.00,0.00,2924.00,1392.00,-4712.00,11564.00,0.00,0.00
1970:Q2,46355.00,5824.00,13780.00,23520.00,6640.00,6348.00,9212.00,1320.00,3231.00,46355.00,36943.00,311.00,19804.00,17428.00,-96.00,-504.00,7424.00,1964.00,0.00,0.00,0.00,0.00,10080.00,484.00,-5104.00,0.00,0.00,1988.00,46355.00,743.00,-2064.00,-1097.00,656.00,2812.00,436.00,45612.00,200.00,17396.00,2632.00,92.00,1476.00,48.00,4804.00,-68.00,632.00,0.00,7584.00,856.00,0.00,6484.00,1556.00,-3064.00,4984.00,0.00,0.00
1970:Q3,63719.00,24220.00,-660.00,33812.00,12864.00,8456.00,11216.00,1276.00,6347.00,63719.00,55495.00,29151.00,6481.00,19191.00,-104.00,776.00,7592.00,1156.00,0.00,0.00,0.00,0.00,-64.00,276.00,6224.00,0.00,0.00,632.00,63719.00,13571.00,5392.00,3563.00,808.00,3144.00,664.00,50148.00,-360.00,40988.00,3896.00,84.00,1032.00,52.00,3468.00,-80.00,-76.00,0.00,8032.00,1676.00,0.00,172.00,1632.00,1052.00,-11420.00,0.00,0.00
1970:Q4,56667.00,9296.00,7128.00,37300.00,17868.00,8644.00,9784.00,1004.00,2943.00,56667.00,37131.00,20219.00,-1227.00,17971.00,-32.00,200.00,15980.00,360.00,0.00,0.00,0.00,0.00,3196.00,660.00,11764.00,0.00,0.00,3556.00,56667.00,11583.00,8056.00,-733.00,1396.00,2000.00,864.00,45084.00,0.00,36132.00,196.00,96.00,716.00,48.00,4616.00,-88.00,524.00,0.00,5276.00,2492.00,0.00,-408.00,3008.00,1572.00,-9096.00,0.00,0.00
1971:Q1,65045.00,5056.00,2932.00,38792.00,23948.00,8732.00,4788.00,1324.00,18265.00,65045.00,71437.00,48205.00,6936.00,15980.00,-56.00,372.00,-9120.00,-3700.00,0.00,0.00,0.00,0.00,-884.00,1164.00,-5700.00,0.00,0.00,2728.00,65045.00,12793.00,-2244.00,9689.00,-392.00,4516.00,1224.00,52252.00,0.00,36060.00,92.00,104.00,1300.00,0.00,1560.00,-364.00,396.00,0.00,-1828.00,4808.00,0.00,8380.00,1672.00,456.00,-384.00,0.00,0.00
1971:Q2,68865.00,10776.00,2372.00,44556.00,20184.00,10960.00,9560.00,3852.00,11161.00,68865.00,71109.00,28025.00,15325.00,28115.00,-84.00,-272.00,-5156.00,-9796.00,0.00,0.00,0.00,0.00,6200.00,648.00,-2208.00,0.00,0.00,2912.00,68865.00,-2151.00,-7264.00,-547.00,1540.00,3496.00,624.00,71016.00,0.00,55200.00,2220.00,216.00,2060.00,-20.00,844.00,-664.00,604.00,0.00,-7916.00,6460.00,0.00,5172.00,2612.00,3428.00,800.00,0.00,0.00
1971:Q3,91677.00,16376.00,6996.00,53292.00,29640.00,9388.00,12948.00,1316.00,15013.00,91677.00,92149.00,50073.00,19271.00,21881.00,-72.00,996.00,-5096.00,1584.00,0.00,0.00,0.00,0.00,-7868.00,864.00,324.00,0.00,0.00,4624.00,91677.00,-3283.00,-9408.00,1693.00,1064.00,2060.00,1308.00,94960.00,0.00,69492.00,1336.00,108.00,1768.00,-28.00,2092.00,-584.00,32.00,0.00,8620.00,3188.00,0.00,4664.00,2160.00,2504.00,-392.00,0.00,0.00
1971:Q4,105173.00,13256.00,15124.00,58900.00,33408.00,9804.00,14624.00,1064.00,17893.00,105173.00,78977.00,50649.00,3742.00,24298.00,-76.00,364.00,19980.00,1196.00,0.00,0.00,0.00,0.00,6348.00,268.00,12168.00,0.00,0.00,6216.00,105173.00,11153.00,6948.00,-127.00,2020.00,1152.00,1160.00,94020.00,0.00,64048.00,-948.00,100.00,2196.00,-40.00,3992.00,-440.00,440.00,0.00,7624.00,4588.00,0.00,6272.00,2752.00,3916.00,-480.00,0.00,0.00
1972:Q1,109466.00,26072.00,4600.00,62248.00,36840.00,10344.00,12204.00,2860.00,16546.00,109466.00,113918.00,65746.00,28067.00,19137.00,-100.00,1068.00,-8452.00,-7776.00,0.00,0.00,0.00,0.00,-96.00,2032.00,-2612.00,0.00,0.00,4000.00,109466.00,3062.00,216.00,-1622.00,-164.00,3292.00,1340.00,106404.00,0.00,76504.00,3404.00,8.00,2656.00,-32.00,416.00,-1304.00,84.00,0.00,-2764.00,4104.00,0.00,12344.00,3728.00,7528.00,-272.00,0.00,0.00
1972:Q2,110370.00,17356.00,5804.00,66472.00,31868.00,13464.00,17088.00,4052.00,20738.00,110370.00,102678.00,51578.00,14422.00,37962.00,-72.00,-1212.00,9380.00,332.00,0.00,0.00,0.00,0.00,3656.00,1292.00,4100.00,0.00,0.00,-1688.00,110370.00,1598.00,-3208.00,1458.00,1244.00,492.00,1612.00,108772.00,0.00,81416.00,-292.00,-92.00,2780.00,-44.00,1044.00,-796.00,-208.00,0.00,3856.00,4824.00,0.00,8436.00,4336.00,5416.00,-1904.00,0.00,0.00
1972:Q3,125262.00,32604.00,3052.00,72668.00,42460.00,11152.00,16072.00,2984.00,16938.00,125262.00,114822.00,58218.00,27259.00,28925.00,-84.00,504.00,5252.00,2644.00,0.00,0.00,0.00,0.00,2804.00,240.00,-436.00,0.00,0.00,5188.00,125262.00,-470.00,-8476.00,2430.00,956.00,3472.00,1148.00,125732.00,0.00,97516.00,2824.00,308.00,988.00,-44.00,1732.00,-1072.00,332.00,0.00,7248.00,4268.00,0.00,7376.00,2808.00,1576.00,-128.00,0.00,0.00
1972:Q4,182094.00,45648.00,26356.00,86256.00,44712.00,16168.00,23352.00,2024.00,23834.00,182094.00,138450.00,64618.00,33388.00,39512.00,-88.00,1020.00,37500.00,4972.00,0.00,0.00,0.00,0.00,13456.00,3660.00,15412.00,0.00,0.00,6144.00,182094.00,15638.00,11496.00,418.00,2136.00,140.00,1448.00,166456.00,0.00,124860.00,-3728.00,-188.00,2964.00,-48.00,6368.00,-548.00,520.00,0.00,10700.00,6356.00,0.00,11600.00,5900.00,364.00,1336.00,0.00,0.00
1973:Q1,179478.00,69952.00,10728.00,73820.00,45696.00,7268.00,16340.00,4516.00,24978.00,179478.00,186494.00,85610.00,64462.00,35842.00,-88.00,668.00,-14196.00,1764.00,0.00,0.00,0.00,0.00,-1900.00,4672.00,-18732.00,0.00,0.00,7180.00,179478.00,1990.00,-2184.00,-4934.00,-676.00,8672.00,1112.00,176732.00,0.00,139976.00,3784.00,-16.00,4028.00,-20.00,1996.00,-856.00,648.00,0.00,10132.00,3024.00,0.00,12628.00,3492.00,-4336.00,2252.00,0.00,756.00
1973:Q2,163666.00,32844.00,22604.00,82636.00,40276.00,13456.00,23020.00,5884.00,25582.00,163666.00,133670.00,46222.00,57250.00,31238.00,-72.00,-968.00,21828.00,10900.00,0.00,0.00,0.00,0.00,9836.00,4464.00,-3372.00,0.00,0.00,8168.00,163666.00,1758.00,-116.00,2434.00,848.00,-2380.00,972.00,162000.00,0.00,111872.00,2556.00,-20.00,2864.00,-12.00,4980.00,-300.00,756.00,0.00,17508.00,5820.00,0.00,14020.00,6744.00,-6224.00,1436.00,0.00,-92.00
