1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q2,22589.00,53891.00,25426.00,1014.00,24413.00,28464.00,458379.00,891.00,0.00,264.00,360.00,-2390.00,4213.00,2596.00,1171.00,77874.00,148882.00,13495.00,10842.00,44531.00,4931.00,75083.00,149270.00,41139.00,9890.00,59757.00,38485.00,16320.00,26575.00,4148.00,0.00,1226.00,26979.00,429915.00,-4965.00,48154.00,44242.00,44799.00,59342.00,103387.00,8767.00,50933.00,43687.00,10712.00,6152.00,2598.00,1962.00,-588.00,33044.00,309.00,12781.00,83579.00,2383.00,-457.00,-2991.00,-3816.00,-31302.00
1995:Q3,23467.00,65583.00,25043.00,573.00,24470.00,40539.00,398153.00,630.00,2150.00,270.00,5910.00,-2053.00,1124.00,18807.00,1468.00,5299.00,98289.00,5034.00,503.00,55423.00,3107.00,34222.00,143178.00,18174.00,11101.00,66161.00,47743.00,16054.00,29052.00,2167.00,0.00,1816.00,73993.00,357614.00,-1551.00,-51113.00,47557.00,24200.00,22624.00,117931.00,10802.00,53161.00,53968.00,6508.00,1878.00,3508.00,1122.00,-2581.00,49377.00,667.00,7063.00,90313.00,2427.00,554.00,778.00,42860.00,-42116.00
1995:Q4,20367.00,46111.00,25861.00,723.00,25138.00,20250.00,512858.00,-317.00,0.00,243.00,-1453.00,13417.00,-3017.00,-410.00,5007.00,49682.00,184276.00,-4759.00,32281.00,68786.00,20755.00,67213.00,144041.00,22870.00,29509.00,41898.00,49764.00,-11938.00,29132.00,9755.00,0.00,3427.00,91014.00,492608.00,6957.00,22671.00,30311.00,42145.00,32111.00,135332.00,14245.00,76615.00,44472.00,24675.00,-4612.00,27887.00,1400.00,-3420.00,62481.00,264.00,8222.00,80941.00,2206.00,-635.00,9430.00,38917.00,-25744.00
1996:Q1,22139.00,47211.00,27069.00,723.00,26346.00,20143.00,454466.00,-529.00,0.00,266.00,1533.00,-11218.00,100.00,7163.00,22848.00,28930.00,161618.00,29956.00,25245.00,44789.00,14328.00,47300.00,97914.00,19209.00,15691.00,62939.00,76.00,29351.00,24677.00,3036.00,0.00,2119.00,86658.00,434323.00,-15410.00,-53187.00,82137.00,71184.00,46861.00,71040.00,4054.00,37265.00,29721.00,29742.00,19095.00,9245.00,1402.00,-7062.00,88965.00,1352.00,3962.00,79805.00,-1007.00,342.00,4458.00,31141.00,-25072.00
1996:Q2,21651.00,35761.00,28276.00,1012.00,27264.00,7485.00,407483.00,82.00,0.00,251.00,-7186.00,1520.00,2650.00,303.00,11441.00,20032.00,58959.00,12511.00,-8933.00,13817.00,2366.00,39198.00,166383.00,28611.00,23486.00,76757.00,37530.00,48025.00,25768.00,545.00,0.00,2543.00,76168.00,399998.00,-15859.00,23124.00,24053.00,-6454.00,31463.00,157065.00,26427.00,75270.00,55368.00,8833.00,-3516.00,10387.00,1962.00,-1532.00,76147.00,1413.00,6988.00,73641.00,902.00,-299.00,-8169.00,28682.00,-14110.00
1996:Q3,20345.00,29870.00,29265.00,1208.00,28058.00,605.00,421399.00,-3411.00,-450.00,224.00,3568.00,801.00,3252.00,15210.00,17333.00,-1468.00,86538.00,12339.00,-35.00,17510.00,1461.00,55263.00,135035.00,27116.00,783.00,72861.00,34275.00,44100.00,23369.00,2678.00,0.00,3727.00,90893.00,420794.00,-17204.00,2408.00,65826.00,34315.00,448.00,97251.00,21218.00,55696.00,20337.00,9972.00,111.00,7520.00,2341.00,-5074.00,52227.00,1435.00,13985.00,74587.00,1515.00,316.00,5899.00,82888.00,-9526.00
1996:Q4,18222.00,-220.00,29719.00,1495.00,28224.00,-29939.00,565825.00,69.00,0.00,222.00,5597.00,12573.00,4587.00,17243.00,29390.00,24833.00,136175.00,1661.00,-22606.00,51326.00,24227.00,81567.00,151528.00,22924.00,24856.00,71085.00,32664.00,25964.00,27446.00,2782.00,0.00,6698.00,120719.00,595764.00,23456.00,16665.00,54348.00,49744.00,2221.00,140183.00,40529.00,63182.00,36472.00,56655.00,9167.00,45336.00,2152.00,-7580.00,67748.00,-179.00,14585.00,100155.00,2721.00,-53.00,12497.00,62598.00,18442.00
1997:Q1,21431.00,48673.00,30059.00,2148.00,27911.00,18614.00,524883.00,-1674.00,-518.00,191.00,-2423.00,-11616.00,-1165.00,23188.00,17809.00,79406.00,157752.00,63025.00,-1006.00,26126.00,10128.00,59479.00,83051.00,40453.00,5152.00,52202.00,-14756.00,13142.00,35408.00,5075.00,0.00,4371.00,122885.00,506269.00,-16777.00,-32938.00,71241.00,63626.00,104590.00,74446.00,43923.00,27021.00,3502.00,-12495.00,-2946.00,-13698.00,4149.00,-14505.00,71438.00,3381.00,11105.00,83506.00,803.00,936.00,-514.00,98426.00,-27243.00
1997:Q2,22881.00,62204.00,30323.00,2255.00,28068.00,31880.00,528343.00,79.00,0.00,117.00,-490.00,1506.00,10597.00,8088.00,10355.00,15351.00,129616.00,16959.00,-3582.00,45159.00,1616.00,69464.00,163890.00,42976.00,26026.00,71415.00,23474.00,1430.00,29150.00,-1216.00,0.00,4993.00,154878.00,496463.00,1615.00,36874.00,49556.00,-1733.00,31614.00,144514.00,19439.00,71881.00,53194.00,37867.00,249.00,33565.00,4053.00,-9958.00,70888.00,-1307.00,12330.00,104725.00,2783.00,112.00,4262.00,12321.00,-39323.00
1997:Q3,23648.00,30159.00,32277.00,2845.00,29433.00,-2118.00,616581.00,64.00,0.00,128.00,2794.00,-3609.00,-3815.00,7733.00,15459.00,95393.00,151750.00,24580.00,18097.00,39887.00,16236.00,52950.00,173235.00,8841.00,31887.00,108153.00,24354.00,29730.00,30413.00,12243.00,0.00,2229.00,102834.00,618699.00,-20181.00,-40385.00,68944.00,51427.00,110898.00,97355.00,42264.00,40134.00,14957.00,30958.00,17019.00,12268.00,1671.00,-3616.00,92377.00,7273.00,13669.00,96215.00,2095.00,428.00,-3660.00,114902.00,-6511.00
1997:Q4,25042.00,27563.00,34319.00,4064.00,30255.00,-6757.00,683972.00,74.00,0.00,141.00,152.00,18224.00,8395.00,4621.00,11441.00,-27946.00,273206.00,40709.00,96154.00,30033.00,17263.00,89047.00,178524.00,48327.00,44310.00,65300.00,20587.00,7963.00,41260.00,7666.00,0.00,8940.00,151313.00,690729.00,28325.00,45272.00,61674.00,43758.00,-2312.00,194084.00,61025.00,74618.00,58441.00,36699.00,-1637.00,33301.00,5035.00,142.00,95749.00,-3691.00,7502.00,88267.00,2437.00,-392.00,5996.00,87219.00,-2521.00
1998:Q1,20165.00,50925.00,35591.00,3191.00,32400.00,15334.00,757681.00,95.00,0.00,121.00,5177.00,-14836.00,3253.00,4238.00,17544.00,78393.00,299420.00,92085.00,7847.00,85241.00,25303.00,88944.00,122061.00,20935.00,26779.00,92119.00,-17772.00,52502.00,29687.00,5109.00,0.00,-1923.00,156840.00,742346.00,-63979.00,-36664.00,95412.00,83521.00,117729.00,182027.00,59201.00,57006.00,65820.00,43319.00,7407.00,33637.00,2275.00,6193.00,101270.00,-406.00,6641.00,118177.00,-608.00,-511.00,-4599.00,94824.00,-30760.00
1998:Q2,18565.00,28443.00,37595.00,2767.00,34827.00,-9151.00,611008.00,492.00,0.00,122.00,-6503.00,683.00,-3411.00,8072.00,27963.00,26611.00,117615.00,31379.00,-71273.00,40054.00,12151.00,105304.00,251275.00,50862.00,36945.00,120709.00,42759.00,41141.00,40149.00,476.00,0.00,8037.00,98286.00,620160.00,24710.00,52166.00,3689.00,26105.00,-439.00,227797.00,33918.00,103532.00,90347.00,46772.00,8179.00,33630.00,4963.00,2483.00,96960.00,1337.00,9125.00,122522.00,332.00,-423.00,6709.00,315.00,-9878.00
1998:Q3,17776.00,1507.00,38439.00,3390.00,35050.00,-36932.00,684484.00,68.00,0.00,205.00,4873.00,286.00,-760.00,15713.00,40504.00,8913.00,204183.00,26295.00,20004.00,74841.00,22293.00,60750.00,208672.00,27511.00,23304.00,126930.00,30927.00,-26452.00,50435.00,1366.00,0.00,1871.00,174607.00,721416.00,21844.00,-47920.00,36679.00,98391.00,39064.00,210958.00,35346.00,140474.00,35138.00,78005.00,8309.00,59791.00,9905.00,3633.00,43905.00,913.00,8183.00,115704.00,1479.00,1104.00,16762.00,92712.00,16269.00
1998:Q4,17957.00,68726.00,39677.00,2078.00,37598.00,29049.00,665482.00,102.00,0.00,279.00,3566.00,5287.00,7614.00,14576.00,23465.00,-115970.00,282948.00,-6346.00,25474.00,135508.00,28407.00,99905.00,308466.00,34002.00,87770.00,149322.00,37372.00,32690.00,18870.00,-1226.00,0.00,5477.00,79338.00,636433.00,11777.00,43517.00,81212.00,84776.00,-161626.00,259403.00,32518.00,170577.00,56308.00,48739.00,5412.00,35681.00,7646.00,-8773.00,59702.00,-2850.00,19141.00,97405.00,1247.00,-1591.00,15134.00,89220.00,-50768.00
1999:Q1,23479.00,72110.00,39106.00,1595.00,37512.00,33004.00,579392.00,-1778.00,-1000.00,368.00,9414.00,-9556.00,-12631.00,12296.00,25145.00,-26062.00,281047.00,55683.00,37298.00,111888.00,16664.00,59514.00,162126.00,5153.00,27588.00,128300.00,1085.00,-22481.00,43025.00,-2751.00,0.00,9133.00,113097.00,546388.00,-9640.00,-34459.00,16274.00,86689.00,30148.00,263748.00,19719.00,142374.00,101655.00,3953.00,-6794.00,5716.00,5031.00,-818.00,61562.00,497.00,10713.00,65678.00,-539.00,-305.00,15381.00,37507.00,-48632.00
1999:Q2,23354.00,34778.00,37483.00,-953.00,38437.00,-2705.00,590646.00,22.00,0.00,366.00,5362.00,2739.00,11587.00,-4935.00,17482.00,-3157.00,166583.00,10998.00,-50087.00,91585.00,5103.00,108984.00,249488.00,15110.00,62895.00,144047.00,27436.00,6959.00,29037.00,-3079.00,0.00,6899.00,105294.00,593352.00,15669.00,32665.00,27093.00,-17522.00,-11591.00,219291.00,14426.00,147331.00,57534.00,39814.00,12513.00,30366.00,-3065.00,10463.00,74466.00,12110.00,13928.00,81885.00,-1657.00,-246.00,58255.00,38729.00,-11424.00
1999:Q3,25311.00,39890.00,40275.00,627.00,39649.00,-385.00,611844.00,82.00,-1000.00,453.00,9879.00,50.00,-6115.00,-20250.00,33012.00,-2317.00,209318.00,32242.00,1131.00,105947.00,8433.00,61565.00,279148.00,24977.00,43732.00,172794.00,37645.00,-27039.00,47789.00,-3265.00,0.00,7281.00,84819.00,612230.00,1575.00,-8827.00,58438.00,55883.00,-7346.00,225055.00,22561.00,165452.00,37042.00,55957.00,-1900.00,55515.00,2342.00,-10044.00,39720.00,-1517.00,6908.00,81637.00,1723.00,1027.00,26451.00,85589.00,-14579.00
1999:Q4,26403.00,62159.00,39643.00,550.00,39093.00,22516.00,1075320.00,20.00,-1000.00,556.00,-13273.00,27329.00,18019.00,18811.00,36010.00,154631.00,328976.00,111616.00,5730.00,98932.00,7473.00,105225.00,327390.00,43848.00,99484.00,146117.00,37941.00,61012.00,13214.00,-6298.00,0.00,909.00,109015.00,1052805.00,9127.00,122616.00,112906.00,136418.00,51916.00,213390.00,119517.00,138190.00,-44317.00,94351.00,18588.00,72851.00,2912.00,2078.00,64004.00,837.00,16063.00,103797.00,3530.00,773.00,5606.00,115392.00,-35756.00
2000:Q1,21656.00,85984.00,40056.00,881.00,39175.00,45928.00,650321.00,79.00,0.00,990.00,20670.00,-37172.00,-12570.00,-2319.00,715.00,-58942.00,176066.00,76492.00,16516.00,19879.00,-1113.00,64292.00,229328.00,20414.00,104784.00,103972.00,158.00,169140.00,36423.00,5977.00,0.00,6412.00,115524.00,604393.00,-109020.00,-104202.00,106592.00,81056.00,74930.00,123346.00,32761.00,56241.00,34344.00,68008.00,-1230.00,67096.00,2142.00,-7637.00,108073.00,2907.00,11971.00,91486.00,2117.00,-128.00,15881.00,139013.00,-64328.00
2000:Q2,18312.00,-4351.00,40665.00,575.00,40090.00,-45015.00,594117.00,62.00,-2000.00,976.00,6335.00,2599.00,2721.00,-23238.00,-5807.00,22864.00,8745.00,51078.00,-50162.00,27993.00,-17102.00,-3062.00,288663.00,46155.00,36606.00,162201.00,43701.00,55092.00,60625.00,469.00,0.00,6430.00,169581.00,639132.00,62511.00,6609.00,63540.00,-37899.00,47689.00,172306.00,20463.00,95393.00,56450.00,22448.00,4195.00,16620.00,1633.00,11558.00,72664.00,5639.00,7139.00,95628.00,-1170.00,869.00,6618.00,102983.00,22663.00
2000:Q3,18615.00,62593.00,40923.00,877.00,40046.00,21670.00,687491.00,732.00,-1000.00,832.00,-363.00,-3143.00,-2719.00,9369.00,21129.00,-11702.00,172158.00,26057.00,51372.00,58481.00,8319.00,27929.00,210029.00,12755.00,-2873.00,151391.00,48755.00,95341.00,57248.00,6193.00,0.00,9101.00,124287.00,665821.00,-18814.00,-34882.00,99067.00,69128.00,31874.00,192670.00,17879.00,129123.00,45668.00,10415.00,-2034.00,13051.00,-602.00,-8254.00,60921.00,-3493.00,11458.00,96583.00,3381.00,-832.00,15340.00,141259.00,-43979.00
2000:Q4,20441.00,-12599.00,41023.00,1514.00,39509.00,-53622.00,902790.00,68.00,-1000.00,832.00,17488.00,11585.00,16630.00,-12163.00,20827.00,136850.00,106177.00,23349.00,-17294.00,111320.00,8454.00,-19652.00,242757.00,33823.00,1676.00,140370.00,66888.00,36903.00,69268.00,5213.00,0.00,-720.00,252075.00,956412.00,16063.00,18979.00,113410.00,117870.00,73791.00,259395.00,60623.00,154120.00,44652.00,60475.00,2152.00,56771.00,1552.00,21401.00,53493.00,3.00,10850.00,109888.00,4722.00,-96.00,33978.00,62191.00,33040.00
2001:Q1,30360.00,53590.00,41626.00,494.00,41132.00,11964.00,855567.00,99.00,0.00,628.00,22681.00,-10417.00,12721.00,22136.00,61977.00,117555.00,334220.00,-48136.00,76533.00,203836.00,18001.00,83986.00,57078.00,-7583.00,-26966.00,81833.00,9794.00,113085.00,29061.00,5266.00,0.00,2547.00,86931.00,843603.00,-82823.00,-49535.00,147266.00,190211.00,105941.00,147516.00,-21834.00,109062.00,60288.00,-2339.00,2801.00,-5478.00,338.00,16216.00,43396.00,-576.00,25046.00,101791.00,14533.00,3244.00,14109.00,169607.00,-23230.00
2001:Q2,30917.00,61089.00,39487.00,48.00,39439.00,21601.00,567024.00,83.00,0.00,399.00,-2749.00,1564.00,21237.00,-12850.00,18806.00,-3613.00,28524.00,-145065.00,-37922.00,139004.00,9076.00,63431.00,229722.00,-30566.00,23239.00,202605.00,34444.00,116830.00,8009.00,1587.00,0.00,540.00,158937.00,545423.00,790.00,30490.00,51496.00,16996.00,29327.00,131777.00,-116540.00,173275.00,75042.00,10457.00,1141.00,6988.00,2328.00,-2308.00,76105.00,-2018.00,24850.00,93351.00,1077.00,879.00,7272.00,74882.00,-30172.00
2001:Q3,38955.00,4221.00,36757.00,-716.00,37473.00,-32536.00,913074.00,92.00,0.00,287.00,685.00,5539.00,20655.00,-5992.00,41500.00,52242.00,250607.00,-39581.00,71320.00,124082.00,6760.00,88026.00,278118.00,-8936.00,50366.00,207280.00,29408.00,106647.00,44654.00,9177.00,0.00,13807.00,95056.00,945610.00,32209.00,25294.00,66471.00,109183.00,63388.00,254730.00,-22790.00,204736.00,72784.00,105702.00,7071.00,100892.00,-2261.00,7355.00,9224.00,2815.00,3158.00,147915.00,9239.00,2457.00,-2985.00,109455.00,34734.00
2001:Q4,48681.00,64107.00,40332.00,4245.00,36087.00,23776.00,846053.00,72.00,0.00,60.00,10900.00,3686.00,10992.00,62817.00,36748.00,30907.00,313901.00,27128.00,1573.00,167201.00,38808.00,79191.00,159317.00,-39372.00,-55403.00,181549.00,72543.00,67038.00,23245.00,2471.00,0.00,1672.00,122227.00,822278.00,17845.00,104309.00,88550.00,123672.00,-5823.00,278424.00,34298.00,155614.00,88512.00,-38352.00,-4618.00,-35538.00,1804.00,18610.00,62770.00,3075.00,19654.00,73657.00,-2133.00,-9862.00,7308.00,80574.00,-15427.00
2002:Q1,53798.00,76633.00,40802.00,1740.00,39062.00,35831.00,627963.00,94.00,0.00,613.00,-7301.00,-7942.00,-5150.00,97.00,-23515.00,15859.00,210567.00,-67947.00,37401.00,137007.00,5742.00,98364.00,136410.00,-14472.00,-10627.00,168693.00,-7184.00,70119.00,48512.00,2895.00,0.00,10873.00,175833.00,592132.00,-36820.00,-96989.00,170180.00,-37453.00,48085.00,208233.00,-64516.00,169694.00,103055.00,-19859.00,695.00,-22529.00,1975.00,13597.00,102672.00,-2864.00,22706.00,119041.00,-2797.00,-2067.00,1665.00,104802.00,-22835.00
2002:Q2,56537.00,-7701.00,40096.00,931.00,39165.00,-47797.00,583521.00,46.00,0.00,365.00,-1998.00,1942.00,249.00,1370.00,16029.00,38305.00,87466.00,-76328.00,37153.00,96048.00,12165.00,18428.00,220011.00,-30787.00,-10192.00,227730.00,33260.00,57298.00,24408.00,2237.00,0.00,6451.00,129342.00,631318.00,-30553.00,38183.00,31588.00,-57088.00,130956.00,187856.00,-51693.00,120969.00,118580.00,-12618.00,13473.00,-31850.00,5759.00,20856.00,49379.00,-5765.00,22527.00,92934.00,7637.00,2328.00,2878.00,150220.00,64238.00
2002:Q3,56256.00,-828.00,40765.00,1321.00,39444.00,-41593.00,617032.00,60.00,0.00,320.00,2591.00,2772.00,18077.00,-22668.00,-26742.00,88316.00,207038.00,-15079.00,45223.00,150038.00,10783.00,16073.00,237172.00,-24035.00,-13456.00,245445.00,29218.00,-19194.00,24036.00,-2273.00,0.00,3637.00,103890.00,658625.00,33854.00,25555.00,93331.00,-32605.00,70070.00,163730.00,-3756.00,114974.00,52512.00,25265.00,18088.00,5773.00,1404.00,18201.00,-2886.00,1185.00,14891.00,109288.00,6482.00,2450.00,2531.00,127283.00,57084.00
2002:Q4,56257.00,95870.00,38820.00,597.00,38223.00,57049.00,777463.00,106.00,0.00,282.00,-14.00,9226.00,236.00,-5494.00,34812.00,13680.00,314282.00,23187.00,90953.00,138763.00,29137.00,32242.00,288939.00,-29216.00,16074.00,261961.00,40120.00,35452.00,16221.00,-4056.00,0.00,2393.00,71397.00,720413.00,48489.00,25360.00,51518.00,106911.00,17136.00,313212.00,20029.00,141015.00,152168.00,-23250.00,-20373.00,-4940.00,2063.00,18882.00,33830.00,5651.00,-2168.00,123843.00,6096.00,-2077.00,2542.00,-5562.00,-39613.00
2003:Q1,57869.00,116404.00,37864.00,240.00,37624.00,78540.00,808812.00,57.00,0.00,201.00,-9741.00,-6665.00,22180.00,-19868.00,-65388.00,-3046.00,336659.00,-6870.00,1137.00,201452.00,39108.00,101832.00,206770.00,-14520.00,25464.00,203994.00,-8168.00,107303.00,11109.00,4555.00,0.00,5522.00,219165.00,730272.00,-50901.00,-16926.00,152514.00,-66211.00,64006.00,271867.00,-21354.00,128310.00,164911.00,16786.00,-169.00,18117.00,-1162.00,11256.00,47850.00,-8917.00,17633.00,178405.00,-27259.00,-71.00,20518.00,119722.00,-58535.00
2003:Q2,61085.00,30592.00,38200.00,202.00,37998.00,-7609.00,1128555.00,33.00,0.00,267.00,-10851.00,3351.00,211.00,-10351.00,15400.00,115560.00,280392.00,-45621.00,-9772.00,159371.00,18206.00,158208.00,402946.00,-9701.00,94163.00,284677.00,33807.00,73522.00,7052.00,2316.00,0.00,6581.00,242126.00,1136163.00,-29745.00,57762.00,103188.00,-41253.00,166081.00,179504.00,-49552.00,110595.00,118461.00,142627.00,31630.00,109153.00,1844.00,22760.00,95935.00,6752.00,17513.00,104188.00,-881.00,-1220.00,6.00,312946.00,30493.00
2003:Q3,57960.00,96878.00,38890.00,-1181.00,40071.00,57989.00,581256.00,105.00,0.00,208.00,-5776.00,1677.00,8058.00,-11445.00,26288.00,-101845.00,231825.00,-33333.00,69126.00,59990.00,19094.00,116948.00,255155.00,-23013.00,-31852.00,274070.00,35949.00,32963.00,19698.00,-611.00,0.00,5660.00,119297.00,523267.00,57686.00,-17379.00,41004.00,-67261.00,-79127.00,254006.00,-14158.00,197168.00,70996.00,-8169.00,-1832.00,-9641.00,3304.00,12889.00,56454.00,-2785.00,19476.00,101326.00,1682.00,-467.00,464.00,153468.00,-38919.00
2003:Q4,56675.00,78872.00,41371.00,521.00,40850.00,37502.00,703698.00,57.00,0.00,195.00,-11828.00,1572.00,13488.00,-8954.00,-67540.00,-2419.00,287838.00,-8319.00,58722.00,22163.00,22450.00,192822.00,262810.00,886.00,-16589.00,220321.00,58192.00,31214.00,15263.00,6649.00,0.00,6528.00,168825.00,666196.00,27644.00,61017.00,71561.00,-50329.00,29001.00,319511.00,21560.00,150172.00,147779.00,-4760.00,-2465.00,-7204.00,4909.00,19126.00,82513.00,-4250.00,9218.00,115882.00,3463.00,-1636.00,2866.00,-14631.00,-22198.00
2004:Q1,59800.00,60819.00,44415.00,2352.00,42063.00,16404.00,1036382.00,83.00,0.00,293.00,3171.00,-5365.00,-6614.00,3476.00,-52011.00,171392.00,127726.00,22655.00,-46676.00,-8369.00,24659.00,135457.00,284018.00,-16890.00,54145.00,253198.00,-6435.00,108518.00,41884.00,1932.00,0.00,20978.00,336902.00,1019978.00,-86958.00,-2841.00,176252.00,-47413.00,176844.00,173473.00,6368.00,4537.00,162568.00,67612.00,9400.00,52611.00,5601.00,26569.00,123223.00,6381.00,-336.00,136684.00,10629.00,-1981.00,6047.00,255793.00,-1019.00
2004:Q2,57263.00,71020.00,44909.00,1497.00,43412.00,26111.00,787091.00,76.00,0.00,278.00,6771.00,8074.00,15797.00,8531.00,-26941.00,107112.00,56220.00,-33447.00,-68629.00,80438.00,19456.00,58402.00,440308.00,20496.00,59747.00,341420.00,18645.00,32067.00,42298.00,11213.00,0.00,12827.00,72461.00,760980.00,79275.00,39377.00,119308.00,-50735.00,76712.00,196140.00,-27588.00,73847.00,149881.00,78524.00,6911.00,65462.00,6151.00,24799.00,27280.00,-2522.00,10356.00,137469.00,-18321.00,-338.00,17903.00,25753.00,-13757.00
2004:Q3,42356.00,-55434.00,45613.00,652.00,44961.00,-101047.00,1029835.00,61.00,0.00,240.00,-8438.00,-4703.00,-3237.00,-6803.00,5460.00,127212.00,168951.00,10223.00,92003.00,-70647.00,1480.00,135892.00,350178.00,10853.00,-11733.00,301139.00,49919.00,82610.00,35578.00,5232.00,0.00,6431.00,271063.00,1130882.00,-32282.00,-10827.00,119047.00,-49701.00,247706.00,209606.00,-164.00,43803.00,165967.00,10684.00,22542.00,-15815.00,3957.00,32781.00,48734.00,2159.00,9140.00,173326.00,7161.00,801.00,17551.00,344996.00,97790.00
2004:Q4,63112.00,46550.00,47124.00,1030.00,46094.00,-575.00,955596.00,91.00,0.00,155.00,-652.00,-2219.00,21559.00,15943.00,-39757.00,-117679.00,88903.00,68698.00,26094.00,-198628.00,10320.00,182420.00,522195.00,38373.00,96724.00,335895.00,51203.00,81963.00,28630.00,-7864.00,0.00,3594.00,360735.00,956171.00,28448.00,59649.00,115430.00,9528.00,-139380.00,263840.00,43036.00,-6421.00,227225.00,91939.00,-3855.00,86001.00,9793.00,33908.00,88906.00,1804.00,9664.00,145696.00,6397.00,-2646.00,8693.00,234295.00,16562.00
2005:Q1,64954.00,234927.00,44293.00,1043.00,43250.00,190634.00,973904.00,68.00,0.00,111.00,-4703.00,-788.00,-25114.00,13931.00,-1194.00,123984.00,281684.00,45394.00,49617.00,-12022.00,36939.00,161756.00,291607.00,17625.00,13620.00,274997.00,-14635.00,88989.00,29545.00,-2204.00,0.00,6805.00,171183.00,783270.00,-6344.00,-23228.00,162556.00,-36678.00,194378.00,235838.00,25441.00,-12216.00,222613.00,-7304.00,-2615.00,-9763.00,5074.00,21772.00,82112.00,-1068.00,2818.00,141832.00,1980.00,607.00,12359.00,1640.00,-169972.00
2005:Q2,52160.00,61028.00,45332.00,899.00,44433.00,15696.00,908498.00,72.00,0.00,70.00,13769.00,1929.00,-9688.00,-7398.00,-17668.00,48690.00,68988.00,53847.00,-39329.00,-112153.00,22258.00,144365.00,506026.00,53934.00,47582.00,377272.00,27238.00,57013.00,23804.00,2437.00,0.00,10337.00,210118.00,892802.00,-4429.00,15002.00,107578.00,-11106.00,150598.00,278446.00,58739.00,19252.00,200455.00,50531.00,1117.00,43273.00,6141.00,19887.00,61882.00,77.00,-201.00,147353.00,-2750.00,-196.00,1666.00,78464.00,-8868.00
2005:Q3,30676.00,103118.00,46266.00,323.00,45943.00,56852.00,911395.00,38.00,0.00,-186.00,11125.00,-3993.00,-1954.00,12401.00,5849.00,136452.00,90062.00,44098.00,29107.00,-66657.00,20838.00,62676.00,456617.00,28527.00,4710.00,381944.00,41436.00,30193.00,8842.00,2206.00,0.00,6764.00,156978.00,854543.00,-8800.00,-32785.00,220936.00,47974.00,176137.00,142260.00,35496.00,-24712.00,131476.00,9809.00,9927.00,-3894.00,3776.00,8337.00,64030.00,10178.00,8116.00,123394.00,-7127.00,-1203.00,280.00,93007.00,-72442.00
2005:Q4,43530.00,141649.00,46531.00,202.00,46329.00,95118.00,1009821.00,145.00,0.00,111.00,-12408.00,6394.00,-20362.00,12889.00,25079.00,-21762.00,212464.00,64198.00,61835.00,-18463.00,25262.00,79632.00,515970.00,70996.00,32428.00,370269.00,42277.00,76620.00,21359.00,-2969.00,0.00,-12359.00,208651.00,914704.00,13416.00,45433.00,118808.00,124931.00,-41784.00,390573.00,94497.00,98100.00,197976.00,16358.00,14262.00,2977.00,-881.00,28427.00,78016.00,-2148.00,613.00,145257.00,-2215.00,-425.00,-440.00,-116.00,-98119.00
2006:Q1,53046.00,108621.00,47228.00,761.00,46467.00,61394.00,1251997.00,61.00,0.00,1339.00,5521.00,-9331.00,13462.00,703.00,168.00,63206.00,313862.00,64957.00,-12773.00,55339.00,23886.00,182453.00,470836.00,51803.00,40941.00,407449.00,-29357.00,77451.00,23762.00,17592.00,0.00,10623.00,262743.00,1190604.00,-30574.00,-19382.00,201824.00,7127.00,152738.00,330718.00,30191.00,76221.00,224306.00,38261.00,9246.00,24871.00,4144.00,5033.00,134480.00,-7177.00,21291.00,121215.00,8614.00,-243.00,9451.00,217228.00,-55576.00
2006:Q2,56808.00,124001.00,46903.00,537.00,46366.00,77098.00,1071548.00,78.00,0.00,111.00,-18835.00,2089.00,46564.00,34065.00,6416.00,-14784.00,170235.00,17483.00,-52507.00,68673.00,9983.00,126603.00,536452.00,51314.00,61163.00,391059.00,32916.00,32656.00,38572.00,-7052.00,1111.00,1854.00,242016.00,994450.00,-2121.00,29059.00,123740.00,60437.00,85937.00,356782.00,70699.00,113383.00,172700.00,70208.00,937.00,65353.00,3918.00,22090.00,41228.00,13036.00,2268.00,148986.00,-7516.00,-170.00,12726.00,37760.00,-67193.00
